"Gene","FC_malesOverall","FC_femalesOverall","FCB_1","FCB_3","FCB_7","FCB_21"
"FPR2",1.05976913904118,0.936643957114818,1.06460420334902,1.03044536783767,1.24542707262786,1.33289929031631
"PMAIP1",0.996385665615065,1.03610241501465,0.872180021534716,0.934733888375294,1.24120961408595,1.1467574380291
"STEAP4",1.02402813673411,0.962047103985937,1.02372598621599,1.07442890057207,1.23789151043992,1.19211010383492
"TNFAIP2",0.987843260274459,0.993901259805229,1.07368477215023,1.07739621397154,1.23498150248263,1.15137498430546
"THBS1",1.00467360337128,1.20189913597177,0.98720725401489,1.11857834774676,1.23025064902534,1.02649212955083
"SLC7A5",1.00483109537824,1.07439471401441,0.986229822073995,1.08820031748885,1.22098317961488,1.07877454169596
"TMEM88",0.991091811481864,0.953929334266224,1.00997419013938,1.15023668519577,1.21987223175893,1.20725185151235
"AQP9",1.02239727058138,0.981293883270263,0.994735264203827,1.01902861322921,1.21712281577374,1.15295978811798
"IL18",1.04018078867885,1.10154262787665,0.844122645717625,0.933606141968521,1.21519853839646,1.11010863798254
"BTBD19",1.02203336038754,1.02935524064962,0.912958104022902,0.97076715513547,1.21208716058819,1.17832724743048
"UPB1",1.04423875596138,1.03744228126743,0.86042637334079,0.909018884747472,1.21139422699672,1.04878026625067
"MMP9",1.0309147906773,1.01982010897119,0.935837687690845,1.1164660496787,1.21057164233463,1.17606075047204
"IGLV6-57",0.959572535873254,1.01021492597662,1.03826281279636,0.947965178275154,1.20605431204211,1.03768895914268
"IL23A",0.976011787615008,1.01006526446636,1.00558380861844,1.01574649222763,1.2051232698104,1.0295685409265
"LRRC32",0.948054459651875,1.01417834949838,1.01663662807117,1.10633758206359,1.20058358242079,1.13819981773846
"DNAJB4",1.02839338373979,1.10261374381739,0.95415254200771,0.990754277326374,1.19891069378313,1.30250264574325
"PIWIL4",1.00504581352718,0.990859303690181,1.12405572399956,1.25050659719239,1.19857346534272,1.25619615565897
"ARL5B",0.995689332591794,1.05388687367158,0.869586839842932,0.948215391018485,1.19644920380614,1.21220330978617
"DMXL2",1.0014380250111,1.02994713217092,1.10298559576358,1.10503277002527,1.19639392177398,1.21199842181267
"ACVR2A",0.96888690552903,1.07685696917858,0.968883363498455,1.05210109582249,1.19633911363811,1.09757964332004
"CSRNP1",1.01085131757956,0.988191248817066,0.994167596284705,1.03162808164012,1.19528985296434,1.18203540350621
"MARCKS",1.0311112609736,0.988946153722005,1.01115652877441,1.0332528057132,1.19481365596579,1.13121391057153
"PTGER4",0.994916949534879,0.995949800299192,1.00142355940382,0.999832505517223,1.1937520172708,1.16632607507154
"SGK1",1.01233545524059,0.980907784144395,0.992647596942292,1.03881460635778,1.18874106485423,1.11710870974816
"ZNF768",0.993717439744673,0.996751410351442,1.0034073005867,1.08529877826868,1.18806984670305,1.06541887999863
"PLK3",0.976212216831215,1.01869741827614,0.962540692286953,1.03601303636805,1.18597412845934,1.14384740571526
"OSR2",0.998149671278664,1.09948473135294,1.00588658737662,0.929092259723684,1.18495190112148,1.31441586447492
"PIM2",0.995485553539866,0.975482304398333,1.12662476013073,1.13390796407884,1.18130811173789,1.17590597479046
"PLAUR",1.01262299086848,0.995821222069869,0.999397418899628,1.02773570114116,1.18016550493988,1.12543767845933
"DUSP5",0.996354008247878,1.11423403530327,0.908896419459461,0.994697786907146,1.17841959013735,1.08434191519843
"ACSL1",1.03282528591637,0.949170476798615,0.972770592336778,1.02867469681009,1.17690626056473,1.0870121617335
"RIN2",0.983050748693601,1.02311375931175,0.950750679737274,1.00283660824643,1.17668769739506,1.20437751072847
"CAV1",0.997208254023691,1.02486423531307,0.795436471002732,0.758120281421065,1.17517200738667,0.704105931826436
"BCL2A1",1.01485419746784,0.990594089227841,0.986458089795951,0.996642161571486,1.17476253128222,1.11043895324302
"PLEK",0.996795351830494,1.00441467100674,1.03693845495266,1.05162422890263,1.17387308593346,1.13835903066292
"DDX11L2",0.963635677736215,1.06816654565484,1.2031724826808,1.22580767846697,1.17332071756956,1.23367470150288
"MME",1.02855847550011,1.00502466552273,0.764140068157974,0.942633837382069,1.17166582147561,1.19270386706877
"SLPI",0.978056792989272,0.893016050062592,0.936582325231835,1.05003189396272,1.17136571018581,1.38428555327782
"IL1R2",1.02835116788949,1.02589339738536,0.855823494949318,0.868656228987738,1.17055502382247,1.08233460201999
"COL18A1",0.998560119158603,1.00601344728086,1.0958606601823,1.17392726545831,1.17048885808763,1.19184406835928
"SLC2A6",0.985970584304055,1.05513274450947,1.00604178834989,1.07912531956469,1.1700128642163,1.10187482962822
"SERPINA2",1.0120177892939,1.01884314208076,1.17766148358912,1.09962348407537,1.16771497884384,1.10463995778953
"KCTD13",0.996315422029654,0.999305424687037,1.18262154330814,1.19103248553235,1.16770924119781,1.18225842315784
"ERI3",0.999859703146681,0.95805765038818,1.11603559083492,1.16367258462942,1.16760099147702,1.14472429817063
"SERPINB9",0.996565525590861,1.03228484449564,1.01217354949069,1.01895803814335,1.16646932196449,1.1183215158945
"BCL3",1.01943108642578,0.987451402792914,0.993026000883397,1.06815095150848,1.16366346776745,1.09372277445407
"IRAK2",1.0030554643772,1.01383544851719,0.850155517543698,0.955628545934758,1.16186084818506,0.958505948515057
"FCAR",0.992884945479718,0.983185894530736,0.927995728612052,0.945544053317018,1.15939302055751,1.07279863760894
"CD38",1.06478961566164,1.0499598569509,0.998722082062945,0.888180568628845,1.15818430355145,0.973640346305851
"FOSL1",1.03631670097833,1.02496907892417,0.902227278354951,0.959692048423693,1.15380136913031,1.21563877648716
"PHLDA1",0.984633252925936,1.00655243526192,0.914160039695208,1.00516329182243,1.15159126563521,1.01873704274193
"CLIC4",1.00117441853162,1.0954138914644,0.936273266124186,1.00071465562379,1.15078735566901,1.02337300347548
"IFIT3",1.12763837217037,0.957263979528659,1.01070950641868,0.852771799466491,1.14952235708799,1.44292106830856
"GLDC",1.04872911546295,0.940542120325803,0.903240006858281,0.894628729804401,1.14945446539379,0.890769611576013
"DACT1",1.03439880906475,1.00413623655247,1.19898410997598,1.16824789509533,1.14888333811394,1.16024020625784
"SLC15A3",0.98776882916161,0.985575316996674,1.02140947589977,1.08102675468301,1.14885697206912,1.12754702568696
"STARD5",0.970642047359087,0.992215812256603,1.03752429739052,1.02839354054152,1.14878221312415,1.14421417767801
"DGAT2",1.01216072204573,0.969166703916092,1.01650027571761,1.03940017488911,1.14696018160925,1.20542435491234
"ROBO1",0.996992928720228,1.02946427313224,1.1241817049758,1.07883242688955,1.14668651109565,0.926425873784916
"LONRF1",1.01397026611549,1.02339773791343,0.957481828935806,1.00320091868231,1.14585767570124,1.11619048003439
"DEFA4",1.16108712514307,1.07697166838082,0.97250870041396,1.13443386666775,1.14525656167861,1.06825962899837
"IGLJ3",1.05846182815957,0.957763414179778,0.956910105816529,0.917389900449118,1.14411244364142,0.843012653308383
"JUN",1.00444949570144,0.913039994250956,0.976172547686692,0.96681196164241,1.14075008549818,1.06493470671861
"RIPK2",1.03157933390321,1.07529709539952,0.953238740494352,0.957924734140543,1.13834924702933,1.09888389362631
"C22orf46",1.01313187777919,1.00407168934168,1.19888086483453,1.13593543064997,1.13765795243451,1.19726487252524
"ALG12",0.991532260585361,1.02775004089843,1.20802733944157,1.27033337066844,1.13751549256271,1.26352676812608
"TRIP10",0.989544349876265,1.07053564771227,0.87261113814114,0.99910423373793,1.1361121166144,1.01874018347435
"CTRL",0.994710664607969,1.02068999573206,1.14556958288588,1.18744288909664,1.13427902472582,1.22403364548174
"FUT4",1.01792154252852,1.03095883832519,1.01905625028749,1.06502179591783,1.13372741966204,1.13429603472377
"CD80",0.971871792195397,0.941128931295067,0.820338288895958,0.923151416359181,1.1321405627594,1.1238270322567
"C5orf34",1.03192989797596,0.948756757514286,1.22000056073305,1.18753540913414,1.13145858218275,1.16401076322287
"TICAM1",0.998925507474159,1.02086261465192,0.92505756183382,0.966863969768969,1.13118700774862,1.07158456869548
"NFKB2",0.992393196920562,0.991827653338468,0.932256508774395,1.038600353069,1.13097012757177,1.06487398538952
"ITLN1",1.03239645123596,1.08712286400712,1.0550074605364,1.10836603858853,1.13014695150011,1.09887795245621
"TP53INP2",1.01112229492545,1.02092479242641,0.815489532279156,0.930637824931637,1.12899522434936,1.04462320126848
"NFKBIA",0.999694368527436,0.997482630617948,1.05079629295389,1.04900557162499,1.12828491780501,1.09687561994604
"CITED4",0.98949830616479,1.02453279312137,0.920459153702512,1.04269673848178,1.12825731584763,1.03697546998777
"EPB42",1.04078703644343,1.05307973338774,1.00755016239871,1.08292047002393,1.1280464259596,0.945162215992389
"GOLGA6L2",1.07176057352127,1.01067582871072,1.13712984761565,1.19737610555488,1.1276271145476,1.05306123200759
"TPST1",1.10187940577907,1.0994221479798,1.01534710778197,1.06358181943004,1.12749411272229,0.966473201489863
"PLAGL2",0.991669565409729,0.99545936949151,1.01618138453761,1.04970362003293,1.12694948327155,1.12733023986882
"STX11",0.994030015252587,0.994330947522235,1.08676699611065,1.06722976685941,1.12382400984679,1.1333981211043
"ZNF300",1.12314237742834,0.999899547122613,1.13913091596311,1.05079439196131,1.12348393909992,1.09029531346794
"GPR35",0.992105178721561,0.995397772957753,1.06998136834389,1.0995236589329,1.12282749625727,1.14366179560239
"POMZP3",0.962269327164407,0.91248023388058,1.10745920871316,1.11235920472874,1.12146689643529,1.07628916626301
"MXD1",1.00310609926787,1.0317729222524,0.978679127013386,1.02898877714158,1.11969401632938,1.15398395198764
"SOCS3",1.02500558846567,0.949306944449805,0.896735546847088,0.980073796358163,1.11917584037387,1.09337889620712
"ID1",0.981919412934719,1.0951496395597,0.971783500244412,1.12347737514047,1.11904951035004,0.961241270284987
"ZFP36",1.00308736467869,0.972671938511566,1.05537986409382,1.04653126371044,1.11862922944808,1.14981771303882
"VENTX",0.98526040529883,0.999280145481088,1.12909294834039,1.08028271743563,1.11774420301921,1.01662189796292
"NFKBIB",0.995197281572114,1.01523323919042,0.996949114787069,1.07711261493219,1.1168949029599,1.07084048171758
"PFKFB3",0.999199742994329,0.963284493248519,0.982521554603505,1.02230087314369,1.11661501241503,1.04731878370358
"PIP",1.1080017305388,0.915261054781017,1.23620304757963,1.2311119313817,1.11636686471162,1.20997966065645
"KDM6B",1.009710795933,0.977181727912321,0.94107455288572,0.994129377264558,1.11502635683593,1.07351373833248
"UBXN11",0.96361266002079,1.01433422640285,1.13991701228994,1.17347269421221,1.11462671851989,1.17314943352425
"PPIF",1.00586122256713,0.995022645519825,1.00838297421939,1.08081602201,1.11389157165376,1.06724147963941
"NFKBIZ",1.00814941473638,0.992386793400047,0.997047262159205,1.00057903538834,1.11368357550819,1.08571266182353
"CHST7",0.98671004577952,0.989275182694265,0.983984021991819,1.02838814370616,1.11346959025349,1.15101597164774
"IGLV3-19",1.00085784857029,0.997407046515206,0.905385149650835,0.841296275296765,1.1127098285585,0.888419219084636
"PRG2",1.05738721264823,0.993439413966723,0.947670168721235,1.00917000080023,1.11199001458252,1.09247117877529
"TNFAIP3",0.985953560473887,1.02743188452747,0.986764683845749,1.02257403870115,1.11166319612476,1.0539793067572
"PLEKHG2",0.994444626651294,1.03212426222485,0.973358346454766,0.991873656412254,1.11034239718922,1.10478079230708
"SERPINB8",0.985150676979424,1.09298047044631,0.972115547554894,0.95657505008068,1.10963560856855,1.06413911787001
"GMPPA",0.988823229384182,0.986300924357785,1.05479469106497,1.02704324515526,1.10946798864614,1.08758703467717
"SIRPD",1.00782502346225,1.01733184954775,1.14503634812645,1.10997871402057,1.10715371040493,1.21196707123599
"HLA-DQB1",1.02824049104334,1.08617883904626,1.06798560043686,1.06473046164482,1.10644593506366,1.0917676582494
"CPNE5",0.958102047967291,1.02727252045098,1.05022496502054,1.0725324415748,1.10519374132636,0.968785164342081
"LNP1",1.04787194374454,1.00274045919848,1.11233956393194,1.13883955070885,1.10430218821099,1.06811260398041
"SPATA20",1.03606668383556,0.98304262715376,1.02887865247197,1.10865956246206,1.10361806386856,1.05743623649376
"SLC43A2",1.0074247675395,0.998357789678262,1.06395417343262,1.03212753479143,1.10250097531131,1.09391492954205
"LPL",1.01973102296703,0.907969232137299,0.907270955773395,1.00477205766245,1.10244420478679,0.935225587712388
"MYL9",1.00103665178481,1.17417207415952,1.15587223773837,1.23382840971768,1.10207821269664,1.19078156803502
"TMEM176A",0.948980349255499,1.03052093328952,1.09244664553513,1.1078778463912,1.10006262737393,1.08848523878131
"TOM1",0.974142988335163,0.961910811879971,1.08208286295779,1.05263331408058,1.0999703341256,1.09099230749421
"RND1",0.956942650413139,0.912605082320591,0.884086409239993,0.904202139570801,1.09847638238474,0.870214538228276
"ZNF385A",0.989421262725695,1.03566101111545,1.12798727919633,1.11377691298626,1.0975802663179,1.15036883242329
"RNF144B",0.989379539573568,0.990364533896861,0.919813445352742,1.02247164735837,1.09720869436205,1.04330761969603
"IRGQ",1.01432337684178,1.01869792820203,0.953479403035708,0.999934816914076,1.09678266582157,1.057572725609
"NAMPT",1.02587894322396,0.991135960976508,0.930411910599321,0.983839914296128,1.09650293741272,1.04933050770447
"PIM3",0.995427381804046,0.994768523788836,0.985628609871359,1.02879747141896,1.09636541667212,1.03188837113013
"IFNG",1.02244058587429,0.972830703313342,0.814168411468735,0.781113858483567,1.09625748022692,0.890059104761274
"PRR7",0.993239354531931,1.02385820484682,1.0443323852883,1.07445237145139,1.09601844376282,1.04943318320579
"PAIP2B",1.00351871786963,1.07709415181319,1.13852427448495,1.07468842006633,1.09501113215911,1.06814934384894
"PPP1R14A",0.994618864655196,1.01886491556152,1.0851163429183,1.13590453281885,1.09409994569723,1.09401365775007
"CCDC159",0.998357072402978,0.971692356868485,1.07661206401764,1.03457417799872,1.09393775126969,1.10946011957632
"TK1",1.01364802844587,1.0162000466476,0.986725538757144,0.935673394317252,1.09259558313047,0.953875558088431
"TRANK1",1.02292749683083,0.987388060500654,1.19158944907386,1.14911075497578,1.09219612116193,1.29546881545149
"SLC4A2",0.965760299805949,0.96051525801483,1.08081171479441,0.981408071676117,1.09214188837494,0.964849146964711
"KLF6",0.982930335713868,0.99241617839102,0.950967280201432,0.972933570694987,1.0917269530603,1.07045864806536
"MEST",1.00339566356756,1.14789976961742,1.12140769670935,1.10223037340072,1.09149772680279,1.08266572973682
"PELI1",1.03544548709825,1.00544035582184,0.904455376155644,0.928014890472949,1.09144974772721,1.03233743360274
"PHACTR1",0.991818041045892,1.01218956264003,0.749658954039457,0.872810557487026,1.08984047125577,0.978359541724933
"SLC4A1",1.00562409889083,1.04142862429896,0.932019175802391,1.07455348271044,1.08976105250226,0.879254039987397
"ADCK1",0.990336209976885,1.02201781184308,1.10522526960004,1.08643473497253,1.08851590314202,1.03652817874397
"G6PD",1.00060487830589,1.01094014851817,1.05335948840456,1.05187949900745,1.08786943897059,1.08586033833605
"C16orf74",0.991083216162472,0.983375340192708,1.00635776029243,0.995385608061328,1.0877333762042,0.906354154035998
"HAPLN3",0.969646546445735,0.987728156961549,1.08999272235601,1.06428116990869,1.08702572559545,1.12294796659533
"SLC1A5",1.02239567845236,1.05859409756105,1.02962497204107,1.06813141120307,1.08598099001651,1.10959048566554
"LRG1",1.03202908039425,0.979380063783401,0.898096731997868,0.948691618827107,1.08547383574754,1.10295564024487
"GSTM2",0.958647442308102,0.909990623310314,1.10299764840201,1.10819859641588,1.08503551724384,1.05784962973447
"ADORA2B",0.989461471839926,1.03864697440987,0.911054023282138,0.86456613669867,1.08495484142136,1.11010674092558
"DCUN1D3",1.01857110068018,1.01991977665566,0.949530154406054,0.965352198783059,1.084684947368,1.11396881298776
"S100A13",0.952104828427338,1.02527956441831,1.03572736104588,1.07768708971159,1.08447935440339,1.04704403863647
"ETS2",1.02812553956094,0.988743675837173,0.9050686533598,0.936670415439338,1.08437669990929,1.00055295302041
"IL26",0.977460997936047,1.08980845996954,1.01871887446993,1.01041826533681,1.08259049921398,0.967553623823158
"NFKBIE",0.975088366597961,0.996605102337032,0.955065416767881,1.04697954223177,1.0816103460975,1.05380773419001
"CAMP",1.03719994885497,1.03506572952886,0.984886320176744,1.11873730275635,1.08123461543514,1.08469669192802
"HBQ1",0.986535351297043,1.06510962935822,0.960412712805866,1.07213365096721,1.08099418536657,1.02793781977224
"OXSR1",0.990573649741904,1.0138326297245,1.00298287621932,1.00625077126332,1.08026776949178,1.07407092504068
"BPI",1.15125474458727,1.03978899973066,0.95170492152628,0.977850176656047,1.07930650361158,0.952786082093626
"CSF3",1.02402245012647,0.96245460785404,0.835723455650948,0.939676568502897,1.07897923069375,0.979959398015139
"HBM",1.03452009605112,1.12175124256364,0.994660650939735,1.07578294298005,1.07734902970226,0.957819816139028
"C19orf33",1.0381462748869,1.02106841092331,1.08915471560954,1.16801962174734,1.07731233271728,1.17756394644094
"TXNDC11",0.975842562895001,1.01848705890729,0.975456818708423,1.00899054513709,1.07717099513482,0.99457663511698
"TMUB1",0.994966017367292,1.00024842684424,0.990620049368851,0.996914986816711,1.07611362141989,0.994202632699629
"BHLHE40",0.986821820875848,0.990771587210415,0.965550523335562,1.01929088732843,1.07598369096294,1.00752487326519
"GSTM4",0.982505857101822,1.08840379390877,1.11124651656858,1.14910375765233,1.07587834102776,1.06465779790435
"MAP3K8",1.00628523656382,0.998222200730494,0.870478694569306,0.936414515402252,1.07587176627451,0.984099783313397
"METRNL",0.983415599308069,0.970804169611075,0.940341670389081,1.00983180562348,1.07567825078314,1.08027346023099
"TYSND1",0.979608542397369,0.993114130115488,1.01374589132683,1.04451604482956,1.07540372225389,1.02497389899369
"NFKB1",1.01176714350992,0.997507464030832,1.00246523314395,1.02295440861413,1.07481490002779,1.04748104016367
"TBKBP1",1.01179388184453,1.03160709917131,0.967551538832534,0.997123410189371,1.07381597596198,1.03377101388219
"RRAD",0.997332061756059,0.969129529862473,0.828074394275271,0.977969819139658,1.07375649969506,0.900046308123092
"INPPL1",0.968886577305035,0.989339371203703,1.08924900807995,1.04072017423697,1.07207572887188,1.0315208220602
"EDN1",0.949624186736829,1.11789907862328,0.908626508036242,0.933155499153342,1.07187695143727,1.19400070185738
"APCDD1L",1.02903674110056,0.945080573181941,1.01042049505421,1.03807489344433,1.07054572975681,1.04959791796174
"BCL6",1.00027735406755,0.966076522477105,0.974433097714898,0.989734133520482,1.070374584183,1.0826541685218
"GCH1",0.992596257898078,1.06867744067867,0.998209932325397,1.00123645483903,1.07004468570284,1.05884663312283
"HLA-DPA1",0.986195927844958,1.00436812855212,1.05315675187306,1.05816499813634,1.07000302975665,1.08234643674631
"PLEKHF2",0.98468544358698,1.03610612225571,0.927828893659023,0.945266511139657,1.06965628256946,1.02395997894306
"JUP",1.01454747907023,1.13439676809151,1.02187853513358,1.04774477978684,1.06945253647791,1.19101199188808
"BATF3",1.00481534243129,1.02936996207684,0.903720750590194,1.01487145483347,1.06912132987856,1.12100406116443
"CCR3",1.1180390573632,0.99501236270791,0.994438783041134,1.05819434517326,1.06881885706093,1.27350809314764
"ZBTB10",1.02567284877311,1.07224557111472,0.820236722765137,0.884777605405222,1.06872544810396,0.923426680212818
"IFIH1",1.05794835840608,1.02092770395736,0.972751913377339,0.93044647531987,1.0683158699874,1.26410937787472
"WFS1",0.972676696427359,0.980041511732273,0.957966284268137,0.932922022386349,1.06774980003884,0.978219278305323
"NRIP3",1.05966531504637,1.10190254219404,0.815083451314673,0.875600262498638,1.06760466726199,0.917468156125106
"GDPD2",1.02319120026101,0.987429975267567,1.02398539197563,1.04064513603623,1.0672282944978,1.08956860938799
"NTSR1",1.03113204365057,1.02004691128925,0.920672771355685,0.906230075544067,1.06675788235384,0.883094086472307
"RRAGB",0.99406587443428,1.09115550791337,0.99683223692493,1.02848389438045,1.06641860695171,1.07583085129306
"TBC1D9",1.00317097815924,1.04660925787394,1.00068163193853,1.00197209141865,1.06493068885257,0.979608163989169
"FN1",1.01763985692187,0.965034634609336,1.06240391022996,0.920815918046374,1.06427368611724,0.933725137685475
"CKAP4",0.992734571508343,1.05509275347586,0.986849594296718,1.00771343371806,1.06395732029259,1.01768117686595
"YIF1A",0.995005681742296,0.956923270295324,1.03898962766701,1.00298314511817,1.06357131255582,1.02373019790189
"CD101",1.00624360232115,0.973956440597458,1.12704203850926,1.10373891971108,1.06353856464067,1.13436131008849
"CDA",0.984615813737891,0.982424347799008,1.09090897576895,1.05694994050144,1.06315411083305,1.10153185021817
