,Pretreatment_Quercetin1,Pretreatment_Quercetin2,Pretreatment_Quercetin3,Pretreatment_Quercetin4,Pretreatment_Quercetin5,Pretreatment_Quercetin6,Pretreatment_Quercetin7
ID_REF,GSM1922995,GSM1923002,GSM1923008,GSM1923015,GSM1923018,GSM1923022,GSM1923017
7892501,4.782038,4.664423,4.463912,5.875796,3.52116,2.540174,3.681878
7892502,5.783429,5.42288,4.719443,5.446539,5.470243,4.873803,5.160882
7892503,4.802441,4.259964,3.930138,3.97098,4.975098,3.572175,3.928969
7892504,8.361611,8.163826,8.572164,8.115875,8.523596,8.061623,8.128003
7892505,3.610473,3.795393,2.442093,3.344886,3.438155,3.199495,2.925796
7892506,6.909518,6.941031,6.276112,7.373228,7.164866,6.883941,6.701702
7892507,6.706769,6.849873,6.807207,6.955538,6.210779,6.231201,6.984308
7892508,7.475313,7.952179,7.56841,8.019222,7.339988,7.750936,6.935583
7892509,8.974467,9.339937,8.818483,9.236951,9.081862,9.334186,8.667342
7892510,6.422356,7.115253,6.486483,6.552769,6.650359,5.852604,5.531282
7892511,5.875756,5.829208,5.402067,6.018989,5.211982,6.300252,5.67844
7892512,6.971744,6.915815,6.742089,7.059029,7.090231,6.953308,6.672797
7892513,4.933465,3.620927,4.283772,4.306447,4.857481,5.32533,3.914333
7892514,10.17556,9.832496,9.827337,9.739328,9.581702,9.677645,9.853565
7892515,8.135493,8.410303,8.749938,8.443981,8.476939,8.743331,8.5387
7892516,6.148726,4.631317,5.059124,5.54651,5.743739,5.153418,4.241579
7892517,8.295724,8.180406,8.182959,8.393934,8.058153,8.14132,8.118876
7892518,4.592189,3.792608,4.750713,4.505285,4.104189,4.008112,4.39992
7892519,5.303476,3.622713,4.973193,4.671226,4.532537,4.912528,4.647636
7892520,9.072849,9.227285,9.413422,9.230173,8.826386,9.414932,9.358604
7892521,9.404222,9.316971,9.061286,9.406984,9.609453,9.351026,9.630704
7892522,6.997828,7.941616,7.759081,7.421205,7.745395,7.945934,7.850695
7892524,6.790689,6.533715,6.748137,6.400177,6.687303,6.719919,6.362619
7892525,7.070043,7.10111,7.127286,7.409531,7.101435,7.115477,7.50236
7892526,6.617826,6.961128,5.801909,6.716069,6.144365,6.286473,5.574378
7892527,8.151353,8.472494,7.874835,8.680283,8.500986,8.574403,7.794912
7892528,2.192873,2.130996,1.844905,2.34218,2.449528,2.58185,1.847893
7892529,6.292734,5.902009,5.531991,5.811514,5.260374,6.112584,6.308033
7892530,8.245122,7.941232,8.116663,7.829614,7.03948,8.166069,7.430194
7892531,8.269027,7.481119,7.398999,7.722898,7.503724,7.504947,7.62087
7892532,5.139386,5.08025,5.018063,5.216176,5.885427,4.867678,4.667318
7892533,6.225356,5.803978,5.30267,5.665968,5.842835,5.29608,4.535327
7892534,7.373287,7.595373,7.451143,7.755104,7.064192,8.228674,6.91242
7892535,7.09114,5.508152,6.5759,6.408845,6.280974,6.51818,5.986016
7892536,11.06732,11.20296,11.12641,10.96653,11.42318,10.56265,10.51063
7892537,3.662958,3.054801,3.0636,3.730748,3.2068,3.088696,4.161467
7892538,5.989276,6.602722,6.105175,6.679245,5.898205,4.826109,5.265459
7892539,7.105291,7.087614,6.676224,7.416348,7.273214,7.214176,6.605307
7892540,7.283377,7.428698,6.856528,6.878033,6.81025,7.342564,6.808952
7892541,9.826814,9.775343,8.981192,9.354804,9.158193,8.926053,8.470024
7892542,9.805279,9.417045,9.359597,9.712126,9.62661,9.176929,9.422116
7892543,6.44006,6.679593,7.341247,6.127172,6.910614,6.033939,6.8533
7892544,5.11083,3.623953,5.626485,4.81198,5.238035,5.969167,5.497015
7892545,5.750787,5.32044,5.485214,5.675772,5.702896,6.360631,6.11732
7892547,6.143625,5.952403,6.073843,6.19325,6.389845,7.165683,5.980546
7892548,8.808184,8.555024,8.475142,8.774343,8.608329,8.43125,8.466306
7892549,7.353329,6.767678,7.410976,7.526418,7.169731,7.549529,7.495587
7892550,4.938335,5.90043,5.31611,6.587212,5.770526,5.800873,5.654874
7892551,10.76874,10.44542,10.65272,10.74333,10.93624,10.32719,10.22159
7892552,6.544712,5.935852,5.610084,6.530787,5.438099,5.361979,5.893703
7892553,5.863578,5.53254,6.558671,6.476192,6.532925,5.939738,4.938945
7892554,5.21154,4.644331,4.680676,4.509124,4.292876,4.889119,3.934021
7892555,8.317518,7.851548,8.320078,8.191335,7.565867,8.119646,8.15345
7892556,12.01373,12.27118,12.07466,12.07979,12.10636,12.2756,11.84027
7892557,5.455772,5.712956,4.954104,5.132811,4.851144,4.690287,3.78466
7892558,6.411341,5.47061,5.108749,5.627377,4.389599,6.458647,5.144572
7892559,6.444929,6.894352,6.938439,6.649258,6.346595,7.048762,6.767742
7892560,5.578216,6.05936,5.245729,4.892203,5.238527,6.114913,5.048431
7892561,11.21046,11.17249,11.67464,11.35372,11.44816,11.24066,11.37967
7892562,7.395432,7.425093,7.484652,7.620645,7.992847,7.788349,7.051232
7892563,7.264082,7.446542,7.785512,7.379578,7.718647,7.734724,7.837818
7892564,12.10895,12.3136,12.39902,12.35445,12.23202,12.21464,12.14873
7892565,5.951235,6.074397,5.885116,6.784772,6.559247,6.350614,6.936738
7892566,6.439171,5.542377,5.216716,5.127253,5.905142,5.533266,5.359581
7892567,7.150629,6.773949,6.456381,7.207073,6.498715,7.027051,7.143569
7892568,11.57192,11.01716,11.00517,10.93522,11.03504,11.01885,10.65653
7892569,10.17339,11.55358,10.62468,10.10758,10.62791,10.78584,10.31853
7892570,6.739096,6.807321,7.028342,7.25234,6.716401,7.002558,6.273696
7892571,5.374836,5.312998,5.009884,4.924812,4.43882,4.508582,5.15283
7892572,6.213528,6.530611,6.676354,7.173054,7.126105,6.622338,6.962224
7892573,7.125947,7.62756,7.056563,7.847079,7.803234,7.21851,7.130304
7892574,10.84829,10.9418,10.89477,10.92995,10.84423,11.00664,10.66212
7892575,8.907466,8.708081,8.927138,8.781466,7.872717,8.785321,8.474043
7892576,4.649227,5.04226,4.902311,5.071878,4.162649,5.110304,4.944948
7892577,3.366192,3.366827,3.500254,4.763878,5.303295,4.268592,3.916906
7892578,4.107025,4.844905,4.681587,3.877322,4.677388,5.192877,5.137323
7892579,9.552654,9.978034,9.836235,9.408566,9.964712,9.51337,9.201989
7892580,3.744636,4.5478,3.399536,3.953252,3.990161,3.445252,4.098276
7892581,3.250433,4.96336,4.451852,5.84748,3.949647,3.405003,3.933305
7892582,3.744541,3.791687,3.714034,4.778656,4.027627,3.071981,3.471834
7892583,5.842189,5.803354,6.052411,6.050515,5.614946,6.552952,6.119984
7892584,5.065517,4.981228,6.455815,5.025076,5.191269,5.132404,4.52783
7892585,5.897019,4.990875,4.801166,5.4054,5.256341,5.341092,4.385389
7892586,4.474009,2.397806,2.228859,5.108428,4.261333,3.362757,2.508947
7892587,6.912878,5.619847,6.457182,6.694769,6.276818,6.000682,6.646292
7892588,3.715913,2.150682,2.96822,4.252002,2.897636,2.461671,3.277247
7892589,7.988667,6.888237,7.128445,8.133375,7.475473,6.432415,7.979624
7892590,4.33757,5.582326,6.061335,5.31332,5.770598,3.961795,4.853157
7892591,4.178299,3.185324,3.056303,4.489665,3.052384,3.224644,3.654628
7892592,7.519393,7.254645,6.671509,6.854635,6.607986,6.919648,6.623372
7892593,3.860568,3.812737,4.095295,4.517828,5.17439,3.905399,5.074859
7892594,4.97655,4.968051,4.015009,4.69522,4.945418,4.181963,3.333882
7892595,6.003336,5.020847,5.524119,5.039206,5.311224,4.882262,5.123716
7892596,4.593607,3.89828,4.291752,4.328562,4.451122,3.986508,5.448895
7892597,5.849021,5.615944,5.440979,5.286306,5.919967,5.464724,6.67814
7892598,9.47261,9.256795,9.741583,9.413836,9.212626,9.464899,9.588886
7892599,10.91801,10.45702,10.7899,10.83887,11.1684,10.64659,10.43526
7892600,4.450731,2.647961,4.460814,4.487946,3.076484,2.71734,2.205348
7892601,4.898865,5.188026,5.39585,4.803041,5.057505,5.167739,5.411171
7892602,3.945206,3.243364,3.385775,2.976085,4.391514,3.897354,3.51176
7892603,7.472731,7.255539,7.575689,7.547409,7.211523,7.225047,6.368617
7892604,6.054749,5.730782,6.300937,6.688031,6.160528,6.108807,5.852916
7892605,9.234414,8.862911,8.465141,8.837546,7.675608,8.677059,9.05281
7892606,11.58033,11.38835,11.68502,11.84081,11.55349,11.31336,11.17937
7892608,8.615218,8.405243,8.526907,8.745678,8.44779,8.567716,8.589011
7892609,7.200371,3.422322,3.825677,4.439301,5.434535,4.891097,4.46714
7892610,6.054553,6.123218,5.070759,5.906453,6.372547,5.63287,4.865763
7892611,2.158749,2.528655,2.18351,2.952154,2.281731,1.965581,2.870471
7892612,5.270856,5.982385,5.259968,5.629894,5.363994,5.101346,4.700265
7892613,9.643755,9.484711,9.681931,9.947439,9.419014,9.243587,9.998125
7892614,5.052962,5.406699,4.261314,5.800542,5.229989,5.083453,4.404988
7892615,6.047561,5.268493,6.405394,6.682635,6.717031,6.198823,5.983246
7892616,2.632012,2.33286,2.512852,4.003538,2.455063,2.355951,2.742564
7892617,11.64429,11.72388,11.80995,11.56404,11.52639,11.78156,11.45962
7892618,6.805679,7.400097,6.924553,7.285079,7.328913,6.779156,6.737089
7892619,5.975797,5.950696,5.475888,6.327229,5.838169,6.648711,6.066859
7892620,11.52324,11.41462,11.18965,11.47844,11.61689,11.30207,11.50506
7892621,11.99181,11.78372,11.8135,11.59379,11.73743,11.85639,11.73717
7892622,9.88763,9.858349,9.966985,10.14361,9.966068,9.945217,9.859885
7892623,10.34956,9.835565,9.81371,9.885101,9.856352,9.956741,9.498543
7892624,4.387362,4.461626,3.518812,4.635836,4.180853,3.89567,4.215328
7892625,6.768439,7.525084,7.54585,7.285694,7.74889,7.498999,7.454814
7892626,6.555039,6.119783,6.028843,6.746793,6.439841,5.737305,5.255125
7892627,6.874827,7.122767,7.409266,7.824114,7.337521,7.92916,7.557663
7892628,10.53869,10.34299,9.928369,10.29273,10.37549,9.862646,9.822874
7892629,6.41556,5.639028,6.833433,7.230336,7.388166,6.719425,6.090374
7892630,10.1617,10.24189,9.970727,10.07163,9.80622,10.08458,9.998783
7892631,2.781671,2.789755,2.43962,4.393422,2.364413,3.071605,2.852431
7892632,6.526613,7.448837,6.432961,5.634884,7.134295,6.927151,5.904383
7892633,8.574649,8.927798,8.528404,8.852593,9.314008,8.719226,8.971938
7892634,8.948439,8.5839,8.787917,8.762705,8.703526,8.467047,8.473549
7892635,7.339411,7.654565,8.286798,7.448703,7.309343,8.203467,8.570569
7892636,7.220604,7.096075,7.702421,7.877103,7.661871,7.842483,7.427791
7892637,7.965291,7.917665,8.216426,8.209948,8.082258,8.233368,7.968088
7892638,2.764154,2.25522,2.119699,3.055171,2.532233,2.081254,2.081746
7892639,10.31401,10.18089,10.36095,10.1731,10.20523,10.25924,10.51938
7892640,11.80615,11.89359,11.52587,11.76278,11.98108,11.69233,11.39294
7892641,6.352921,6.195118,6.327348,6.659609,6.527065,5.927001,6.644062
7892642,8.753981,8.285694,8.715647,8.812538,8.499846,8.339155,8.782244
7892643,7.054826,8.339144,7.513991,7.334073,7.382135,7.582124,6.900984
7892644,8.226317,8.276022,8.256524,8.253797,7.95161,8.192261,7.367492
7892645,3.843952,2.703581,3.383871,3.19056,2.981438,4.384259,3.652453
7892646,3.517963,4.573025,3.075023,4.092797,2.346614,3.904245,2.345316
7892647,9.318966,9.154021,8.807032,9.473993,9.120726,8.918903,9.062573
7892648,9.646577,9.74769,9.67191,9.904237,10.00541,9.413777,9.11065
7892649,5.456352,5.741819,5.174116,4.814376,5.862617,4.829519,4.731139
7892650,11.5426,12.07037,11.79315,11.55952,11.69117,11.76082,11.49431
7892651,3.166714,3.327135,3.171239,3.927299,4.024728,3.846138,3.390141
7892652,10.64795,10.49713,10.50657,10.62978,10.72714,10.74165,9.857316
7892653,3.953705,4.219615,4.058144,3.359434,5.113483,1.987513,2.050257
7892654,7.990576,8.164011,8.275981,7.975375,7.696767,8.429743,7.780303
7892655,3.181373,3.173813,3.201788,3.31547,4.318702,3.081259,2.986709
7892656,5.127291,5.920915,5.504874,5.824961,4.989846,6.131918,5.638148
7892657,2.559842,3.042847,2.648712,3.192301,2.590718,2.606986,2.258948
7892658,3.370593,4.372767,3.831935,4.336315,3.852642,3.857829,3.846442
7892659,5.048213,4.504978,4.446645,5.105618,4.935228,5.41366,4.60351
7892660,1.763787,1.665023,1.86323,1.884277,1.963904,1.940263,1.611472
7892661,11.2563,11.26899,11.57541,11.52893,11.16676,11.2971,11.79341
7892662,10.84421,11.96151,11.16513,10.90502,11.14533,11.1971,11.0379
7892663,11.30391,11.56964,11.526,11.49953,11.42185,11.62151,11.42048
7892664,6.697697,6.143255,6.178666,6.4993,6.966759,6.355179,6.235293
7892665,6.802637,6.821392,6.743439,7.522274,7.578228,6.517341,7.068611
7892666,4.494236,3.604064,3.875082,4.19341,4.669575,4.907566,4.462343
7892667,6.919098,7.05326,7.381804,7.077601,6.887093,7.446412,7.4978
7892668,10.51602,10.49755,10.18492,10.25371,10.32676,10.34225,9.179314
7892669,6.44414,7.026661,6.212002,6.357566,6.29382,6.902421,5.974615
7892670,8.74095,8.180138,8.99752,8.312378,8.534031,8.753431,8.724091
7892671,6.637362,6.334879,6.070578,6.784643,6.477166,5.808258,6.177468
7892672,8.684179,8.337143,8.48392,8.720705,8.139006,8.260989,8.101493
7892673,5.925766,6.174223,6.119877,6.844157,6.388259,5.666075,5.973243
7892674,7.624647,7.692755,7.41454,8.230636,8.176137,7.86006,7.663013
7892675,7.425468,8.228206,7.440536,8.030231,7.967528,8.199536,7.560252
7892676,4.472416,3.823323,3.040038,4.35183,3.576303,3.716454,2.741971
7892677,10.22702,10.42837,10.54136,10.59834,10.29211,10.25043,10.10536
7892678,8.181508,7.275359,6.922313,8.215598,8.517732,7.690892,7.05382
7892679,6.80989,4.946426,5.77481,6.016858,6.263628,6.151912,5.129429
7892680,7.57324,9.144285,8.056915,7.732737,8.486981,7.687937,8.285069
7892681,6.575086,6.342024,6.841647,6.759738,7.739809,6.163833,7.12604
7892682,3.902127,3.692271,2.731728,4.494707,4.193729,3.967289,2.616393
7892683,6.153922,6.421741,5.195747,6.023602,5.808682,5.638485,5.844062
7892684,10.321,9.63544,9.817878,9.73062,9.522552,9.570842,9.956994
7892685,6.724692,6.714647,5.695142,6.705486,6.955446,6.493448,5.890309
7892686,6.629388,6.753741,6.746414,6.509561,6.35214,7.179483,7.211007
7892687,7.642428,7.703251,6.961722,7.656456,8.339525,7.706017,7.052683
7892688,9.33583,9.169209,9.546206,9.257838,9.571898,8.924579,8.944996
7892689,4.410356,5.677689,4.940742,5.398229,5.537538,4.987024,5.910051
7892690,4.598996,4.362059,4.931585,4.041164,5.493549,5.47892,4.846497
7892691,2.632821,3.429698,2.283851,4.237783,2.84256,2.022371,2.520564
7892692,8.488021,8.610548,8.403492,8.738442,8.671609,8.499002,8.34336
7892693,6.495754,7.090042,7.093107,6.953019,6.631901,7.378431,6.928624
7892694,7.651476,7.671608,7.89337,7.712238,7.851603,7.74216,8.012241
7892695,6.593413,6.544513,6.25104,6.251173,5.902644,5.863071,5.906296
7892696,6.301764,7.168379,7.034142,6.9992,7.389264,7.123326,7.030025
7892697,6.186329,7.765015,7.950407,6.40755,7.495045,7.278398,7.67633
7892698,1.969816,1.990791,1.929312,1.953121,1.993805,1.952019,1.986112
7892699,7.076055,7.37569,7.108928,7.085844,6.885156,7.110671,7.304749
7892700,6.130821,5.574936,5.908605,6.232143,5.982897,6.294306,7.329082
7892701,12.02814,11.93148,12.0775,12.13035,12.0682,11.93775,12.0809
7892702,4.081987,6.323372,5.60321,5.417281,5.756944,5.210674,5.793173
7892703,6.916034,6.569571,6.560207,6.978059,6.696414,6.889127,6.953553
7892704,12.44993,12.69333,12.62001,12.6267,12.73734,12.88395,12.7724
7892705,8.792164,8.7182,8.39339,8.669114,8.275267,8.390825,8.756245
7892706,8.473402,8.233461,8.491844,8.445867,8.486636,8.342409,8.687475
7892707,10.94155,10.99515,11.12914,11.3155,11.2118,11.10051,10.9619
7892708,5.742213,5.816085,5.346124,5.45977,5.982769,4.787982,5.727998
7892709,3.985324,3.526373,2.318855,4.552404,3.083266,3.45213,2.759838
7892710,5.608369,5.022281,4.124931,5.720064,4.659473,5.922939,4.650057
7892711,7.723459,8.085934,7.988452,8.336142,7.868107,7.824176,7.966593
7892712,7.100151,7.211148,6.908957,7.060795,7.191892,6.985814,6.650664
7892713,8.896183,9.11832,9.277252,8.61024,9.02351,9.253632,9.175446
7892714,3.986347,4.791764,3.693288,4.124902,4.055598,4.34918,3.61445
7892715,5.68331,5.371558,4.991228,5.613736,5.574952,5.103636,4.867463
7892716,6.435291,7.014621,6.865521,7.414014,7.27883,6.03054,7.097648
7892717,6.683728,6.462216,6.463623,6.790068,6.612024,7.406441,6.734612
7892718,4.199375,4.435185,5.016107,5.755855,6.074872,5.509794,4.240838
7892719,8.987523,9.053922,9.152152,9.338101,8.9737,9.056084,8.762902
7892720,7.755019,7.496788,7.635375,7.181706,7.937006,7.646267,6.969021
7892721,8.585036,8.160374,8.486462,8.57783,8.277572,8.366053,8.363588
7892722,1.834769,1.935458,1.814299,1.708489,1.868101,1.768767,2.012771
7892723,4.686677,5.745318,5.912912,6.377198,5.315766,5.043492,4.637609
7892724,7.588594,7.199101,6.966951,7.58235,6.278495,7.324909,6.301308
7892725,4.219948,6.028704,4.344478,4.747873,6.116393,4.658619,4.034553
7892726,4.81796,4.855017,5.380536,6.121632,5.556409,5.779222,5.097675
7892727,6.310412,6.6143,5.669261,7.206507,6.094789,6.538999,6.627747
7892728,4.667738,4.629357,4.459102,4.372066,4.335905,4.134262,4.395139
7892729,7.095342,5.933881,6.300588,6.627245,5.742321,5.567269,5.431874
7892730,4.332361,4.711889,5.041663,5.506064,5.517733,3.721769,4.460899
7892731,7.924756,7.366263,7.06957,7.819157,7.532349,7.266322,6.990218
7892732,8.578218,7.017026,6.913123,5.376216,6.357593,6.502903,6.412937
7892733,5.01911,4.611325,5.181447,5.825944,5.963719,4.58855,4.431973
7892734,6.23547,5.789093,5.550334,6.676723,7.076912,6.2058,6.59615
7892735,6.643072,5.55983,5.695803,6.820145,6.428046,6.170569,5.178927
7892736,6.2876,5.574578,6.082253,6.441225,6.662026,6.488535,6.368145
7892737,3.299338,5.117787,4.717313,4.961568,5.678609,4.838068,4.204905
7892738,8.688549,8.883595,8.87821,9.438952,9.656161,9.020117,8.965148
7892739,6.815943,5.467891,6.358586,6.207589,6.322331,5.317588,6.343101
7892740,4.498384,4.533541,6.450964,6.154695,5.63932,3.591067,3.007511
7892741,8.003767,8.435595,8.248202,8.643569,8.254859,7.942411,8.137993
7892742,8.030537,8.401663,8.257052,8.216547,8.083067,8.043223,7.886905
7892743,3.114106,2.623603,2.133412,3.337024,2.42476,3.377999,1.984815
7892744,8.368291,8.21567,8.533272,9.113883,7.757894,8.702957,7.475473
7892745,8.607783,8.508616,8.660805,8.686133,8.527674,8.511254,8.421026
7892746,1.950475,3.481404,2.23351,1.957114,1.89384,2.140337,2.039997
7892747,7.521183,7.452859,7.674489,7.687967,7.78253,7.698001,7.536599
7892748,8.985666,9.085198,9.381688,9.435538,9.01346,9.26001,8.902194
7892749,7.805718,7.790698,7.613395,7.533813,6.777026,7.913219,7.581703
7892750,5.693264,5.660244,4.835608,5.86411,5.720489,5.677248,5.973913
7892751,7.71358,7.288236,7.490329,7.549411,7.475304,7.419516,7.387245
7892752,5.679642,4.651213,4.063735,5.343939,5.367232,4.11745,4.866266
7892753,12.60322,12.60721,12.80541,12.83116,12.80646,12.65305,12.65558
7892754,7.158898,6.314878,6.095061,6.866719,5.572352,6.195944,5.80603
7892755,3.84137,4.837054,4.548927,4.275546,4.574697,4.18459,5.004748
7892756,2.025517,2.044905,1.990033,1.939838,2.064836,1.985271,2.030217
7892757,7.647893,8.265232,8.035767,7.850775,7.87959,8.276191,7.769197
7892758,7.629493,7.348994,7.391263,7.490062,7.352663,7.63632,7.476586
7892759,8.05067,6.955936,7.716316,8.253313,7.560057,7.690593,7.257342
7892760,5.03834,6.312797,5.749292,5.611983,5.874726,6.083981,6.547384
7892761,5.887551,5.62742,6.017917,6.599362,6.093274,6.569279,5.99951
7892762,12.069,11.77458,11.88154,11.93647,12.04324,11.62855,11.70503
7892763,9.154878,9.288102,8.885776,9.104684,9.020866,9.039397,9.387157
7892764,10.82367,10.58493,10.49724,10.66528,10.92877,10.33839,10.48733
7892765,9.101749,9.142455,9.324959,9.341478,9.191496,8.722644,8.959841
7892766,11.69856,11.93577,11.82897,11.88554,11.729,11.72257,12.00451
7892767,4.23911,3.2556,3.482509,3.215338,2.943616,3.347351,3.423087
7892768,6.010218,4.431939,5.419774,5.38572,5.905114,4.850422,4.151073
7892769,2.820884,3.582955,3.049266,3.192812,2.981667,3.540844,2.471994
7892770,11.71675,12.48566,11.79161,11.32089,11.4809,12.47812,11.27766
7892771,10.42584,10.30593,10.4864,10.43122,10.33376,10.56851,10.70184
7892772,4.917294,5.595181,5.360471,5.873801,6.64642,5.966302,5.02282
7892773,8.146563,8.212136,8.625756,8.420515,8.599264,8.772581,8.514881
7892774,7.445428,7.365603,7.317638,7.265483,6.845624,7.601287,7.358545
7892775,7.450127,7.850058,7.703011,8.267765,8.297241,7.71888,7.378587
7892776,10.66716,10.95034,10.74418,10.67425,10.69828,10.671,10.66632
7892777,6.250552,6.39013,6.614106,6.489081,6.905082,6.223345,5.530587
7892778,7.369459,7.178761,7.373343,7.15485,7.217921,7.55209,7.022253
7892779,7.284451,6.200058,6.316922,6.456333,4.492528,7.075894,5.129985
7892780,5.184414,6.070075,5.326648,5.717681,5.845156,4.086872,5.507888
7892781,5.788783,6.06887,5.656221,6.625086,6.066203,4.404614,5.957733
7892782,11.49571,11.30278,11.55239,11.71656,11.44528,11.51541,11.42536
7892783,7.936443,8.473988,8.402083,8.022011,8.115914,8.111528,8.119652
7892784,6.969551,5.941603,6.324502,6.942461,5.767619,5.561147,5.954224
7892785,6.509505,5.885819,6.062838,6.744782,5.399141,5.495007,6.220782
7892786,8.648587,8.892008,8.32697,8.507853,8.639996,8.708442,7.942251
7892787,4.828132,5.372233,5.768784,6.193841,6.962572,3.383722,5.112381
7892788,10.05602,9.919733,9.953449,10.17772,10.1759,10.03621,10.20186
7892789,7.291468,7.525053,7.212666,7.529084,7.613857,7.496356,6.950705
7892790,2.984492,3.647587,3.420206,3.003358,2.220134,4.385796,2.986351
7892791,10.17135,10.60105,10.24437,10.03922,9.913826,10.84292,10.215
7892792,6.965957,6.356442,6.576697,6.57164,7.0728,6.592659,7.193294
7892793,3.506764,4.142758,4.291384,4.050491,4.319588,4.241608,4.291733
7892794,6.980504,7.514236,6.821566,7.167252,7.249264,7.323209,6.763779
7892795,6.027154,5.704539,5.185709,5.60784,7.107881,6.152248,5.69384
7892796,12.50652,12.73464,12.29604,12.5687,12.61566,12.41915,12.19569
7892797,6.721274,6.818852,7.129548,6.186797,5.866319,7.264597,6.155141
7892798,3.42162,3.651549,3.27634,4.042672,3.389478,3.348619,3.446176
7892799,4.682728,4.44453,5.255421,5.547591,4.594487,4.984984,4.92892
7892800,5.549925,4.772105,4.598051,4.70722,5.593448,4.263858,5.794663
7892801,2.879673,3.171442,3.401079,3.097393,2.737229,3.164377,2.967212
7892802,10.2511,10.09681,9.79307,9.933105,9.595603,9.761503,9.407717
7892803,11.00529,11.51992,11.18316,11.16641,11.24936,11.15374,10.47254
7892804,4.383099,4.292142,3.961866,4.294751,3.96805,3.991567,4.277969
7892805,3.962706,4.359994,4.727545,3.919869,5.448861,3.708054,4.424823
7892806,3.197474,3.32874,2.058858,2.477983,4.544939,2.30837,3.026915
7892807,7.303971,7.319468,6.945166,7.178256,6.919424,6.754216,6.339783
7892808,9.86424,10.05707,10.32529,10.26713,9.93372,10.3934,10.77549
7892809,2.92346,3.973246,3.304458,2.771233,2.990126,3.387983,2.819054
7892810,4.50349,4.317664,5.399243,4.69329,5.01644,4.413334,3.533617
7892811,4.733473,5.421951,5.263865,5.825863,5.108654,5.709995,2.857062
7892812,6.92042,7.508147,6.434631,7.336781,6.809588,7.202491,6.875765
7892813,6.629436,6.053222,5.618616,6.19974,6.093699,5.91312,5.631516
7892814,9.637993,9.857292,9.120932,9.320414,9.196402,9.61837,9.239016
7892815,2.60648,2.717853,2.691025,2.51982,2.730938,2.535664,2.709028
7892816,9.059423,9.086919,9.251606,9.379927,9.267836,8.942839,9.055386
7892817,12.85571,12.94369,12.49127,13.02439,13.08969,12.44391,11.93277
7892818,3.600756,3.976988,3.595662,3.906971,4.724536,3.448904,3.387404
7892819,5.608106,6.376278,4.995198,6.892754,3.782462,6.817564,3.570185
7892820,8.919049,9.289682,8.221843,8.604834,7.821999,8.610958,8.414089
7892821,3.49682,2.898197,2.256714,2.724351,2.316721,3.462236,2.562379
7892822,5.652389,5.356918,5.584549,5.477612,5.265038,4.820026,5.432943
7892823,7.336753,6.73123,7.761796,7.016169,6.801615,6.723991,7.633942
7892824,7.26615,7.481202,7.087945,6.972129,7.591747,7.759601,7.601715
7892825,3.390595,3.898532,3.670785,4.826742,3.625071,2.805696,4.616515
7892826,7.653404,6.948334,6.53076,7.023989,6.763185,6.810505,6.845309
7892827,11.58801,11.75599,11.5903,11.87165,11.61301,11.4131,11.48699
7892828,2.169151,2.836494,2.462178,3.867206,2.718516,2.470404,2.705387
7892829,11.81808,11.86484,11.95063,11.97528,12.00008,12.07629,11.97226
7892830,12.03504,12.41696,12.21343,12.1672,12.07177,12.5055,12.36541
7892831,9.537423,9.172746,8.475619,8.976217,8.838034,8.255172,8.457294
7892832,8.806683,7.619,7.008937,7.817153,8.11831,7.489899,6.511495
7892833,3.397323,2.53054,3.156322,2.951169,2.449122,3.718503,2.611357
7892834,5.786403,4.542616,4.67167,5.800697,6.07794,6.019239,5.94485
7892835,11.71337,11.70771,11.7974,11.38051,11.81753,11.21346,10.9203
7892836,11.57201,11.63279,11.94998,11.66736,11.66584,11.6203,11.92022
7892837,10.47734,10.05981,10.41156,9.885365,10.34192,10.58183,10.81429
7892838,10.02926,9.739893,9.92593,9.775348,9.818257,9.963174,9.868256
7892839,2.270765,2.850513,2.909374,2.327698,3.160592,3.452379,2.737337
7892840,7.83496,7.968366,7.878815,8.014713,7.826907,8.041569,8.475221
7892841,10.01008,10.47812,10.52646,10.26771,10.36129,10.38515,10.66428
7892842,6.259167,6.107526,6.137786,6.92803,5.388346,5.873906,6.623602
7892843,6.028047,6.55215,5.657033,6.692965,5.959662,5.463587,5.568467
7892844,4.426044,4.188214,4.040485,4.685244,5.287633,3.929527,4.447324
7892845,7.650261,7.14608,7.071,7.489087,7.418655,7.427869,7.730332
7892846,12.89402,12.68784,12.67931,12.84994,12.72377,12.58734,12.63215
7892847,9.494306,9.185583,8.982248,9.514879,9.091822,9.215733,8.924246
7892848,8.807299,9.069067,9.372122,9.231952,9.590931,9.567283,9.496311
7892849,5.074706,4.99668,4.509691,4.926126,4.509326,4.851808,5.289146
7892850,9.31418,8.733576,9.056757,9.253029,8.665033,8.751304,8.823032
7892851,5.384287,6.231571,6.716389,5.898456,6.628232,5.894288,6.302774
7892852,6.405206,6.545846,6.702688,6.92513,7.302871,6.761014,7.221318
7892853,11.74076,11.49673,11.31994,11.60705,11.19173,11.67696,10.70621
7892854,6.06996,5.517818,4.426339,6.455515,5.768641,4.969511,5.534689
7892855,6.076996,6.513654,6.41545,6.999012,7.4488,6.31967,5.889334
7892856,5.943279,6.018405,6.628102,6.900444,6.476367,6.288945,6.698638
7892857,11.12542,10.88661,11.05236,11.00831,10.99157,11.41707,11.18164
7892858,3.331432,3.126897,3.027641,3.374848,3.032489,3.699399,3.688008
