"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means","Fold_Change_Post_EGCG_to_Overweight_Females","Fold_Change_MI_Males_to_Healthy_Males","Fold_Change_MI_Males_to_Overweight_Females","Fold_Change_Overweight_Females_to_Healthy_Males","Fold_Change_MI_Males_to_Post_EGCG_Females"
"LRGUK",4.69845707142857,4.64015371428571,4.75105528571429,3.094491233,3.062605351,0.987590956721217,1.0104113584173,0.658618603076673,1.53413728931625,0.666894121087615
"LRIF1",8.45165121428571,8.54384185714286,8.570914,5.58452376633333,5.788725198,1.01090800371664,0.964724283036061,0.660761267205855,1.46001942141005,0.653631452888437
"LRIG1",7.72686185714286,7.65443,7.69423485714286,6.59097807816667,6.6914997305,0.990625967115498,0.984977709574559,0.852995459220465,1.15472796358695,0.861067130820541
"LRIG2",7.89870021428571,7.87017128571429,7.84702428571429,6.421277621,6.52518726483333,0.996388148961544,0.984075607393931,0.81295370716645,1.21049402778902,0.815900618663246
"LRIG3",4.61717114285714,4.69551414285714,4.57261942857143,2.93631058866667,2.92137836183333,1.01696774877431,1.00511136353593,0.635954461685745,1.58047694306862,0.625343785436876
"LRIT1",4.88290171428571,5.02336214285714,4.83572785714286,4.47921007416667,4.36713846883333,1.02876577018958,1.02566248039378,0.917325462657179,1.11810095996113,0.891675723705444
"LRIT2",4.22239628571429,4.35779928571429,4.30368914285714,3.11828317466667,3.1408268355,1.03206780956541,0.992822380215769,0.738510306390903,1.34435819192245,0.71556374450035
"LRIT3",4.51357071428571,4.56874457142857,4.48472428571429,3.66104024316667,3.65607213166667,1.01222399307232,1.00135886583226,0.811118397143811,1.23454093675885,0.801323029976684
"LRMP",10.4870028571429,10.5732957142857,10.5674571428571,7.48757135183333,7.58099539783333,1.00822855283996,0.987676546271654,0.713985821671957,1.38332795455068,0.708158700386748
"LRP1",8.6036865,8.073439,8.38029642857143,8.93206472116667,8.55954960066667,0.938369732555922,1.04352041145611,1.03816715325072,1.00515645114433,1.10635191783411
"LRP10",9.80643692857143,9.79521607142857,9.79806471428572,7.0797316665,7.04255766166667,0.998855766143749,1.00527848071954,0.721947402310102,1.39245390661816,0.722774425277937
"LRP11",5.34693971428571,5.52230614285714,5.36607314285714,5.35457594933333,5.27091247541667,1.03279753240959,1.01587267371767,1.00142815057877,1.01442392360405,0.969626784682924
"LRP12",5.53260564285714,5.45903514285714,5.685563,3.9739081795,4.03660768766667,0.986702377731371,0.984467277224329,0.718270637024438,1.3706077159198,0.727950649795624
"LRP1B",3.71389214285714,3.70008585714286,3.62870385714286,2.8079406955,2.76483862883333,0.996282529167996,1.01558936070163,0.756064147124052,1.34325819385136,0.758885281021085
"LRP2",4.10421428571429,4.13400928571429,4.09289942857143,3.04640465616667,3.01640879716667,1.00725961120103,1.00994422872264,0.742262573075294,1.360629331664,0.736912872134563
"LRP2BP",4.11315792857143,4.250964,4.155822,2.82816927433333,2.81452778966667,1.03350371510691,1.00484681114777,0.687590732825472,1.46140249304789,0.665300688110586
"LRP3",6.47978964285714,6.45431928571429,6.38154514285714,6.124959373,6.08874706716667,0.996069261728129,1.005947415032,0.945240464673374,1.06422381671907,0.948970619807533
"LRP4",4.81248885714286,4.84718514285714,4.78321914285714,4.16251257683333,4.13557434483333,1.00720963450394,1.00651378254961,0.864939680983404,1.16368089553395,0.858748418753356
"LRP5",5.405655,5.22562885714286,5.37505071428571,5.6153443455,5.57423274633333,0.966696701351244,1.00737529289456,1.03879073775518,0.969757677154005,1.07457772050237
"LRP5L",6.91355157142857,6.89168271428571,7.03010157142857,5.49586011583333,5.42517850016667,0.996836812900444,1.01302844056919,0.794940206788347,1.27434545632299,0.79746273061019
"LRP6",5.71329821428571,5.79710042857143,5.76248442857143,4.06996170716667,4.2956875985,1.01466792230032,0.947452908025213,0.712366404573458,1.33000784700468,0.702068518100457
"LRP8",7.49889821428571,7.60005885714286,7.42667871428571,6.04068201516667,5.97258837116667,1.01349006746944,1.01140102745549,0.805542606733736,1.2555524921971,0.794820425566755
"LRPAP1",10.3599787857143,10.4007614285714,10.36472,7.44321641666667,7.2325058995,1.00393655659926,1.02913381891347,0.718458654271605,1.43241898861507,0.715641491037357
"LRPPRC",8.4255545,8.51710871428571,8.53558785714286,6.95244678683333,7.11859876833333,1.01086625388106,0.976659454071338,0.825161926948942,1.18359733062644,0.816291892009318
"LRR1",4.88765178571429,4.93562842857143,4.867521,4.774710265,4.78147240483333,1.0098158880707,0.998585762028764,0.976892478092569,1.02220641925563,0.967396621139488
"LRRC1",5.385463,5.38903114285714,5.33724471428571,4.46362383866667,4.5270331615,1.00066255080708,0.985993183488782,0.82882824348931,1.189623050655,0.828279466260453
"LRRC10",4.54018985714286,4.53458842857143,4.48398371428571,4.18212571216667,4.172578171,0.998766256754083,1.00228816352274,0.921134543655071,1.08810180925976,0.922272390988348
"LRRC14",7.0064165,7.10048485714286,6.89597228571429,5.97520442983333,6.01573527683333,1.01342602986032,0.993262528164082,0.85281890247794,1.16468165196394,0.841520621485794
"LRRC15",6.01816521428571,6.08512571428571,5.96583628571429,3.64272408783333,3.618772392,1.01112639776672,1.00661873509544,0.605288149814558,1.66304054590171,0.598627581231643
"LRRC17",4.34997528571429,4.45984214285714,4.31959057142857,3.0163383875,3.01332542,1.02525689226412,1.00099988122093,0.693415063162755,1.44357966014646,0.676332993608519
"LRRC18",5.35432278571429,5.46170357142857,5.35616171428571,3.75592522983333,3.716632473,1.02005497053722,1.01057213946194,0.701475308857808,1.44063821876699,0.687683829910038
"LRRC19",2.4375685,2.430434,2.42941242857143,2.43787023966667,2.41450832183333,0.997073107894199,1.00967564187793,1.00012378715374,1.00955067247362,1.00305963447955
"LRRC2",4.36972192857143,4.16887485714286,4.475129,3.26475743333333,3.2121640245,0.954036647019727,1.01637320150285,0.747131622263355,1.3603669972151,0.783126753670613
"LRRC20",6.22272921428571,6.204337,6.13001571428571,5.23560585366667,5.19078651483333,0.997044349247355,1.00863440226356,0.841368099651055,1.1988027626456,0.843862261780215
"LRRC23",5.80804578571429,5.69877342857143,5.76427028571429,4.9888309975,4.96304326683333,0.981186037236202,1.00519595120982,0.858951733777777,1.17025894666844,0.875421888592367
"LRRC24",6.261963,6.26890571428571,6.18161442857143,6.024768794,5.93699740416667,1.00110871212202,1.01478380128173,0.962121429653928,1.05473568096986,0.961055895332838
"LRRC25",10.8649221428571,10.87222,10.8874,8.47575102016667,8.1254198535,1.00067168977807,1.04311545409137,0.780102324593174,1.33715209044577,0.779578689556196
"LRRC26",7.09212407142857,7.12826971428571,7.05615328571429,5.54214249183333,5.49600131383333,1.00509658918726,1.00839540883731,0.781450301209546,1.29041527948289,0.777487765470822
"LRRC27",6.29308928571429,6.267373,6.37128457142857,4.5357819095,4.53231844366667,0.995913567320161,1.00076417089319,0.720756007672815,1.38849230563401,0.723713413817879
"LRRC28",8.68455885714286,8.7104,8.75006085714286,6.05893708883333,6.04903337083333,1.00297552740239,1.00163723976921,0.697667801957492,1.4356936595882,0.695598030955333
"LRRC29",6.23897028571429,6.27852671428571,6.10734957142857,5.32131182633333,5.27731243366667,1.00634021749743,1.00833746214948,0.852915077752146,1.18222492303331,0.847541480428139
"LRRC3",5.78704678571429,5.83745935714286,5.67942842857143,4.78226055266667,4.765442393,1.00871127766809,1.00352919168457,0.826373231416065,1.21437766076344,0.819236633624691
"LRRC31",3.79245221428571,3.911883,3.71341314285714,2.53293206666667,2.54146818916667,1.03149170483003,0.996641263291673,0.667887668333808,1.4922288740231,0.647496887475078
"LRRC32",6.01029207142857,5.85853914285714,6.02685028571429,4.98766821416667,4.93105108116667,0.974751155722893,1.01148175755393,0.829854548646113,1.21886631724094,0.851350156164399
"LRRC34",4.71153585714286,4.74358342857143,4.74025842857143,2.97265763133333,2.92315943816667,1.0068019372876,1.01693311439683,0.63093176438988,1.6117957151519,0.626669199792818
"LRRC36",4.92091935714286,5.00969028571429,4.70885057142857,3.42461170033333,3.38095548333333,1.01803950077795,1.01291239036279,0.695929246506022,1.4554818545825,0.683597489070134
"LRRC37A11P",4.04775385714286,4.09436928571429,4.021732,3.39210496266667,3.36838457416667,1.01151636937833,1.00704206659831,0.838021550317542,1.20168994009369,0.828480463279681
"LRRC37A4P",10.059444,10.1345035,10.0551566428572,8.12728760966667,8.20561118083333,1.00746159529294,0.990454876615455,0.807926124909754,1.22592257643122,0.801942355603969
"LRRC37A5P",4.62851114285714,4.71244614285714,4.66746257142857,3.18229196883333,3.144373288,1.01813434113247,1.01205921732577,0.687541170500225,1.47199798462896,0.675295138100808
"LRRC37A6P",4.86692878571429,4.99092514285714,4.92446828571429,3.60415207383333,3.641886667,1.02547733131144,0.989638723931584,0.74053930774834,1.33637568401419,0.722141080194617
"LRRC37B",9.45982271428571,9.46046014285714,9.480815,6.52984522816667,6.70562842233333,1.00006738271854,0.973785724007431,0.690271416852839,1.41072873688906,0.690224907622157
"LRRC37BP1",8.65932107142857,8.69966585714286,8.705483,6.5516747075,6.72372624533333,1.00465911650365,0.974411281549015,0.756603739884094,1.28787531726751,0.753094982621746
"LRRC38",5.11905807142857,5.23761542857143,5.18950514285714,4.55400462866667,4.38551775183333,1.02315999457099,1.03841892482659,0.88961769238062,1.16726424588946,0.869480528070917
"LRRC39",4.45718264285714,4.51365585714286,4.57841342857143,2.79005933283333,2.8383428155,1.01267015933848,0.982988847434849,0.625969262736976,1.5703468300294,0.618137363844003
"LRRC3B",4.70290607142857,4.72552,4.59067185714286,3.3614885845,3.34813159216667,1.00480850100512,1.00398938690599,0.714768386492334,1.40463597142703,0.711347869546632
"LRRC4",8.51680614285714,8.42805142857143,8.58371014285714,5.21425083083333,4.9393785515,0.989578873488843,1.05564916243357,0.612230775641924,1.7242667380233,0.618678098374769
"LRRC40",6.84899678571429,6.87860114285714,6.93888771428571,6.6062647195,6.75726893433333,1.00432243700342,0.97765307015293,0.964559471436666,1.01357469301168,0.9604081676345
"LRRC41",8.5885625,8.54433257142857,8.57554585714286,6.16946312866667,6.07366503716667,0.994850136030164,1.01577269917155,0.718334777055726,1.4140658807234,0.722053253088107
"LRRC42",6.70906064285714,6.78874242857143,6.72891,4.73500584816667,4.69360948766667,1.01187674250629,1.00881972831544,0.705762863122699,1.42940324722081,0.697479083642752
"LRRC43",4.8957675,4.91128771428571,4.83009885714286,4.275921652,4.277198512,1.0031701289503,0.999701472822358,0.873391486013174,1.14462012606255,0.870631471978807
"LRRC45",6.05353742857143,6.11369114285714,6.02014714285714,5.69144512266667,5.6359018015,1.00993695256625,1.00985526773229,0.940185005845382,1.07410271537383,0.930934355314335
"LRRC46",4.94132878571429,4.82600785714286,4.902856,4.08751116566667,4.09274301083333,0.976661960057216,0.998721677575941,0.827208903298225,1.20733912992699,0.846975654964349
"LRRC47",7.89365457142857,7.95575285714286,7.89772971428572,7.09438288616667,7.08194636333333,1.00786686130643,1.0017560882553,0.898745039065315,1.11461654274845,0.89172992343486
"LRRC49",3.71098192857143,3.83541257142857,3.63090957142857,2.73485859383333,2.71403636483333,1.03353038232257,1.00767205232391,0.736963597903085,1.36732947894724,0.713054604400663
"LRRC4B",6.13157235714286,6.05866157142857,6.11830357142857,4.3218561565,4.2624863365,0.988108957789701,1.01392844816689,0.704852834602096,1.43849665971659,0.713335132776025
"LRRC4C",3.85473721428571,3.93058457142857,3.88947728571429,2.74814654933333,2.73075174083333,1.01967640150975,1.00636997067141,0.712927080774446,1.41160295044228,0.699169932459822
"LRRC52",3.97134578571429,4.08886971428571,3.99967114285714,2.88484373616667,2.8420071555,1.02959297299021,1.01507265053284,0.7264146442609,1.39737360549172,0.705535744043786
"LRRC53",3.50518185714286,3.48109614285714,3.48977314285714,3.15650641416667,3.07644118883333,0.993128540752704,1.02602527414597,0.900525719581237,1.13936254327427,0.906756459640882
"LRRC55",5.78440392857143,5.81001171428571,5.70808685714286,3.2821128715,3.2891809735,1.00442703967954,0.997851105774676,0.56740727515386,1.75861528300654,0.564906412052477
"LRRC56",5.36768014285714,5.46468042857143,5.307695,5.9084891645,5.8780719015,1.01807117472217,1.00517470073686,1.10075284056605,0.913170208327561,1.08121403286607
"LRRC57",7.55344935714286,7.50319314285714,7.50441757142857,5.31864149433333,5.29662817066667,0.993346587511281,1.00415610138325,0.704134130363077,1.42608639190018,0.708850404496991
"LRRC58",8.64388092857143,8.68237128571429,8.587253,7.46304470083333,7.62972774266667,1.00445290228555,0.97815347448098,0.863390502773474,1.13292128108759,0.859562952935772
"LRRC59",9.2139855,9.23805257142857,9.16069257142857,5.91097355675,5.8348593255,1.00261201533566,1.01304474144173,0.641521907837819,1.57912727385427,0.639850608236572
"LRRC6",7.00901135714286,6.745876,7.33265385714286,4.888057986,4.675861288,0.96245756445027,1.04538130729938,0.697396214234779,1.49897760550138,0.724599442088766
"LRRC61",7.06474221428571,7.02621628571429,7.10755,5.6271773025,5.636129471,0.994546732576666,0.998411646051415,0.796515588512375,1.2534740819274,0.800883017783153
"LRRC63",4.68839392857143,4.59144642857143,4.62826242857143,2.66705926916667,2.69734807783333,0.979321810095949,0.988770893561876,0.568864158984894,1.73814939462223,0.580875615268039
"LRRC66",3.57751107142857,3.56706085714286,3.46001814285714,2.75146283083333,2.69635520066667,0.997078914900035,1.02043782293707,0.769099738868067,1.32679517540717,0.771352926408212
"LRRC7",5.12851342857143,5.25620771428571,5.170127,2.8386676645,2.77518209575,1.02489888882866,1.02287618129535,0.553506918532282,1.8479916818523,0.54006002403308
"LRRC70",4.8333895,4.94606914285714,4.91469528571429,4.9568811045,5.04389362933333,1.02331275864632,0.982748937382958,1.02554969023291,0.958265549434048,1.00218597058201
"LRRC71",5.13059185714286,5.12845171428571,5.12416528571429,4.4448186885,4.3710145165,0.999582866281953,1.01688490663241,0.866336440758171,1.17377598216056,0.866697969704697
"LRRC73",5.11265185714286,5.10669214285714,5.16493742857143,4.45417945183333,4.282051136,0.998834320338594,1.04019763201476,0.871207267048786,1.19397263011641,0.872224000826739
"LRRC8A",8.15165764285714,8.02216414285714,8.26541828571429,6.44825618466667,6.50792670183333,0.98411445798224,0.990831101839262,0.79103618762951,1.25257367151366,0.803805066792125
"LRRC8B",7.82910457142857,7.81474742857143,7.81679485714286,6.61498747183333,6.825126417,0.998166183281095,0.969210981258419,0.844922610431591,1.14710030160436,0.846474890237442
"LRRC8C",9.23244735714286,9.24237142857143,9.13450371428571,6.62716268316667,6.54875889766667,1.00107491232223,1.01197231211672,0.717812127901216,1.4098010785574,0.717041371295658
"LRRC8D",9.37576614285714,9.35986328571428,9.25530814285714,6.52912898966667,6.33492125,0.998303833852023,1.03065669358821,0.696383515777091,1.4800130534941,0.697566704807742
"LRRC8E",4.74010157142857,4.75249785714286,4.58404071428571,4.4641689255,4.45968607366667,1.00261519411082,1.00100519448214,0.941787609026823,1.06287785577951,0.939331075928943
"LRRC9",2.61428971428571,2.64119228571429,2.57142728571429,2.394992643,2.37249329883333,1.01029058534774,1.00948341737266,0.916116002718686,1.10191658521071,0.906784657805516
"LRRCC1",5.64138221428571,5.61057671428571,5.704179,4.195994917,4.39887977033333,0.994539370170312,0.953878063523897,0.743788447160069,1.28245883243547,0.747872300955464
"LRRD1",3.355833,3.34540542857143,3.27425857142857,3.15324249083333,3.16767627566667,0.996892702518698,0.995443415432247,0.939630336442049,1.05939897513477,0.942559148108946
"LRRFIP1",9.15322636428571,9.14953281428571,9.2157721,7.6616229885,7.5403396565,0.999596475619306,1.01608459797901,0.837040698391806,1.21390106828879,0.83737860107321
"LRRFIP2",8.55675292857143,8.54263214285714,8.64381328571429,5.98911439933333,5.98598932266667,0.998349749509871,1.00052206519227,0.699928401500921,1.42946344661362,0.701085367973041
"LRRIQ1",3.15059521428571,3.13376328571429,3.15526228571429,2.48058252416667,2.4683078685,0.994657540106993,1.00497290302531,0.787337742696679,1.27641906201933,0.791566655807974
"LRRIQ3",2.68541271428571,2.69860764285714,2.65272292857143,2.45430143033333,2.47422532466667,1.00491355704888,0.991947421225258,0.913938262553489,1.08535495434212,0.909469532123183
"LRRIQ4",3.88562157142857,4.03944557142857,3.89410271428571,2.98644569466667,2.923986719,1.03958800340493,1.0213608958142,0.768588921944009,1.32887798230405,0.739320691876657
"LRRK1",7.83472935714286,7.70059142857143,7.76116357142857,6.03884106516667,5.83379900683333,0.982879060340593,1.03514726134602,0.770778515745551,1.34298925073794,0.784204839482954
"LRRK2",10.7069564285714,10.67941,10.8253671428571,8.65443560233333,8.30210748116667,0.997427240060687,1.04243839554787,0.808300254144965,1.28966728663296,0.810385180673214
"LRRN1",6.2830655,6.38785685714286,6.25912285714286,4.11654300633333,4.05174082166667,1.01667838050437,1.01599366482677,0.655180660830821,1.55070765296766,0.644432569231767
"LRRN2",5.58845014285714,5.62716142857143,5.66825185714286,5.11936316133333,5.06416027766667,1.00692701638642,1.01090069836654,0.916061346252973,1.10352947703939,0.909759427788974
"LRRN3",7.150309,7.18225657142857,7.08009071428571,5.78473574366667,5.8186113565,1.00446799871566,0.994178058860129,0.809018986964993,1.22886863581503,0.805420369787217
"LRRN4",5.42141757142857,5.38513742857143,5.31209728571429,3.35355575283333,3.33846373833333,0.993307996962208,1.00452064652574,0.618575438738922,1.62392585223499,0.622742835687104
"LRRN4CL",5.48487371428571,5.49379071428571,5.37770028571429,4.0070133135,4.016826546,1.00162574390305,0.997556968819136,0.730557077925691,1.36547437422898,0.729371306970324
"LRRTM1",4.01702528571429,4.05340428571429,3.98616685714286,4.2875271515,4.24012373966667,1.00905620388534,1.01117972369294,1.06733885065342,0.947383975645504,1.05775956437675
"LRRTM2",3.79488285714286,3.63671471428571,3.76499614285714,3.02124749316667,2.9692982075,0.958320678447441,1.01749547604732,0.796137221332135,1.27804032870715,0.830762853434346
"LRRTM3",4.46103521428571,4.519285,4.42977885714286,2.68692295283333,2.63153589983333,1.0130574592928,1.0210474244351,0.602309290056468,1.69522111196289,0.594546029478851
"LRRTM4",4.594154,4.59060114285714,4.554883,3.12790239916667,3.08205464533333,0.999226656933385,1.01487571088422,0.680844046404772,1.49061406388631,0.681370979927892
"LRSAM1",6.99777185714286,6.93097528571429,6.91288714285714,5.55818598783333,5.48118561333333,0.990454594291983,1.01404812387902,0.79427939368442,1.27668945202665,0.801934180791198
"LRTM1",4.7579805,4.64761042857143,4.81667842857143,3.269194293,3.22272786683333,0.976803168607234,1.01441835242897,0.687097034760861,1.47638295773177,0.703414010972705
"LRTM2",5.78676835714286,5.77741214285714,5.85011,5.40417912216667,5.37403853383333,0.998383171105481,1.00560855456164,0.933885510640158,1.07680068177984,0.935397888974925
"LRTOMT",5.65119821428571,5.700185,5.585625,4.480860251,4.4506839045,1.00866838922593,1.00678015944235,0.792904456911951,1.26973704166497,0.786090320051016
"LRWD1",7.54826685714286,7.45006728571429,7.51840871428571,6.00456028433333,5.98750924033333,0.986990447835632,1.0028477691333,0.795488606586725,1.2606689282909,0.805973966952921
"LSAMP",4.53557185714286,4.57514142857143,4.629575,3.36706071483333,3.34747729083333,1.00872427395594,1.00585020369029,0.742367406114557,1.35492236782696,0.73594680457445
"LSG1",8.67850385714286,8.73837071428571,8.73169342857143,7.38287518383333,7.5879631275,1.00689829239329,0.972971937235251,0.850708290894731,1.14371982458515,0.844880061195346
"LSM1",6.81002807142857,6.78001271428571,7.05403871428571,6.12512649466667,6.10983811333333,0.995592476737535,1.00250225636911,0.899427495807925,1.11460041086313,0.903409293283599
"LSM10",7.6151265,7.55783742857143,7.62550228571429,6.2224222,6.21506033016667,0.992476937654474,1.00118452105728,0.81711343862771,1.22526992425764,0.823307230250407
"LSM11",5.68854442857143,5.64112928571429,5.605609,4.95333698533333,5.037195658,0.991664802226209,0.983352111301556,0.870756490967104,1.12930781625228,0.878075423280452
"LSM12",10.6336282142857,10.6728092857143,10.671925,8.15263984183333,8.13898929916667,1.00368463807828,1.00167717909004,0.766684679729606,1.30650475426653,0.763870094891113
"LSM14A",9.01622692857143,8.94056085714286,9.01239571428571,8.31482111333333,8.439805185,0.991607789818511,0.985191118879284,0.92220628198527,1.06829799159297,0.930011130866627
"LSM14B",7.16342253571429,7.08879414285714,7.08945357142857,6.19485748066667,6.18912411066667,0.989582019979266,1.00092636209866,0.864790182315967,1.1574210514487,0.87389439668082
"LSM2",6.78354592857143,6.814121,6.77526142857143,4.88607154136111,4.80804181547222,1.00450724027677,1.01622900317501,0.720282812677895,1.41087498589177,0.717050892016903
"LSM3",7.21720757142857,7.31949057142857,7.50607214285714,5.56132730116667,5.64118468033333,1.01417210174263,0.985843863710921,0.7705649652066,1.27937799955206,0.75979704419255
"LSM4",8.26252978571429,8.39230371428572,8.243218,6.71692825483333,6.7529254995,1.01570631900121,0.994669385191746,0.812938461831234,1.22354819201338,0.800367632477302
"LSM5",5.55968135714286,5.67542442857143,5.59508271428571,4.87698447883333,4.99762290833333,1.02081829227135,0.975860837899786,0.877205754349136,1.11246515775977,0.8593162573501
"LSM6",7.49427121428571,7.521148,7.52148,5.863478623,5.96841137266667,1.00358631078937,0.982418646585383,0.782394772666211,1.25565594365813,0.779598888760067
"LSM7",6.47795292857143,6.46084371428571,6.43421771428571,5.884563099,5.95645002516667,0.997358854799599,0.987931246654813,0.908398557983612,1.08755263641957,0.910804123924019
"LSMEM1",6.891175,6.80854114285714,7.13226585714286,3.1395471385,3.17176533016667,0.98800874202979,0.989842189344766,0.455589524065199,2.17266231346248,0.461118919989741
"LSMEM2",5.56562907142857,5.67993771428571,5.47246571428571,4.9749931555,4.88641592766667,1.02053831496676,1.01812723868466,0.893877959104277,1.13900027214553,0.875888681488057
"LSP1",10.9952292857143,11.0026921428571,10.979935,7.48578067116667,7.38990950183333,1.00067873592709,1.01297325350325,0.680820788420726,1.48787062723658,0.680359004321175
"LSP1P3",7.55872503571429,7.56468692857143,7.58036157142857,4.545516855,4.61695525633333,1.00078874318473,0.984526945277338,0.601360260298244,1.63716662086893,0.600886315312246
"LSR",7.2188045,7.31953385714286,7.20840028571429,6.071115727,6.08163136366667,1.01395374499238,0.998270918436541,0.841014010976471,1.18698488420839,0.829440213747413
"LSS",7.73175521428571,7.68871,7.86980442857143,5.805783929,5.91191658133333,0.994432672389036,0.982047674240121,0.750901156088445,1.30782549244664,0.755105073412835
"LST1",11.1974221428571,11.24009,11.1921114285714,7.71813983404167,7.47560446302083,1.00381050715053,1.03244357994334,0.689278276336587,1.49786177134529,0.686661746840254
"LTA",7.21380578571429,7.11454971428571,7.09204104761905,5.73976479378571,5.86576669147619,0.986240817347046,0.978519108529567,0.795663892858376,1.22981464574733,0.806764310362539
"LTA4H",10.3873660714286,10.4027228571429,10.4280611428571,10.138523017,9.80926241766667,1.00147840998466,1.03356629533535,0.976043681072041,1.0589344671543,0.974602818534045
"LTB",9.05509057142857,9.11838642857143,8.97784514285714,7.409164532125,7.64427820366667,1.00699008548215,0.969243182249843,0.818231962858887,1.18455795696776,0.81255215384481
"LTB4R",7.36689814285714,7.35860257142857,7.38389457142857,6.49239594483333,6.33459745233333,0.99887393971415,1.02491057935211,0.881293024409233,1.16296231896213,0.882286532233921
"LTBP1",7.18326714285714,6.97239171428571,7.24218442857143,5.23208858883333,5.12263949016667,0.970643521342357,1.02136576248958,0.728371712311436,1.40225896369362,0.750400838511887
"LTBP2",5.95849514285714,5.91968842857143,5.89868657142857,5.36359219333333,5.278688432,0.993487161883109,1.01608425320552,0.900158859701856,1.12878326114799,0.906059881031222
"LTBP3",7.82073692857143,7.83655714285714,7.75285771428571,6.409807705,6.4562787285,1.00202285467856,0.992802196829752,0.819591269153052,1.21133818062227,0.817936702068511
"LTBP4",6.82106285714286,6.88734771428571,6.85677528571429,6.07920370566667,6.11441514583333,1.00971767282183,0.994241241504405,0.891239947935778,1.11557077732791,0.882662522331668
"LTBR",8.85777964285714,8.90939842857143,8.78721571428571,7.16154977266667,6.81055708166667,1.0058275084497,1.05153656107587,0.808503943586099,1.3005954632847,0.803819677622722
"LTC4S",7.07441332142857,7.03019892857143,6.97537321428571,5.755525032,5.69073365883333,0.993750097591384,1.0113854165475,0.813569234718924,1.24314609425578,0.818685941959476
"LTF",7.56266971428571,7.14849885714286,7.405361,7.31399106283333,7.46554280866667,0.945234834682719,0.979699835669363,0.967117610467289,1.01301002594296,1.02315062350819
"LTK",5.48507607142857,5.45564057142857,5.366652,5.29011997183333,5.25774043916667,0.994633529304484,1.00615845020143,0.96445699256374,1.0432382760032,0.969660648015912
"LTN1",8.21692228571429,8.29112385714286,8.30432942857143,6.630423598,6.7862918705,1.00903033628024,0.977031893783178,0.806923002001305,1.21081180157211,0.799701429172095
"LTV1",7.11526378571429,7.21390571428571,7.11743114285714,7.44040121516667,7.53673538316667,1.01386342538269,0.987218050906343,1.04569576606635,0.944077697301973,1.03139706974995
"LUC7L",7.83545814285714,7.79705942857143,7.788928,7.278124307,7.4471274625,0.995099365782368,0.977306262535318,0.928870293772776,1.05214502938382,0.933444765129037
"LUC7L3",8.19220635714286,8.22133542857143,8.23473685714286,8.30007145583333,8.5998263725,1.00355570528362,0.965144073416969,1.01316679463237,0.952601366853103,1.00957703623042
"LUM",2.7830005,2.85835671428571,2.74204228571429,2.44203923033333,2.42526475166667,1.02707732689438,1.00691655566887,0.877484294499167,1.14750379235401,0.85435075969641
"LURAP1",5.40709307142857,5.39372014285714,5.343962,4.530780161,4.38158162266667,0.997526780398493,1.03405129726706,0.83793271192999,1.23405051807246,0.840010241725291
"LURAP1L",5.50556121428571,5.46442385714286,5.46676471428571,3.62941427466667,3.59115532866667,0.992528035645829,1.01065365947682,0.659226940434182,1.53308913439002,0.664189742514658
"LUZP1",7.01595714285714,6.98516328571429,7.18260514285714,6.56237231883333,6.542982266,0.995610882946427,1.00296348852023,0.935349544646863,1.07228735424134,0.939473001619643
"LUZP2",4.29099557142857,4.36172057142857,4.24481542857143,2.87839685583333,2.84830132116667,1.0164821889985,1.01056613443353,0.67079930704171,1.50651040307455,0.659922342272051
"LUZP4",3.35829892857143,3.36177242857143,3.29949271428571,2.8907863135,2.84649314016667,1.00103430339999,1.01556061130389,0.860788862154596,1.1798022209092,0.859899465214077
"LXN",6.26953214285714,6.336136,6.44583457142857,3.85158319966667,4.02968931983333,1.01062341744571,0.955801525618847,0.614333432209095,1.5558351141364,0.607875714736342
"LY6D",6.40903664285714,6.29389742857143,6.42310457142857,5.55133072183333,5.5052811505,0.982034864098642,1.00836461755076,0.866172411109598,1.164161551,0.882017984060689
"LY6E",9.135856,9.19144314285714,9.23128471428571,7.99344007166667,7.8488217525,1.00608450295814,1.01842548139415,0.874952502717498,1.16397801964225,0.869661047501397
"LY6G5C",6.29650717857143,6.33009542857143,6.30962128571429,4.98805972692857,4.906537267,1.00533442574548,1.01661506995511,0.792194717716541,1.2832893822941,0.787991236974807
"LY6G6C",5.46859833333333,5.40860547619048,5.486454,4.86443473507143,4.82879126945238,0.989029573304521,1.00738144674932,0.88952130666111,1.13249838897126,0.899387976528409
"LY6G6D",5.62887366666667,5.58798861904762,5.47495966666667,4.70719903302381,4.61500879414286,0.992736549078874,1.01997617837651,0.836259492000882,1.21968861117027,0.842378063723772
"LY6G6E",5.74466664285714,5.685892,5.818347,4.47156376219048,4.42895232545238,0.989768833161064,1.00962110982618,0.778385246731484,1.29707123055798,0.786431357153896
"LY6H",6.3290945,6.41424814285714,6.368573,4.82757307883333,4.75408134266667,1.01345431686273,1.01545866190952,0.762758887362691,1.33129705695146,0.752632728156811
"LY6K",4.29986142857143,4.36793042857143,4.29694014285714,3.98911824733333,3.936085683,1.01583051015265,1.01347342730936,0.927731814989829,1.09242068767522,0.913274218206357
"LY86",8.6093615,8.67347771428572,8.47375142857143,8.26587973933333,8.0164541545,1.00744726705758,1.0311142033655,0.960103689377352,1.0739612968618,0.953006396236996
