"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means","Fold_Change_Post_EGCG_to_Overweight_Females","Fold_Change_MI_Males_to_Healthy_Males","Fold_Change_Overweight_Females_to_MI_Males","Fold_Change_Overweight_Females_to_Healthy_Males","Fold_Change_Post_EGCG_Females_to_MI_Males"
"PCBD2",6.52377728571429,6.45565542857143,6.42607171428571,6.06553122933333,6.05216002,0.989557911902966,1.00220932845284,1.07554920402765,1.07792544548653,1.06431822448649
"PCBP1",11.0488192857143,11.0512242857143,11.09592,7.71593544433333,7.616242606,1.00021767031733,1.01308950403639,1.43194812416797,1.45069161491917,1.43225981677056
"PCBP2",11.96814,11.9377371428571,12.0287057142857,9.66795900666667,9.7702933315,0.997459684032531,0.989525972111462,1.23791795059818,1.22495196345989,1.23477324786186
"PCBP3",6.33693864285714,6.47863542857143,6.17472457142857,4.68909006675,4.6646417205,1.02236044779667,1.00524120558768,1.35142182228316,1.35850490188942,1.3816402193916
"PCBP4",6.35432292857143,6.45600071428571,6.45244914285714,5.28693133,5.31497033766667,1.01600135637695,0.994724522267234,1.20189246501362,1.19555190807726,1.22112437467307
"PCCA",6.73964728571429,6.692766,6.73550914285714,5.74614054966667,5.77253530333333,0.993043955606748,0.99542752841175,1.17289983206298,1.167536780905,1.16474108876231
"PCCB",7.70029414285714,7.67778742857143,7.811628,5.84467962833333,5.82719740966667,0.997077161746271,1.00300010750239,1.31748780643653,1.32144041148893,1.31363700267705
"PCDH1",6.1040125,6.141548,6.15080185714286,5.223478519,5.20153862866667,1.00614931571651,1.00421796162628,1.16857233695843,1.17350133023326,1.17575825719596
"PCDH10",4.58344742857143,4.60966457142857,4.64072557142857,2.73929303166667,2.73204116883333,1.0057199615062,1.00265437538646,1.67322275331118,1.67766411460363,1.68279352305142
"PCDH11Y",4.03889778571429,4.14272264285714,3.9915445,2.76673332783333,2.75821514283333,1.02570623537691,1.00308829607514,1.45980739996984,1.46431571743363,1.49733355259842
"PCDH12",5.03756742857143,5.02485,5.02194257142857,3.55843722933333,3.49480574033333,0.997475482214034,1.01820744663019,1.41566848138985,1.4414441897108,1.41209460112955
"PCDH15",2.843077,2.82074114285714,2.80665242857143,2.78813819633333,2.74847661916667,0.992143773403654,1.01443038550522,1.01970447653524,1.03441920523305,1.01169344710628
"PCDH17",5.49825778571429,5.61623485714286,5.52805842857143,3.0224914895,2.97274980633333,1.02145717353142,1.01673254946,1.81911439777911,1.84955281941335,1.85814745108577
"PCDH18",3.38359892857143,3.33587428571429,3.28286071428571,2.92972642866667,2.91872504866667,0.985895301463141,1.00376924164372,1.1549197547811,1.15927292641598,1.13862995980565
"PCDH19",4.12969778571429,4.27840371428571,4.07968714285714,2.8692130765,2.83089618266667,1.03600891307006,1.01353525221728,1.43931373362897,1.45879520803344,1.49114185674377
"PCDH20",4.15026235714286,4.134217,4.09784385714286,2.58951021883333,2.5371186715,0.996133893291048,1.02065001843306,1.60272098057706,1.63581719836902,1.59652469024147
"PCDH7",5.06287014285714,5.06815242857143,5.02276071428571,3.5629804725,3.53327635716667,1.00104333817879,1.00840696065936,1.42096488654195,1.43291088244143,1.4224474334588
"PCDH8",4.73876307142857,4.72237785714286,4.77109657142857,4.17391339116667,4.08945656433333,0.996542301432097,1.02065233497525,1.1353285579565,1.15877574364238,1.13140293402755
"PCDH9",4.92831378571429,5.02384285714286,4.735752,3.56809931966667,3.57998474083333,1.01938372343609,0.996680035802641,1.38121541587993,1.37662983015037,1.40798851350701
"PCDHA3",4.13918914285714,4.10596114285714,4.09324757142857,2.74859269366667,2.71649397916667,0.991972340752454,1.01181622883988,1.5059303447887,1.52372476235965,1.49384124913019
"PCDHB1",3.67117192857143,3.69284942857143,3.58442942857143,2.72455478883333,2.67942436083333,1.00590479019282,1.01684332973145,1.34743920130285,1.37013456406348,1.35539554708413
"PCDHB10",2.720056,2.77561657142857,2.73612314285714,2.72466263683333,2.67575068666667,1.02042626013162,1.01827971133872,0.998309281754352,1.01655808725159,1.01870100683528
"PCDHB11",3.94437235714286,4.06162914285714,4.01799471428571,2.7842030965,2.7783590635,1.02972761572622,1.00210341171405,1.41669706570663,1.4196769629099,1.45881209167642
"PCDHB12",3.85697328571429,3.75974857142857,3.717567,2.7484260845,2.68830253716667,0.974792484395516,1.02236487393145,1.40333891730472,1.43472441527334,1.36796422964838
"PCDHB13",3.44339078571429,3.52351114285714,3.64856971428571,2.770717019,2.73280579316667,1.02326786650973,1.01387263812457,1.24277967114703,1.26002030379342,1.27169650263629
"PCDHB14",3.11875835714286,3.05880157142857,3.09489842857143,2.57255590583333,2.56762237733333,0.980775430845108,1.00192143850418,1.2123189820952,1.21464837846675,1.18901267198612
"PCDHB15",4.44402385714286,4.34604685714286,4.35466271428571,3.24195671633333,3.19678220483333,0.977953088653536,1.01413124467213,1.37078445086987,1.39015534133786,1.34056288760643
"PCDHB16",3.83586828571429,3.82658414285714,3.99885214285714,2.56727896316667,2.49904105433333,0.997579650247187,1.02730563738239,1.49413770016751,1.53493608240765,1.49052136435425
"PCDHB2",4.49748321428571,4.35970742857143,4.35153642857143,3.00536188416667,2.967501517,0.969366025585898,1.01275833119201,1.49648640916759,1.51557907840008,1.4506430827981
"PCDHB3",3.19865878571429,3.02528471428571,2.95752942857143,2.70909559916667,2.64029318016667,0.945797884975135,1.02605862845718,1.18071093050323,1.21147863795655,1.11671390083698
"PCDHB4",3.02763164285714,3.17115428571429,2.925226,2.8883592105,2.9179165735,1.04740426174226,0.989870387910184,1.04821852900112,1.03760048191698,1.09790855451297
"PCDHB5",3.920694,4.091653,3.99692957142857,3.62832663516667,3.50266877616667,1.04360427006035,1.03587489055631,1.08057911931071,1.11934477695342,1.12769698305071
"PCDHB6",3.08730242857143,3.03523628571429,2.998207,3.17617957233333,3.1015947845,0.983135392770305,1.02404723795838,0.972017594806012,0.99539193320804,0.955624899849256
"PCDHB7",3.39648221428571,3.37070571428571,3.38235942857143,2.91534757516667,2.8702982665,0.992410824384246,1.01569499211718,1.16503508645673,1.1833203029549,1.15619343058709
"PCDHB8",3.32005657142857,3.35971685714286,3.23754328571429,3.187891072,3.08763615333333,1.01194566564184,1.03246979685687,1.04145859957055,1.07527454873345,1.05389951578084
"PCDHB9",4.07242821428571,3.99877885714286,4.11277742857143,2.92006389766667,2.887129541,0.981915124523375,1.01140730133476,1.3946366781699,1.4105457190103,1.36941484751007
"PCED1A",8.01017357142857,7.98334585714286,7.96140728571429,6.8227612785,6.8767310365,0.996650794886468,0.992151829450135,1.17403691034455,1.16482286844033,1.17010481992095
"PCED1B",8.59804957142857,8.59447085714286,8.612913,7.62667903166667,7.82127689316667,0.999583776034788,0.975119425618339,1.12736481183077,1.09931532777475,1.12689557557855
"PCF11",9.38583857142857,9.37723442857143,9.39699457142857,7.99005924683333,8.09263233916667,0.999083284589687,0.9873251263576,1.17468948370419,1.15980044292919,1.17361262775215
"PCGF1",7.066738,7.00349928571429,7.11264871428571,5.1818855365,5.1759350795,0.991051215668996,1.00114963903306,1.3637387298935,1.36530653716829,1.35153492611584
"PCGF2",5.411823,5.38198385714286,5.36421071428571,4.59038347183333,4.58367169616667,0.994486304733702,1.00146427931832,1.17894790995285,1.18067421899477,1.17244755044253
"PCGF3",8.31956564285714,8.26507542857143,8.27572057142857,7.501667792,7.46097100733333,0.993450353464968,1.00545462308146,1.10902880179916,1.11507813589946,1.10176505515021
"PCGF5",9.18099585714286,9.13880685714286,9.23369742857143,7.45700292983333,7.536391867,0.995404746864451,0.989465922344843,1.23119112913478,1.21822166617213,1.22553349423816
"PCGF6",6.76108875,6.73310121428571,6.84936142857143,4.42049410633333,4.46870981166667,0.995860498693455,0.989210374500608,1.52948710876308,1.51298451565338,1.52315579487801
"PCID2",8.22153785714286,8.23504014285714,8.247248,6.34751933916667,6.53648670266667,1.00164230657924,0.971090377431211,1.29523636208759,1.25779156772227,1.29736353728672
"PCIF1",9.50307464285714,9.516595,9.51198228571429,6.881576822,6.90725731483333,1.00142273502535,0.99628209987513,1.38094435166027,1.37581013848279,1.38290906955743
"PCK1",4.68395478571429,4.78671871428571,4.59078771428571,3.65674184366667,3.60179341366667,1.0219395645929,1.01525585276254,1.2809093411466,1.3004507054573,1.30901193437434
"PCK2",7.39965114285714,7.379403,7.358417,5.61715768216667,5.581393104,0.997263635478723,1.00640782283209,1.31733014480785,1.32577136298715,1.31372544933679
"PCLO",3.98736807142857,4.02252042857143,3.98748028571429,2.8355509705,2.79096572416667,1.00881592983471,1.01597484553367,1.40620574728215,1.42866966688354,1.41860275848335
"PCM1",9.09473621428571,9.09761028571429,9.21983571428571,7.61687508216667,7.75764088733333,1.0003160148201,0.981854560270184,1.1940245988252,1.1723584974313,1.19440192829399
"PCMT1",9.56390914285714,9.544542,9.715748,6.5752940025,6.4984052725,0.997974976281367,1.0118319382642,1.45452190262836,1.47173171598419,1.45157646127627
"PCMTD1",10.3483090714286,10.4234428571429,10.4150457142857,7.24882984866667,7.3329011335,1.0072604891481,0.988535058184645,1.42758338759076,1.41121622711547,1.43794834128437
"PCMTD2",10.0588062142857,10.0833871428571,10.0988664285714,8.109843025,8.2236678335,1.0024437222517,0.986158875722543,1.24032070451644,1.22315327150132,1.24335170382131
"PCNA",6.85977121428571,6.94892471428571,6.92779457142857,6.33200946066667,6.366627922,1.0129965704708,0.994562512250213,1.08334822569319,1.07745753298723,1.09742803725282
"PCNP",9.34770278571429,9.28194678571429,9.32168985714286,8.08937900366667,8.18969462933333,0.992965544422262,0.987750993143584,1.15555258091842,1.1413982094318,1.14742389762021
"PCNT",7.184683,7.06953042857143,7.250056,6.55134446016667,6.66217683533333,0.983972491002238,0.983363939759321,1.09667306362597,1.07842874447516,1.0790961262311
"PCOLCE",5.928982,5.79895528571429,5.89848142857143,5.7170553185,5.65374407183333,0.978069301899431,1.01119810975917,1.03706920253408,1.04868241729191,1.0143255509439
"PCOLCE2",4.073542,4.16210514285714,4.07045214285714,3.21885604133333,3.18995468333333,1.02174106535716,1.00906011554051,1.26552475404046,1.27699055453144,1.29303861042916
"PCP2",6.82255478571429,6.85095571428571,6.831312,5.3664430135,5.21957103033333,1.00416279963495,1.0281387076281,1.27133648275986,1.30711024834518,1.27662880180619
"PCP4",4.86223192857143,4.95610357142857,4.79821071428571,3.37188495866667,3.36215592066667,1.01930628654416,1.00289369030752,1.44199223525529,1.44616491420996,1.46983175054357
"PCP4L1",6.12532721428571,6.08347314285714,5.98712214285714,4.65370170683333,4.63893819316667,0.993167047250806,1.003182520019,1.31622686630118,1.32041578465274,1.30723315031653
"PCSK1",4.24338928571429,4.31061228571429,4.25388142857143,3.23068595816667,3.20247714433333,1.01584181781915,1.0088084356459,1.31346387134524,1.3250334333292,1.33427152670712
"PCSK1N",7.45597935714286,7.54805414285714,7.36812342857143,5.79043495333333,5.68025333383333,1.01234912025689,1.01939730730736,1.28763718394777,1.31261387810518,1.30353837037959
"PCSK2",4.54968164285714,4.570458,4.53879257142857,3.3599277485,3.3314764645,1.00456655185434,1.00854014257738,1.35410103532384,1.36566525122967,1.36028460791766
"PCSK4",6.14552021428571,6.03852685714286,5.99328771428571,5.88010451166667,5.83484708466667,0.982590024373504,1.00775640326872,1.04513792264958,1.05324443384908,1.02694209688992
"PCSK5",7.131604,7.09772542857143,7.08137471428571,5.67417949033333,5.55185393783333,0.995249515897325,1.02203328003037,1.25685202805966,1.28454460075064,1.25088137248095
"PCSK6",6.60749492857143,6.438683,6.58904728571429,5.06613207116667,4.94643862016667,0.974451447879064,1.0241979048344,1.30424845538024,1.33580853538395,1.27092679573931
"PCSK7",9.1220125,9.12754985714286,9.10492242857143,7.56006095283333,7.68089165,1.00060703240024,0.984268662718778,1.2066056817414,1.18762416079649,1.20733813048453
"PCSK9",6.02337264285714,6.00181571428571,6.01408628571429,5.71275266766667,5.67148040366667,0.996421119885884,1.00727715888312,1.05437308304078,1.06204592348815,1.05059960818103
"PCTP",10.0129313571429,9.80539714285714,10.1022015714286,6.72176905783333,6.60628028733333,0.979273380902815,1.01748166373162,1.48962739882801,1.51566856409974,1.45875245913578
"PCYOX1",7.80986792857143,7.77831214285714,7.89609271428571,6.68536372983333,6.86549143383333,0.995959498162722,0.973763319678425,1.1682038919917,1.13755409992709,1.16348376201979
"PCYOX1L",8.61370557142857,8.68590242857143,8.54595342857143,6.57714687433333,6.4960053515,1.00838162583387,1.01249098768285,1.30964166317202,1.32600038105565,1.32061858956918
"PCYT1A",9.33203607142857,9.34509185714286,9.320404,7.20300816666667,7.231786192,1.00139902863795,0.996020620000469,1.29557482866872,1.29041924410762,1.29738737495663
"PCYT1B",6.37642728571429,6.335334,6.47454971428571,4.03316300883333,4.02038172666667,0.993555437257733,1.00317912154507,1.58099914924063,1.58602533769873,1.57081030102788
"PCYT2",7.00088889285714,6.95194107142857,6.87632407142857,5.6977754785,5.73160322483333,0.993008341915194,0.99409803068943,1.22870564473351,1.22145386172657,1.22011495497867
"PDAP1",7.14346557142857,7.08688914285714,7.19748214285714,6.18853239816667,6.17466835,0.992079974627761,1.00224531057877,1.15430688761439,1.1568986650803,1.14516474777713
"PDC",4.05474971428571,4.08818471428571,4.14908857142857,2.48899413583333,2.52511784666667,1.00824588503754,0.985694247545307,1.62907162211057,1.6057665267537,1.64250475942442
"PDCD1",6.25521757142857,6.23211857142857,6.302535,6.154993061,6.110741439,0.99630724275595,1.00724161256727,1.01628344815913,1.02364297914922,1.01253056009393
"PDCD10",7.13567535714286,6.93098485714286,7.34393157142857,7.04266898833333,7.1642857435,0.971314488152113,0.983024580604283,1.01320612525785,0.996006526347292,0.984141788947417
"PDCD11",7.36486021428571,7.23121042857143,7.33699114285714,6.243241693,6.31253728433333,0.98185304515963,0.989022545418415,1.1796532276723,1.16670363794351,1.15824611382243
"PDCD1LG2",6.07628507142857,6.00213257142857,6.464294,3.9573869985,4.01664434666667,0.987796408639767,0.985247051256643,1.53542857287693,1.51277647384219,1.51669083001071
"PDCD2",7.554603,7.58971028571429,7.56823414285714,6.020437849,6.06871776566667,1.00464713840215,0.992044461691758,1.25482617535115,1.24484335764296,1.26065752625865
"PDCD2L",6.23659721428571,6.29535028571429,6.31359628571429,5.61217494733333,5.68206510283333,1.00942069359458,0.987699867172386,1.11126208160155,1.09759341039156,1.12173094117559
"PDCD4",9.24687742857143,9.299115,9.34805571428571,8.97196416233333,9.18123055216667,1.0056492120537,0.977207152282658,1.03064136918784,1.00715011740875,1.03646368083369
"PDCD5",6.91642671428571,6.97064357142857,6.89879328571429,6.14897304616667,6.2288336135,1.00783885370041,0.987178888972047,1.12481005565596,1.11038874104703,1.13362727712299
"PDCD6IP",9.21140057142857,9.17094857142857,9.22730685714286,8.64957542366667,8.67860418916667,0.995608485410408,0.99665513429726,1.06495407233801,1.06139194398645,1.06027731099209
"PDCD7",7.72245664285714,7.79578542857143,7.81781457142857,7.0309274675,7.158210768,1.00949552572524,0.982218559270564,1.09835532773645,1.07882498757644,1.10878478900642
"PDCL",7.21666342857143,7.23119842857143,7.27215,6.95768763833333,7.00658628983333,1.00201408866353,0.993021044845911,1.03722153159209,1.02998280903825,1.03931058772044
"PDCL2",2.69630228571429,2.58896214285714,2.72935928571429,2.37883606616667,2.32868948466667,0.960189870614335,1.02153424998489,1.13345443347813,1.15786252459513,1.08833146582861
"PDCL3",6.01388971428571,6.21658642857143,6.14404485714286,5.84077068766667,5.87887854616667,1.03370476079803,0.993517835382932,1.02963975746978,1.02296546306558,1.06434351920344
"PDE10A",3.51158585714286,3.53610642857143,3.44066657142857,2.938381332,2.9052212175,1.00698276289577,1.01141397229934,1.19507492744405,1.20871547956154,1.20341985230508
"PDE11A",4.04813914285714,4.04962614285714,4.16596971428571,2.97319230183333,2.93311785583333,1.00036732927094,1.01366274659585,1.36154635553206,1.38014881836619,1.36204649136218
"PDE12",6.86942642857143,6.93993557142857,6.94316257142857,6.73540432683333,6.90886917766667,1.01026419652213,0.974892439504561,1.01989815239512,0.994290997834676,1.03036658746386
"PDE1A",3.23663328571429,3.27437042857143,3.27119714285714,2.521189583,2.50219831916667,1.01165938168643,1.00758983158443,1.28377227461926,1.29351588997639,1.2987402655675
"PDE1B",6.72167271428571,6.68892628571429,6.70636042857143,4.98785299366667,4.8047293285,0.995128232217879,1.03811321151442,1.34760842447052,1.39897010939098,1.34104318916527
"PDE1C",4.73045914285714,4.95657657142857,4.68417785714286,3.2036132445,3.1531033245,1.04780031319219,1.01601911348973,1.47660119428537,1.5002550363957,1.54718319383218
"PDE2A",5.51383492857143,5.33829342857143,5.52245857142857,5.04737136766667,4.9904404805,0.968163446625799,1.01140798841087,1.09241712704021,1.10487940896532,1.0576383308683
"PDE3A",5.84850035714286,5.79397357142857,5.74971685714286,3.3920995635,3.29964858533333,0.990676791932192,1.02801843159226,1.72415350659941,1.77246158367863,1.70807886471655
"PDE3B",8.88824792857143,8.94004842857143,8.92601628571428,7.5652890115,7.93775774083333,1.00582797649394,0.953076329425213,1.17487222432089,1.11974290709939,1.18171935202762
"PDE4A",6.40727142857143,6.31556428571429,6.42008385714286,5.88919734533333,5.97517464666667,0.985687020773274,0.985610914087456,1.08797023649558,1.07231533929235,1.07239814110132
"PDE4B",7.38658664285714,7.43486485714286,7.503549,5.331855454,5.483965248,1.00653593014202,0.97226280854798,1.38536888454387,1.34694264256161,1.39442355879418
"PDE4C",5.94255335714286,5.99674814285714,5.92003085714286,4.629377991,4.59940207983333,1.00911978108689,1.00651734956987,1.28366129719712,1.29202736660027,1.29536800721727
"PDE4DIP",7.89725903571429,7.87373985714286,7.94620042857143,5.682543693,5.74401812116667,0.997021855498842,0.98929766117204,1.38974013441242,1.37486666461113,1.38560128747309
"PDE5A",6.90500035714286,6.863941,7.09004628571429,4.82621009733333,4.8445592945,0.994053677766955,0.996212411480338,1.43072933375987,1.42531031976057,1.42222175611306
"PDE6A",4.02869,4.03949457142857,3.93305642857143,3.172085885,3.11433855866667,1.00268190688005,1.01854240483027,1.27004442693392,1.29359410485056,1.27345056782048
"PDE6B",5.62189857142857,5.64677771428571,5.61659614285714,5.32339202216667,5.29020725733333,1.00442539874049,1.00627286667972,1.05607450062271,1.06269911516897,1.06074805138762
"PDE6C",3.88971871428571,4.046552,3.89580542857143,2.59182559883333,2.57415351383333,1.04031995556344,1.00686520244618,1.50076406222572,1.51106711133684,1.56127480252587
"PDE6D",8.69573442857143,8.83552557142857,8.71139728571429,5.67083229933333,5.71332884766667,1.01607582936271,0.992561858512539,1.53341413915444,1.52200838782854,1.55806504319785
"PDE6G",6.03430807142857,6.06550871428571,5.95653842857143,5.53070695233333,5.44889424716667,1.00517054192259,1.01501455184402,1.09105546965977,1.10743717857367,1.09669681770551
"PDE6H",4.64322178571429,4.69084628571429,4.622074,3.777260516,3.69886899733333,1.01025677906374,1.02119337525151,1.22925643228636,1.25530852513614,1.241864643925
"PDE7A",8.89036442857143,8.97551657142857,8.88676614285714,7.36466009983333,7.64179259083333,1.00957802613619,0.963734622772616,1.20716561362725,1.16338729727313,1.21872787742529
"PDE7B",5.69945214285714,5.64867742857143,5.65589,4.21079468383333,4.23296135216667,0.99109129912612,0.994763318988964,1.35353361320115,1.34644558943111,1.3414753871184
"PDE8A",7.48356107142857,7.47133971428571,7.46780171428571,6.50441004633333,6.51331177283333,0.998366906205988,0.998633302563969,1.15053648495719,1.14896404969314,1.14865755096382
"PDE8B",4.76432528571429,4.69405157142857,4.77596757142857,3.40497289633333,3.38922758383333,0.985250017563571,1.00464569348341,1.39922561229336,1.40572598560221,1.37858705908743
"PDE9A",6.59391892857143,6.53618,6.63658514285714,4.65501655316667,4.72352642066667,0.991243609574687,0.985496033810618,1.41651890025735,1.3959737580214,1.40411530772187
"PDGFA",6.32179821428571,6.26019014285714,6.44786514285714,5.86246332466667,5.89317093933333,0.990254660250093,0.994789288316464,1.07835185726218,1.07273287664058,1.06784295204322
"PDGFB",5.94742228571429,6.00611828571429,6.00174685714286,4.89012191833333,4.8762147835,1.00986914955425,1.00285203491864,1.2162114534235,1.21968013095711,1.22821442614693
"PDGFC",5.77428892857143,5.67267214285714,5.81032071428571,4.5097601215,4.38836715466667,0.982401852943055,1.02766244540506,1.2803982413705,1.31581718781915,1.25786560482741
"PDGFD",6.180363,6.362656,6.48588942857143,5.6005838775,6.1219908475,1.02949551668729,0.914830488481876,1.10352119264372,1.00953483171636,1.13607012039612
"PDGFRA",4.08476392857143,4.20484128571429,4.015003,3.34348772866667,3.33191174533333,1.02939640068376,1.00347427669702,1.22170746838672,1.22595201817471,1.25762127064576
"PDGFRB",5.94740921428571,5.976982,5.91066714285714,5.0592735655,5.17109186016667,1.00497238119134,0.978376269907712,1.17554608132718,1.15012639015351,1.18139134455152
"PDGFRL",5.25233071428571,5.30227342857143,5.26513957142857,4.84071305583333,4.78287158616667,1.00950867662424,1.01209346072221,1.08503244330014,1.09815424053551,1.09534966593029
"PDHA1",8.1509685,8.06214142857143,8.020056,7.12994415433333,7.13309379933333,0.98910226785583,0.999558446154137,1.14320229213102,1.14269750676233,1.13074397976477
"PDHA2",4.93007614285714,5.06011257142857,4.95307328571429,3.95346714266667,3.87503876166667,1.02637615014523,1.02023937973882,1.24702595593895,1.27226498780536,1.2799176997878
"PDHB",8.2712275,8.352903,8.35417714285714,7.13990445866667,7.167393087,1.00987465282511,0.996164766184906,1.15845072547996,1.15400779608448,1.16989002420907
"PDHX",8.616011,8.68223914285714,8.68825642857143,6.11818319966667,6.219409004,1.00768663629342,0.983724208478936,1.4082629955359,1.38534240061373,1.41908780098807
"PDIA2",5.26688142857143,5.22107985714286,5.10296314285714,5.03753357883333,4.997577831,0.991303853703615,1.00799502262586,1.04552780565112,1.05388682411326,1.03643574289624
"PDIA3",9.80362353571429,9.82726092857143,9.87369864285714,9.74520278783333,9.800577088,1.00241108736693,0.994349893922627,1.00599482116,1.00031084370715,1.0084203625645
"PDIA4",8.262167,8.33819028571429,8.22734557142857,7.04232809866667,7.0954649685,1.00920137364862,0.992511150422244,1.17321528963757,1.16442925681115,1.1840104818878
"PDIA5",6.74500942857143,6.78294014285714,6.58744928571429,5.32342921983333,5.27538372416667,1.00562352279673,1.0091074883229,1.26704219217225,1.27858176414208,1.27416743282435
"PDIA6",9.46918285714286,9.53632285714286,9.55125214285714,7.1359705815,7.12701005933333,1.00709036893816,1.00125726245537,1.3269649515781,1.32863329479131,1.33637362265279
"PDIK1L",6.22646857142857,6.297921,6.22256571428571,6.15646036766667,6.26111814916667,1.01147559451264,0.983284490244937,1.01137150238627,0.994465912172139,1.0229775916493
"PDILT",3.96610021428571,4.005059,3.89249928571429,3.36575834633333,3.33636169,1.00982294536431,1.00881099205204,1.17836748993177,1.18875007651994,1.18994252940444
"PDK1",9.03441685714286,9.12328085714286,9.03780071428571,7.15439637116667,7.26768018983333,1.00983616335234,0.984412657724657,1.26277835172132,1.24309499333515,1.27519924586665
"PDK2",8.11487678571429,8.04315142857143,8.056816,6.328720554,6.31037080166667,0.991161251238081,1.00290787228042,1.28223022591594,1.285958787647,1.27089691509413
"PDK3",9.67238914285714,9.75602728571429,9.71694771428571,7.43911221966667,7.46368570816667,1.00864710276043,0.996707593344517,1.30020745180942,1.29592664014158,1.3114504792551
"PDK4",9.03451814285714,9.17253014285714,8.95671385714286,6.22786093283333,6.359282005,1.01527607757466,0.979333976372908,1.45066150967294,1.42068210463913,1.47282192742929
"PDLIM1",9.02457171428571,9.02340485714286,9.03747985714286,6.3534601165,6.32606352583333,0.999870702213934,1.00433074858556,1.42041840962357,1.42656988464195,1.42023475266792
"PDLIM2",8.17917571428571,8.20887657142857,8.10540271428571,6.34951626733333,6.24095638083333,1.00363127754927,1.01739475168155,1.28815729733075,1.3105644736446,1.29283495400448
"PDLIM3",4.22215807142857,4.34718914285714,4.14378742857143,3.6456580185,3.56598811816667,1.02961307210989,1.02234160566253,1.15813333285873,1.18400789108609,1.19242921875755
"PDLIM4",5.984275,6.07225,5.82135571428571,4.767658275,4.72016148183333,1.0147010289467,1.01006253564618,1.25518119269989,1.26781149819385,1.27363364774712
"PDLIM5",8.9550065,8.91881542857143,9.03934928571429,6.20352301683333,6.08323860116667,0.995958565588024,1.01977308857219,1.44353562898058,1.47207878682953,1.4377016744147
"PDLIM7",8.37419614285714,8.385851,8.32100585714286,6.03130587866667,5.8881532805,1.00139175831853,1.02431196868477,1.38845489042058,1.42221096223671,1.39038728406423
"PDP1",8.71586742857143,8.74538357142857,8.75346414285714,7.3959680665,7.42894015816667,1.00338648368611,0.995561669502692,1.1784620147361,1.17323161083617,1.1824528571237
"PDP2",6.74338228571429,6.74228728571429,6.76791885714286,4.5421124375,4.7415156205,0.999837618578689,0.957945264982809,1.48463570167054,1.42219974063972,1.48439462441517
"PDPK1",8.70456685714286,8.68913590476191,8.72261147619048,7.4675003605,7.45046259416667,0.998227257871161,1.00228680650604,1.16566005181418,1.1683256908045,1.16359363713243
"PDPN",4.38669521428571,4.309661,4.39882485714286,4.45482830416667,4.39442616433333,0.982439123184387,1.01374517117242,0.984705787691698,0.998240737297996,0.967413490654423
"PDPR",9.5661565,9.39503271428571,9.53847414285714,7.72526123716667,7.93110102833333,0.982111542319605,0.974046504964278,1.2382955354282,1.2061574383967,1.21614433814687
"PDRG1",6.676846,6.67763342857143,6.69050114285714,5.09448048266667,5.23092583883333,1.00011793421197,0.973915639339844,1.31060390214805,1.27641763728181,1.31075846718645
"PDS5A",9.32785828571429,9.35728428571429,9.42208371428571,8.120033207,8.28645989583333,1.00315463626255,0.979915827636237,1.1487463225733,1.12567470342849,1.15237019937895
"PDS5B",8.49686564285714,8.51604971428571,8.63388585714286,7.79143797583333,7.91245034183333,1.00225778213225,0.984706082089362,1.09053882854639,1.07386021722424,1.09300102762801
"PDSS1",7.20186121428571,7.20694957142857,7.22979171428571,5.91901789733333,5.771292618,1.0007065336295,1.02559656720101,1.21673246122982,1.24787663543933,1.21759212363177
"PDSS2",6.30136357142857,6.31888142857143,6.41225214285714,4.839397328,4.80117093516667,1.00278001053967,1.00796188957851,1.30209675799295,1.31246390860063,1.30571660070384
"PDX1",5.20105221428571,5.24881757142857,5.11513857142857,4.21680370483333,4.129655223,1.00918378727513,1.0211030890298,1.23341103317762,1.2594398160211,1.24473841772913
"PDXDC1",8.71430307142857,8.67976057142857,8.68893757142857,7.814174834,7.799891797,0.996036114452657,1.00183118399226,1.11519171973374,1.11723384095921,1.11077122739337
"PDXK",7.26675314285714,7.22657985714286,7.24259042857143,6.32938327783333,6.2193868375,0.994471631975861,1.01768605864329,1.14809813592845,1.16840346688873,1.14175102690521
"PDXP",7.04009892857143,7.05414457142857,7.05480642857143,5.24159080116667,5.23030146283333,1.00199509168829,1.00215844887978,1.34312257397209,1.34602163538729,1.34580222665578
"PDYN",4.52696678571429,4.503939,4.40765114285714,4.5695412465,4.50214902483333,0.994913197554937,1.01496890069497,0.99068299015392,1.00551242545373,0.985643581497323
"PDZD11",5.56967192857143,5.60703885714286,5.47701157142857,6.01310907016667,6.05336738783333,1.00670899992866,0.993349434275611,0.926254931280841,0.920094811982818,0.932469175548723
"PDZD2",4.68105771428571,4.78495871428571,4.62080642857143,3.9149328345,3.874109598,1.02219605190573,1.01053745008171,1.19569298176314,1.20829253687152,1.22223264524967
"PDZD3",5.2224225,5.36676471428571,5.18890357142857,4.30671457466667,4.226398955,1.02763893849755,1.01900332186379,1.21262331400362,1.23566718513917,1.24613893520006
"PDZD4",6.313019,6.33545428571429,6.20574371428571,5.83170533666667,5.85936913166667,1.00355381248089,0.995278707591489,1.08253394771287,1.07742298840358,1.08638107036724
