,Pretreatment_Placebo1,Pretreatment_Placebo2,Pretreatment_Placebo3,Pretreatment_Placebo4,Pretreatment_Placebo5,Pretreatment_Placebo6,Pretreatment_Placebo7
ID_REF,GSM1923000,GSM1923004,GSM1923010,GSM1923012,GSM1923007,GSM1923020,GSM192998
7892501,3.717824,3.729148,3.033761,2.153854,2.533737,4.298575,4.72671
7892502,5.310078,5.091635,5.550284,5.459599,4.226795,4.35685,5.184906
7892503,5.493803,3.997863,3.589492,3.991282,4.337193,2.9256,4.490729
7892504,8.039742,8.175573,8.114624,7.97229,7.476847,8.411827,8.418159
7892505,3.338301,3.613875,3.644359,2.530214,3.226675,2.761169,3.044906
7892506,6.457455,6.64462,6.514655,7.1405,6.338618,6.673563,6.601449
7892507,6.915361,6.471087,7.211585,6.571233,7.123944,6.372947,6.944426
7892508,7.788518,7.282649,7.851702,7.311427,7.673084,7.252614,8.065189
7892509,8.922159,8.960048,8.826871,9.114307,8.992264,9.117436,9.287678
7892510,6.390503,5.808733,7.231185,6.323731,6.479266,6.316287,6.759302
7892511,4.213835,4.578616,6.101244,4.810765,5.093187,5.584288,5.481145
7892512,6.798157,6.888971,7.220271,7.253021,6.048708,7.214499,6.669732
7892513,3.332917,4.713544,4.839893,4.363902,4.153367,5.198897,5.137646
7892514,9.766026,9.549304,10.00193,9.567918,9.789215,9.763116,10.39167
7892515,8.513082,8.866633,8.650176,8.883055,8.646107,8.531662,8.584501
7892516,4.430879,4.617656,5.939906,4.88412,4.926013,5.892011,5.632879
7892517,8.080807,8.015317,8.276039,8.29669,8.100956,7.950011,8.02802
7892518,4.897418,4.661922,3.918333,4.770321,4.328378,3.933283,5.150755
7892519,3.98747,4.500732,4.66124,4.772501,4.856055,5.607525,4.994958
7892520,9.278355,9.599074,9.235237,9.719821,9.21707,9.017572,8.866735
7892521,9.678169,9.48557,9.514595,9.635947,9.147103,9.725082,9.08363
7892522,7.220665,7.719425,7.697921,7.846156,7.7513,7.532497,7.601614
7892524,6.399101,6.796018,6.278679,6.390438,6.77675,6.390882,6.123729
7892525,6.885603,7.068026,7.535183,7.403979,7.596607,7.362403,7.231012
7892526,6.297039,5.808478,6.794432,5.773929,6.433272,6.394612,5.816067
7892527,8.757798,8.500816,8.504755,8.577127,8.332636,8.62454,8.270548
7892528,2.171153,1.917549,3.045947,1.984959,1.958349,2.358038,2.117598
7892529,5.662189,4.798792,6.142045,5.523215,5.930727,6.104383,5.77174
7892530,7.587457,7.222109,7.781057,7.897556,8.056866,7.929243,8.068632
7892531,7.599761,6.620739,7.926506,7.516219,8.544416,8.723227,8.657644
7892532,4.344415,4.001222,5.667313,5.339796,5.523854,4.903891,4.95272
7892533,5.735672,5.683463,5.926049,4.811163,5.375203,5.907052,6.118608
7892534,7.197726,6.924148,8.028914,6.933474,7.44293,7.2398,6.853466
7892535,6.79579,7.073151,7.473515,6.341119,7.069451,6.852854,5.788778
7892536,11.05695,10.9215,11.222,10.87794,11.05732,11.36821,11.27193
7892537,3.470405,3.445347,3.530687,3.876664,3.12089,4.578389,2.997774
7892538,4.989565,5.391104,6.394591,4.361061,6.646908,6.890888,6.53025
7892539,6.276663,5.736661,7.606048,6.881066,6.160729,6.932243,6.991701
7892540,7.312333,7.863994,7.116649,7.637483,6.249049,6.589156,7.592985
7892541,9.147971,8.61316,8.979501,8.912013,9.118104,9.223395,10.13226
7892542,9.680538,9.820309,9.812061,9.378795,9.326544,9.53391,9.584809
7892543,7.096409,7.690012,6.930294,6.292585,5.710158,6.584806,6.831059
7892544,5.443558,4.771028,5.552661,5.6232,5.895617,5.77725,4.540678
7892545,5.618284,5.735633,5.258313,5.777222,5.531113,6.209792,5.96853
7892547,6.13875,6.004869,6.088543,5.966535,5.581384,5.895319,5.483718
7892548,8.617426,8.305903,8.773815,8.764555,8.193456,8.921001,8.533625
7892549,6.925829,7.134812,7.207961,7.178771,7.215247,7.685612,7.379427
7892550,5.437775,6.194091,6.097895,6.243793,6.286681,6.325983,5.546882
7892551,10.32864,10.28863,10.80873,10.37937,10.51378,10.481,10.53497
7892552,4.979774,5.148814,6.249105,5.25212,6.510403,5.274016,6.147707
7892553,6.568884,5.50489,6.3032,5.175304,5.51055,6.244927,6.199537
7892554,5.336606,4.966659,4.446866,4.87471,3.980503,5.530281,4.273173
7892555,8.454504,8.195574,8.269984,8.108542,8.134807,8.120447,8.438526
7892556,12.05246,12.01075,12.11922,12.03344,12.0571,12.22843,12.02814
7892557,4.822379,5.073401,4.459775,4.429524,4.191336,3.914531,6.065061
7892558,5.485583,6.204825,4.891253,5.52049,4.789752,5.325714,4.897122
7892559,6.910811,6.321875,6.95998,7.234239,6.937366,6.71498,6.731927
7892560,6.02112,5.562144,5.384703,4.784983,5.204192,5.829386,5.38406
7892561,10.97736,11.24098,11.31789,11.59004,11.45325,11.35716,11.65093
7892562,7.676782,7.671618,7.539881,6.84382,7.071055,7.89228,7.582509
7892563,7.754302,7.604794,7.749042,7.358481,7.275689,7.869459,7.517739
7892564,12.06731,12.08138,12.23636,12.06368,12.19771,12.31053,12.64274
7892565,6.58852,7.033154,6.015807,6.468307,6.674785,6.308082,5.859575
7892566,5.439762,5.230835,5.105852,5.451442,5.40911,5.549768,5.692374
7892567,6.876598,7.039861,7.199317,6.830419,6.702905,7.5625,7.287826
7892568,11.08007,10.85218,11.02451,10.2743,10.622,11.01966,11.42551
7892569,9.844541,10.15993,10.29017,10.21427,10.61184,10.50999,10.29388
7892570,6.099318,6.518222,6.57596,6.772012,6.002415,6.523795,6.61913
7892571,4.02851,4.553645,4.598797,4.158284,4.616528,4.984392,5.153771
7892572,7.471834,7.331864,7.238756,6.961825,7.456621,7.160243,6.245353
7892573,7.041579,7.111681,7.445232,7.661263,7.489417,7.220106,7.327555
7892574,10.84399,10.65078,10.92595,10.89642,10.51657,11.16262,11.29729
7892575,8.363959,8.354706,8.816577,8.038327,8.027369,8.690978,8.262973
7892576,5.992632,5.712392,5.425437,4.830476,4.911958,4.906693,4.732846
7892577,4.460958,3.212758,4.727803,3.372778,4.134154,3.506896,4.620814
7892578,5.399033,4.453697,4.739947,4.519596,5.061571,4.244469,5.313862
7892579,9.906463,9.862091,9.548765,9.890555,9.721929,9.804272,9.670873
7892580,3.640508,3.568574,3.717978,3.897546,3.778312,3.668769,4.244315
7892581,4.135111,4.230729,4.983257,4.08707,3.799075,5.914442,3.185006
7892582,4.197942,3.614517,4.210102,3.538309,4.300558,3.737788,3.155612
7892583,5.934423,6.713782,6.188959,5.798736,6.206396,5.300631,5.454316
7892584,5.397389,5.085588,5.587046,4.792594,5.430476,5.104295,4.936213
7892585,4.892572,4.707502,4.986445,5.045414,4.864108,5.066065,5.171957
7892586,3.622738,3.094239,3.202696,2.491623,3.301225,3.51085,2.712986
7892587,5.751091,5.861187,7.757598,5.853795,6.227523,6.795483,6.299524
7892588,2.774986,2.43519,2.506859,2.675103,3.664495,2.454235,2.725734
7892589,7.828902,8.169715,7.386765,7.604095,7.094065,7.968351,7.223485
7892590,4.490464,5.502344,6.211763,4.54201,6.880187,5.969312,4.738338
7892591,3.151146,3.161752,3.697816,3.229576,4.100491,3.200602,3.965504
7892592,6.419868,6.54292,7.220524,6.609612,6.761178,7.35101,6.498786
7892593,3.999737,4.134496,4.76595,3.233343,3.774036,4.521306,3.06423
7892594,4.635643,4.261677,4.75143,4.379744,5.104699,5.423625,4.764155
7892595,5.637955,3.860112,5.467824,5.122148,5.171131,5.646243,5.456666
7892596,5.098189,4.699955,3.951426,4.408956,4.408352,4.565373,4.447816
7892597,5.179535,6.018061,5.344193,5.762974,6.252905,6.055742,5.668457
7892598,9.243813,9.674596,9.601522,9.600332,8.928382,9.159021,9.721891
7892599,10.88167,10.55829,10.85841,10.91717,10.98394,10.60666,10.88974
7892600,2.220918,2.462418,4.125784,3.108895,4.098558,2.501167,3.635076
7892601,5.301744,5.558957,5.038026,5.432085,5.169786,5.110447,5.024064
7892602,3.794461,2.969937,3.135379,3.35926,4.026505,3.564821,2.915098
7892603,6.798734,6.46993,7.354815,6.599204,6.887547,6.544423,6.929851
7892604,6.639951,6.507686,6.425042,5.743014,5.630344,5.555901,5.697852
7892605,8.601587,8.663505,8.606931,8.690444,8.499855,8.056864,9.173553
7892606,11.34366,11.37785,11.99055,11.45491,11.24113,11.49256,11.28168
7892608,8.551785,8.447114,8.825912,8.395884,8.591419,8.577683,8.07762
7892609,3.236636,5.053872,5.325266,2.932821,4.403819,2.710585,6.68024
7892610,5.482984,4.816959,5.11953,3.823612,6.05706,6.201805,6.243237
7892611,1.957673,2.119413,2.707428,1.918637,2.334175,2.337982,1.98032
7892612,4.665192,5.444363,6.126083,5.373821,6.220785,5.642368,4.896786
7892613,9.506435,9.824543,9.658923,9.665924,9.573202,9.58397,9.392991
7892614,5.558556,5.232594,5.550673,5.180136,4.659867,4.234293,4.388997
7892615,6.53097,6.371159,5.490729,5.250464,6.33564,6.912359,6.766484
7892616,2.70623,2.689721,2.122271,2.357473,2.90685,2.996341,2.218626
7892617,11.7068,11.55172,11.61681,11.78745,11.53325,11.48899,11.78766
7892618,7.103114,6.848737,7.449903,6.661487,6.717796,7.06174,7.579419
7892619,6.821675,5.476584,6.225899,6.221742,5.759498,6.183647,6.12353
7892620,11.6611,11.60834,11.50233,11.58146,11.37626,11.36126,11.25809
7892621,11.7528,11.56754,11.77521,11.87338,11.7034,11.99583,11.85689
7892622,9.932349,10.21431,9.842418,10.38147,10.25125,9.552198,10.28747
7892623,9.867435,9.945253,9.795352,9.945613,9.656069,9.82849,10.2352
7892624,4.877304,4.155041,4.129712,5.199285,4.569309,4.675455,4.914543
7892625,7.641511,7.486252,7.004824,7.585275,7.829389,6.985685,7.50133
7892626,6.214441,6.020412,6.561275,6.062842,6.31713,6.243847,5.766934
7892627,7.743815,7.398014,7.516325,7.451188,7.756154,7.412032,7.07582
7892628,10.50328,9.972037,10.65847,9.806506,9.47594,9.889743,10.67423
7892629,6.425058,6.805616,6.771777,6.165571,7.117408,6.828316,6.732789
7892630,9.454106,9.257134,10.21981,10.06618,9.773724,10.2016,10.79163
7892631,2.730785,2.167535,2.321732,2.124979,2.397343,2.620359,2.135658
7892632,6.054111,5.425291,5.807999,5.895335,6.391232,5.819654,6.719077
7892633,9.619178,9.145905,8.537457,8.879646,9.331987,8.517297,8.541889
7892634,8.828922,9.012543,9.122853,8.557701,8.724278,8.88986,8.312014
7892635,7.681164,7.946878,7.549419,7.899648,7.466922,7.832048,7.491209
7892636,7.565617,7.425057,7.484056,7.477069,7.627819,7.626287,7.709828
7892637,7.617112,7.422855,8.169574,8.245321,7.940423,8.280383,7.896348
7892638,2.075371,1.994332,2.136322,1.979893,2.711461,2.402377,2.304283
7892639,10.33771,10.52592,10.09652,10.83675,10.61662,10.48566,10.67003
7892640,11.78599,11.57241,11.83423,11.69904,11.5941,11.44396,12.01833
7892641,6.453733,6.019365,6.740088,6.010867,5.570338,6.974792,6.42039
7892642,8.652049,9.04361,8.689054,8.64671,8.657517,8.80797,8.207721
7892643,7.417932,6.770113,7.619172,6.928978,7.890186,8.187549,7.400372
7892644,8.041322,7.852228,8.330072,7.250862,7.934762,8.159153,7.99149
7892645,2.91273,2.910218,2.94965,3.332553,3.216754,4.247067,3.186485
7892646,1.885446,2.612441,2.308905,3.111592,2.445326,3.101193,3.966191
7892647,8.21787,8.389558,9.205059,8.318585,9.522397,8.700339,8.754648
7892648,9.70754,9.249117,9.695669,9.686503,10.13129,9.206656,9.557515
7892649,5.380703,5.400618,5.984091,5.247771,6.058069,5.983864,5.726355
7892650,11.78005,11.8752,11.24385,11.95218,12.0201,11.97117,11.60522
7892651,2.904599,2.328065,3.232976,3.505147,2.949544,3.069456,2.977695
7892652,10.59496,10.79562,10.52388,10.72729,10.62359,10.53815,10.49495
7892653,3.589082,2.938558,4.197678,3.047609,2.564371,4.253573,4.984896
7892654,7.655335,7.615006,8.172174,8.232315,7.668151,8.247173,8.756413
7892655,3.049447,3.10817,3.248231,3.333005,3.335229,3.486374,3.839245
7892656,5.006951,5.617016,5.371158,6.102057,5.509636,6.285214,5.876345
7892657,3.429417,1.943739,4.024803,2.337016,2.414646,2.586437,2.563889
7892658,2.905955,4.311155,4.285964,2.416298,3.394375,3.298995,2.668465
7892659,4.072478,5.206556,3.846378,4.443717,4.313819,4.616626,4.708844
7892660,1.675122,1.684007,1.809812,2.019522,2.031657,1.918667,1.745773
7892661,11.23772,11.37716,11.31028,11.65424,11.44591,11.31598,10.99446
7892662,10.5003,11.22193,10.80109,11.03074,11.43826,11.30702,11.23714
7892663,11.14931,11.53849,11.53877,11.80005,11.56975,11.515,11.35267
7892664,6.234523,5.670529,6.501306,6.712605,6.096277,7.057312,6.341553
7892665,6.948659,7.430632,6.851602,7.455595,7.329246,7.157936,6.388325
7892666,3.025037,4.35815,3.970871,3.406566,5.237011,4.134256,4.371994
7892667,7.252697,7.406095,6.716809,7.299607,6.876915,7.531436,7.26213
7892668,9.875329,10.23752,10.59878,10.44792,9.986728,10.88125,10.42486
7892669,6.19171,7.018431,6.647548,6.132363,6.820379,6.513979,6.873075
7892670,8.362711,8.496867,8.454993,8.814844,8.431843,8.556186,8.495845
7892671,5.835891,5.901286,5.907434,6.617823,6.934222,7.121603,7.479347
7892672,8.127397,7.635465,8.371307,7.798909,8.151752,8.012564,8.23007
7892673,6.256523,6.058636,6.762681,6.113858,6.500342,6.099271,5.693703
7892674,7.10299,6.838477,7.962852,8.039641,7.602605,7.544952,7.89181
7892675,7.832924,7.624877,7.882265,7.530209,7.340067,7.428768,7.924382
7892676,3.948415,3.961929,3.997924,3.085523,3.513538,3.968477,3.845571
7892677,10.47194,10.20951,10.36564,10.20515,10.17447,10.0294,9.893444
7892678,7.996573,7.295495,7.743531,8.110217,8.230005,8.212671,8.198302
7892679,6.340653,5.24363,6.574984,5.353528,5.731699,5.779765,6.534777
7892680,8.424056,7.38237,7.562652,7.253893,8.724957,8.827993,8.326687
7892681,7.195118,7.302277,6.840314,6.946753,6.906515,7.008652,6.685657
7892682,4.117944,3.69401,3.891135,1.979893,4.087902,3.185382,4.869319
7892683,5.353642,5.085057,6.597011,4.770597,4.838846,6.363305,6.781187
7892684,9.242896,9.891645,9.872652,9.613042,9.513017,9.37516,9.733198
7892685,6.967046,6.826376,6.598601,5.914309,7.176604,7.210002,5.592198
7892686,7.073172,7.175217,6.393418,7.537957,6.749449,6.943011,6.748335
7892687,7.805425,7.313451,7.920108,7.474237,7.096502,7.424455,7.360309
7892688,9.603721,9.154617,9.238381,9.321102,9.277493,9.008655,9.026922
7892689,5.728473,6.541423,5.084733,6.081746,5.78537,5.313202,5.61688
7892690,4.315333,3.733245,4.34337,4.698168,3.697648,5.184235,4.600421
7892691,2.279053,2.058293,2.45856,3.089514,2.131594,1.735368,2.656129
7892692,8.893122,8.713541,8.440456,8.086231,8.417848,8.512129,8.026947
7892693,7.181989,6.654792,6.866091,7.154972,7.00352,6.768215,7.218455
7892694,7.973465,8.025735,7.678353,8.128408,8.059986,7.384823,7.343003
7892695,6.390964,6.068802,6.347989,5.595424,6.342473,5.845382,5.391475
7892696,7.095502,6.416711,6.7507,7.116738,7.209398,7.219919,6.786206
7892697,7.466949,7.22288,7.673566,7.060352,7.229785,6.373403,7.876316
7892698,1.947767,1.907202,1.97544,1.933516,1.963427,1.908613,1.947767
7892699,6.990709,6.406932,7.138636,7.307792,7.563294,6.745088,6.816678
7892700,6.159517,5.988759,6.189018,6.361424,5.634632,5.997085,6.126064
7892701,12.08645,11.91617,12.14185,12.22867,12.1455,12.10241,11.95512
7892702,5.814418,5.213881,5.118433,4.785205,4.807482,5.867784,5.179276
7892703,6.732121,7.190752,6.818611,7.038488,7.652427,7.045636,7.32226
7892704,12.54616,12.72529,12.69913,13.05275,12.68541,12.66228,12.53376
7892705,8.321556,8.484097,8.28356,8.735268,9.03797,8.308566,7.958001
7892706,8.435292,8.271481,8.483376,8.720077,8.589196,7.990169,8.45178
7892707,10.99025,10.90814,11.20263,10.66553,10.59825,11.15158,10.7439
7892708,5.488434,6.476716,5.6565,4.274461,4.91783,5.419516,4.987195
7892709,2.828614,2.4905,3.271283,2.391382,2.934902,4.225441,3.800703
7892710,2.864256,3.98552,4.959574,4.508265,5.969738,2.915257,4.937036
7892711,7.879784,6.754658,8.34446,7.134989,7.871866,7.931623,7.423
7892712,6.850467,6.808552,7.25181,6.180253,6.834639,6.82877,6.464197
7892713,9.063911,9.297751,8.996556,9.389843,9.019502,9.016332,9.121637
7892714,3.844716,3.68361,4.765752,2.638564,3.976805,4.12811,4.792027
7892715,4.430715,5.321259,4.954651,4.359967,4.967765,5.882999,5.126802
7892716,7.040179,7.085733,7.07496,6.972955,6.961864,7.026772,7.341586
7892717,6.181432,6.025155,6.634926,6.746682,5.770701,6.925013,6.426212
7892718,5.088188,4.648166,5.096172,4.949314,5.347311,5.233041,4.213162
7892719,8.936936,8.755852,9.210821,8.56788,8.846728,9.179856,8.33996
7892720,7.852149,7.850388,7.667176,7.721162,7.715796,7.380522,7.827603
7892721,8.115122,8.282022,8.548512,8.489524,8.36479,8.528029,7.942106
7892722,1.682586,2.065956,1.808698,1.868101,2.586781,1.769338,1.901285
7892723,4.451484,3.884218,5.940292,5.759592,5.219656,5.099215,5.965588
7892724,6.802215,7.035504,7.425975,6.208862,6.13463,6.97946,7.470641
7892725,5.823794,3.841163,4.480269,3.792438,4.617156,4.152958,5.8599
7892726,5.179715,5.883385,4.9163,5.518993,5.039525,4.943074,4.867036
7892727,6.082885,5.901024,6.509561,5.943669,6.377285,6.081677,6.189505
7892728,5.646992,5.733433,5.157503,3.886099,4.095427,4.796426,4.282395
7892729,5.704826,4.841512,7.240228,6.143266,5.308311,5.298175,6.822149
7892730,5.068655,4.019597,5.304438,3.319097,4.639732,2.966073,4.606826
7892731,7.41546,6.837067,7.324868,7.267722,6.832369,7.179489,7.644057
7892732,5.213005,6.143479,7.017794,6.991059,5.686364,5.608106,7.260008
7892733,5.771101,4.168054,5.288774,3.214164,5.119756,4.753321,5.174976
7892734,6.655407,6.613688,6.796363,5.846418,6.132261,5.606738,6.075296
7892735,5.175952,5.898774,5.98447,4.064031,5.84177,6.215393,6.311458
7892736,5.937051,6.487913,5.580645,5.071159,5.480176,6.261168,5.820114
7892737,4.864845,4.587798,4.858497,4.565484,3.854358,5.18083,5.007676
7892738,9.445425,9.385241,9.190895,9.087797,8.449648,9.204027,9.006536
7892739,6.108178,6.332951,5.494915,6.589751,5.794816,5.309542,6.27292
7892740,5.419503,4.908831,5.630355,3.251732,4.688341,3.847321,5.042068
7892741,8.817776,8.577943,8.12154,8.570488,8.348349,7.965156,8.160451
7892742,8.359798,7.882739,8.382221,8.329454,8.344273,7.964108,8.437858
7892743,2.204961,2.495062,2.709728,2.342364,3.104833,3.029351,2.403726
7892744,7.518162,7.61066,8.796438,7.978477,7.583683,8.280782,8.424248
7892745,8.716184,8.453711,8.750827,7.926422,8.786131,8.752924,8.804858
7892746,2.276352,1.853707,2.040114,2.393247,2.695727,2.805789,2.435982
7892747,7.958931,7.94285,7.297275,7.626299,8.070926,7.947122,7.9582
7892748,9.02225,8.935351,9.462646,9.080775,9.146402,9.472619,8.89696
7892749,6.922817,6.500296,7.700772,7.601901,7.174069,7.659303,7.595653
7892750,4.91243,4.389448,6.221672,5.044579,4.675334,6.180305,5.346428
7892751,7.307928,7.975093,7.723424,7.467335,7.565031,7.130951,7.159804
7892752,4.646348,3.335937,4.774508,4.706192,5.301978,5.079059,5.904394
7892753,12.86162,12.79424,12.82939,12.58523,12.73494,12.58257,12.3758
7892754,5.694726,5.11877,6.368624,5.607349,6.193046,6.45656,6.717579
7892755,3.490489,4.503942,4.520013,2.350386,5.036466,3.674768,4.188627
7892756,1.975124,1.974195,2.059763,1.990033,1.988078,1.990033,1.970745
7892757,8.005662,7.914648,8.400814,7.982212,7.631574,7.910299,7.463802
7892758,8.004729,8.253143,8.278766,7.446038,7.79442,7.607719,7.240905
7892759,7.856276,7.540821,7.73359,6.59313,7.355874,7.846831,7.799478
7892760,6.297847,6.67203,4.870238,5.570883,6.264101,5.747611,5.200117
7892761,6.31734,6.180369,6.199597,6.409299,6.129552,6.041325,6.237163
7892762,12.01468,11.99831,11.95183,11.91703,12.06478,12.04108,12.07354
7892763,8.984001,9.188497,9.128564,8.700195,8.854967,8.841902,8.889968
7892764,10.7673,10.81638,10.60671,10.2745,10.40013,10.39636,10.15149
7892765,8.897238,9.190562,9.249408,8.908824,9.050384,8.895456,9.036481
7892766,11.803,11.81512,11.8066,12.13835,12.12561,11.62634,11.92381
7892767,3.213304,2.971572,3.032943,3.31107,3.717806,4.179786,3.324514
7892768,5.004713,4.824826,5.507623,5.339889,6.426709,5.093158,5.55999
7892769,2.184292,2.322843,3.298954,1.82674,3.075059,2.771387,2.763875
7892770,11.59726,11.67097,11.27233,11.17908,11.43401,11.77904,12.29477
7892771,10.29037,10.66116,10.43219,10.89975,10.22959,10.23398,10.39501
7892772,5.63682,5.053281,5.194525,5.079676,5.655166,6.322496,5.987849
7892773,8.774518,8.666918,8.566913,8.283932,8.582128,8.542619,8.184451
7892774,7.404599,7.488723,7.043099,7.61279,7.423381,7.452762,7.347332
7892775,7.828084,7.758832,7.814468,7.644881,8.041142,7.393585,7.753333
7892776,10.83271,9.903909,10.77903,11.16293,10.92478,10.92688,11.26298
7892777,6.730675,6.577073,5.700082,5.817467,6.433453,6.632752,5.114067
7892778,7.153302,7.300546,7.425715,7.501975,7.485068,7.54324,7.032557
7892779,4.075246,5.004929,7.260025,5.262458,5.896854,6.679428,6.883817
7892780,5.567585,5.211845,5.859383,5.447883,4.836383,5.75715,5.443289
7892781,5.71424,5.22586,6.339893,5.715546,5.911824,6.250587,5.278254
7892782,11.34757,11.54415,11.68003,11.51976,11.55365,11.35213,11.25933
7892783,7.940788,7.87761,8.103868,8.225631,8.157736,8.402705,8.253043
7892784,5.812516,5.03973,6.670666,6.390004,5.889907,6.679658,6.585704
7892785,5.023238,4.883513,6.095333,5.813363,5.812106,5.128746,6.744428
7892786,8.664858,8.537019,8.495487,8.973828,8.275864,8.82719,8.632659
7892787,6.554195,5.531349,6.139291,5.291946,6.68431,6.623022,4.801809
7892788,10.10701,10.32407,10.11655,10.12314,10.35928,10.23195,9.84088
7892789,7.171811,6.535829,7.551776,7.111286,7.318851,7.484624,7.048518
7892790,2.399969,3.14055,3.037406,2.656585,2.846915,3.800857,3.306517
7892791,9.930766,10.35066,10.24723,10.92691,10.58829,10.42182,10.41224
7892792,6.480653,5.634068,6.940714,6.476977,6.419044,6.890996,7.0324
7892793,4.399835,4.709133,4.944603,4.685703,3.546144,3.955491,3.954226
7892794,6.468333,6.089258,7.131954,6.13944,6.516974,6.963221,6.694572
7892795,5.662183,5.838143,5.295642,5.303073,5.483706,5.741586,5.478194
7892796,12.55252,12.28036,12.53415,12.07571,12.40384,12.12861,12.38332
7892797,6.40768,6.861016,6.718718,7.123028,6.324195,6.96044,6.221148
7892798,3.587756,3.002183,3.518287,2.583992,3.616597,3.500552,3.183963
7892799,4.580623,5.363676,4.726491,4.367984,4.154823,3.220413,4.282158
7892800,5.156314,4.281751,5.749298,4.739508,4.89292,5.157786,5.621228
7892801,2.858407,3.710392,4.256157,3.361879,4.233581,2.808653,2.954316
7892802,9.748947,9.686722,10.10868,9.581038,9.525696,10.07136,10.17018
7892803,11.14473,11.0055,11.08307,11.07189,11.55754,11.42809,11.09427
7892804,4.176066,4.241024,4.481474,3.76106,3.834364,3.934646,4.20911
7892805,4.113058,4.454931,4.945202,4.251359,5.001644,4.752561,3.490018
7892806,2.776226,3.032977,3.52262,3.306285,2.956816,2.833037,3.253471
7892807,7.146704,6.779747,6.746343,6.461887,6.584131,6.781538,7.083321
7892808,10.21782,10.36824,9.926869,10.52361,10.19807,10.06386,9.582941
7892809,2.329767,2.619819,2.911983,2.8425,2.93194,3.208608,2.996573
7892810,3.932104,3.658041,4.828374,3.824341,5.135308,4.874684,4.687908
7892811,4.115256,3.098139,5.820632,2.997153,5.691996,4.804033,5.197439
7892812,6.943781,7.072865,7.18985,7.224047,7.480789,6.728184,7.019995
7892813,5.743504,5.238835,6.024601,4.271966,6.006607,5.499602,6.674913
7892814,9.140814,8.439081,9.291321,9.219053,9.620047,9.512066,9.657858
7892815,2.66408,2.808653,2.773316,2.688686,2.618725,2.543618,2.525928
7892816,9.001878,9.160723,9.503805,9.185238,9.334756,9.232758,8.661362
7892817,13.00368,12.59426,13.04343,12.38914,12.85433,12.87134,12.85383
7892818,2.962215,3.845738,3.594333,3.093513,3.122473,3.576665,3.058732
7892819,4.597418,5.281646,5.252284,3.936143,5.228683,7.060907,5.46285
7892820,8.231067,7.864814,8.358758,8.395963,9.073797,8.700518,8.329775
7892821,3.394005,2.440017,2.215133,2.34707,2.396997,3.876517,1.95435
7892822,5.345268,4.807539,5.032643,4.921512,5.280604,5.460889,5.291128
7892823,7.169597,7.635705,6.517378,7.287374,7.478959,7.661267,7.04488
7892824,6.869972,7.371755,7.415153,7.0188,6.952335,7.236503,7.946621
7892825,3.639612,3.88262,4.266927,3.511217,3.45891,4.327518,3.723076
7892826,7.118212,6.576574,7.12711,6.035612,6.879171,6.661031,6.688215
7892827,11.60568,11.58294,11.92126,11.44348,11.71093,11.73586,11.39294
7892828,2.186389,2.274194,2.688552,2.532409,2.814635,3.350117,3.313457
7892829,12.17931,12.07921,11.805,12.02217,11.75707,11.91571,11.81033
7892830,11.85178,12.18975,12.05581,12.03307,12.04961,12.21472,12.06677
7892831,8.336685,8.370039,8.832965,8.675616,8.398705,8.336912,9.25189
7892832,7.528198,6.88436,8.266054,6.949673,8.002656,7.811087,9.010303
7892833,2.811018,3.262136,3.64772,3.647275,4.474749,3.948878,3.332588
7892834,5.124265,4.657183,4.881105,3.973146,6.00673,5.686196,6.100698
7892835,11.27379,11.24695,11.51946,11.86685,11.92454,11.86771,11.9365
7892836,11.71803,11.72751,11.58706,11.62695,11.79611,11.70945,11.64859
7892837,10.59864,10.73485,10.31853,10.67182,10.73161,10.59993,10.00534
7892838,9.903925,9.982906,10.104,9.675216,10.07593,9.732403,10.13668
7892839,2.430479,3.803226,2.930491,2.657088,2.119955,2.69316,3.829819
7892840,7.960645,7.838067,8.210417,8.025331,7.818356,8.071491,7.470251
7892841,10.43535,10.80462,10.0327,10.67662,10.55531,10.16244,10.64665
7892842,6.078794,5.673997,6.094175,4.091589,5.691813,6.429852,6.015149
7892843,6.253791,6.132654,6.430727,5.648516,5.741089,6.69252,6.04818
7892844,3.764742,2.994291,4.693595,3.645479,3.001597,3.856284,3.924452
7892845,7.320566,7.779475,7.700006,7.689139,7.392839,7.852229,7.734415
7892846,12.61042,12.60754,12.88457,12.61844,12.77061,12.7026,12.8744
7892847,8.961976,8.997048,9.084844,8.871434,8.909266,8.763124,9.877244
7892848,9.427749,9.254854,9.226391,9.889202,9.153732,9.664627,8.903837
7892849,5.16879,4.01638,4.629359,4.538973,4.628303,4.901662,4.45227
7892850,8.621354,8.776796,8.875338,8.085461,8.394177,9.003152,8.495132
7892851,6.827181,7.137329,5.898738,6.365855,5.922351,5.904955,6.061428
7892852,6.805036,7.429025,6.821789,7.137638,6.841489,7.157435,7.141485
7892853,11.20478,11.30338,11.38998,11.31576,11.464,11.63245,11.54354
7892854,5.350979,4.668961,5.73257,2.771132,5.829029,5.632127,5.962694
7892855,6.482428,5.916688,6.18643,5.387781,6.807605,6.652902,6.596713
7892856,6.426114,6.068534,6.222182,5.514853,5.81859,6.865662,6.413079
7892857,10.96519,11.06189,10.84966,11.5612,10.78846,11.38833,11.08964
7892858,4.441038,2.257529,2.320437,4.061109,4.403819,2.609988,5.679585
