,Pretreatment_Placebo1,Pretreatment_Placebo2,Pretreatment_Placebo3,Pretreatment_Placebo4,Pretreatment_Placebo5,Pretreatment_Placebo6,Pretreatment_Placebo7
ID_REF,GSM1923000,GSM1923004,GSM1923010,GSM1923012,GSM1923007,GSM1923020,GSM192998
8140356,8.227852,8.009291,7.870301,7.250003,7.557977,7.579329,7.599728
8122200,3.573596,3.693394,3.952816,3.686613,3.440402,3.745156,3.396468
7975779,9.658485,9.733969,9.960047,9.90578,9.841144,9.977899,9.617702
8004175,5.331321,5.112318,5.50693,5.578294,5.572092,5.817054,5.670918
7977888,5.448475,5.723439,5.328361,5.71241,5.203871,5.366525,5.510238
8096897,5.833705,6.054136,5.67051,6.127284,5.910727,5.605496,5.837999
8005955,7.987123,7.590564,7.742644,7.104097,6.973485,7.918901,8.077538
7988467,4.67145,4.859901,4.927309,4.569418,4.706817,4.648345,4.62586
8015104,4.601839,4.631692,4.579069,4.804418,4.479803,4.501176,4.452441
8130462,4.389944,4.646702,4.654093,4.657047,4.656034,4.623525,4.62315
8009913,7.997571,7.603412,7.893138,7.296859,7.785814,7.186794,7.270392
8019651,8.052822,7.582541,7.768225,8.125089,7.588101,7.744067,8.488752
8123362,6.543898,6.716257,6.274004,6.050062,6.298676,6.424508,6.115964
7949995,7.36157,7.424938,7.516301,7.282252,7.616132,7.239038,7.72881
8086482,8.165839,8.047949,8.450038,8.046934,8.290135,8.348475,8.182703
7911529,7.27111,7.696579,6.923372,7.824132,7.516966,7.419035,7.226607
8066161,5.422307,5.729943,5.325896,5.547772,5.619253,5.657225,5.672048
7927389,8.093414,8.079651,8.518159,8.488194,8.455757,8.370447,8.638092
8033738,4.325816,4.59883,4.011295,4.32986,4.151921,4.111144,3.819921
8101340,9.225292,9.124049,9.059961,9.205653,9.038037,9.143523,9.022291
8058568,3.450078,3.792926,3.504852,3.433363,3.267956,3.865099,3.519824
8030368,11.8297,11.95359,12.06822,12.44014,12.32485,12.27404,12.18122
8159476,7.087354,7.147281,7.096406,7.041323,7.147972,7.106386,6.962527
8098732,6.66748,6.966869,6.523218,6.978211,6.597705,6.333396,6.382829
7904796,4.361335,4.633288,4.210695,4.893858,4.27732,4.525286,4.246789
7898833,8.024544,7.91588,7.972035,7.57355,7.947146,7.947146,7.778507
8011797,6.462996,6.680973,6.147152,6.662671,6.584645,6.262461,6.260521
7947332,5.344441,5.543777,5.601,4.898383,5.479599,5.84213,6.217172
8151430,3.000841,3.100798,2.921734,2.849506,2.693887,2.763041,2.849506
8025895,10.62472,10.32392,10.87423,10.64608,10.4984,10.78666,10.47163
8043157,5.452898,5.551375,5.403593,5.543502,5.496493,5.401885,5.535963
8043902,5.781705,5.472127,6.050617,5.76862,5.645526,6.419677,6.475636
8129872,4.587642,4.806063,4.425829,4.66553,4.618595,3.958546,4.309789
7896861,4.275406,4.098687,3.94222,3.977252,3.893188,3.926862,3.472662
8006477,7.31865,7.13866,7.497684,7.630856,7.485435,7.594062,7.560637
8090872,5.888697,6.07372,6.110485,6.160875,6.043678,5.8694,5.776128
8020668,6.760886,6.583575,7.422924,6.750418,6.728174,6.883352,7.137336
7928937,7.950858,7.571697,7.832779,7.877924,7.892744,7.763889,8.37566
8006161,5.690507,6.120638,5.973822,6.072077,5.862208,6.192609,5.549135
8127500,4.040103,4.534201,4.636606,4.568744,3.845132,4.234293,4.157292
7933707,5.382857,5.570454,5.384461,5.337568,5.398618,5.126125,5.463997
8138277,4.318458,4.596514,4.958721,5.084401,5.431714,5.605252,4.492765
7916834,3.280815,3.347554,3.362242,3.358593,3.203367,2.892344,3.13201
8167195,5.132086,5.146947,4.647503,4.898407,4.522344,4.688267,4.927545
7946330,2.51182,2.652065,2.511457,2.907306,2.540297,2.401793,2.559642
7926283,8.538026,8.48727,8.878272,8.551247,8.754021,8.927305,8.716825
8170630,6.366922,6.731522,5.963001,6.332173,6.023126,6.296648,6.126073
7942824,12.75951,12.85558,12.88314,12.84603,13.0097,12.73941,12.91299
7934068,2.357747,2.360836,2.355187,2.345612,2.357747,2.4349,2.264531
8109999,10.84028,10.63475,11.00451,10.81538,11.06195,10.96427,10.59635
8072721,4.293913,4.054776,4.287781,3.896841,3.739449,3.919147,3.820858
8070795,6.065586,6.190573,5.860492,6.064647,5.848658,5.562774,5.509496
8154892,4.745293,4.730084,4.720347,4.829343,4.595607,4.795691,4.498728
8076851,8.374109,8.340959,8.082583,8.574687,8.189348,8.160727,8.174038
7960514,3.751869,3.744806,3.092571,3.560381,3.597182,3.122664,3.385616
7985569,3.729758,3.850975,3.774017,3.935332,4.133913,3.897379,3.593699
8035901,2.268806,2.302856,2.352502,2.268806,2.335252,2.140065,2.252141
8056611,4.015571,4.138125,4.251106,4.124697,4.119993,4.027674,3.879361
7960896,8.845037,8.979301,8.777183,9.101242,9.03301,8.713947,8.663462
8008702,7.48772,7.723694,7.415407,7.572409,7.165055,7.392825,7.285202
8097288,5.124545,4.788914,5.031524,4.852052,4.8524,4.663362,4.714405
8143144,5.044515,5.119937,5.246416,5.069162,5.084525,5.195927,4.916094
7951205,2.917471,2.969644,3.036993,2.981437,2.921082,3.277137,2.823396
8156240,4.508513,4.724942,4.365794,4.972229,4.678882,4.322836,4.457006
7965429,5.226576,4.253631,3.968763,5.043787,4.824675,5.331349,4.812925
8003087,5.816224,5.919295,6.064666,5.802856,6.032698,5.805112,6.226991
7956908,9.222673,9.334924,9.200529,8.943849,9.174925,9.267113,9.182949
8076584,6.246392,6.578648,6.259124,6.500198,6.277267,6.022549,6.057047
7937900,9.148368,8.847128,8.821251,8.354687,9.215483,8.719164,8.727024
8003802,4.284112,4.40801,3.96121,4.330768,3.770305,3.932601,4.143301
8093298,6.104883,6.044574,6.045586,6.163487,5.965691,6.059941,6.149123
8022245,3.099753,3.114712,2.811049,3.04797,3.283716,2.940833,2.940957
8052524,5.565541,5.462039,6.040705,5.496137,5.514635,6.02095,5.649301
8113879,6.111405,6.363689,6.107083,6.301948,5.711711,6.511698,6.428485
8101893,3.414927,3.783792,3.422095,3.460643,3.247653,3.308782,3.247599
8078448,4.712084,4.339204,4.768878,4.083356,4.311044,4.700503,4.36128
8015037,6.073453,6.496928,6.40953,5.784214,5.902433,6.124479,6.168723
7972663,6.936764,7.005007,6.394724,6.798946,6.850473,6.416051,6.526283
8090044,5.317467,5.386318,5.228021,5.609722,5.353701,5.454389,5.431139
8038643,5.472407,5.681602,5.236347,5.510225,5.119218,5.126258,5.079351
8013965,11.25119,11.12017,11.00915,10.73893,11.23371,11.10385,10.74053
7940431,6.261598,6.544235,7.184959,6.445538,5.930867,5.990116,6.075134
8039526,6.621099,6.682118,6.424876,6.56004,6.364224,6.198468,6.273428
8052735,5.380191,5.533004,5.18142,5.38549,5.214821,5.147628,5.32677
8178289,4.620717,4.448985,4.690301,4.852389,4.23678,4.236589,4.179558
8043381,3.940588,3.979307,3.839067,4.182591,4.200806,3.647242,3.701924
8117869,7.25986,7.018471,7.494998,7.023628,7.472563,7.460268,7.177479
7910466,4.123156,4.47269,4.106241,4.404724,4.24396,3.972763,4.171644
8045423,7.297091,7.119169,7.584343,6.797638,6.837873,7.377627,7.212107
8128356,8.349888,8.376271,8.251154,7.776395,8.262767,8.39254,8.199886
7992854,6.626482,6.715275,6.52386,6.495905,6.721546,6.187556,6.368395
8009713,5.091356,5.396081,4.737316,5.034687,4.615817,4.992461,5.013235
8129761,2.161224,2.087766,2.463755,2.069829,2.174975,2.075278,2.069447
7984011,5.980172,5.896555,5.170227,5.529303,5.452031,5.580682,5.367379
8096281,5.410116,5.2833,5.234353,5.279339,4.695298,5.466101,5.014016
7916262,9.04931,9.269695,9.297059,9.668938,9.059941,9.47221,9.536523
8104652,2.341128,2.234405,2.438983,2.241746,2.409276,2.293582,2.278105
7973012,4.133911,3.917968,3.789233,4.381287,3.907758,3.773283,3.678002
7975412,8.378384,7.719108,8.354751,8.005565,8.519474,7.892625,7.82411
8003607,6.739456,5.389695,5.544549,6.668642,7.241888,5.372702,5.365812
8004219,4.657562,4.893625,4.618785,5.135357,4.893625,5.097649,4.739573
8130522,4.311345,4.233983,4.048368,4.380003,4.305316,4.333661,4.275616
8090349,7.163249,7.41083,7.105232,7.29545,7.090411,7.187546,6.926869
8152867,10.97151,10.84552,10.77401,10.2983,10.97212,10.88959,10.7726
8144582,2.598911,2.633433,2.506839,2.775134,2.768246,2.626675,2.744942
8008870,12.42491,12.21386,12.57091,12.38407,12.42451,12.51477,12.52409
8157141,4.26148,4.510942,4.50285,4.72577,4.395555,4.316998,4.319822
7961983,8.487434,8.382716,8.528988,8.299675,8.408546,8.450343,8.780132
8126248,6.766244,6.623371,6.565477,6.683264,6.54886,6.410685,6.53136
8112959,5.596637,5.4914,5.734857,5.513509,5.640275,5.731416,5.9578
8109620,6.84908,6.90215,7.28804,6.950028,7.28255,7.051494,7.393773
7949619,6.985384,7.031876,6.518932,6.843143,6.809476,6.680044,6.611695
7993638,5.200601,5.443529,5.305357,5.041898,5.597738,5.453259,6.020092
8041711,2.703054,2.828092,2.735548,2.807608,2.709913,2.751206,2.857077
7952361,6.390104,6.355319,6.239545,6.556765,6.123734,6.505787,6.742273
7944382,9.303314,9.346042,9.267715,9.212646,9.128551,9.062756,9.001565
7905530,4.236761,4.668155,4.381896,4.283269,4.307324,4.423633,4.355782
7979127,6.47495,6.611779,6.590169,6.648736,6.352939,6.650158,6.667572
8135594,5.41404,5.63679,5.381947,5.358056,5.329176,5.343532,5.090943
8086218,2.021916,2.132459,1.916758,2.061754,1.78848,2.184726,1.985186
7945958,5.146441,5.512408,5.359074,5.164865,5.267615,5.248524,4.369079
8058857,4.125304,4.368267,4.366981,4.571151,4.106093,4.126021,3.829097
8137666,10.06504,9.817474,9.980296,10.04872,10.119,10.60606,10.24194
8130732,7.314442,7.13875,7.750436,7.77575,7.441631,7.389138,7.619971
8178598,10.7317,10.48042,10.74239,10.62108,10.6497,10.65212,10.51146
8082244,9.837437,9.909267,9.569527,9.86069,9.732201,9.596383,9.933999
7993898,5.132201,5.003987,4.921331,5.176323,5.049768,4.993919,4.788043
8023154,5.319974,5.364164,5.140442,5.513575,5.518193,4.993376,5.184396
8112998,4.28229,3.909376,4.463786,4.454041,4.226202,4.474638,4.415727
8109368,10.18023,10.36024,10.00452,10.25303,10.15372,10.03889,10.18179
8150266,6.570919,6.462599,6.658688,6.472214,6.893001,6.839898,7.104566
7976698,5.03124,4.910882,4.880997,4.817581,4.494718,4.566576,4.653938
8155284,4.130111,4.291025,4.272881,4.346987,4.223717,3.853107,4.005055
8039316,7.913236,7.783194,7.677817,7.663145,7.625051,7.616112,7.421234
7999769,9.996446,9.910717,9.62767,9.584967,9.904145,9.684831,9.762293
8178882,5.09359,4.855537,5.186633,5.094314,5.05783,5.081816,5.192326
8085784,3.891132,4.241309,3.571065,3.841543,3.760151,3.858203,3.563037
7974912,2.850683,2.710675,3.049337,2.719058,2.700401,3.028544,3.054718
7948037,6.240829,5.916139,6.366343,5.522831,6.233175,6.241189,6.182781
8047265,6.535238,6.657587,6.818722,6.719112,6.723908,6.763854,6.669331
8148018,4.932303,5.035902,5.052937,4.99912,5.113104,4.894647,4.828137
7955997,4.124134,4.315492,3.979675,4.131551,4.184994,4.526089,3.93192
7987468,2.40739,2.508119,2.606034,2.320437,2.550526,2.260546,2.302898
8001576,6.101472,6.360099,5.89518,6.425664,6.36436,6.281181,6.260384
8130003,8.483215,8.201591,7.991593,8.348009,8.682338,8.051599,8.449509
8015337,4.95689,5.017431,4.871985,5.126534,4.82873,4.892971,4.956419
8095451,4.066962,4.568391,4.009992,4.42306,4.075113,4.101233,3.946278
8122805,2.53362,2.556343,2.650158,2.797222,2.621207,2.630452,2.451315
7916584,5.029274,5.514403,5.591035,5.934371,4.961901,4.627447,5.015357
7956097,6.576024,6.418497,6.890729,6.837056,6.837966,6.71356,6.633586
8113367,5.490469,5.902971,5.254092,5.336869,5.245389,5.363372,5.35589
8157036,5.018427,5.355807,5.20046,5.409824,5.097995,4.900593,5.287312
7973873,4.963592,5.185214,4.947264,5.161864,5.015801,4.696243,4.882323
8117888,8.661503,8.440843,8.622744,8.675689,8.725549,8.582941,9.093544
8105267,4.241458,4.746016,4.361717,4.579913,5.033283,4.952676,4.981442
8081032,5.264832,5.132203,4.976578,5.454324,5.127687,5.109567,4.539024
8026679,8.363974,8.175539,8.459378,9.02812,8.605066,8.16058,8.549846
8124331,4.285258,4.202738,4.378268,4.194842,4.032928,4.222818,4.154185
7941269,6.159797,6.267044,5.903776,6.218817,5.966614,5.982732,6.314853
7903186,3.936001,3.998264,3.857985,3.899003,3.751825,3.893968,3.841456
7905503,4.400412,4.464147,3.608978,4.114991,5.273782,4.386421,4.400412
8027932,9.327935,9.54957,9.440907,9.561397,9.439063,9.48334,9.579934
8097236,2.969624,3.270699,2.911121,2.725236,2.945022,2.744462,2.915034
7940824,8.2066,8.082347,7.868421,8.22011,7.855465,7.830258,7.948141
8134676,3.137612,3.255246,3.442069,3.230889,3.292168,3.227238,3.170193
8081458,3.343607,3.505943,3.220556,3.24144,3.163616,3.080329,3.209409
8067033,5.896646,5.666055,5.237401,5.830369,5.637574,5.700031,5.863685
7949946,5.187051,5.611162,4.826755,5.195955,5.128044,5.238012,4.894221
8067554,7.529386,7.211225,7.289546,7.616428,7.620236,7.693593,7.761269
8111952,5.837272,5.544822,5.906395,5.925702,6.018776,5.976419,6.326166
8068154,3.416298,3.836797,3.630715,3.47204,3.636841,3.770272,3.48175
8164008,7.234222,6.724608,6.666103,7.434023,7.165105,6.740568,7.551942
7977103,8.04631,8.155884,8.273809,7.633889,7.86557,8.185455,7.764086
8171921,4.28859,4.176209,4.229903,4.173182,4.066752,4.252159,4.178017
8073573,6.318449,6.194782,6.462403,6.457317,6.343307,6.415138,6.335264
8141024,7.179557,7.167697,7.677525,7.87045,7.919372,7.683371,8.137352
7969428,7.523178,7.246481,7.536178,7.489172,7.565571,7.629639,7.556735
7951337,2.128949,2.337475,2.646194,2.283049,2.36579,2.159028,2.475607
7977125,4.633946,4.293859,4.905076,4.450505,4.651681,5.2786,4.637462
8179088,7.25986,7.018471,7.494998,7.023628,7.472563,7.460268,7.177479
8068363,5.909972,5.611592,5.525687,5.060656,5.714331,5.762273,5.526116
8082797,4.597717,4.890359,4.388694,5.051779,4.500396,4.640904,4.416066
8014956,7.899436,7.396303,7.036581,7.613925,7.775308,7.46646,7.076152
8055273,2.564349,2.906414,2.742585,2.758726,2.533955,2.461915,2.485661
7971122,4.494163,4.232449,3.960308,4.51912,3.875769,3.898277,4.741299
8034108,7.737031,7.950059,7.781425,7.890056,8.021311,7.881793,8.277958
8177410,4.868845,5.046103,5.033723,5.705732,5.122823,5.315483,5.249528
7898516,5.381248,5.492406,5.345112,5.421034,4.82568,5.014883,5.081687
8093807,6.436343,6.501326,6.155337,6.439981,6.429349,6.44856,6.240386
8129313,2.191504,2.284552,2.22968,2.111103,2.22968,2.344857,2.146861
7916998,3.048958,3.079518,3.032489,2.88159,2.963287,3.01791,3.085702
7979260,7.440798,6.82752,7.621259,7.742754,7.743616,7.750085,7.915049
8081202,2.578744,2.638219,2.613897,2.427497,2.586781,2.685642,2.222149
8042326,8.050265,7.742215,7.732839,7.509589,7.964935,7.545931,7.722666
8126855,5.227268,5.553612,5.332413,5.747734,5.545836,5.285516,5.420712
8010078,6.329817,6.019082,6.208454,6.066497,6.055019,6.825667,6.355491
8086391,4.603854,5.057556,4.728714,4.767218,4.643496,4.675795,4.535459
7977445,6.18804,5.898054,5.631736,5.743665,5.795942,5.299791,5.868314
7977472,4.152413,4.294209,3.976777,4.49218,3.982038,3.877441,3.781013
7963988,9.445091,9.117241,9.088114,8.855497,9.150118,9.080423,8.935285
8026806,9.067619,9.016293,9.044411,9.105205,9.255944,8.799989,8.97418
8109967,4.522687,4.693111,4.153787,4.940527,4.125155,4.067661,4.009122
8147796,4.174158,4.340164,4.048584,3.980827,3.969419,4.205588,3.576676
8078759,5.657022,6.011752,5.590111,5.592017,5.840217,5.587943,5.500388
8065855,8.766213,8.671181,9.008711,8.854904,8.701143,8.782446,8.800241
7953943,9.163333,8.911931,9.231889,8.747916,9.581201,9.252273,9.469035
7951859,5.512466,5.499296,5.504851,5.274247,5.23923,5.13065,5.038672
8066027,3.071787,3.040463,2.558457,3.466755,3.001636,3.736699,2.376002
8039896,8.593515,6.725101,8.034622,8.904557,8.146216,7.891244,9.395937
8152962,6.814278,6.015572,6.715315,6.665734,7.507747,6.959622,5.745662
8126784,7.363606,7.609622,8.575093,7.204401,7.900702,6.92212,7.797636
8120943,9.318691,9.329126,9.915736,9.476014,9.578739,9.774,9.56596
8046169,6.877171,6.409735,7.076702,6.697599,6.931576,7.069325,7.157428
8136580,7.057379,7.22595,6.656464,7.17348,7.205166,6.906505,7.020689
8013622,6.952572,6.48507,6.59416,6.167579,6.573026,6.535101,6.406743
8067802,8.979054,9.028687,9.26749,9.307888,9.138454,9.112186,9.258943
8007043,6.273118,6.145319,6.150131,6.208843,6.223814,6.185764,5.789931
8169378,4.2022,4.849281,4.404248,4.457833,4.466542,4.326539,4.176614
8008547,4.014855,3.96242,3.817449,3.937043,3.890731,3.855575,4.197458
7984759,5.046591,5.388241,5.30768,5.762892,5.433042,5.190918,5.25497
8021900,6.081011,6.349929,6.261915,6.549613,6.063809,6.112191,6.239243
7959500,7.102473,6.944907,6.602358,7.140208,6.84824,7.105662,6.941347
8020037,5.538697,5.75922,5.36402,5.722129,5.754098,5.609658,5.538697
8136589,6.170219,5.812932,5.99596,5.827235,6.095558,6.149357,5.694823
7954375,2.065309,2.115294,2.094036,2.072633,2.031657,2.07552,2.079693
8128618,2.543026,2.573029,2.875848,2.709746,2.700308,2.708954,2.658403
7951335,2.324403,2.371854,2.472256,2.26983,2.626595,2.255579,2.833694
8175611,4.206866,4.648315,4.453865,4.510839,4.510839,4.5832,4.512411
8108321,9.334497,9.068916,9.097067,8.809525,9.487545,9.263971,8.884051
8092390,6.387734,6.597007,6.347827,6.701761,6.428859,6.385104,6.385104
8143294,2.679498,2.88616,2.782954,2.851552,2.514121,2.643402,2.599467
7960682,5.574979,6.213929,5.642071,5.945698,5.858,5.894092,5.226379
8098924,7.222147,7.183071,7.094992,7.066209,7.327524,7.220192,7.159862
7915472,10.30431,10.68514,9.868631,10.3976,10.45745,10.49434,10.66108
7905949,4.055072,3.869072,4.373605,4.084382,4.032999,4.019113,4.173865
8084496,5.666723,5.575447,5.315316,5.673408,5.535188,5.611527,5.042257
7932610,2.898456,2.953402,2.510661,2.627182,2.763996,2.59247,2.618047
8072894,7.839523,7.795605,7.879117,7.935086,7.600271,7.81971,7.742214
7964976,6.102161,6.1381,5.88334,5.983195,5.658116,5.816491,6.319733
8005155,4.303015,4.316097,4.329822,4.259844,4.191318,4.418698,4.430035
8054200,4.442068,4.57682,4.38736,4.395726,4.33474,4.382514,4.014285
8169447,3.701564,4.089802,3.406727,3.741821,3.422843,3.293043,3.485867
7936096,6.063541,6.205105,5.772482,6.370075,6.162176,5.874135,6.20014
7914180,8.546042,8.531408,8.895523,8.888962,8.754028,8.651598,9.097051
8042079,5.218166,5.589596,5.44709,5.636031,5.381506,5.791205,5.430306
8130038,8.042071,8.076981,8.339311,8.188087,8.245128,8.175179,8.310979
7964285,5.051907,4.999464,5.133384,5.099252,5.630355,5.142311,4.293864
8121144,8.024957,8.43619,8.199358,8.339956,8.105803,8.336202,9.070083
8083850,6.447917,6.090781,7.22894,6.077302,6.394164,6.952214,6.278158
7970388,5.622544,5.480611,5.212838,6.724401,5.181047,5.728538,6.367427
7978407,4.093251,3.958757,4.111817,3.854982,3.686022,3.432481,4.154538
8100902,9.729727,9.622743,9.441832,9.235202,9.472519,9.50609,9.448385
8026013,5.993658,6.13434,6.353025,6.39553,6.163886,6.390552,6.439956
8034514,9.200308,9.201163,9.003404,9.28299,9.121941,9.205505,9.145885
8103802,3.749857,4.248661,3.865036,3.857238,3.687447,3.857251,3.700365
7965871,4.693097,4.761719,4.623942,4.795436,4.90471,4.821143,4.672974
7971663,6.692176,6.923427,6.64826,6.954729,6.582506,6.575299,6.478935
7985809,10.68053,10.54497,10.59188,10.06434,10.67111,10.60649,10.13312
8168762,6.842541,6.938569,6.820019,6.912298,6.351904,6.874644,6.99944
8159142,5.502752,5.478015,5.304072,5.390113,5.091899,5.396634,5.385026
8081341,4.680862,5.368715,5.039773,5.648275,5.120479,4.703864,4.961004
8172698,5.503124,5.62649,5.526584,5.461458,5.415642,5.315727,5.42363
8150988,7.348247,7.324852,7.55837,7.577868,7.715389,8.165745,7.247827
8148474,4.632417,4.91806,4.823371,5.279342,4.703994,4.876472,5.017292
7956076,7.353983,6.990737,7.051163,7.452319,7.15181,7.209889,7.19943
8087433,7.553321,7.57287,7.340728,7.685227,7.562646,7.48855,7.435759
7989834,8.147062,8.091423,8.194196,8.443946,8.132935,8.192112,8.468641
8036395,5.822403,5.728714,5.686616,6.142322,5.978163,5.920282,6.177206
8112139,10.04386,9.481276,9.755566,9.472901,9.738902,9.527345,9.596276
8139232,8.015243,7.670926,8.399531,8.507967,8.439134,8.487409,8.60258
7919886,3.097485,3.150246,3.340431,3.448837,3.071438,3.167176,3.234183
8143939,5.913999,6.257107,6.08536,6.159647,5.800729,5.643219,5.903382
7942914,7.844486,7.98222,8.408855,8.413733,8.10723,8.555912,8.45946
7997746,4.30137,4.338236,4.13719,4.42955,4.436135,4.094542,4.669258
8047778,4.892557,4.256105,4.392138,4.757022,4.317614,4.536493,4.56108
8110930,4.266301,4.36952,4.539472,4.304343,4.147196,4.242316,4.224933
7961767,8.954859,8.605169,9.031549,8.76193,8.70783,8.851688,8.941381
8012197,8.945166,8.978025,8.616322,9.25845,9.274284,8.559734,8.650728
8051427,7.238616,7.313087,7.721686,7.3128,7.323081,7.390149,7.525676
8002237,8.320004,8.284279,8.53188,8.604179,8.226657,8.37134,8.501897
8129039,3.360127,3.125595,3.060165,3.410377,3.114146,3.435549,3.121858
8137483,7.290534,7.459892,6.844954,6.71404,6.961681,6.949001,6.836377
8119926,10.11425,10.25774,9.834791,9.530664,10.40439,10.23351,10.6458
8124484,6.896855,6.85299,6.669563,6.683621,6.545415,6.821371,6.591488
7946117,4.331366,4.503896,4.953301,4.409664,4.684657,4.502017,4.403819
8021013,3.463662,3.482489,3.463662,3.335146,3.499403,3.392604,3.732017
7976806,3.310018,3.028764,3.083149,2.772238,2.678887,2.662097,2.727919
7939902,6.988507,6.611864,7.068286,6.680246,6.773141,7.214265,7.147678
7899361,8.84334,8.798929,9.164453,9.216851,9.03031,9.261882,9.060822
8021664,3.797181,3.576371,3.644827,3.932594,3.864043,3.799912,3.602021
8113073,11.14417,11.04059,11.38907,11.26624,10.92868,11.13338,11.22935
8004691,9.290086,9.034093,8.801505,8.62779,9.198636,8.985296,8.383399
8043602,6.134322,6.273678,6.187546,6.207284,6.148021,6.077297,6.677251
7938012,6.647427,6.878533,7.588036,6.961405,6.469698,7.147177,7.296331
8080466,4.745506,4.880547,4.456279,4.938877,4.574121,4.970771,4.604694
8044346,4.69721,4.504278,4.656518,5.272805,4.722461,4.369454,4.552005
7924096,4.282093,4.247933,4.237305,4.10668,4.139033,4.280453,4.45505
7932023,7.872815,7.669854,7.945586,8.067085,7.678306,8.069095,8.331836
7942274,7.136486,6.985248,7.390856,7.647799,7.177695,7.262634,7.121468
8019574,6.650355,6.776386,6.450093,6.644288,6.538881,6.594951,6.520985
8133914,9.069466,9.082872,9.311317,9.157417,9.030204,9.127089,9.348209
7965343,9.056037,9.023012,8.829367,8.871705,9.225269,9.140343,9.649206
7988132,5.517269,5.497211,5.125032,5.472399,5.197628,5.125703,5.12817
8139943,6.322917,6.971131,7.264538,6.934299,6.779706,6.679333,6.84188
7929078,5.2172,5.190814,5.908842,5.212728,5.454561,5.965974,6.369995
8081277,8.844995,8.460496,8.899317,8.88865,9.062645,9.001905,9.172587
7929988,6.957375,7.040386,7.322176,7.372719,7.622088,7.094549,7.565579
8094741,6.734466,6.485185,6.430964,6.257777,6.453887,6.317819,6.035044
8059222,8.120144,8.185785,8.074449,8.086435,7.934756,7.838758,7.975315
8174692,11.28513,11.17941,11.08645,10.95321,11.11743,10.9825,11.18203
8015769,5.867652,5.845223,6.222778,5.612923,6.027631,6.146637,5.845746
8176508,3.996071,4.06569,3.918106,4.111197,3.862304,3.921352,3.978381
8119670,7.034852,6.928983,6.903182,6.916047,6.732202,6.860932,6.635813
7963212,8.625434,8.282925,8.405666,8.121621,8.030644,8.311509,8.134615
8168892,4.497679,4.456944,4.466041,4.631537,4.476524,4.236061,4.454954
8114593,8.840551,8.596869,8.483678,8.608433,8.736106,8.452179,8.250534
7925182,5.15036,5.419646,4.719252,5.130047,5.248378,5.360261,5.368566
8118319,8.018214,7.777784,7.863665,8.90229,8.101259,8.485682,8.139751
8084880,7.107892,7.102571,6.844204,7.293576,6.789964,6.838347,7.074817
7909175,8.372564,8.404612,8.82669,7.887215,8.67987,8.173437,8.372773
7987584,8.476866,8.442766,8.465933,8.210496,8.427861,8.362746,8.591272
8147244,3.793917,4.243519,3.873566,4.020366,3.799279,3.825875,3.864895
7947425,8.408621,8.597057,8.635365,8.888791,8.870568,9.266203,8.86825
8083034,4.692306,5.108711,4.903406,5.070327,4.722453,4.864634,4.876168
7984453,11.6839,11.65875,11.94405,11.76827,11.75539,11.81269,11.81037
8048782,5.470047,5.572911,5.335052,5.374939,5.170123,5.615314,5.331325
7919749,10.46788,10.34914,10.38612,9.921877,10.05475,10.4813,9.87407
8130891,6.62057,6.665755,6.427104,6.143822,7.001841,6.561594,6.624598
7912861,6.774896,6.873261,6.681901,6.923581,6.291512,6.668429,7.008271
8018078,2.502848,2.373664,2.391926,2.309624,2.373664,2.233055,2.343034
7937772,4.289973,4.450155,4.204703,4.319076,4.050547,4.356612,4.058749
7942135,4.64892,4.735247,4.491037,4.618424,4.48737,4.42474,4.42354
8157381,5.512379,5.753763,5.601337,5.699252,5.585756,5.146383,5.511576
7958524,4.493331,4.604027,4.405276,4.746183,4.551774,4.418295,4.598513
7919776,3.007344,3.680652,3.926754,2.789407,2.927786,3.153147,3.169155
7909027,4.716277,4.775665,4.423984,4.388535,4.105284,4.417892,4.377221
8095646,4.045461,3.689673,3.6607,3.622871,3.531162,3.581289,3.600225
7993973,8.249292,8.249385,8.027601,8.120298,8.065604,7.994013,8.061106
8169492,3.656034,3.652677,3.499396,3.417243,3.377626,3.434732,3.373943
8126358,3.400572,3.591261,3.803661,3.564137,3.631578,3.868526,3.75622
8131337,5.206623,5.900597,5.621329,5.902019,6.175346,5.446846,5.818303
7927536,11.58303,11.94062,11.75702,11.47862,11.83703,11.67658,12.01151
8097262,7.883004,7.829561,7.68975,7.841005,7.599829,7.887725,7.981821
7960052,7.01412,6.599947,6.442173,6.853917,7.338568,7.08929,6.671999
8091352,6.719449,6.619177,6.535892,6.580701,5.970853,6.301578,6.141931
8034905,4.175723,4.016855,3.925073,4.077083,3.924478,4.054842,3.750702
8118580,10.07433,9.960003,9.893723,9.843658,10.00746,9.999559,9.879146
7967463,6.62291,5.949375,6.873291,6.377411,6.545634,6.954213,6.850281
8170237,5.706661,5.838858,5.447281,6.060199,5.560705,5.598243,5.470007
7957606,6.112591,6.044587,5.994537,6.339857,5.67749,6.176161,6.104775
8136063,3.291721,3.426312,3.150599,3.8352,3.335115,3.630355,3.292432
7911371,5.596009,5.93093,5.580525,5.794129,5.4066,5.439103,5.39505
7923037,4.717497,4.756978,4.597996,4.776558,4.777923,4.849889,4.826515
8036284,4.935946,4.976496,4.654777,5.162561,5.006473,4.652699,4.745051
7908841,8.927824,8.746727,8.882611,8.403887,8.617418,8.859551,9.173798
