"","GSM1923001","GSM1923005","GSM1923011","GSM1923013","GSM1923021","GSM1923006","GSM1923014"
"1-Dec",4.325837,4.444246,4.436708,3.939017,4.340189,4.226217,4.12005
"1-Mar",7.366961,7.16291866666667,7.388059,7.365563,7.704527,7.431673,7.238392
"10-Mar",4.351003,4.429537,4.211385,4.276388,4.007703,4.171409,4.38114
"11-Mar",3.2900705,3.5394655,3.481696,2.8780775,3.8448845,3.678603,3.43577
"2-Mar",7.225487,7.487581,7.2107135,7.2809105,7.267437,7.3380275,7.2127075
"3-Mar",8.95845,9.375602,8.288738,9.075292,9.181434,8.691098,8.967409
"4-Mar",5.439294,5.15378,5.573073,5.051716,5.193753,5.224095,5.302613
"5-Mar",7.838017,7.642599,7.603108,8.034138,8.015072,7.859329,7.759394
"6-Mar",10.71867,10.75238,10.64475,10.54677,10.79663,10.58976,10.65902
"7-Mar",10.97698,10.96147,10.96088,11.12833,11.18104,10.98485,10.98407
"8-Mar",12.15543,12.18026,11.60079,12.14716,12.31387,12.03078,12.04743
"9-Mar",7.081952,7.239744,7.005333,7.427591,7.460372,6.964578,7.284086
"A1BG",5.764587,5.656082,5.768962,5.398618,5.662966,5.907131,5.761086
"A1CF",5.192471,5.03739,5.246904,4.867629,4.890222,5.117206,4.948326
"A2M",5.178615,5.382611,5.411918,4.974606,5.113063,5.218694,5.222262
"A2ML1",4.761329,4.437904,4.680801,4.33665,4.753313,4.410095,4.231574
"A3GALT2",5.642094,5.080503,5.077715,5.109438,5.612808,5.291484,5.247828
"A4GALT",5.532371,5.238535,5.675931,5.860508,5.842418,5.387529,5.549579
"A4GNT",5.021523,4.419812,4.637604,4.312128,4.366967,4.282963,4.499041
"AAAS",8.005117,8.170789,8.11812,8.162571,7.841892,8.045095,8.419313
"AACS",6.784574,7.019756,6.988609,6.821994,6.70394,6.702507,6.821527
"AADAC",2.331594,2.364978,2.357068,2.47813,2.453773,2.445078,2.425217
"AADACL2",2.915781,2.735254,2.84778,2.727172,2.872015,2.979837,2.857221
"AADACL3",4.759602,4.419033,4.529965,4.379411,4.760467,4.301224,4.441927
"AADACL4",3.779099,3.509454,3.685523,3.828404,3.853983,3.791996,3.663348
"AADAT",3.767399,3.857619,3.9019,3.774168,3.793656,3.830835,3.915639
"AAGAB",6.810254,6.918605,6.919746,6.973062,6.88093,7.118693,6.705558
"AAK1",9.667274,9.851986,9.7133535,9.504909,9.554558,9.735935,9.914202
"AAMDC",5.825187,5.667854,5.520585,5.766908,5.805397,5.759623,5.988859
"AAMP",7.602507,7.622574,7.670245,7.957168,7.646218,7.412994,7.64214
"AANAT",5.576089,5.461731,5.482831,5.23826,5.306183,5.578524,5.449394
"AAR2",8.255962,8.472808,8.469219,8.586764,8.145656,8.353879,8.544796
"AARD",5.949804,5.635425,5.695602,5.387033,5.576269,5.715252,5.528493
"AARS",7.791947,8.119729,8.405408,7.765586,8.022645,7.920453,8.064472
"AARS2",6.506737,6.623106,6.496459,6.396493,6.460147,6.431945,6.479665
"AASDH",6.810516,7.11863,6.775662,7.115391,7.128613,7.224165,7.11809
"AASDHPPT",8.14959,8.227707,8.044396,8.420759,7.98913,8.190771,8.290551
"AASS",6.033454,5.756665,5.877291,5.667102,5.47945,5.509156,5.992056
"AATBC",6.812089,6.89714,7.077336,7.004278,6.519529,7.028184,7.005785
"AATF",9.427619,9.327901,9.444922,9.360919,9.400059,9.382234,9.4709
"AATK",6.7820985,6.5339285,6.4868565,6.4113875,6.702704,6.489219,6.6484665
"ABAT",8.479019,8.008812,8.722827,8.064382,8.339452,8.218072,8.22375
"ABCA1",8.101398,7.690589,7.842669,7.534712,8.238068,7.958333,7.391778
"ABCA10",4.298388,4.472524,4.5365,4.406285,4.300941,4.649873,4.68093
"ABCA11P",4.968805,5.307734,4.978029,5.396134,5.043271,4.979188,4.961533
"ABCA12",3.805059,3.625311,3.866467,3.6607,3.582336,3.691741,3.70008
"ABCA13",5.472137,4.934646,5.154675,5.330509,5.585684,5.159781,5.09657
"ABCA2",7.563735,7.844086,7.753043,7.593103,7.873247,7.886026,7.633899
"ABCA3",6.105065,6.144739,6.142533,6.306186,6.058554,6.061032,6.29108
"ABCA4",4.572385,4.225449,4.477859,4.389392,4.325625,4.418926,4.330144
"ABCA5",7.115082,7.157286,6.807395,6.989591,7.040984,6.851912,6.97623
"ABCA6",4.230441,4.186272,4.336338,4.273258,4.506431,4.410901,4.291299
"ABCA7",7.850373,7.233238,7.499532,8.024963,7.463992,7.500021,7.967978
"ABCA8",3.186546,3.034009,3.139171,2.905796,3.374419,3.116126,3.006349
"ABCA9",4.165611,4.010015,4.109028,4.005558,4.01584,3.962068,4.085516
"ABCB1",6.289824,6.645651,6.599669,6.660654,6.498427,6.248222,6.164105
"ABCB10",8.002612,7.912471,7.67476,8.17922,8.192686,8.037333,7.823378
"ABCB11",3.908061,3.760279,3.796712,3.748518,3.769529,3.649457,3.880787
"ABCB4",6.224755,5.938109,5.588912,6.696915,5.819827,5.971596,6.031224
"ABCB5",3.362029,3.054915,3.379328,3.140783,3.396607,3.242676,3.228086
"ABCB6",5.411727,4.987462,5.270864,5.318307,5.468891,5.159589,5.612465
"ABCB7",7.079729,7.609156,6.998778,7.4530605,7.2461825,7.3754525,7.5282285
"ABCB8",6.50051875,6.55665625,6.544429,6.5701005,6.354046,6.55550825,6.59736125
"ABCB9",5.535029,5.265017,5.596569,5.252499,5.330155,5.432018,5.607516
"ABCC1",9.331965,9.140427,9.122621,8.815727,8.865019,8.936037,9.149873
"ABCC10",7.775151,7.90396,7.836606,7.61236,7.498802,7.805853,7.877357
"ABCC11",4.314485,4.157225,4.536383,4.11752,4.175267,4.218421,4.120337
"ABCC12",4.096959,3.959656,4.238184,3.873808,3.752988,4.130659,3.959318
"ABCC13",5.226664,5.31418,4.794573,5.239323,5.719138,5.087671,4.92147
"ABCC2",5.991432,6.10286,5.704118,5.81602,6.05359,5.769843,5.888861
"ABCC3",6.79211,6.867426,7.229552,7.139733,6.635383,6.991866,7.117891
"ABCC4",7.556844,8.35631,7.850445,7.942768,8.383706,7.921285,7.785385
"ABCC5",7.707521,7.825396,8.048365,7.41566,7.932308,7.592346,7.544086
"ABCC6",6.288677,5.9834565,5.9797955,5.98805,5.967536,5.9695365,6.2133655
"ABCC8",5.254462,5.050859,5.14814,4.917058,5.103126,5.208941,4.964323
"ABCC9",3.708671,3.637324,3.638434,3.658573,3.620904,3.495722,3.627861
"ABCD1",7.252834,7.543667,7.314368,7.492728,7.047587,7.404785,7.478334
"ABCD2",8.610321,9.359293,8.839779,8.899918,8.867502,8.866615,9.178588
"ABCD3",7.105755,7.463929,7.295269,7.283304,7.339497,7.320082,7.363227
"ABCD4",6.913614,7.09573,6.912616,6.954566,6.981249,6.9498,7.041978
"ABCE1",7.594893,8.138834,7.84053,8.234707,8.098911,8.290197,8.033154
"ABCF1",7.047009175,7.20618165,7.1586846,6.84958745,6.965057675,7.010938075,7.0249834
"ABCF2",7.471422,7.736401,7.303748,7.444848,7.303062,7.336084,7.498058
"ABCF3",7.837868,7.916706,7.955623,7.63505,7.691415,7.689584,7.828469
"ABCG1",7.983603,7.561866,7.662899,7.022987,7.500499,7.62998,7.612546
"ABCG2",5.36067,6.037971,5.082846,5.723851,5.505964,5.426265,5.233518
"ABCG4",6.128235,5.769323,6.14793,5.654629,5.975807,5.967336,6.160769
"ABCG5",4.679473,4.497941,4.808534,4.2722,4.482104,4.500592,4.719338
"ABCG8",5.659737,5.230509,5.52319,5.198197,5.158072,5.235243,5.547196
"ABHD1",5.673862,5.730421,5.730477,5.586254,5.348412,5.579375,5.688789
"ABHD10",6.957533,7.164705,7.025959,7.489675,6.794044,7.133278,7.127491
"ABHD11",7.425577,7.245398,7.145036,7.55428,7.366795,7.469938,7.447251
"ABHD12",7.556186,7.700816,7.668309,7.483087,7.520622,7.450118,7.591628
"ABHD12B",4.611341,4.505371,4.495782,4.608706,4.676486,4.791963,4.297336
"ABHD13",9.35728,9.447431,9.277332,9.716736,9.773397,9.473221,9.504378
"ABHD14A",8.367903,8.810703,8.443908,8.57891,8.362119,8.707423,8.821596
"ABHD14A-ACY1",6.594953,6.882825,6.607834,6.756956,6.403141,6.627899,6.739134
"ABHD14B",8.277976,8.373075,8.319952,8.322118,8.133648,8.396778,8.54238
"ABHD15",7.095732,7.366351,7.478677,7.470747,7.172062,7.469905,7.375738
"ABHD16A",8.2283125,8.3874645,8.0525645,8.38386,8.3494855,8.287506,8.200379
"ABHD16B",5.885606,5.990372,5.850802,5.585923,5.802364,5.972482,5.914195
"ABHD17A",6.573395,6.703096,6.300308,6.500584,6.446327,6.480061,6.642095
"ABHD17AP4",7.215027,7.355677,7.069325,7.564633,6.96321,7.290864,7.480996
"ABHD17AP6",9.29772075,9.5459725,9.1681685,9.5996595,9.2300695,9.495567,9.55259125
"ABHD17B",7.106602,7.282724,7.238822,7.384395,7.454904,7.325594,7.186334
"ABHD17C",6.123464,6.073596,6.187856,6.105091,6.078071,6.085816,5.963409
"ABHD18",8.513591,8.521438,8.431514,8.433961,8.400575,8.56848,8.581392
"ABHD2",10.63686,10.11856,10.42256,10.31345,10.42822,10.48575,10.42416
"ABHD3",9.079444,8.610029,8.822521,8.936666,9.190623,8.997865,8.588866
"ABHD4",9.246798,8.936836,9.069709,9.283779,9.050198,8.937912,9.132436
"ABHD5",11.07675,10.70643,10.73283,10.95831,11.02264,10.80712,10.64931
"ABHD6",7.520656,7.257504,7.488944,7.591125,7.374889,7.507148,7.558414
"ABHD8",6.442404,6.497647,6.319037,6.464228,6.638871,6.586939,6.545159
"ABI1",9.49738,9.453271,9.392645,9.55391,9.746697,9.436106,9.587787
"ABI2",7.770016,7.963009,7.924185,7.793022,7.613739,7.771066,7.923437
"ABI3",9.001418,9.247583,8.968513,9.162296,8.724554,9.336349,9.265786
"ABI3BP",4.449689,4.296216,4.262299,4.035098,4.185558,4.181078,4.475829
"ABITRAM",7.793016,8.377409,7.636754,8.122914,8.142393,7.994897,7.958144
"ABL1",7.339399,7.568444,7.491299,7.509401,7.29325,7.439406,7.64768
"ABL2",7.268528,6.980186,7.204152,7.183858,7.078275,7.034518,7.354996
"ABLIM1",8.840123,9.14095,8.699873,8.694116,8.718967,8.711586,8.935141
"ABLIM2",6.310885,6.2235,6.451697,6.18249,6.100932,6.193445,6.090067
"ABLIM3",6.823211,6.656499,7.322127,7.106537,6.646274,6.843837,6.834419
"ABO",6.37797,6.380992,6.4329,6.163517,6.25601,6.47741,6.393416
"ABR",9.217915,9.120214,9.233076,9.180786,9.22135,9.258391,9.280513
"ABRA",4.70948,4.34635,4.9084,4.247209,4.636444,4.470447,4.383488
"ABRACL",6.537075,6.929666,6.765513,7.305375,6.688261,6.936673,6.794621
"ABRAXAS1",7.476449,8.005492,7.579823,7.953594,7.947776,7.995436,7.864339
"ABRAXAS2",8.376023,8.34419,8.50306,8.572248,8.393233,8.446281,8.55807
"ABT1",7.265129,7.708739,7.328408,7.828509,7.560635,7.434479,7.438478
"ABTB1",10.14431,9.943443,9.617153,10.148,10.23635,9.871856,10.01759
"ABTB2",6.505405,6.206354,6.362634,6.389236,6.339691,6.252654,6.50946
"ACAA1",5.5970175,5.9409305,5.5203845,5.959112,5.666944,5.607864,5.821995
"ACAA2",6.44393,6.729608,6.915953,6.961608,6.799716,6.909439,6.826213
"ACACA",6.419044,6.578205,6.444335,6.385551,6.397465,6.564963,6.4731
"ACACB",6.997573,7.340739,6.689335,6.973642,6.797714,6.987045,7.256968
"ACAD10",7.292543,7.262785,7.220197,7.141711,7.179927,7.213815,7.352074
"ACAD8",8.370834,8.262747,8.132235,8.510969,8.117342,8.263456,8.282759
"ACAD9",8.356856,8.540076,8.465755,8.35967,8.199572,8.36908,8.37221
"ACADL",3.015576,2.974589,3.031686,3.13606,3.079151,3.039751,2.992816
"ACADM",8.401698,9.059935,8.745323,9.231436,8.926175,8.938453,8.819086
"ACADS",6.898829,7.193251,6.957745,7.225148,7.104619,7.205851,7.093038
"ACADSB",7.023227,7.27345,6.731523,7.1576,6.967669,6.938622,7.144722
"ACADVL",8.762868,8.756052,8.802468,8.90276,8.802176,8.708563,8.660925
"ACAN",5.082938,5.019255,4.944586,4.71173,4.628547,4.756878,4.84003
"ACAP1",7.308301,7.322452,7.22478,7.311384,7.335866,7.370833,7.348744
"ACAP2",10.55686,10.13052,10.48619,10.26403,10.55237,10.23386,10.23012
"ACAP3",6.419347,6.306766,6.289971,6.449217,6.33996,6.245748,6.289448
"ACAT1",6.111673,6.394052,6.48678,6.512884,6.87755,6.573218,6.074284
"ACAT2",5.778253,6.214689,5.747379,6.326469,6.127851,5.823089,6.119541
"ACBD3",9.225247,9.242155,9.336779,9.406292,9.285681,9.319028,9.268813
"ACBD4",6.334095,6.63094,6.636909,6.78444,6.46883,6.656964,6.756117
"ACBD5",7.747129,8.064993,8.099976,8.154506,8.23645,8.01336,7.977488
"ACBD6",6.574308,6.876275,6.385489,6.704092,6.694949,6.578164,6.597306
"ACBD7",4.009591,4.223024,3.981624,3.881235,3.509394,3.787277,3.779685
"ACCS",6.454939,6.648745,6.547466,6.616282,6.391346,6.338146,6.452909
"ACCSL",5.137834,5.047385,5.001234,5.206039,5.273043,4.889337,4.792544
"ACD",7.538084,7.440839,7.271078,7.584788,7.238646,7.569214,7.794524
"ACE2",4.672603,4.562037,4.572693,4.495646,4.46819,4.396284,4.530808
"ACER1",6.470624,6.318195,6.43431,6.115861,6.337721,6.414688,6.645078
"ACER2",6.471971,6.706653,6.528151,6.837219,6.950817,6.420852,6.506446
"ACER3",7.405396,7.601521,7.831399,7.913948,7.678403,7.891596,7.850357
"ACHE",5.398213,5.69818,5.227737,5.125972,5.420475,5.330022,5.412792
"ACIN1",9.499131,9.521041,9.479033,9.461561,9.504541,9.305542,9.477799
"ACKR2",5.643503,5.610286,5.425549,5.979123,5.713416,5.834967,6.039063
"ACKR3",5.806009,6.411191,5.70326,6.091566,5.786849,6.226189,6.290159
"ACKR4",4.4934155,4.483239,4.3919365,4.40346,4.7420425,4.4340825,4.2169725
"ACLY",9.639357,9.45186,9.751669,9.409224,9.53577,9.55392,9.641373
"ACMSD",3.996032,3.735784,4.024297,3.786507,3.802356,3.842603,3.811481
"ACO1",7.984593,8.114712,8.309397,7.687725,7.929306,8.325736,8.36694
"ACO2",9.387245,9.517345,9.572141,9.436844,9.185696,9.372486,9.52948
"ACOD1",3.204689,3.126675,3.686625,2.964389,3.160582,3.256518,2.979713
"ACOT1",6.837916,6.462314,6.378866,6.425678,6.580549,6.390332,6.575903
"ACOT11",5.644994,5.446188,5.84593,5.289331,5.523486,5.710908,5.687746
"ACOT12",4.410219,4.134922,4.381395,4.127357,3.998389,4.088418,4.187787
"ACOT13",7.612496,7.876759,7.524261,7.963233,8.252008,7.888445,7.56027
"ACOT2",6.357996,6.661648,6.570905,6.572783,6.240827,6.48469,6.750973
"ACOT4",4.466834,4.712089,4.376932,4.766745,4.333346,4.372959,4.505622
"ACOT6",4.503301,4.444481,4.616206,4.392275,4.260133,4.313028,4.204636
"ACOT7",6.3607065,6.3378855,6.227539,6.5050545,6.286303,6.4670755,6.4943735
"ACOT8",7.794134,8.099489,7.893293,8.19903,7.979449,7.990346,8.175419
"ACOT9",8.702341,8.843944,8.925929,8.840141,9.030241,9.107281,8.608673
"ACOX1",9.605639,8.891329,9.248389,9.314967,9.844883,9.163272,9.142252
"ACOX2",5.258104,5.040175,5.140624,4.802137,4.912684,5.354338,5.230714
"ACOX3",7.622302,7.740202,7.642576,7.633137,7.277513,7.553196,7.829409
"ACOXL",4.63058,4.620126,5.076341,4.338246,4.552505,4.751772,4.359693
"ACOXL-AS1",3.869856,4.083332,4.261692,4.022643,4.196867,4.204514,4.205211
"ACP1",8.64721,9.483345,8.756559,9.141621,9.028671,9.013188,8.875268
"ACP2",7.884489,8.138659,8.091398,8.047811,7.683442,8.311218,8.070692
"ACP4",6.481245,6.464621,6.55417,6.420108,6.304693,6.747718,6.424796
"ACP5",6.59345,7.03365,6.738983,6.888692,7.335345,7.397018,6.635322
"ACP6",6.954751,7.139676,6.995255,6.934952,6.86457,7.016484,6.777176
"ACP7",4.695769,4.441492,4.827659,4.381792,4.287643,4.7231,4.417072
"ACPP",9.74139,8.866058,9.701439,9.867798,9.681367,9.663654,9.493143
"ACR",5.3692955,4.9395145,5.5073165,5.0750675,5.23794,5.3663495,5.0398
"ACRBP",7.742742,7.844585,7.878678,7.859731,7.796494,7.905837,7.918291
"ACRV1",4.255672,4.078948,4.57066,4.428342,4.118886,4.201957,4.394129
"ACSBG1",5.746814,5.304477,5.433651,5.102691,5.499319,5.491553,5.406607
"ACSBG2",4.034448,4.042978,3.936143,3.93769,3.936143,3.999223,3.931219
"ACSF2",6.574293,6.709446,6.681494,6.58428,6.330502,6.785657,6.705101
"ACSF3",7.816142,8.202834,7.974561,8.133626,7.854474,7.766348,8.138917
"ACSL1",12.00421,11.4733,11.59479,11.87763,12.01435,11.64504,11.56134
"ACSL3",7.604939,7.61137,7.768701,7.726832,7.922121,7.743589,7.637144
"ACSL4",8.883826,8.640365,8.816109,9.022517,9.294802,8.756723,8.77902
"ACSL5",9.224866,9.364237,9.546156,9.390052,9.299532,9.43606,9.292436
"ACSL6",6.329212,6.582169,6.08008,6.634953,6.811621,6.471412,6.402093
"ACSM1",4.636577,4.631869,4.829519,4.50318,4.361824,4.795149,4.405622
"ACSM2A",4.78776266666667,4.29820266666667,4.561137,4.43903866666667,4.38108566666667,4.74933266666667,4.58211666666667
"ACSM3",6.0844595,6.300442,6.0931655,6.278666,6.6060675,6.1783275,6.3650745
"ACSM5",5.74027,5.14587,5.509542,5.254997,5.570274,5.598482,5.61566
"ACSM6",3.763966,3.973833,3.896952,3.851739,3.65464,3.468408,3.643733
"ACSS1",7.785409,7.818368,7.968132,7.906421,7.585513,7.808414,7.898532
"ACSS2",7.878063,7.772209,7.867476,7.825131,8.159359,7.739506,7.924622
"ACSS3",4.493619,4.500683,4.652217,4.553005,4.78504,4.760627,4.411894
"ACTA1",7.081008,6.824191,7.119924,6.884812,6.850762,7.078233,7.04647
"ACTA2",7.273539,7.893092,6.760009,7.742081,7.015443,7.847563,6.975683
"ACTA2-AS1",6.945921,7.009041,6.75387,6.807828,6.565191,6.795238,6.782419
"ACTB",12.70432,12.67645,12.66156,12.69445,12.65531,12.69472,12.69162
"ACTBL2",3.574566,3.343607,3.529348,3.285681,3.396786,3.412053,3.343607
"ACTBP2",11.86283,11.73761,11.88962,11.70695,11.71853,11.83356,11.96939
"ACTBP7",9.573643,9.534038,9.628907,9.555707,9.607079,9.630207,9.646859
"ACTC1",4.751566,4.660145,4.647073,4.658863,4.505949,4.647051,4.529996
"ACTG1",12.61993,12.58574,12.70248,12.60413,12.52145,12.59788,12.66731
"ACTG1P1",12.02318,12.02915,12.03115,11.98535,11.85789,12.13075,12.11976
"ACTG1P17",6.349884,6.446499,6.370575,6.048716,6.290765,6.183125,6.248406
"ACTG2",4.849282,4.702038,5.049523,4.879446,4.668943,4.956289,4.991882
"ACTL10",5.747378,5.49299,5.558008,5.454343,5.568377,5.743454,5.583104
"ACTL6A",6.82388,7.257163,7.04213,7.377934,7.319722,7.265474,7.088632
"ACTL6B",5.641165,5.1524,5.67913,5.287902,5.174487,5.3112,5.382615
"ACTL7A",4.711328,4.563305,4.716363,4.514833,4.34838,4.429603,4.491462
"ACTL7B",5.572037,5.483104,5.560165,5.347095,5.086128,5.620466,5.75722
"ACTL8",5.371331,4.933945,5.562336,5.196647,5.336708,5.356933,5.182145
"ACTL9",5.81719,5.654214,5.726682,5.604131,5.805735,5.906167,5.726682
"ACTN1",11.82505,11.40791,11.62726,11.47739,11.67595,11.56522,11.545
"ACTN2",3.777266,3.499469,3.939915,3.450709,3.89411,3.696009,3.815631
"ACTN3",5.516167,5.241816,5.635494,5.432336,5.564325,5.698802,5.708664
"ACTN4",11.74361,11.57368,11.73812,11.51834,11.54202,11.7051,11.68242
"ACTR10",8.268124,8.47472,8.199347,8.490385,8.649468,8.438728,8.304626
"ACTR1A",9.503644,9.553044,9.429497,9.774302,9.776141,9.630554,9.521603
"ACTR1B",6.3141685,6.3390925,6.5573625,6.416004,6.2649255,6.344376,6.4527175
"ACTR2",11.96874,11.96181,12.16088,12.07358,11.79317,11.96302,12.11477
"ACTR3",11.41462,11.36741,11.39345,11.48417,11.57916,11.41975,11.39814
"ACTR3B",7.439664,7.610682,7.23098,7.521839,7.059992,7.423761,7.527897
"ACTR3BP5",2.5722515,2.7995095,2.47578025,2.588251,2.5136825,2.4333155,2.4028315
"ACTR3C",6.82751,7.154251,7.329069,7.167714,6.993653,6.786256,7.49985
"ACTR5",7.196586,7.689189,7.139423,7.581701,7.37261,7.540721,7.666171
"ACTR6",5.02358,5.339674,5.325208,5.506831,5.906076,5.519015,5.298512
"ACTR8",7.48726,7.876315,8.152377,7.988094,7.932345,8.049347,8.026042
"ACTRT1",3.415445,3.133142,3.527915,3.304288,3.324874,3.495551,3.382
"ACTRT2",5.738085,5.149055,5.557543,5.517776,5.692103,5.672474,5.433607
"ACTRT3",4.722577,4.630923,4.752567,4.004041,4.250873,4.214455,4.487948
"ACVR1",7.265199,7.475449,7.756433,7.513308,7.243898,7.361105,7.633416
"ACVR1B",7.308043,7.203653,7.532382,7.344741,7.287969,7.302171,7.375163
"ACVR1C",6.489199,6.602605,6.411085,7.136374,6.769866,6.497655,7.104368
"ACVR2A",5.946842,6.692263,6.479384,6.625607,6.363021,6.458001,6.627838
"ACVR2B",5.024502,5.150102,5.276477,5.285036,4.9299,5.133197,5.532607
"ACVRL1",5.335878,5.286247,5.352348,5.673566,5.273011,5.539517,5.475522
"ACY3",5.861656,5.718607,5.831759,5.53476,5.129306,5.930611,5.683611
"ACYP1",6.451606,6.51737,6.238012,6.641066,6.588579,6.370642,6.754978
"ACYP2",5.868701,6.073903,6.026971,6.053616,6.038013,6.257584,6.103505
"ADA",7.539218,8.364455,7.781212,7.888014,7.647958,8.122588,7.982344
"ADA2",9.864446,9.97526,10.29993,9.56356,9.441225,9.950131,9.936425
"ADAD1",2.848512,2.896039,2.994124,2.89444,2.863926,2.916918,2.945446
"ADAD2",6.366704,6.128182,6.370945,6.145248,6.247768,6.410433,6.29375
"ADAL",5.308516,5.79861,5.389559,5.926431,5.787677,5.390114,5.565769
"ADAM10",11.02714,10.84701,11.06586,11.01053,11.19983,11.08167,10.98797
"ADAM11",5.529968,5.216205,5.798991,5.076819,5.391282,5.37459,5.393734
"ADAM12",6.030139,5.286634,6.369678,5.808192,5.843704,5.713037,5.546206
"ADAM15",7.36175,7.581588,7.420334,7.405836,7.365875,7.514204,7.746829
"ADAM17",9.6717755,9.4590955,9.514275,9.311595,9.6698115,9.4896135,9.417104
"ADAM18",3.419389,3.684981,3.657895,3.539951,3.620947,3.37273,3.313283
"ADAM19",9.644327,9.495607,9.781144,9.516052,9.511511,9.600926,9.354014
"ADAM2",2.895436,2.810603,3.231312,2.791375,2.852006,3.01489,2.779551
"ADAM20",5.814623,5.517496,5.857913,5.184869,5.639179,5.767537,5.746963
"ADAM20P1",4.549194,4.36575,4.073272,3.117401,3.637887,4.190706,3.862661
"ADAM21",2.817849,3.645629,3.091858,2.826838,3.213829,3.129281,3.026624
"ADAM21P1",4.605249,3.525145,4.492175,3.418324,3.712186,3.990534,4.106946
"ADAM22",4.883737,5.233294,5.070211,5.192816,5.373127,5.22004,5.234683
"ADAM23",5.93395,6.408845,6.273423,6.466431,6.1158,6.389315,6.027715
"ADAM28",8.798429,8.275537,8.731579,8.584048,8.337479,8.227592,8.284781
"ADAM29",3.950452,4.025999,4.137116,3.862885,3.731264,3.86378,4.031601
"ADAM30",4.001297,3.897789,3.944013,3.789102,3.841032,3.743054,3.787235
"ADAM32",3.867881,3.978632,4.005931,4.017777,3.994457,3.965576,3.778928
"ADAM33",6.093039,5.895293,6.111543,5.863494,5.924502,6.278377,5.950381
"ADAM3A",3.615899,3.296143,3.645692,3.494746,3.446867,3.569091,3.422107
"ADAM5",3.017248,2.752774,2.977652,2.699941,2.541667,2.887675,3.006888
"ADAM7",3.274134,3.642552,3.151333,3.196889,3.349436,3.208772,3.306142
"ADAM8",9.558886,9.277083,9.612992,9.63471,9.617775,9.56377,9.329133
"ADAM9",8.023355,7.99852,8.456417,8.225358,8.490548,8.159561,8.07196
"ADAMDEC1",3.885576,3.864683,4.284154,3.590538,4.027356,4.037952,4.000151
"ADAMTS1",5.990249,5.619067,5.771757,5.842706,5.733648,6.084251,6.038863
"ADAMTS10",7.071101,6.940294,6.732932,6.967212,7.006216,7.074392,7.208643
"ADAMTS12",4.807995,4.938389,5.329118,4.832153,4.950601,4.858033,5.089564
"ADAMTS13",5.943229,5.564613,5.968092,5.559501,5.787296,5.85052,5.886301
"ADAMTS14",5.920217,5.59653,5.754094,5.139704,5.460464,5.685263,5.596874
"ADAMTS15",5.174014,5.058227,5.313186,4.749389,5.058227,5.146659,5.197614
"ADAMTS16",5.389307,5.216014,5.458098,5.281646,5.232457,5.345713,5.281646
"ADAMTS17",6.435604,6.714314,6.439406,6.338544,6.29397,6.413856,6.468287
"ADAMTS18",4.75821,4.139643,4.655507,4.187527,4.419146,4.25784,4.247261
"ADAMTS19",4.324694,3.990728,4.273212,3.9347,4.097593,4.287101,3.982254
"ADAMTS2",6.11766,5.831078,5.917411,5.482759,5.693063,5.650383,5.65467
"ADAMTS20",4.219369,3.904399,4.097872,3.945903,3.874504,3.970454,3.950994
"ADAMTS3",4.289616,4.48513,4.212857,4.470385,4.227916,4.570436,4.248271
"ADAMTS4",5.219378,4.98245,5.043502,4.885788,5.133124,4.858538,4.715752
"ADAMTS5",4.922016,4.921765,5.189651,4.96589,5.023109,4.804032,4.754252
"ADAMTS6",5.234506,4.651903,4.704685,4.812542,4.817488,4.525044,4.867146
"ADAMTS7",6.53448,6.431181,6.793521,6.44524,6.330729,6.526488,6.670568
"ADAMTS8",5.134818,4.990562,5.196729,5.078004,5.180482,4.968665,5.065847
"ADAMTS9",4.621557,4.369568,4.745663,4.291808,4.650139,4.55274,4.469045
"ADAMTSL1",4.578383,4.6309045,4.751302,4.627864,4.5788445,4.6931935,4.652536
"ADAMTSL2",6.517573,6.271453,7.096596,6.3255,6.151918,6.65331,6.534482
"ADAMTSL3",4.785768,4.358747,4.662986,4.276137,4.357358,4.010132,4.289208
"ADAMTSL4",6.514744,6.51818,6.690185,6.559853,6.577925,6.867902,6.778399
"ADAMTSL4-AS1",8.404555,8.016682,8.004083,8.09201,8.289471,8.110086,8.048595
"ADAMTSL5",6.15422,6.225007,6.170288,6.198864,6.162031,6.081507,6.281569
"ADAP1",8.425453,8.744375,8.688219,8.99087,8.615019,8.906794,8.881376
"ADAP2",6.3280955,6.616601,6.55479,6.381786,6.355877,6.6531415,6.4207205
"ADAR",10.92413,10.74586,10.67629,10.52612,10.59285,10.74235,10.60299
"ADARB1",8.140526,8.176892,8.094772,8.179152,7.95697,8.051373,8.329151
"ADARB2",5.942564,6.070164,5.916347,5.760633,5.576269,6.367405,5.803428
"ADAT1",8.428812,8.389595,8.47326,8.49315,8.684043,8.354012,8.347387
"ADAT2",6.988797,7.761003,7.1128,7.21464,7.194149,7.291251,7.331379
"ADCK1",6.459239,6.749716,6.427624,6.797272,6.299843,6.597012,6.840068
"ADCK2",6.195086,6.097937,6.261909,6.743821,6.053777,6.149136,6.551017
"ADCK5",6.186184,6.318271,6.195475,6.346665,6.051497,6.109476,6.437203
"ADCY1",5.593691,5.237565,5.558193,5.228323,5.375388,5.35039,5.520692
"ADCY10",3.992933,3.819638,4.070615,3.994069,4.037538,3.902346,3.87834
