"","GSM1923001","GSM1923005","GSM1923011","GSM1923013","GSM1923021","GSM1923006","GSM1923014"
"MAGEA3",5.6615745,5.0790405,5.519733,5.370305,5.733939,5.4905345,5.4749655
"MAGEA4",4.004897,3.597429,4.007624,3.808712,3.75556,4.184126,3.760908
"MAGEA5",5.296117,5.115743,5.457649,4.870904,5.217083,5.515954,5.156015
"MAGEA8",6.191363,6.107059,6.072769,5.641594,6.15267,6.244497,6.368607
"MAGEA9B",4.773589,4.369503,4.633388,4.510839,4.774942,4.682997,4.533071
"MAGEB1",5.015005,4.82512,5.180688,4.450235,4.57304,4.694736,4.499586
"MAGEB10",4.774428,4.352936,4.807891,4.133243,4.446301,4.203459,4.438875
"MAGEB16",3.914982,3.979308,3.776737,3.673499,3.835827,3.803441,3.718334
"MAGEB17",5.087267,4.781662,5.213005,4.941121,5.044917,5.099243,5.161912
"MAGEB18",4.085426,3.82539,4.041739,4.269636,3.994323,4.190291,3.975395
"MAGEB2",3.951542,3.577646,4.112257,3.848727,3.853302,3.999407,3.852317
"MAGEB3",4.624114,4.284104,4.487829,4.78158,4.342039,4.3387,4.41752
"MAGEB5",3.756551,3.849767,3.87856,3.988848,3.770083,4.038621,3.5089
"MAGEB6",4.580873,4.109586,4.47378,4.349017,4.304209,4.142927,4.435482
"MAGEB6B",5.908653,5.704581,6.174655,5.65432,5.901845,5.908653,6.280388
"MAGEC1",4.739543,4.295855,4.679047,4.496635,4.387284,4.452973,4.190094
"MAGEC2",4.535031,4.552484,4.534124,4.373535,4.426802,4.50352,4.494443
"MAGEC3",4.644465,3.985243,4.568683,4.225088,4.625136,4.400628,4.380047
"MAGED1",7.445938,7.561945,7.811979,7.462518,7.081187,7.480054,7.552574
"MAGED2",7.226914,7.744046,7.555042,7.708885,7.737999,7.686044,7.834222
"MAGED4B",5.965672,5.824937,5.760885,6.177747,5.672376,5.945905,6.025087
"MAGEE1",6.443058,6.52378,6.558281,6.602522,6.475157,6.381538,6.67019
"MAGEE2",4.633805,4.412382,4.638925,4.173625,4.251673,4.225086,4.171754
"MAGEF1",7.667643,7.775872,7.789272,7.811606,7.677432,7.75434,8.047614
"MAGEH1",6.394616,6.26239,6.06957,6.468396,6.314199,6.410269,6.430534
"MAGEL2",4.687874,4.702748,4.621794,4.089571,5.032032,4.278363,4.265516
"MAGI1",5.336777,5.129192,5.194016,5.057977,5.001938,5.187545,5.187545
"MAGI2",4.48222,4.209622,4.559025,4.349553,4.438349,4.219573,4.071688
"MAGI3",5.685624,5.346244,5.761551,5.514047,5.624093,5.65846,5.665968
"MAGIX",5.495798,5.17967,5.412761,5.47937,5.183115,5.482753,5.57522
"MAGOH",7.017124,7.058447,6.982706,6.917395,7.27211,7.112494,6.965571
"MAGOHB",7.904045,8.377165,7.868671,7.930096,8.158998,7.994593,8.112557
"MAGT1",8.148062,8.224593,8.539087,8.389529,8.403913,8.161236,8.263134
"MAIP1",6.688288,6.823546,6.687834,6.796638,6.793587,6.858163,6.942837
"MAJIN",4.942167,4.837817,5.164038,4.841204,4.974142,5.024331,4.897502
"MAK",8.563808,7.58876,8.024947,8.699363,8.66901,8.200794,7.654418
"MAK16",6.971385,7.228102,6.947785,7.276474,7.116442,7.171574,7.176815
"MAL",9.54328,9.502556,9.067405,9.525795,9.408742,9.542853,9.865603
"MAL2",4.152904,4.55035,3.994503,4.060328,4.191499,4.206301,3.845126
"MALAT1",12.23087,12.28997,12.22309,12.27929,12.29275,12.26156,12.15204
"MALL",6.663142,6.1914,6.572062,6.266239,6.382338,6.639617,6.180027
"MALSU1",8.373705,8.332586,8.466335,8.511404,8.487433,8.27204,8.352144
"MALT1",8.436681,8.554798,8.406394,8.516801,8.422416,8.681966,8.764683
"MAMDC2",4.01181,4.171529,3.986495,3.882328,3.948072,4.0646,4.054758
"MAMDC4",6.02192,5.889519,5.978791,5.927986,5.690643,5.853856,6.18646
"MAML2",9.924652,9.78503,9.601909,9.786638,9.555312,9.726226,9.878775
"MAML3",8.897154,8.616966,8.891878,8.674109,8.807487,8.594022,8.544538
"MAMLD1",6.873353,6.971754,6.422722,6.626405,6.678338,6.66683,6.519845
"MAMSTR",6.311734,6.170465,6.148421,5.972818,6.356685,6.48261,6.263439
"MAN1A1",9.943744,9.377231,10.0076,9.552451,9.73395,9.491384,9.08528
"MAN1A2",8.498896,8.524111,8.862939,8.504699,8.64753,8.518389,8.429631
"MAN1B1",7.051229,7.080338,7.185019,7.306522,7.125178,7.040948,7.325886
"MAN1C1",7.563958,7.706224,7.392214,7.549604,7.361154,7.478004,7.830799
"MAN2A1",8.67045,8.714861,8.910259,8.418712,8.730772,8.801315,8.7974
"MAN2A2",9.62171,9.604787,9.241534,9.57927,9.785192,9.494574,9.731876
"MAN2B1",9.949471,9.985062,10.19974,9.809779,9.784151,9.84576,10.15398
"MAN2B2",9.095253,8.954251,9.095256,9.14449,8.915315,9.103971,9.175572
"MAN2C1",8.153562,8.10037,8.368586,8.251581,7.92366,8.447362,8.504479
"MANBA",8.375284,8.075293,8.418234,8.113921,8.226154,8.212,7.996627
"MANBAL",8.188118,8.465729,8.353186,8.55669,8.357646,8.523053,8.546043
"MANEA",8.056202,8.78647,8.975379,8.22023,8.442782,8.365949,8.786709
"MANEAL",6.241404,6.167925,6.345183,5.947016,6.058561,6.321896,6.185914
"MANSC1",9.287473,8.15938,8.789388,9.145546,9.204909,8.924794,8.786055
"MAOA",5.587893,4.910503,4.895324,5.031417,5.021782,4.888951,4.538255
"MAOB",4.749176,4.472865,4.897049,4.566038,4.437901,4.762042,4.507062
"MAP10",5.858895,6.260165,6.036713,6.386682,6.122282,6.507869,6.033952
"MAP11",8.713961,8.518895,8.327671,8.736418,8.504341,8.624379,8.624689
"MAP1A",5.572968,5.459398,5.549047,5.250862,5.371263,5.391496,5.224401
"MAP1B",4.905681,4.561813,4.923158,4.762275,4.479748,4.614798,4.727849
"MAP1LC3A",6.675633,6.300463,6.602695,6.34379,6.498224,6.426658,6.695171
"MAP1LC3B",8.32797,8.382061,8.315677,8.64578,8.514837,8.456258,8.393601
"MAP1LC3B2",10.97762,11.1328,11.03211,11.19623,11.13387,10.86346,11.03763
"MAP1LC3BP1",5.42599,5.375414,5.353373,5.410768,5.559658,5.439457,5.387503
"MAP1LC3C",5.580889,5.171537,5.418581,5.248395,5.582631,5.62736,5.725306
"MAP1S",8.040686,7.770149,7.845953,7.898868,7.954105,7.665137,7.990959
"MAP2",4.058926,3.929126,3.926596,3.740772,4.154037,4.051785,3.926596
"MAP2K1",8.751907,8.794455,8.959667,8.877544,8.78944,9.04967,8.80473
"MAP2K2",8.208811,8.307026,7.979628,8.211905,8.153934,8.176168,8.260479
"MAP2K3",11.23922,11.61234,10.23842,11.24823,11.19209,10.9353,11.09487
"MAP2K4",8.963425,8.636539,8.650694,8.966626,8.985835,8.602318,8.601205
"MAP2K5",7.722826,7.946869,7.884876,7.849633,7.802986,7.781211,8.027231
"MAP2K6",9.0658685,9.0876955,9.1343335,9.032006,9.2574315,9.108633,9.1476975
"MAP2K7",8.030634,8.21507,7.402287,7.832522,7.862339,8.144184,8.211452
"MAP3K1",11.11629,10.81618,11.14034,10.78279,10.96966,10.80746,10.91732
"MAP3K10",7.072762,6.822019,6.894217,6.840002,6.809928,6.976406,6.98004
"MAP3K11",9.589809,9.238045,9.220179,9.680636,9.380147,9.33096,9.751419
"MAP3K12",6.626875,6.95425,6.921966,6.869409,6.921412,6.966127,6.966127
"MAP3K13",4.981666,4.706099,5.329605,5.037942,4.673113,4.798308,4.776389
"MAP3K14",8.026592,7.855003,7.753469,7.91275,7.749523,7.900461,8.065491
"MAP3K14-AS1",6.13704,6.227112,5.770362,6.143472,6.189108,6.119385,6.390919
"MAP3K15",4.956125,4.923295,5.032715,4.769849,4.916965,4.939802,4.708405
"MAP3K19",2.677432,2.726663,2.941122,2.655832,2.770127,2.770127,2.770127
"MAP3K2",10.23898,9.791462,9.78811,9.757198,10.02324,9.753129,9.784184
"MAP3K20",6.23766,6.560318,6.528623,6.673645,6.655746,6.576341,6.471291
"MAP3K21",5.991506,6.050752,6.128443,5.996959,5.859837,5.817792,5.667709
"MAP3K3",9.741229,9.515811,9.807606,9.717908,9.692281,9.628426,9.801809
"MAP3K4",8.197632,8.286605,8.40793,8.181969,8.012563,8.171209,8.244984
"MAP3K5",9.980552,9.747016,10.00532,9.765722,9.921223,9.885559,9.823587
"MAP3K6",6.441515,6.450964,6.450964,6.46766,6.378435,6.6716,6.694041
"MAP3K7",9.215981,9.298398,9.260408,9.340631,9.264583,9.228827,9.366032
"MAP3K7CL",7.299446,7.342355,7.456831,7.744851,7.267897,7.464238,7.170115
"MAP3K8",8.86354,8.706434,8.81334,8.932096,9.028589,8.808536,8.703424
"MAP3K9",6.117903,6.019294,6.142634,6.040771,5.820473,5.922734,6.02362
"MAP4",7.459833,7.456303,7.512828,7.260185,7.301508,7.470063,7.452414
"MAP4K1",8.41757,8.631725,8.543248,8.461769,8.368312,8.592055,8.674232
"MAP4K2",8.218569,8.203714,7.99614,8.446817,8.250103,8.104345,8.359947
"MAP4K3",7.159432,7.280559,7.179001,7.19306,7.222133,7.284735,7.403448
"MAP4K4",9.628559,9.383991,9.48126,9.433004,9.710262,9.445778,9.277565
"MAP4K5",6.5253385,7.076321,6.643469,6.8328295,6.896359,6.6052125,6.6305125
"MAP6",4.767006,4.403824,4.844702,4.28983,4.333528,4.311902,4.40715
"MAP6D1",6.45947,6.505832,6.289618,6.370526,6.37961,6.356644,6.699457
"MAP7",5.848185,5.373825,5.747022,5.673567,5.555987,5.87583,5.427642
"MAP7D1",8.761472,8.550215,8.65406,8.554712,8.65406,8.65406,8.649146
"MAP7D2",5.198292,4.904602,5.049602,4.933477,5.065726,5.021596,5.127738
"MAP7D3",7.315581,7.499256,7.272443,7.211765,7.03579,7.315772,7.258018
"MAP9",4.081523,4.253684,4.027519,4.55036,4.403903,4.348252,4.126473
"MAPK1",12.13515,11.99826,12.01079,12.03123,12.0396,11.95978,11.96642
"MAPK11",5.573288,5.485295,5.567897,5.471006,5.292718,5.62762,5.565954
"MAPK12",5.793984,5.373043,5.71734,5.677636,5.413568,5.68257,5.603045
"MAPK13",8.389745,8.393143,8.213409,8.573647,8.4939,8.429026,8.237456
"MAPK14",10.67288,10.39724,10.3617,10.69326,10.85561,10.55235,10.33926
"MAPK15",6.281712,6.150152,6.380868,6.033478,6.138052,6.226081,6.133011
"MAPK1IP1L",9.504279,9.543818,9.563238,9.528834,9.357227,9.351765,9.58269
"MAPK3",10.00908,9.655037,9.696146,9.904323,9.728678,9.80106,9.85309
"MAPK4",4.77511,4.515588,4.763897,4.333407,4.682275,4.908865,4.711973
"MAPK6",6.448754,6.629382,6.695194,6.621451,6.668965,6.566383,6.710902
"MAPK7",6.922077,6.947003,6.870949,6.771862,6.827589,6.859384,6.996433
"MAPK8",8.244421,8.460796,8.343724,8.446635,8.51413,8.42027,8.32111
"MAPK8IP1",5.771359,5.572836,5.61504,5.577931,5.702097,5.418211,5.374996
"MAPK8IP1P2",5.8908055,8.1250395,8.1175445,5.732982,8.9822805,7.787184,5.7310365
"MAPK8IP2",5.832467,5.640081,5.808269,5.470282,6.047232,5.818939,5.628086
"MAPK8IP3",7.617049,7.484224,7.61119,7.563512,7.419326,7.405073,7.515234
"MAPK9",8.216304,8.434429,8.402717,8.499895,8.202915,8.365019,8.373302
"MAPKAP1",9.078128,9.150369,9.149778,9.375107,8.999789,9.134251,9.256163
"MAPKAPK2",8.716606,8.570328,8.762259,8.855968,8.674953,8.780958,8.820147
"MAPKAPK3",9.650094,9.711834,9.726713,9.906944,9.668706,9.83799,9.902565
"MAPKAPK5",8.608827,8.847509,8.925999,8.838667,8.863373,8.73869,8.838974
"MAPKAPK5-AS1",6.854074,7.151837,6.656964,7.345532,7.191293,7.093431,7.088931
"MAPKBP1",7.138785,7.07635,7.146735,7.122181,6.957826,7.020135,7.09624
"MAPRE1",9.984372,9.943563,9.932778,10.09394,9.995573,9.931804,9.922338
"MAPRE2",10.22529,10.33043,10.19663,10.13435,9.969462,10.19616,10.23577
"MAPRE3",6.463708,6.305082,6.326794,6.909163,6.848603,6.286526,6.76121
"MAPT",5.325953,4.932988,5.198654,5.398618,5.104619,5.103037,4.783634
"MAPT-AS1",4.495368,4.463586,4.558147,4.383074,4.33626,4.288401,4.275114
"MARCKS",8.988542,8.461695,8.792472,9.039186,8.918771,8.766401,8.307209
"MARCKSL1",9.351901,9.128145,9.134771,9.147948,9.022112,9.144373,9.111025
"MARCO",5.900721,5.81073,6.024516,6.112189,5.79841,5.786788,6.122611
"MARF1",11.36749,11.15419,11.21518,11.01843,11.27763,11.16848,11.13154
"MARK1",4.043057,3.988909,4.117095,4.131196,4.387438,4.153007,3.946158
"MARK2",10.0835,9.870974,9.869252,10.00024,9.93654,9.933471,9.91753
"MARK3",9.438901,9.555548,9.24805,9.311733,9.515491,9.49023,9.458746
"MARK4",7.600817,7.436877,7.44111,7.704732,7.48526,7.602896,7.681102
"MARS",9.27955,9.228262,9.576656,9.202105,9.473672,9.323575,9.265015
"MARS2",7.609191,7.509482,7.288625,7.721087,7.33093,7.692023,7.826739
"MARVELD1",7.050278,7.324318,7.246211,7.12135,7.054694,7.227913,7.167223
"MARVELD2",3.449323,3.328745,3.368479,3.434204,3.558069,3.270823,3.313359
"MARVELD3",5.201331,5.260679,5.362409,5.023556,5.074636,5.300054,5.350451
"MAS1",3.297574,3.027633,3.55605,3.11622,3.370007,3.472217,3.013271
"MAS1L",3.430556,3.069802,3.642297,3.184737,3.188258,3.068969,3.414262
"MASP1",5.042381,4.414216,5.006385,4.477227,4.952965,4.703499,4.945535
"MASP2",4.904079,4.881912,4.942194,4.716952,4.766671,4.809486,5.028088
"MAST1",5.312952,4.854422,5.170524,4.960961,5.110883,5.162859,5.225368
"MAST2",7.326209,7.372863,7.38514,7.311827,7.292381,7.452927,7.168253
"MAST3",10.23556,9.789333,10.0109,9.803397,9.986558,10.00078,10.0189
"MAST4",7.192205,6.923468,6.836125,6.650076,6.955492,6.98087,7.070219
"MASTL",7.865097,7.595505,7.922758,8.141244,7.694462,7.686847,7.52175
"MAT1A",4.970875,4.915311,4.915311,4.592424,4.918872,4.97965,4.915311
"MAT2A",10.84508,10.90641,10.88008,11.0074,10.71306,10.94225,11.2458
"MAT2B",8.797539,8.9958,8.723203,9.101048,9.006697,8.735515,8.807441
"MATK",6.911058,7.474334,6.747219,7.28221,6.965518,6.911058,6.995135
"MATN1",4.88942,4.571231,4.834369,4.664504,4.744699,4.6783,4.7083
"MATN1-AS1",6.570375,6.545918,6.549202,6.926972,6.414089,6.37182,6.537184
"MATN2",5.40037,5.271338,5.297146,5.14742,5.271338,5.528229,5.271338
"MATN3",3.055862,3.083858,3.062885,2.781321,3.337136,3.274252,3.073945
"MATN4",5.640819,5.623084,5.835992,5.437065,5.968473,5.726203,5.725292
"MATR3",8.983019,9.498811,9.360097,9.561897,9.53301,9.482659,9.300475
"MAU2",8.943469,8.901942,8.69403,8.692196,8.681342,8.709799,8.842335
"MAVS",7.866325,7.893117,8.03056,7.932626,7.699714,7.955846,8.116197
"MAX",9.942247,9.937119,9.954263,9.884565,9.871094,9.835929,9.983268
"MAZ",8.043155,8.146236,8.063785,8.176529,7.962867,8.058837,8.169224
"MB",5.582622,5.408096,5.460016,4.854826,5.558356,5.252904,5.145836
"MB21D2",6.415162,6.730764,6.563622,7.512869,6.749276,7.009157,6.774846
"MBD1",8.388681,8.257128,8.167057,8.400522,8.272225,8.125862,8.236068
"MBD2",9.017696,9.037577,9.139029,9.272844,9.287969,9.212066,9.05793
"MBD3",5.792067,5.664366,5.546633,5.511497,5.8685585,5.6879255,5.817567
"MBD3L1",3.626147,3.803125,3.659814,3.617851,3.426881,3.465764,3.273916
"MBD3L5",4.9002838,4.8218308,5.0087016,4.7522918,4.761768,4.8549992,4.6994656
"MBD4",9.117782,8.947967,9.051354,9.269228,9.145448,9.034476,9.024133
"MBD5",7.871634,8.019812,7.750051,7.916883,7.954052,7.918756,8.055986
"MBD6",8.973092,8.423621,8.630357,8.578022,8.731646,8.657371,8.848657
"MBIP",7.264854,7.934936,7.572523,7.674007,7.697309,7.741637,7.604556
"MBL2",4.140185,4.084828,4.209843,3.9452,4.167643,4.118682,4.46207
"MBLAC1",6.39114,6.258414,6.344511,6.262716,6.348288,6.398235,6.447228
"MBLAC2",6.582618,6.978961,6.418772,7.133165,6.684632,6.822211,7.047151
"MBNL1",11.68118,11.74662,11.84207,11.75575,11.73091,11.66945,11.74642
"MBNL2",9.520213,9.764763,9.940636,9.640779,9.386075,9.529325,9.743105
"MBNL3",11.67598,11.87228,11.27516,11.55404,11.40249,11.50304,11.5419
"MBOAT1",9.695436,9.776161,9.912049,9.702959,9.915269,9.739238,9.660507
"MBOAT2",9.155626,9.086102,8.759001,9.313414,9.651453,9.112867,8.601276
"MBOAT4",4.447081,4.235694,4.391842,4.475492,4.67367,4.475042,4.463163
"MBOAT7",11.32755,11.01077,11.10798,11.10397,11.13391,11.24475,11.22096
"MBP",8.809687,8.675498,8.438589,8.808165,8.735796,8.837451,8.574362
"MBTD1",8.278273,8.103992,8.296088,8.234102,8.235265,7.923266,8.229363
"MBTPS1",9.329473,9.4477,9.48475,9.445131,9.178649,9.331481,9.484272
"MBTPS2",6.8332295,7.12865,7.0928645,6.837498,6.8498705,7.0074525,7.038528
"MC1R",6.1191435,5.909607,6.250545,5.7212305,5.9914405,6.1142435,6.0743385
"MC2R",4.08997,3.868375,4.065493,3.85933,3.848917,3.806925,4.119265
"MC3R",5.64629,4.992111,5.481787,5.054226,5.099233,5.182118,5.161098
"MC4R",3.598809,3.257552,3.761606,3.671455,3.589649,3.621088,3.501145
"MC5R",5.018782,4.518095,4.437988,5.045507,4.641064,4.578305,4.663439
"MCAM",4.955379,4.516736,4.842512,4.619003,4.836531,4.802485,4.699372
"MCAT",6.457155,6.915881,6.839242,7.01356,6.629948,6.70363,6.806761
"MCC",6.101265,5.794389,5.939304,5.927568,5.641315,5.765096,6.049558
"MCCC1",7.380657,7.853435,7.51848,7.651793,7.39882,7.511374,7.670814
"MCCC2",7.473175,7.734935,7.653811,7.3999,7.197385,7.440559,7.209001
"MCCD1",6.21819633333333,6.290139,6.461154,6.13978766666667,6.195202,6.181132,6.07475966666667
"MCEE",5.996581,6.011423,5.963648,6.228807,5.981699,5.955733,6.035227
"MCEMP1",6.558558,6.239287,6.900919,7.29916,7.646984,7.069846,6.634634
"MCF2",4.322678,4.343394,4.356668,4.383847,4.088094,4.357608,4.234286
"MCF2L",5.991963,5.871821,5.977757,5.84747,5.681573,5.723722,5.8887
"MCF2L2",5.98918,6.129965,6.645209,6.161394,6.141543,6.013856,6.073073
"MCFD2",8.187619,8.113989,8.258669,8.48091,8.250066,8.306504,8.333859
"MCFD2P1",2.593808,2.602482,2.790051,2.694376,2.548468,2.494363,2.826339
"MCHR1",5.461571,5.480752,5.671986,5.208988,5.453446,5.601332,5.738602
"MCHR2",4.197877,4.179601,4.139404,4.023755,4.119829,4.001216,3.898327
"MCL1",11.78055,11.61006,11.72903,11.79454,11.79959,11.66848,11.65323
"MCM10",4.834302,4.732994,4.992395,4.570349,4.828706,4.998986,4.668451
"MCM2",6.577462,6.612984,6.658401,6.347934,6.234757,6.445447,6.426723
"MCM3",7.661891,7.993383,7.967653,7.711215,7.691723,7.710228,7.715423
"MCM3AP",7.468452,7.34411,7.505212,7.244215,7.677612,7.47014,7.240046
"MCM3AP-AS1",6.374481,6.050816,5.972053,6.372533,6.489089,6.313044,6.604576
"MCM4",4.5295005,4.5109535,4.654516,4.357246,4.630218,4.4390205,4.5434185
"MCM5",8.198025,8.350264,8.338963,8.272718,7.974545,8.175372,8.419548
"MCM6",6.526082,6.911216,6.736826,6.722854,6.508231,6.673672,6.601737
"MCM7",8.156712,8.211324,8.174139,8.203439,8.24707,8.114727,8.186601
"MCM8",6.402037,6.3148575,6.2396245,6.353304,6.442643,6.3767795,6.299321
"MCM9",7.1858375,7.3525275,7.47508,7.504888,7.3999705,7.3001485,7.36472
"MCMBP",8.792857,9.188984,9.275223,9.249043,9.438989,9.232195,9.293795
"MCMDC2",4.621849,4.584329,4.719345,4.635335,4.51317,4.657637,4.626568
"MCOLN1",9.562811,10.1672,9.192415,9.806187,10.01553,9.424257,10.01771
"MCOLN2",7.027091,7.703616,7.860469,7.452838,7.474634,7.460104,7.205506
"MCOLN3",4.621994,4.982639,4.942743,5.535841,5.396973,5.469514,4.981909
"MCPH1",8.069888,8.204302,8.141101,8.208548,8.093386,8.045973,8.182456
"MCPH1-AS1",4.324186,4.040618,4.29844,4.219707,3.927694,4.0494,3.593242
"MCRIP1",6.9096,6.925353,6.848003,7.237839,6.87364,6.914654,7.114042
"MCRIP2",6.440692,6.366169,6.487761,6.644968,6.027459,6.317443,6.476378
"MCRS1",8.253165,8.541968,8.252178,8.647055,7.963405,8.242021,8.341293
"MCTP1",8.90638,8.721548,9.094802,9.024042,9.190286,8.934102,8.77486
"MCTP2",10.33043,9.678496,9.876755,9.911036,10.40941,9.920963,9.848604
"MCTS1",7.524016,7.631882,7.444245,7.475443,7.607371,7.284265,7.447042
"MCU",8.58352,8.338117,8.56221,8.528149,8.608574,8.527177,8.443199
"MCUB",9.327621,9.600533,9.611452,9.565344,9.424076,9.717856,9.661157
"MCUR1",6.305431,7.201268,6.79806,6.696144,6.902132,6.8378,6.850347
"MDC1",6.495183,6.8597,6.674193,6.59658,6.759874,6.664635,6.731993
"MDFI",6.565191,6.038877,6.478813,6.173811,6.206944,6.206944,6.364399
"MDFIC",8.025609,8.216481,8.108663,8.320346,8.31512,8.205321,8.141303
"MDGA1",7.6756425,8.376233,8.035453,8.204498,7.9282515,7.540824,8.278974
"MDGA2",4.338463,4.235471,4.589192,4.262048,4.275692,4.175946,4.455056
"MDH1",6.923301,7.518856,7.284711,7.622656,7.431405,7.375357,7.271163
"MDH1B",3.368931,3.583657,3.192828,3.285053,3.209808,3.429827,3.52167
"MDH2",10.36026,10.68635,10.56391,10.52918,10.14003,10.48898,10.69384
"MDK",5.784796,5.83217,5.791402,5.670328,5.774731,5.685639,5.962122
"MDM1",7.156357,7.444702,7.459678,7.499517,7.716168,7.535881,7.09545
"MDM2",10.08097,10.13114,10.0753,10.30185,10.39705,10.21044,9.808217
"MDM4",9.868005,9.972023,9.754502,9.621631,9.848806,9.746896,9.811683
"MDN1",7.284462,7.359211,7.411623,7.02988,7.181678,7.171715,7.17012
"MDP1",5.676137,5.593393,5.6808725,5.7196695,5.5731625,5.451516,5.5735825
"MDS2",6.449117,6.364416,6.392999,6.721631,6.222162,6.219593,6.883833
"ME1",5.608855,5.82144,6.480025,5.770208,5.720651,5.835957,5.702734
"ME2",9.765841,9.697664,9.773105,9.719232,9.972563,9.783801,9.722644
"ME3",6.393328,6.600973,6.415606,6.631681,6.467169,6.801584,6.218379
"MEA1",8.808374,9.366035,9.049482,9.200387,9.088461,9.138033,9.112517
"MEAF6",7.981121,8.307917,7.911965,8.423648,8.090343,8.02715,8.254402
"MEAK7",5.995329,6.436486,6.555046,6.348538,6.330582,6.326578,6.328181
"MECOM",4.741159,4.4351765,4.85662,4.4238405,4.507823,4.3966295,4.3684635
"MECP2",8.982022,8.931102,8.98288,9.031267,8.918078,8.945252,9.092483
"MECR",6.946788,7.27122,6.924059,7.264227,6.934955,6.965277,7.081431
"MED1",9.696964,9.658915,9.675565,9.505725,9.613924,9.630871,9.767058
"MED10",7.771424,8.605567,7.911556,8.133223,7.912268,8.108944,8.234788
"MED11",7.064322,7.461661,7.091032,7.722272,7.693198,7.518816,7.35912
"MED12",9.796193,9.332641,9.637379,9.287555,9.573543,9.519289,9.437426
"MED12L",5.352246,5.022328,5.693974,5.162219,5.392061,5.224608,5.122478
"MED13",10.17325,9.914648,10.23965,9.977677,10.25385,10.01295,10.03678
"MED13L",11.0032,10.65356,10.98188,10.5671,10.8182,10.69554,10.74537
"MED14",9.79574,9.664465,9.790501,9.429221,9.64043,9.57266,9.67676
"MED15",10.25362,10.28502,10.22361,10.13568,10.15993,10.27637,10.43564
"MED16",8.681654,8.517552,8.448812,8.724405,8.476461,8.439403,8.880205
"MED17",6.23684633333333,6.21027533333333,6.12348933333333,6.011979,6.06402966666667,6.06155033333333,6.06082133333333
"MED18",6.039453,6.086967,5.91649,6.264997,6.597499,5.97623,6.145994
"MED19",5.657518,5.988052,5.791727,5.650648,5.555893,6.062688,5.582735
"MED20",7.27213,7.307024,7.347857,7.563101,7.492677,7.386957,7.389297
"MED21",8.722263,8.978078,8.907625,9.198019,9.213535,9.155757,9.031148
"MED22",7.976457,7.9653585,7.821709,8.2631345,7.7227145,7.8987325,8.1619455
"MED23",9.475337,9.3472,9.408052,9.344603,9.419348,9.297154,9.395451
"MED24",8.040653,8.240705,8.346416,8.166734,8.033054,8.070473,8.31345
"MED25",9.175562,8.962104,8.604395,9.048103,9.11834,8.971983,9.13216
"MED26",7.420131,7.429096,7.330088,7.311505,7.416584,7.402751,7.484263
"MED27",7.6116385,7.809543,7.5265445,7.7875715,7.788813,7.6602165,7.925263
"MED28",9.105668,9.278666,9.151053,9.572989,9.249919,9.382782,9.229401
"MED29",8.00692,8.013439,7.819328,8.131371,8.049555,7.977392,8.272822
"MED30",5.975992,6.147621,5.831849,6.097592,6.137883,6.123021,5.967602
"MED31",8.389965,8.429075,8.01792,8.614483,8.559828,8.39655,8.458157
"MED4",7.309837,7.703088,7.466474,7.675014,7.8037,7.605298,7.593457
"MED6",8.380091,8.399237,8.460112,8.364491,8.26806,8.280458,8.151916
"MED7",7.47204,7.697744,7.152808,7.938358,7.581464,7.778231,7.607092
"MED8",8.02632,7.982246,8.101849,8.225939,8.08824,7.983459,8.148929
"MED9",6.300491,6.023426,6.178206,6.006693,5.70109,6.192195,6.311853
"MEDAG",3.716577,3.444113,3.713864,3.72032,3.682806,3.649055,3.572045
"MEF2A",9.118491,8.708148,9.084941,8.969538,8.951416,8.897061,8.926416
"MEF2B",7.711047,7.753138,7.340074,7.713574,7.626917,7.583678,7.602111
"MEF2C",9.41701,9.3612205,9.730792,9.7163695,9.167023,9.427579,9.4228235
"MEF2D",9.274315,8.943954,9.08189,8.909031,8.938341,9.015011,9.089338
"MEFV",9.891723,9.075727,9.548556,9.792823,9.721237,9.552372,9.358917
"MEG3",6.240517,5.533703,5.84794,5.862607,5.373353,5.744777,5.629452
"MEG8",3.04115214285714,3.01402142857143,3.13131314285714,2.88017657142857,2.950394,2.89239971428571,2.86179828571429
"MEGF10",4.655469,4.393796,4.602549,4.329008,4.246226,4.69882,4.438591
"MEGF11",6.134254,5.959889,6.436403,5.683893,5.938288,5.908829,6.042358
"MEGF6",7.197425,7.008038,7.321719,7.145823,7.108361,6.925147,7.303018
"MEGF8",5.732054,5.463278,5.560206,5.1781635,5.412546,5.288655,5.627825
"MEGF9",11.7173,11.36954,11.70061,11.68785,11.78714,11.63103,11.60694
"MEI1",5.250775,5.552017,5.57764,5.558446,5.323811,5.161749,5.625012
"MEIG1",3.015463,3.086759,3.117376,2.966443,3.05036,3.123122,2.896482
"MEIOB",2.934668,2.874431,3.308967,3.176187,2.82511,3.070992,2.904434
"MEIOC",3.0074,2.92061,2.931394,3.019579,3.006477,2.939398,2.751882
"MEIS1",5.945809,6.255608,6.231531,6.515279,6.228239,5.918849,6.268883
"MEIS2",4.211994,4.306618,4.028515,4.198209,4.177717,4.162013,4.065553
"MEIS3",5.880997,5.995814,6.332857,6.033298,5.875512,5.991808,6.158291
"MEIS3P2",5.503607,5.6397485,5.585015,5.374077,5.401963,5.5285675,5.2003205
"MELK",4.697499,4.629002,4.91149,4.697499,5.063285,4.839621,4.635889
