,Posttreatment_Quercetin1,Posttreatment_Quercetin2,Posttreatment_Quercetin3,Posttreatment_Quercetin4,Posttreatment_Quercetin5,Posttreatment_Quercetin6,Posttreatment_Quercetin7
ID_REF,GSM192996,GSM1923003,GSM1923009,GSM1923016,GSM1923019,GSM1923023,GSM192997
8087782,4.365076,4.353242,4.196247,4.081773,4.026505,4.155137,3.958197
8012924,6.259627,6.16809,6.264122,6.109047,5.919204,6.249485,6.337104
8091867,2.363086,2.383857,2.494069,2.242755,2.287734,2.252481,2.36627
8004431,9.367439,9.190186,9.36693,9.688847,9.720143,9.355906,9.735647
8120342,4.611856,4.773708,4.574071,4.605626,4.892777,4.575049,4.104976
8139873,7.038947,6.982944,7.018359,7.063101,7.050397,6.831571,7.189348
7928019,8.793375,9.422806,8.855708,8.595318,8.935326,9.811483,8.749873
8115584,9.637715,9.936969,9.915102,9.816333,10.03542,9.723922,9.770022
8065550,6.813664,6.994556,6.896454,7.009447,7.269141,7.221901,7.007999
7954065,5.190579,5.331105,5.046995,4.972088,4.900958,5.214338,4.862202
8177169,5.129528,5.487034,5.180251,5.296203,5.523489,5.474447,5.158766
7973028,3.274212,3.29784,3.143651,3.668101,3.4615,3.187958,3.014347
7994683,7.135433,7.133407,7.083441,7.181817,7.370903,7.317589,7.325881
8031646,6.875063,6.562541,6.744285,6.263214,5.908566,6.718468,6.208055
7970473,7.585835,7.456857,7.489561,7.682923,7.368694,7.512559,7.743355
8013776,8.070662,8.356081,8.188136,8.220282,8.50764,8.12051,8.176651
7953622,6.676232,7.117186,6.856181,6.601827,7.085185,6.95156,6.732524
8175151,5.150708,5.278009,5.07025,4.669319,4.854577,5.150708,5.07784
8154916,8.269666,8.090427,8.108669,8.287783,8.310832,7.964618,8.274331
7934196,12.13558,12.01055,12.10968,12.08619,12.1577,12.00336,12.20067
8120654,7.174736,6.067118,6.630307,6.328763,6.647735,6.824768,7.141664
8103535,7.454391,7.829153,7.725588,7.581885,7.931166,7.794899,7.737904
7905428,6.323931,6.690133,6.236532,6.246262,6.475253,6.293229,6.618594
8010785,4.631053,4.939022,4.894446,4.966075,4.940554,4.719796,5.150628
7950271,8.096745,7.951841,8.231118,7.889781,8.322892,8.13072,8.159916
8092220,3.942897,3.96737,3.697528,3.925678,3.757304,3.798629,4.063951
8123336,3.558098,3.640627,3.823698,3.870497,3.79014,3.82645,3.561367
7997933,7.194609,7.033429,7.559625,7.233179,7.787073,7.301973,6.953661
8098895,6.485241,6.368793,6.283932,6.043221,6.250099,6.37579,5.844285
7943297,8.093614,7.924358,8.006852,7.926832,7.567445,8.231038,8.280786
8167287,7.720479,7.581812,7.684887,7.854667,7.678616,7.676808,8.094343
7990283,5.695966,5.370956,5.534477,5.653346,5.786951,5.525376,5.664416
7965800,5.190256,4.714473,5.326945,5.1187,4.969882,5.107664,5.33792
8090823,4.690989,4.979199,4.897806,4.908831,4.692929,4.856968,4.823617
8075963,6.330125,6.217346,6.065735,6.266493,6.461046,6.294106,5.453873
7974481,9.198995,9.144163,9.019022,8.816075,9.039342,9.051097,8.910536
8128371,4.831563,4.481839,4.454856,4.574122,4.859117,4.642087,4.216899
8060418,9.729677,9.465782,9.614139,9.727118,9.641386,9.801877,9.605799
7910550,8.675098,8.399779,8.714281,8.318774,8.441988,8.45863,8.521419
7974253,4.934701,5.36325,4.80455,4.731751,4.951651,4.93125,4.555053
8002133,8.750836,9.047994,9.004575,9.158346,9.525257,8.967113,9.277342
8133366,4.756701,4.999879,4.654836,4.941028,4.671134,4.940339,4.65244
8019083,6.450116,6.283814,6.238844,6.306274,6.067001,6.257451,6.259652
7919606,10.31567,10.40913,10.28939,10.77149,10.67945,10.49523,10.43557
8038202,6.526085,6.304651,6.772692,6.514649,6.665018,6.794539,6.908153
8096176,6.15833,5.401121,5.889761,5.92624,5.89444,6.247099,6.078417
7948167,3.946923,4.670993,4.373446,4.25626,4.252984,4.400726,3.950495
8141648,5.000828,6.129116,5.255183,5.187901,5.053352,6.095798,5.556156
8103789,4.155249,4.561295,4.958577,4.768926,5.248011,4.563537,4.999098
8036357,6.437594,6.175064,5.990477,6.162821,5.722647,6.053982,6.339828
8048870,3.125132,3.492346,3.255622,3.281108,3.252631,3.266038,3.229331
7942809,4.096384,4.569713,4.42101,4.371744,4.484047,4.423114,4.068674
8136140,7.854202,7.480981,7.445769,7.624195,7.53017,7.564103,7.836369
7961069,4.419522,4.212632,5.360479,4.786957,4.344761,4.736655,4.853702
8019280,6.794893,6.927778,6.873658,6.982945,6.590088,7.058297,6.855864
8115487,6.640083,6.392472,6.168927,6.275538,6.426426,6.230228,6.395131
8145854,9.833238,9.734205,9.819594,9.783063,9.657529,9.821001,9.91823
8066254,7.607325,7.560296,7.394976,7.796704,8.024602,7.316202,8.033067
8164781,8.260721,8.517699,8.376707,8.418613,8.393256,8.41262,8.337152
8137437,3.259822,3.353116,3.335931,3.216707,3.212644,3.207781,3.349471
7944739,6.384016,5.545768,6.367381,6.082257,5.667926,6.083567,6.851073
8040286,3.187833,3.60701,3.055149,3.15083,3.048734,2.944444,3.57666
8096415,6.396863,7.164223,5.867813,5.937006,6.127737,5.998862,6.295387
8003056,5.354627,5.286751,5.363434,5.253273,5.363403,5.325266,5.293861
8010719,6.043706,6.043706,6.034157,5.89274,6.119631,6.147405,5.859685
8178884,10.88595,10.59391,11.11265,10.75028,10.87273,10.77415,10.63579
8067208,4.078872,5.066279,4.265394,4.495704,4.500642,4.421198,4.367578
7999387,4.624557,4.753275,4.56772,4.769564,4.681396,4.599425,4.269697
7979204,3.496615,3.479177,3.435918,3.54087,3.512425,3.572418,3.693393
8075198,2.89724,3.066908,2.718389,3.093306,3.166272,2.955497,3.34701
7982751,4.294174,4.095116,4.535381,3.831406,4.208543,4.223425,4.576148
7999547,5.118085,3.987064,4.735161,4.124299,5.597982,3.8657,4.022797
8090690,4.935198,4.892356,5.019825,5.019825,4.979984,5.019825,5.019825
7914617,8.166815,8.00243,8.161673,7.994677,7.988888,7.981702,8.061158
8142628,2.955964,3.171027,3.115453,3.126129,3.274299,3.252032,3.060177
7922200,7.554615,8.632149,7.647707,7.271048,7.676266,7.897357,7.767298
8120102,8.452735,8.340014,8.270077,8.11199,8.340014,8.962133,8.343721
8046848,8.705023,8.767647,8.511851,8.594903,8.503096,8.603963,8.826788
8010778,6.776027,6.678453,6.859758,6.938088,6.95153,6.87338,6.613729
8106025,8.31768,8.175596,8.241385,8.202287,8.080605,8.306824,8.468725
8174556,4.119143,4.398719,4.551195,4.395806,4.381258,4.464993,4.542432
8071713,7.440857,7.355687,7.257827,7.557708,7.372,7.314964,7.405931
8090464,5.411582,5.455251,5.499704,5.302236,5.562647,5.581932,5.317234
7917794,2.838724,2.956488,2.789152,2.683064,2.997928,2.78484,2.986167
8154215,6.874401,6.142254,6.223064,6.446911,5.914896,6.383363,6.744431
8139772,3.386302,3.605325,3.180118,3.032748,3.197178,3.172091,3.053659
8137675,6.490203,6.390079,6.326416,5.760918,6.431975,6.269262,6.179701
7961249,6.110267,6.020812,6.330253,5.755197,5.385376,6.39675,6.005532
8006865,5.691198,5.954434,5.824237,5.610255,6.003621,5.948751,5.741447
8015796,3.462975,3.115249,3.647623,3.391231,3.518185,3.053289,3.436921
8133163,4.949052,4.286714,4.769272,4.762702,4.405673,4.667569,4.94308
8014603,8.550396,8.51301,8.529481,8.994824,8.864747,7.945326,8.767867
8178234,6.270648,6.086366,6.25938,6.289037,6.06952,6.117042,6.316645
7936280,4.0078,4.430508,4.068418,4.033894,3.979609,4.133911,3.926702
7926354,2.711544,3.026759,2.920673,3.099751,2.850236,3.095948,2.996308
7923007,7.312077,6.951748,7.155355,7.124979,6.82868,7.083011,7.455967
8040417,3.361065,3.716561,3.364903,3.486469,3.580208,3.580102,3.266105
8064322,4.868698,5.38444,5.210927,5.43646,5.011142,5.345559,5.156518
7910905,2.919944,3.263325,2.977087,3.022146,2.963191,2.866378,3.169051
8177003,12.08838,12.07628,12.17946,11.98118,12.15291,11.90983,11.97484
7989224,11.26603,10.94577,11.188,10.95203,10.99841,10.94928,11.10527
8022310,4.033682,4.320684,4.557008,4.872674,4.412478,4.452384,4.264048
7944042,9.668046,9.634336,9.813609,9.568473,9.448723,9.813275,9.546741
8049073,12.2797,12.56978,12.56461,12.66541,12.3533,12.55539,12.2889
7992863,5.111706,5.429964,5.529991,5.209784,5.279509,5.011483,4.658454
8164067,8.920794,8.913956,8.951806,8.963655,8.810534,8.850817,8.985531
8144586,8.473686,8.244078,8.463221,8.343569,8.377592,8.483015,8.627474
8136662,10.97341,10.96646,11.14476,11.32089,11.37816,11.18729,11.14031
7914326,5.69243,6.309014,5.88931,5.979856,5.951816,6.384504,5.773484
8061129,7.183774,7.374431,7.729612,7.664203,7.193591,7.118101,7.669209
7933976,8.094978,8.254981,8.321021,8.365488,8.104504,8.518861,8.024788
8086201,8.126828,8.039306,8.101583,7.998139,8.087408,8.015956,8.230551
8113037,2.285688,2.325845,2.182852,2.223606,2.339761,2.243719,2.165888
7978222,5.390485,5.368895,5.065424,5.107294,5.445119,5.412357,5.390485
7942091,7.486233,7.589696,8.069345,7.85677,8.134385,7.570963,7.687417
8160771,4.892773,5.00216,4.985333,5.201008,4.799698,4.83089,4.61408
8019517,3.949317,4.072078,4.263994,4.146821,4.179649,4.250334,4.065237
8056047,6.924031,6.499708,6.691436,7.029137,6.464969,6.577963,7.159946
8137008,11.27529,11.18811,11.09815,10.92546,11.034,10.9325,10.97693
8007212,9.442242,9.485958,9.494875,9.626957,9.774424,9.40061,9.546148
8139256,6.833724,6.384264,6.636304,6.941594,6.920775,6.778268,7.054379
7977432,6.335887,6.879893,6.476501,6.489307,6.481212,6.560923,5.822155
7939137,9.797372,9.654087,9.665258,9.634577,9.48007,9.566985,9.857409
7914015,5.879964,5.938262,5.783633,5.578066,6.079973,5.94857,5.589924
8029413,6.965837,6.980336,6.971879,7.01476,6.690452,6.971879,7.215104
8031933,9.805247,9.567191,9.82708,9.418295,9.416276,9.149005,9.687819
8132811,3.054635,3.606144,3.16581,2.959008,3.202877,3.286862,3.153596
8066683,5.119828,5.730515,5.287766,5.076579,5.259868,5.348703,5.089869
7928551,6.283978,6.705522,6.470129,7.322579,6.38431,6.009103,6.593474
8027665,6.242589,6.501682,6.498814,6.465992,6.285521,6.271225,6.333492
8121622,4.285898,4.273471,4.159788,4.02042,4.023921,4.368721,4.427534
8136336,4.433082,4.437064,4.321175,4.32349,4.179677,4.412924,4.303117
7993024,5.42836,5.354961,5.133311,5.25456,5.142735,5.200493,5.138112
8162084,4.656237,4.62232,4.751115,4.920582,4.604159,4.566,4.831635
8151747,7.546535,7.86024,7.515948,7.549957,7.490393,7.667624,7.505855
8084832,3.858289,3.910882,4.228332,4.263342,4.237713,4.294342,4.273454
8146943,4.320016,3.67937,3.856819,4.184714,4.904488,4.121447,5.151562
8142646,2.526336,2.629799,2.561289,2.597867,2.549125,2.525502,2.647667
8091039,5.627145,6.018026,5.52463,5.739676,5.547908,5.82191,5.51472
8013243,6.451536,5.983665,6.233304,5.883961,5.724504,6.190368,5.904914
8146921,6.857445,6.784275,7.103863,7.292861,6.936868,7.188776,7.410737
7917516,10.09378,10.66722,10.36929,10.7712,11.5434,10.87446,10.97775
8044745,8.947988,8.630651,8.610189,8.661402,8.595811,8.515442,8.844557
8104788,3.494002,3.395833,3.586075,3.141158,3.128927,3.472331,3.935309
8098740,6.535542,6.67907,6.511135,6.521174,6.638929,6.587629,6.34718
8014891,10.15821,9.768295,9.969798,10.41357,9.75425,10.1367,10.40721
7912473,6.156014,6.279521,6.021149,5.736616,6.479956,6.12067,5.659229
8160016,7.858703,7.739105,7.608251,7.70167,7.46395,7.613432,7.795083
7992147,5.715318,5.832794,5.67025,5.845975,5.957739,5.693235,5.452016
8147748,2.058946,2.188451,2.173373,2.159421,2.160293,2.271576,2.313328
8085062,8.392614,7.616698,7.763619,7.451413,8.684663,7.63698,8.477791
7960143,7.462348,7.223892,7.244895,7.321385,6.694516,7.291905,7.209761
8112196,3.432332,2.668242,2.67064,2.784177,2.9849,2.397259,2.505177
8087372,8.237033,7.885482,8.253011,8.191545,8.248894,8.033906,8.207582
8170633,4.986371,4.724768,4.728275,4.551068,5.409844,4.626031,4.706495
8107133,8.647541,7.163038,7.59542,8.504299,8.562647,8.267998,8.175504
7938261,4.070958,4.610996,4.343595,4.306082,4.566761,4.475968,4.171512
8100768,3.738125,3.981727,4.011675,3.9175,3.950387,3.734067,3.916014
7970194,5.811625,5.977506,5.773529,6.015225,5.899244,5.977506,5.675143
8021866,8.303534,8.147522,8.288404,8.196213,8.410358,8.291327,8.40937
8004385,5.448664,5.738185,5.511656,5.433822,5.623998,5.418056,5.300491
8038942,6.571415,6.46018,6.328318,6.151324,5.727314,6.46961,6.500664
8049471,6.043103,5.926774,5.766559,6.123233,5.706056,5.777699,6.331299
8116295,1.983805,2.124523,2.041259,1.944219,2.05129,1.922204,2.281041
8013507,5.904608,5.713094,6.082854,5.734728,5.897937,5.935451,5.626491
8170468,5.199143,5.51102,5.64923,5.840158,5.543879,5.370956,5.637228
8178050,12.07197,12.05353,11.96247,12.0577,12.00369,12.02095,12.04258
8108013,6.169623,6.706073,6.290188,6.443169,6.587218,6.403902,6.625778
8058695,6.062754,6.172303,6.408932,6.099589,6.044689,6.207933,6.269525
8037283,5.003655,4.878308,4.859303,4.908831,4.900857,5.515788,5.04056
8045165,4.302835,4.333059,4.610787,4.392546,4.633873,4.723299,4.585676
8173506,3.900731,4.519158,4.07863,4.075749,4.014279,3.901579,3.947961
7987048,10.37729,10.25169,10.47827,10.43054,10.42406,10.3574,10.33091
8074632,7.454335,7.271325,7.435158,7.61443,7.397896,7.19392,7.414096
8049301,4.337506,4.329185,4.229182,4.109999,4.198002,4.318274,3.983727
8034084,5.819678,5.133666,5.460152,4.688232,5.537614,5.514542,5.580511
7904883,7.4967,6.915948,7.153218,6.96695,7.160014,7.069936,7.276863
7921909,3.071577,3.638743,3.51201,3.689627,3.726951,3.639473,3.25656
7973056,10.4627,10.30457,10.36573,10.23337,10.15175,10.01708,10.15434
8063345,8.312274,8.304824,8.409233,8.36249,8.232911,8.446096,8.402939
7935011,7.243882,6.632097,7.177291,6.997809,7.093421,7.253347,7.478056
7955132,4.077763,4.20074,4.055835,4.050798,4.044415,4.369213,4.069043
8015187,6.786949,7.315143,7.163896,6.953477,7.137116,7.433517,6.739251
8027860,5.463935,5.266764,5.039306,5.721264,6.206691,5.333049,6.234951
8015357,4.159258,4.736118,4.425051,4.694662,4.743787,4.63054,4.35168
8155493,4.419522,4.915504,4.302413,4.197299,4.847871,4.54033,4.606142
8059965,3.336652,3.798634,3.459419,3.537285,3.436721,3.678086,3.720358
7978760,8.699996,8.717468,8.708557,8.786078,8.668322,8.648983,8.951246
8115302,3.955237,4.012998,3.796557,3.871593,4.177909,3.953385,3.985722
7990436,8.878274,8.855227,8.901507,8.951063,8.92815,8.6777,8.911673
8120552,7.194041,7.00868,7.056825,7.037876,7.073975,6.783762,7.199131
7950442,4.576496,4.207662,4.476661,4.551867,4.366568,4.222557,4.299931
7903109,2.122753,2.334289,2.199379,2.18227,2.133572,2.238256,2.406683
7933071,7.871332,7.112876,7.396541,7.633124,7.042076,7.293044,7.457874
7902911,5.008499,5.425479,5.275221,5.230129,5.3094,5.355171,5.078798
7922125,2.787142,2.621266,2.629859,2.57684,2.745804,2.670171,2.645299
8152041,9.315356,9.1856,9.242837,9.385296,9.018507,9.49551,9.460436
7934244,6.89902,6.880714,7.111993,6.624705,7.044258,6.809562,6.89902
8128052,8.351847,8.069671,8.415786,8.164625,8.177771,8.267483,8.43541
8096463,7.513382,7.463402,7.544598,7.513688,7.103246,7.47771,7.914069
8140170,7.773698,7.512257,7.720998,7.679722,7.52112,7.503169,7.764139
7916229,7.537291,7.206652,7.237247,7.416716,7.334193,7.028989,7.463295
8008995,3.462258,3.622215,3.605113,3.350427,3.549541,3.576545,3.44378
8175574,5.347367,4.437837,4.832438,4.846595,4.992805,4.717131,5.056211
8086465,3.262766,3.683859,3.581541,3.318587,3.211007,3.369008,3.628415
7941236,9.012857,9.099175,9.293772,9.143307,9.616764,8.81815,8.791423
8176986,5.922363,6.028854,6.023416,6.146261,5.952008,6.002385,5.878936
8139118,8.81599,8.568817,7.243819,7.346848,6.713837,9.017775,9.294551
8087461,6.977782,6.745366,7.004679,7.010149,6.91317,7.129432,6.972768
8168602,5.507539,5.839246,5.626341,5.545428,5.913317,5.510229,6.0518
8129706,8.912913,8.913054,8.692149,8.615959,8.420259,9.03761,8.420496
8078984,7.698996,7.667177,7.578589,7.713394,7.548781,7.37017,7.986906
8075846,4.991911,4.978974,4.649351,4.855838,4.840996,4.96913,4.748982
8061262,6.832264,6.828327,6.860893,7.003619,6.632669,6.879514,6.989189
7939875,2.347749,2.577916,2.229297,2.669795,2.380816,2.440276,2.276637
8179174,11.84291,11.76899,11.85593,11.82614,11.62751,11.73308,11.84182
8104394,5.470607,5.722715,5.718639,5.541593,5.545178,5.632202,5.261897
8039144,6.218304,6.453719,6.45202,6.405498,5.607486,6.218304,6.096775
8113658,4.934673,5.258326,5.427809,5.26637,5.052167,4.958161,5.439513
7951824,5.361389,5.747512,5.142355,5.315043,5.605626,5.436999,5.4109
8110068,3.778798,3.895158,3.960091,3.939702,4.195562,4.025585,4.029926
7912257,7.600739,7.592534,7.604516,8.081631,7.843836,7.591747,8.052834
8130372,2.841142,3.145397,2.853857,3.022766,2.899354,2.780067,2.860265
7931977,4.920685,4.950385,5.014953,5.09634,5.033937,5.179786,4.806715
7969609,2.817931,3.090827,2.909033,3.035096,2.969337,3.020178,3.048493
8086051,5.072802,4.843224,4.627822,5.247173,5.306091,5.039984,4.500151
8104648,3.258009,3.629489,3.40066,4.044742,3.696579,3.220736,3.620316
7946401,4.644301,4.59486,4.565603,4.625233,4.626116,4.307669,4.49621
8145438,4.610343,5.056428,4.589673,4.55566,4.537008,4.71399,4.350005
7969271,7.433078,7.260312,7.310288,7.378372,7.164017,7.527869,7.587239
8061445,6.354747,6.676273,6.632991,6.415474,6.955368,6.526074,6.437705
8002987,8.25344,8.272825,8.279713,8.521122,8.135858,8.116031,8.526505
8094518,2.50181,2.466687,2.49299,2.554939,2.619424,2.431773,2.435042
8004948,4.939859,4.878308,4.541059,4.68443,4.464648,4.693095,4.269722
8088476,2.412202,2.463305,3.043666,2.957317,2.668,3.285602,2.194286
8058221,10.45706,10.88456,10.36405,9.869481,10.13707,11.28399,10.14516
7968260,6.103038,6.604972,6.294103,6.320457,6.23927,6.186692,5.99627
8075637,6.932858,6.627723,6.665954,6.485698,6.560561,6.05466,6.506976
7926223,9.110958,8.878545,9.111111,9.069518,9.271846,8.989347,9.106113
7982018,2.347082,2.341581,2.395099,2.342474,2.461329,2.466358,2.215476
8085774,5.034738,5.925752,5.079466,5.241829,4.965423,5.144759,4.747492
8061685,9.155678,8.922049,9.045749,9.235676,9.406796,9.033338,9.112503
7975705,7.664016,7.468981,7.365351,7.477353,7.483738,7.32403,7.415046
8013616,6.760532,6.416367,6.832949,6.226186,6.381592,6.63109,6.077568
7938559,4.489719,5.008797,4.328572,4.350743,4.575272,4.335669,3.844102
7993800,7.918508,7.978777,8.018843,8.007006,8.171987,7.87182,8.253421
8035694,7.844004,7.54887,7.641793,7.733709,7.495613,7.861445,7.922802
8051028,5.868321,6.53302,6.559589,6.732072,6.436701,5.983141,6.436514
8093096,6.443615,5.91601,6.498827,6.579412,6.086604,6.215814,6.521512
8005695,5.890293,5.993712,5.723383,5.737987,5.877687,5.641394,5.695891
7931764,5.763454,6.400346,5.762545,6.16871,5.789833,6.503638,5.339773
7992032,5.768818,6.066643,5.686139,6.171722,6.040628,5.929833,5.969718
8119396,5.652154,6.348627,6.296869,6.082859,5.970486,6.467971,5.87544
7908125,6.773534,6.627376,6.759976,6.830205,6.872935,7.007211,6.785834
8078173,9.994209,9.841547,9.676752,9.269852,9.443672,9.455921,9.503314
7968796,2.922133,3.222878,3.159762,2.989801,3.169157,2.937459,2.897049
8048317,5.283433,5.284101,5.515018,5.202479,5.434363,5.529174,5.169784
8085946,7.792122,7.427987,8.145447,8.681267,7.411049,8.095303,9.033834
7998668,5.487799,5.890548,5.600183,5.534994,5.790304,5.699069,5.312505
8073513,7.877888,8.000898,7.896208,8.029285,8.0392,8.037127,8.092468
7927649,6.896974,6.775333,6.76629,6.854665,7.041296,6.524506,7.30613
8168461,3.925894,3.731673,4.032597,3.373874,3.480793,3.958959,3.445188
8098916,7.402034,7.102475,7.46447,7.349595,7.380239,7.170907,7.371228
7956488,5.278347,5.306282,5.319259,5.434414,5.497402,5.274009,5.470306
8099255,5.61745,5.841681,5.467619,5.386728,5.222322,5.560986,5.473603
7963646,8.246529,8.20874,7.751461,8.222694,8.119041,8.234786,8.116104
8167441,6.849436,6.602408,6.806941,6.656576,6.699404,6.756059,7.023002
8139488,6.487218,6.719377,6.648635,7.032658,6.645497,6.659778,6.790475
8145175,8.031154,7.908122,8.306753,8.219518,8.138641,8.005646,8.127985
7980481,3.598981,3.861744,3.745252,3.610471,3.977815,3.887145,3.583482
7930917,6.544044,6.409393,6.730423,6.707932,6.573843,6.44421,6.859494
7959772,6.675185,6.708716,7.040334,7.026649,6.676744,6.925422,6.650137
7987099,5.447373,5.769111,5.575494,5.393229,5.209465,5.698184,5.339564
8124691,8.281175,8.386248,8.454242,8.390375,8.373704,8.241173,8.424946
7928915,6.285608,6.420981,6.293437,6.420256,6.392693,6.453701,6.382377
8131296,5.961137,6.521943,6.219456,6.184904,6.220854,6.478135,5.55834
7944262,7.056925,7.072631,7.052457,7.319062,7.613561,7.132294,7.115382
8171791,2.880328,3.158854,3.000764,3.226148,3.060071,3.03415,3.113493
7910946,2.235148,2.290955,2.091078,2.073226,2.157714,2.154965,2.342505
8009513,5.831835,6.212084,5.736388,5.726189,5.768899,5.585419,5.50476
8090152,3.834214,4.27166,3.980648,3.918293,4.040291,4.019361,3.802291
8070900,4.339298,5.221641,5.10732,4.535696,4.876232,5.177357,4.695149
8021150,5.096488,4.749999,4.891025,4.727772,4.809586,4.563262,4.919447
8166797,9.562304,9.467911,9.560757,9.567797,9.682777,9.55233,9.603424
7932000,7.906282,7.684314,7.842429,7.888335,7.719804,7.765056,8.077163
8038314,6.246684,6.115301,6.28861,6.08509,6.130647,6.04588,6.254503
7946635,9.096269,8.960608,9.234001,8.987486,8.659334,8.995619,8.93997
8042962,6.390919,5.808115,6.046061,5.992369,6.195993,6.164707,6.254503
7940189,3.029578,3.285607,3.604471,3.380368,3.505797,3.433306,3.49905
8098204,3.433734,3.751209,3.486865,3.648212,3.853991,3.839947,3.487218
8116994,4.243124,4.555236,4.385057,4.812983,4.489676,4.433259,4.269878
7904967,6.607267,6.841402,7.387079,7.500212,6.796008,6.783233,6.690564
7908481,3.354875,3.428705,3.277582,3.167969,3.287809,3.132315,3.318136
8031157,5.606732,6.066378,5.883101,5.988204,5.949822,6.168756,5.640221
7915345,6.831229,6.650872,6.844122,6.638266,6.701762,6.782104,6.637914
7966570,7.958817,7.669418,7.855306,7.834348,7.880466,7.973852,7.900556
8144457,3.259665,3.488814,3.681198,3.487783,4.100778,3.301759,3.341892
8112312,7.840392,7.702843,7.616634,7.555777,7.414387,7.484279,7.661848
8078360,10.63455,10.42145,10.444,10.32073,10.37316,10.35981,10.55459
7982587,5.690217,5.665277,5.45668,5.843642,5.814348,5.505842,5.751122
7963386,4.324562,4.420595,4.551135,4.566646,4.286878,4.372002,4.857214
8092769,4.053073,4.300507,4.444544,3.981057,4.131624,4.035958,4.259346
7973797,5.553482,5.203081,5.46935,5.569241,5.326382,5.466621,5.5071
8147396,7.735476,7.55732,7.585239,7.67561,7.496563,7.584582,7.972534
7954481,6.091884,5.505842,6.092055,6.071745,6.200762,6.528932,5.989691
7972867,7.844098,7.873755,7.9612,8.125853,7.973394,7.921152,8.24044
8026875,9.283414,9.653489,9.418263,9.660889,9.584919,9.08046,9.282393
8179926,7.743341,7.600783,7.634219,7.636753,7.682598,7.2659,7.670926
8132458,6.032141,6.166409,6.241812,6.194013,6.057889,5.858093,6.525795
8079198,4.386063,3.918017,4.506463,4.22029,3.741625,3.998363,4.565982
8134655,3.456842,3.696059,3.524092,3.539574,3.381043,3.599184,3.546585
7905631,9.262301,9.220509,9.364282,9.503178,9.674885,9.383933,9.392533
7914791,9.835971,9.749398,9.756473,9.930639,9.835971,9.774152,9.912429
7946977,3.657375,3.867539,3.815899,3.597536,3.474192,3.577994,3.618701
7924731,2.982853,3.093479,3.175364,3.043173,3.345786,2.697442,2.898831
8094393,6.721129,6.621615,6.606065,6.719439,6.569924,6.691633,6.742188
7906469,7.806399,7.923704,7.775743,7.900156,7.800789,7.746733,7.621171
7980636,5.642276,5.175942,5.442045,5.806122,5.453517,5.245301,5.443792
7972444,9.80547,9.58266,9.694571,9.56602,9.726848,9.792525,9.683671
8131324,6.994039,6.475736,7.330982,6.436364,6.675036,6.734505,6.951726
8106006,8.922659,8.710299,8.688,8.750313,8.707743,8.621798,8.536565
8042588,6.72946,6.289267,6.559297,6.61247,5.862145,6.875063,6.888081
8064218,8.125836,7.851899,7.885015,8.198986,8.012856,8.163386,8.145848
7946245,6.659838,5.932629,5.86482,5.81664,6.226041,5.835512,5.678539
7952739,9.462305,9.731354,9.431526,9.4567,9.130922,9.911049,9.68084
8115623,4.820862,5.388939,5.024184,4.99137,5.057435,5.050883,4.886535
8035311,6.307405,6.441611,6.56344,6.309936,6.409717,6.654452,6.136885
8120082,3.468816,3.602701,3.512543,3.439839,3.781443,3.789226,3.573768
8081241,6.71129,6.645483,6.453345,6.655264,6.611683,6.355671,6.664937
8042038,5.926124,6.038045,5.817147,5.931211,5.890643,6.036209,5.779119
8103879,2.927007,3.409167,3.080814,3.033856,2.898138,3.109804,2.928517
7927915,2.976679,2.992267,2.988375,2.954148,2.989405,2.830139,3.04493
7948324,3.971703,4.329758,3.971339,4.040606,4.222446,4.27071,3.674378
7971644,6.895658,6.736677,6.839263,6.934089,6.745322,7.306572,6.671061
8004521,8.397484,8.354969,8.658266,8.590231,8.715189,8.32292,8.362862
8111443,5.706297,5.193799,5.758375,5.993889,5.740376,5.677084,6.009079
7904254,10.63706,10.37116,10.3852,10.54095,10.63829,10.2795,10.55752
7929256,7.823313,7.959183,8.005403,7.960303,7.977723,7.875093,7.873328
7984408,8.027254,7.635862,7.950709,7.990333,7.86451,7.825714,7.787961
7960362,8.714116,8.570524,8.803816,8.894777,8.408968,8.722581,8.671611
8123929,5.069263,5.299017,5.020721,5.333063,5.235127,5.137198,5.050331
8108737,3.508214,3.703238,3.306876,3.991197,3.438284,3.899535,3.692644
8035193,8.849613,8.51946,8.734505,8.673575,8.709529,8.425968,8.736715
8164165,10.53757,10.43063,10.38028,10.39984,10.36827,10.58173,10.61365
7964631,5.143159,5.471683,6.424395,6.495934,5.866399,6.000853,6.394308
8171535,3.414441,3.450493,3.32782,3.413581,3.258055,3.419389,3.396074
7917482,8.95749,8.822903,9.210385,9.061768,8.833378,8.767255,9.175432
7992716,6.47834,6.889487,6.817901,6.633259,7.054389,6.490631,6.039634
7910383,3.286224,3.320405,3.241656,3.912038,3.047061,3.237675,3.64382
7931181,6.281646,6.99551,6.153434,6.297513,6.621155,6.549649,6.169003
8077899,4.753083,4.702728,4.812806,4.833373,4.538155,4.483535,4.604972
8067201,3.875295,3.680403,3.743649,3.580997,3.910279,3.9799,3.952139
8063171,2.927189,3.303188,2.571334,2.900862,3.121767,2.949786,2.821765
8168016,4.522627,4.531541,4.727344,4.610342,4.903846,4.542461,4.53247
8142017,3.558927,3.535861,3.694041,3.439557,3.670743,3.634103,3.34994
