"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means"
"TACR3",3.47242442857143,3.48099757142857,3.47918185714286,2.6101679025,2.53859611133333
"TACSTD2",5.06648678571429,5.21727957142857,5.02157357142857,3.7931032705,3.63262236783333
"TADA1",7.07214392857143,7.09110028571429,7.03908157142857,5.44456809133333,5.559081956
"TADA2A",7.27327028571429,7.321833,7.30683042857143,6.3837013955,6.500374233
"TADA2B",9.706368,9.77614685714286,9.68754071428572,6.763006444,6.76679171316667
"TADA3",8.98381078571429,8.99367342857143,8.93271185714286,6.838825948,6.75083998166667
"TAF1",7.87059135714286,7.729645,7.780799,7.00011031433333,7.06181606716667
"TAF10",9.90176006349206,10.0385502857143,9.85531344444445,7.689132593,7.67860271883333
"TAF11",7.02423707142857,7.06084014285714,7.02852342857143,6.63397729466667,6.775567415
"TAF12",7.82680321428571,7.83228385714286,7.91548228571429,6.17114831016667,6.12931144183333
"TAF13",6.04190642857143,6.11006771428571,6.20288528571429,5.31689008866667,5.369228162
"TAF15",9.02988942857143,8.912872,8.99950728571429,8.46625711466667,8.5499249985
"TAF1A",6.18987157142857,6.26032957142857,6.26892414285714,3.84656661433333,4.09707969166667
"TAF1B",6.99005064285714,7.03803357142857,7.12994442857143,5.50011956983333,5.56448805866667
"TAF1C",7.1842815,7.13610085714286,7.17257014285714,6.3842340845,6.37084566133333
"TAF1L",5.15961228571429,5.23305071428571,5.18082642857143,4.711350885,4.70776053916667
"TAF2",9.12394128571429,9.13674057142857,9.11481471428571,7.548666282,7.701205205
"TAF3",8.35683557142857,8.28714885714286,8.30335685714286,7.18831846866667,7.24072672633333
"TAF4B",6.73082228571429,6.72042771428571,6.64551442857143,4.92924599483333,5.15754616233333
"TAF5",6.58543807142857,6.52920728571429,6.66196728571429,6.07329791133333,6.3053620845
"TAF5L",8.0135895,8.08079685714286,8.10501757142857,5.81687112283333,5.88761148366667
"TAF6",8.220896,8.21423985714286,8.27146271428571,6.97354031866667,6.96310264383333
"TAF6L",6.75705142857143,6.69715842857143,6.63120857142857,5.3878402585,5.34695885283333
"TAF7",7.41223357142857,7.53452528571429,7.50977885714286,9.1394349345,9.198739826
"TAF7L",3.58901928571429,3.66180042857143,3.57375885714286,2.8267761575,2.82921988133333
"TAF8",8.21561442857143,8.27255657142857,8.18003728571428,6.502225898,6.4805775925
"TAF9",6.38924807142857,6.47040814285714,6.54150914285714,7.11083089233333,7.126616885
"TAF9B",8.23510821428571,8.341603,8.24609685714286,5.5624456975,5.73488986016667
"TAGAP",10.9225742857143,10.9645271428571,10.9481585714286,8.9668096655,9.24278196
"TAGLN",5.80059157142857,5.69063314285714,5.74105457142857,5.89842357933333,5.69071363666667
"TAGLN2",11.0183135714286,11.0342628571429,11.01615,8.38388399216667,8.49278704133333
"TAGLN3",4.86230764285714,4.95622171428571,4.78154871428571,3.83888750933333,3.79331549433333
"TAL1",8.28671035714286,8.096631,8.35061328571429,4.7943307855,4.74833908283333
"TAL2",5.10979857142857,5.09116128571429,5.11864385714286,3.05156633083333,2.95887103866667
"TALDO1",11.0753821428571,11.0382242857143,11.1690285714286,9.3430214855,9.03692316216667
"TAMM41",8.003559,8.07395357142857,8.01817485714286,5.60966860383333,5.68416528416667
"TANC1",4.52119935714286,4.62668228571429,4.49698028571429,4.17411807733333,4.11305433116667
"TANC2",7.63336128571429,7.60947228571429,7.67142542857143,6.699093509,6.76090523466667
"TANGO2",10.2510626428571,10.1147257142857,10.3628294285714,7.15007689183333,7.054336226
"TANGO6",8.237246,8.27356842857143,8.30158571428571,6.858443731,6.77731904033333
"TANK",9.19991335714286,9.22068357142857,9.30470528571429,6.87535728083333,6.85876100116667
"TAOK1",9.38865628571429,9.33021185714286,9.38172685714286,8.8575895835,8.84823474766667
"TAOK2",8.4151155,8.41136185714286,8.36907657142857,6.2313405275,6.3069526885
"TAOK3",9.54001135714286,9.59761914285714,9.60285885714286,8.39522865066667,8.41445056616667
"TAP1",11.0080957142857,10.99893,11.0015814285714,7.566435089625,7.73747422545833
"TAP2",9.09090566666667,8.90310385714286,9.05777957142857,7.47462511170833,7.5321902683125
"TAPBP",11.7489359523809,11.7446271428571,11.7283066666667,8.62073427073333,8.61317307253333
"TAPBPL",9.50405285714286,9.589702,9.46916785714286,7.49969760383333,7.54122848416667
"TAPT1",8.20626435714286,8.26419214285714,8.23462342857143,6.38056085966667,6.45331995166667
"TAPT1-AS1",7.66892,7.67571185714286,7.52169614285714,5.10042378716667,4.967779139
"TARBP1",7.00334664285714,7.04353057142857,6.98389357142857,5.537665317,5.68966039816667
"TARBP2",6.7872695,6.75714528571429,6.75997842857143,5.0000433135,5.00216910166667
"TARDBP",7.79806472161172,7.80325179120879,7.79529450915751,8.346497774,8.4429018275
"TARS",7.50821435714286,7.46302514285714,7.72092685714286,6.60583981216667,6.72817590383333
"TARS2",6.77328285714286,6.73434571428571,6.71422671428571,6.38579016666667,6.414373677
"TARSL2",7.32164392857143,7.44579342857143,7.39124942857143,6.27661416433333,6.5222689775
"TAS1R1",5.41999935714286,5.534334,5.40249971428571,4.140275169,4.11176200883333
"TAS1R2",5.303017,5.32990357142857,5.10162514285714,4.00115918216667,3.92831007016667
"TAS1R3",5.69524007142857,5.72131457142857,5.70210328571429,5.6754523435,5.621361838
"TAS2R1",3.6021785,3.61907528571429,3.59391228571429,2.736647752,2.7079794945
"TAS2R10",5.86935914285714,6.01909685714286,6.00059814285714,4.061373843,4.05953337283333
"TAS2R13",6.02644542857143,5.95246228571429,6.066895,3.368631425,3.40859747733333
"TAS2R14",7.11609028571429,7.15917828571429,7.09322057142857,5.88338591925,6.01853758116667
"TAS2R16",3.10385157142857,3.07617242857143,2.99324785714286,2.59028261366667,2.60169942016667
"TAS2R19",6.9131205,6.946214,7.00995128571429,3.61559480633333,3.68767678466667
"TAS2R20",7.36564107142857,7.458805,7.39518628571429,3.3150023935,3.364301225
"TAS2R3",6.61976964285714,6.59643771428571,6.58328685714286,3.238251753,3.28117646683333
"TAS2R31",6.83073971428571,6.75625128571429,6.82075171428571,5.86713649233333,5.957217154
"TAS2R38",4.778545,4.72292185714286,4.79363785714286,3.833583636,3.79414464083333
"TAS2R39",3.91905821428571,3.89712171428571,3.891739,2.86367048833333,2.79068879966667
"TAS2R4",8.09491214285714,8.01890742857143,8.06663385714286,3.87097987233333,3.88804947516667
"TAS2R40",4.13223007142857,4.23963214285714,4.20625314285714,2.599993374,2.5924426695
"TAS2R41",6.26973521428571,6.26188785714286,6.32150771428571,3.66483849866667,3.4308446475
"TAS2R42",3.64173192857143,3.60515442857143,3.46372228571429,3.28020371333333,3.1868785305
"TAS2R43",5.65577828571429,5.64418442857143,5.31422328571429,5.22329337116667,5.37678477366667
"TAS2R46",5.27641571428571,4.87457114285714,5.11868014285714,3.27217593633333,3.3030766055
"TAS2R5",7.25699092857143,7.36200757142857,7.32211957142857,3.99621859866667,3.92517393366667
"TAS2R50",6.46685885714286,6.41007357142857,6.48309042857143,3.619543394,3.62924681283333
"TAS2R60",6.70628978571429,6.68751542857143,6.53807671428571,4.43531961833333,4.09075586366667
"TAS2R7",2.98962178571429,3.00137471428571,2.92441771428571,2.36232146383333,2.34277779716667
"TAS2R8",3.76793907142857,3.83442428571429,3.78425271428571,2.5345632945,2.50540367033333
"TAS2R9",3.76363714285714,3.76021071428571,3.71156485714286,2.3511678115,2.32963755683333
"TASP1",6.56006492857143,6.52838657142857,6.59334657142857,5.6270516455,5.7190367155
"TAT",4.22145021428571,4.22445442857143,4.11475042857143,3.21350112383333,3.17780269366667
"TATDN1",6.52487442857143,6.61501835714286,6.59435778571429,5.21419010266667,5.23702470266667
"TATDN2",8.61811142857143,8.60040585714286,8.52352385714286,6.7896549935,6.72557292816667
"TAX1BP1",9.31064185714286,9.28613,9.51766457142857,8.4042142885,8.52894783833333
"TAX1BP3",8.322846,8.35102042857143,8.414624,5.91343163566667,5.8272361465
"TAZ",7.78356507142857,7.763322,7.68375428571429,6.05481563116667,6.003438569
"TBATA",4.39204985714286,4.393766,4.44699985714286,3.409922386,3.36655215616667
"TBC1D1",9.85609185714286,9.79194728571429,9.85813685714286,6.80503163633333,6.72197233983333
"TBC1D10B",7.08452521428571,6.93137528571429,7.06913057142857,6.00823675466667,5.93978976583333
"TBC1D10C",9.57577978571429,9.61008028571429,9.53066171428572,6.82794251583333,6.89142883833333
"TBC1D12",6.06747407142857,6.01637114285714,6.03429314285714,3.99787322766667,3.892397168
"TBC1D13",8.23421307142857,8.17865985714286,8.16131471428571,6.469637057,6.50285853083333
"TBC1D14",10.0889918571429,10.0551845714286,10.0057987142857,7.784677602,7.65241319516667
"TBC1D15",9.26568585714286,9.36721814285714,9.307988,6.35725560133333,6.54587505783333
"TBC1D16",5.42871321428571,5.47941671428571,5.46005028571429,5.04567702116667,5.0188432245
"TBC1D17",8.177318,8.02249828571428,8.16057442857143,6.6569292195,6.70836781916667
"TBC1D19",7.43014957142857,7.43596171428571,7.442276,5.15658321766667,5.458162503
"TBC1D2",8.52301528571429,8.418839,8.43555685714286,7.145858542,6.80330660883333
"TBC1D20",9.1918315,9.15103614285714,9.19563214285714,7.41635563633333,7.47203010416667
"TBC1D21",5.26860192857143,5.35062828571429,5.142938,3.32538412183333,3.27360473216667
"TBC1D22A",9.35836692857143,9.38059157142857,9.33483185714286,7.41745308933333,7.37194295066667
"TBC1D22B",9.87058614285714,9.66522057142857,9.90368885714286,6.23291703816667,6.26781334766667
"TBC1D23",8.34109507142857,8.395016,8.45485171428571,7.3460436965,7.45331917333333
"TBC1D24",6.20129607142857,6.18822914285714,6.14252242857143,5.50687121516667,5.47073962233333
"TBC1D25",8.88183521428572,8.77583357142857,8.94900257142857,6.35095458866667,6.41979545733333
"TBC1D26",5.13570228571429,5.11241214285714,5.09425142857143,4.30681288716667,4.26508566383333
"TBC1D28",5.14709014285714,5.01672042857143,5.17117642857143,4.07875074883333,4.04088914983333
"TBC1D2B",8.32764735714286,8.21887692857143,8.26858735714286,6.87370877516667,6.97691849033333
"TBC1D30",6.25906692857143,6.27183185714286,6.33510985714286,4.1857592215,4.05279723916667
"TBC1D3B",8.51172709090909,8.49615596103896,8.49145601298701,6.3204015695,6.33778033016667
"TBC1D3P5",4.80081378571429,4.83815671428571,4.69859942857143,3.917710702,3.92047373116667
"TBC1D4",7.09346328571429,7.03857714285714,7.03602485714286,6.23786532566667,6.46730464266667
"TBC1D5",8.35728614285714,8.38087457142857,8.39734314285714,6.53908158433333,6.54108465233333
"TBC1D7",7.51515357142857,7.56929057142857,7.50797157142857,5.36255164866667,5.3048091195
"TBC1D8",7.63829035714286,7.47298328571429,7.60867042857143,6.88337113733333,6.6949454155
"TBC1D8B",4.10594171428571,4.11083971428571,4.16000928571429,2.76380142066667,2.75997970616667
"TBC1D9",7.89249871428571,7.85847928571429,7.84162885714286,7.78207829183333,7.72768089
"TBC1D9B",8.02777221428572,7.92012142857143,7.98337628571429,6.44459923033333,6.372390468
"TBCA",8.3340695,8.52560271428571,8.329639,5.90408605683333,5.9953842895
"TBCB",9.65061707142857,9.71089957142857,9.69848542857143,7.77028527166667,7.73435637616667
"TBCC",7.6186695,7.58861271428571,7.57193171428571,6.01153432733333,6.06114932566667
"TBCCD1",7.466066,7.46361428571429,7.44276285714286,5.864649129,5.99504500516667
"TBCD",8.074711,7.967763,8.03566485714286,7.0206044965,7.1383729045
"TBCE",6.67247778571429,6.64068771428571,6.75197371428571,5.91883312483333,5.9548691345
"TBCEL",9.66339828571429,9.39447,9.774338,6.3076033085,6.3754771415
"TBCK",8.83888228571429,8.88310071428571,8.95939771428571,7.18130251866667,7.30201553433333
"TBK1",7.9850305,7.96655985714286,8.11315857142857,7.12776616116667,7.27165250666667
"TBKBP1",6.89339285714286,6.90866228571429,6.89302471428571,5.86878623233333,5.82636763566667
"TBL1X",9.48130485714286,9.48988028571429,9.462861,7.83304996366667,7.76989220833333
"TBL1XR1",9.78928464285714,9.81950085714286,9.88952685714286,8.13740796216667,8.21909851733333
"TBL1Y",4.7251895,4.82379485714286,4.734662,4.47820284416667,4.43399387316667
"TBL2",7.60880885714286,7.62262771428571,7.58054342857143,5.76809547633333,5.79879140516667
"TBL3",6.41305092857143,6.33669542857143,6.39881471428571,6.121206677,6.08498580083333
"TBP",9.53079607142857,9.62725071428571,9.553675,7.6809133005,7.73979497183333
"TBPL1",8.26889807142857,8.14969014285714,8.56871357142857,6.79569387566667,6.9189825225
"TBPL2",3.58587328571429,3.60562871428571,3.50451285714286,2.92219345133333,2.89745992866667
"TBR1",4.81193842857143,4.761455,4.82526228571429,3.31164529133333,3.28248948766667
"TBRG1",9.12394946428572,9.19710871428572,9.14250328571429,7.859466448,7.97098181133333
"TBRG4",7.10537028571429,7.12634717857143,7.11331717857143,5.8539546185,5.917619289
"TBX1",5.87351885714286,6.00316271428571,5.88237385714286,5.186616057,5.15130972766667
"TBX10",5.56389221428571,5.60616171428571,5.49054057142857,4.9728261335,4.87447937616667
"TBX15",3.86867792857143,3.98689642857143,3.83288985714286,3.33262616716667,3.2762228615
"TBX18",4.06370571428571,4.02678285714286,3.927543,3.37823641633333,3.34843396716667
"TBX19",7.44737778571429,7.40952157142857,7.51209928571429,4.903718087,4.89015955683333
"TBX2",5.88034257142857,5.99369557142857,5.78424514285714,4.15646505983333,4.116906708
"TBX20",5.27511421428571,5.16651585714286,5.35756585714286,4.26611171566667,4.22045009383333
"TBX21",7.42357271428571,7.37657571428571,7.46207671428571,7.27176001633333,7.7940080465
"TBX22",4.04186042857143,4.07196157142857,3.99818357142857,3.01413350416667,2.96449230766667
"TBX3",4.97642507142857,5.05344314285714,5.014104,3.68185019533333,3.588676153
"TBX4",5.34465778571429,5.44671342857143,5.24161242857143,3.687097588,3.608087881
"TBX5",5.14201457142857,5.15189257142857,5.08714714285714,3.440136449,3.41376642966667
"TBX6",5.61536021428571,5.70097828571429,5.50829242857143,5.15008045,5.11714119816667
"TBXA2R",6.9181915,6.89817,6.89216857142857,5.2379314025,5.1618345365
"TBXAS1",10.6689621428571,10.59925,10.6620328571429,7.1117739765,6.88732123816667
"TC2N",10.3787741428571,10.5123328571429,10.4784971428571,8.82192626333333,9.181819885
"TCAIM",7.0776375,7.075676,7.14644428571429,5.82607245683333,5.83129273166667
"TCEA2",7.66356614285714,7.732374,7.613109,5.1018360915,5.06715224116667
"TCEA3",7.07918,7.05946085714286,7.04756828571429,5.77740378383333,5.82162260616667
"TCEAL2",4.54815971428571,4.64313457142857,4.61337114285714,3.813118534,3.76214297916667
"TCEAL3",5.89975021428571,5.90428478571429,5.92130935714286,5.97585005966667,5.90531322283333
"TCEAL4",4.85373871428571,4.853519,4.87737057142857,5.69643938366667,5.65638597566667
"TCEAL5",4.57780421428571,4.63447542857143,4.46603871428571,4.54447067933333,4.49623125983333
"TCEAL6",6.22626028571429,6.27643271428571,6.24695528571429,5.12865245683333,5.07893888816667
"TCEAL7",5.40496164285714,5.407428,5.29040014285714,2.87064784283333,2.87948401866667
"TCEAL8",5.91093692857143,6.05392228571429,5.95695357142857,6.50934337633333,6.549195674
"TCEANC",7.51001364285714,7.37644685714286,7.70686614285714,5.3897420195,5.3793536945
"TCEANC2",8.11147442857143,8.18556728571428,8.06692614285714,5.34070898416667,5.36833042566667
"TCERG1",8.43687857142857,8.433482,8.39278014285714,6.43513951,6.54419122033333
"TCERG1L",6.46178678571429,6.43591571428571,6.381095,4.5856722175,4.59068704683333
"TCF12",10.061112,10.1332525714286,10.1263572857143,7.72576552733333,7.83369067216667
"TCF15",6.87283864285714,6.95693757142857,6.75433714285714,5.27530401366667,5.19778933833333
"TCF19",6.41243430952381,6.33326714285714,6.47158771428571,4.48275944778571,4.60199929204762
"TCF20",7.97594142857143,7.91409257142857,7.92834628571429,7.0825365715,7.12061510266667
"TCF21",4.45555235714286,4.54156842857143,4.395599,3.69513804033333,3.66303950716667
"TCF23",5.84229935714286,5.93862257142857,5.88817028571429,5.23914816533333,5.12302298266667
"TCF24",6.87602607142857,6.83310128571429,6.70799528571429,4.26311153033333,4.1344817965
"TCF25",8.97245978571429,8.90155728571429,8.90155,7.49275769283333,7.5449494115
"TCF3",7.98709178571429,7.90309714285714,8.02775814285714,6.6612713705,6.67614655933333
"TCF4",8.366828,8.459857,8.26423942857143,6.30353314883333,6.313956426
"TCF7",9.42609514285714,9.523063,9.40072042857143,7.11957973566667,7.2790055055
"TCF7L1",5.79348421428571,5.80447642857143,5.78799042857143,4.62431241266667,4.58874978316667
"TCF7L2",8.16969914285714,8.01935085714286,8.23360671428571,7.18524886733333,6.8090796505
"TCFL5",7.53741028571429,7.61646528571429,7.64253328571429,4.9251709565,5.02620766633333
"TCHH",5.17818507142857,5.08479757142857,5.08760142857143,4.02395350116667,4.06645987766667
"TCHHL1",3.591699,3.586691,3.63814014285714,2.60173606833333,2.63012326866667
"TCHP",7.6435815,7.61714085714286,7.68550014285714,6.77669119366667,6.84643437916667
"TCIRG1",10.2794033571429,10.2639314285714,10.1777871428571,7.79343874466667,7.67065167383333
"TCL1A",9.82330371428571,9.91558585714286,9.63971014285714,6.3484247125,6.2336656565
"TCL6",6.11429835714286,6.18090871428571,6.03929357142857,4.2744296395,4.26717867316667
"TCN1",7.65182571428571,7.869081,7.63881457142857,4.89579769966667,4.89342303433333
"TCN2",6.99490407142857,6.98606385714286,6.897481,5.24542695633333,4.92401816966667
"TCOF1",7.16544442857143,7.07970242857143,7.14735271428571,6.29626873416667,6.32009087416667
"TCP10L",5.03703775,5.02811764285714,4.95047807142857,3.39984496266667,3.3541118335
"TCP10L2",4.78279478571429,4.84728328571429,4.73322185714286,3.96127044616667,3.88498838916667
"TCP11",5.04357614285714,5.03957328571429,4.93270928571429,3.34365842233333,3.28665152816667
"TCP11L1",7.22844085714286,7.36022314285714,7.26513714285714,5.91569475716667,5.88967823233333
"TCP11L2",10.3556678928571,10.2279316428571,10.5346970714286,7.93954010416667,8.2224544195
"TCTA",8.42045892857143,8.44444742857143,8.34777457142857,6.29992029383333,6.2232351745
"TCTE1",5.03378964285714,4.98398314285714,4.92707928571429,4.59029634516667,4.5113533
"TCTE3",4.35380428571429,4.28023471428571,4.26835985714286,3.55014572033333,3.51325806383333
"TCTEX1D1",4.32811185714286,4.21676271428571,4.28788571428571,2.74664067266667,2.758959389
"TCTEX1D2",6.19708835714286,6.33617057142857,6.32311342857143,5.57123066316667,5.62595673133333
"TCTEX1D4",5.87875842857143,5.965486,5.98383728571429,3.9756521395,3.93323184816667
"TCTN1",6.59422892857143,6.56038642857143,6.56584814285714,4.24583678383333,4.19005606066667
"TCTN2",6.76768707142857,6.72491971428571,6.84333585714286,4.82823250466667,5.1533666325
"TCTN3",8.29962878571428,8.36274814285714,8.34463771428571,6.12135386466667,6.23766241033333
"TDG",6.61282585714286,6.42569657142857,6.60712785714286,6.67085529266667,6.72772019566667
"TDGF1",2.263737,2.20481542857143,2.37883814285714,3.80879576916667,3.757919212
"TDGF1P3",3.49114214285714,3.62914442857143,3.239959,3.4989970325,3.42059086666667
"TDH",4.40426342857143,4.46837128571429,4.412254,3.66946576783333,3.62824374333333
"TDO2",2.75702728571429,2.76931614285714,2.81774885714286,2.64377958716667,2.6215997065
"TDP1",8.52812671428571,8.61532885714286,8.55363014285714,6.60989379816667,6.79024161616667
"TDP2",10.1853305714286,10.2216354285714,10.2106614285714,6.95430469566667,7.02681624383333
"TDRD1",3.87267035714286,3.95724428571429,3.82143328571429,2.71292107383333,2.72165548033333
"TDRD10",4.162754,4.19155957142857,4.235076,3.87140348116667,3.83808035666667
"TDRD12",4.01551557142857,4.10767614285714,3.999346,2.86571871216667,2.85046027716667
"TDRD15",3.03317392857143,3.04092228571429,3.116886,2.78244023583333,2.74430230916667
"TDRD3",6.90523407142857,7.02391471428571,7.040258,5.67441446066667,5.8598636855
"TDRD5",3.45661,3.626822,3.38542828571429,2.89894672333333,2.873400025
"TDRD6",3.56710192857143,3.57560414285714,3.59547657142857,3.02481294583333,2.994472692
"TDRD7",8.03781714285714,8.02157185714286,8.18619328571429,6.60866176816667,6.55648108766667
"TDRD9",5.01404085714286,5.11183714285714,4.93639885714286,4.68493476683333,4.43725616533333
"TDRG1",4.88556935714286,4.97286157142857,4.889158,3.36842321266667,3.32581518333333
"TDRKH",6.74887464285714,6.75905442857143,6.84821142857143,4.63433941333333,4.79741809266667
"TDRP",5.71843628571429,5.71181242857143,5.71171471428571,4.69063610033333,4.69282651983333
"TEAD1",4.07323342857143,4.043419,4.00374214285714,3.05613105683333,3.047313442
"TEAD2",5.7359575,5.79730385714286,5.58340057142857,4.56917602516667,4.52213433333333
"TEAD3",5.90026521428571,5.85682714285714,5.840129,4.61128967483333,4.55461268366667
"TEAD4",5.45150528571429,5.40451285714286,5.354094,4.44031439216667,4.38164092083333
"TEC",7.28639857142857,7.34335828571429,7.12796757142857,5.96865352716667,6.02735141533333
"TECPR1",6.57895721428571,6.537374,6.52104371428571,6.43742061833333,6.42827790133333
"TECPR2",9.43401571428571,9.35646857142857,9.52955714285714,6.255189755,6.1776254865
"TECRL",3.13134978571429,3.187069,3.14465128571429,2.2876723975,2.2668149185
"TECRP1",10.31275,10.3941317142857,10.2598785714286,7.83008632083333,7.88041965983333
"TECTA",5.75560807142857,5.70695128571429,5.855894,3.42572162483333,3.3888896765
"TECTB",3.33688271428571,3.40201571428571,3.29049342857143,3.15274301333333,3.10306394983333
"TEDDM1",4.827753,4.98276957142857,4.78989028571429,3.293778018,3.17935631983333
"TEF",6.13950635714286,6.14729228571429,6.13302628571429,4.866522363,4.82050598616667
"TEFM",7.52670164285714,7.67238142857143,7.50815985714286,4.69836463983333,4.74788897033333
"TEK",5.39037,5.33736428571429,5.31952185714286,3.0137065995,2.95239023516667
"TEKT1",4.61450171428571,4.74316128571429,4.577067,3.50672714133333,3.47726872183333
"TEKT3",3.97182342857143,3.997855,3.99542228571429,3.31702471866667,3.32095262183333
"TEKT4",6.04595728571429,6.11660571428571,5.96503542857143,5.71356766133333,5.65265449733333
"TEKT4P2",7.10029414285714,7.18666819047619,7.09151276190476,7.10215346166667,6.694236506
"TEKT5",4.64245607142857,4.60780285714286,4.48233057142857,3.17622089816667,3.13233624016667
"TELO2",6.17667042857143,6.09452,6.14237242857143,5.59487899016667,5.53679358433333
"TENM1",6.58545121428571,6.43210057142857,6.75323871428571,4.6918151175,4.66824892716667
"TENM2",4.66442621428571,4.62931428571429,4.50295485714286,3.63943867683333,3.60103987983333
"TENM3",4.36084585714286,4.37331185714286,4.25811714285714,3.14341341466667,3.10499169766667
"TENM4",5.43336542857143,5.40638128571429,5.30996,4.18839647383333,4.10875075316667
"TEP1",8.1106365,7.95229342857143,8.03964428571429,7.036117163,6.92326827033333
"TEPP",5.85008014285714,5.87274585714286,5.74491285714286,4.12807807933333,4.03650295633333
"TERC",6.80684035714286,6.83298014285714,6.73860057142857,6.23094521466667,6.32426369
"TERF1",8.74300092857143,8.78118428571429,8.83436342857143,6.47552606033333,6.71393767033333
"TERF1P2",3.76812607142857,3.68409571428571,3.81834785714286,2.88121713733333,3.055537138
"TERF1P5",5.51172457142857,5.60689214285714,5.30985414285714,3.51113577716667,3.55791772816667
"TERF2",8.07208521428571,8.05427471428571,8.04680614285714,7.28495055633333,7.35855329416667
"TERF2IP",8.76218435714286,8.69247571428571,8.96726742857143,7.72306097533333,7.87329495266667
"TERT",5.95441321428571,5.92045614285714,5.83684614285714,5.34034986633333,5.31872786666667
"TES",10.6129828571429,10.6572528571429,10.5708514285714,8.16350896166667,8.39499437166667
"TESC",9.97469307142857,9.72148585714286,10.0166315714286,6.15762688883333,6.01386384766667
"TESK1",8.58799592857143,8.61074542857143,8.64526085714286,6.96281503933333,7.00701216216667
"TESK2",8.83860457142857,8.898572,8.87692728571429,5.62972679516667,5.55475859366667
"TESPA1",9.82055292857143,9.89998514285714,9.83554614285714,8.40229171016667,8.6168281815
"TET1",5.94622428571429,6.01961371428571,6.00464842857143,5.30086647716667,5.42425158433333
"TET2",10.6758807142857,10.6948321428571,10.7219828571429,8.245752925,8.081993571
"TET3",8.74379021428571,8.58107828571429,8.70828757142857,6.96600222633333,6.801010703
"TEX10",7.74328357142857,7.76673842857143,7.75488257142857,6.51832368983333,6.66819113216667
"TEX101",3.78646957142857,3.75340957142857,3.74252271428571,3.52788632066667,3.497106681
"TEX11",2.94504407142857,2.97706957142857,2.93953957142857,2.585010903,2.5639486855
"TEX12",3.05486985714286,3.142756,3.130573,2.95415592683333,2.9059600615
"TEX13A",3.90255478571429,4.03368128571429,4.04617828571429,5.6219394595,5.60276638583333
"TEX13B",4.61239214285714,4.63824971428571,4.65155285714286,4.19975983766667,4.16579908766667
"TEX14",3.78019721428571,3.76850142857143,3.77247814285714,3.22900710233333,3.21586797116667
"TEX15",3.83574178571429,3.801201,3.84271971428571,2.46395126433333,2.449860559
"TEX19",5.52920235714286,5.56451585714286,5.55606842857143,4.3945061925,4.37881048866667
"TEX2",7.41207021428571,7.30449057142857,7.46721742857143,6.1096356795,6.1699463305
"TEX26",2.89342878571429,2.87397057142857,2.85562085714286,2.68129031083333,2.63309610533333
"TEX261",9.68456785714286,9.66068757142857,9.60338371428571,7.571478986,7.59731311683333
"TEX264",8.00817557142857,8.07980228571429,7.98101842857143,6.00180182916667,5.966338295
"TEX29",5.74995671428571,5.73042914285714,5.63897157142857,4.64532055683333,4.65651733283333
"TEX30",4.85775835714286,4.79296342857143,4.931369,4.376849156,4.41308918516667
"TEX33",3.879898,3.88151928571429,3.81385585714286,3.32041671933333,3.297171516
"TEX35",3.71240114285714,3.74550742857143,3.65985042857143,3.88924362416667,3.84401528983333
"TEX36",3.40726885714286,3.52942614285714,3.330935,3.052971705,2.98284914816667
"TEX37",5.15908292857143,5.13338585714286,5.07463657142857,4.04317932066667,3.9174622005
"TEX38",4.63838521428571,4.75594485714286,4.59010642857143,4.6326794525,4.52512492733333
"TEX9",4.68251664285714,4.783151,4.62151085714286,3.04386495016667,3.10782249916667
"TF",4.62268614285714,4.71020057142857,4.58439657142857,3.76392607616667,3.7226334205
"TFAM",7.53914164285714,7.64667171428571,7.65306357142857,6.59347195183333,6.77497124066667
"TFAP2A",5.03630257142857,5.19627657142857,5.03741814285714,3.26875026383333,3.24744604216667
"TFAP2B",4.54982292857143,4.61383857142857,4.41237842857143,3.51625603066667,3.44936626233333
"TFAP2C",4.43132007142857,4.39758985714286,4.235678,4.39058946983333,4.34529130116667
"TFAP2D",3.88955421428571,3.84828771428571,3.75422542857143,2.9416760065,2.91003733033333
"TFAP2E",6.61425192857143,6.72919685714286,6.69734914285714,5.26122350966667,5.22295137433333
"TFAP4",6.88993257142857,6.88617642857143,6.80760685714286,5.697267427,5.68389054616667
"TFB1M",7.8165445,8.00795928571429,8.000445,5.21244222933333,5.31072291583333
"TFB2M",7.77946378571429,7.941203,7.73779471428571,6.42344406716667,6.45734816016667
"TFCP2",8.17013685714286,8.05618142857143,8.17403857142857,7.88457338166667,7.81489688316667
"TFCP2L1",5.34644685714286,5.44914528571429,5.34829728571429,3.89630418666667,3.89618172183333
"TFDP1",10.6692878571429,10.4689,10.79042,6.74028836766667,6.70374607266667
"TFDP2",8.52461585714286,8.32846971428571,8.75691271428571,5.883488255,6.2399843165
"TFDP3",4.078519,3.98330785714286,4.00598328571429,3.7140504485,3.6680493465
"TFE3",9.40186892857143,9.33386857142857,9.42726228571428,6.69528433416667,6.54556599783333
"TFEB",8.62202185714286,8.61002428571429,8.578889,6.00935985883333,5.92426563366667
"TFEC",7.38199535714286,7.477754,7.43631657142857,5.62219564316667,5.5558293865
"TFF1",5.60644128571429,5.66732585714286,5.553456,4.19479297166667,4.11560342
