"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means"
"CDKAL1",8.72665764285714,8.84208185714286,8.71997457142857,7.338165897,7.4430927445
"CDKL1",5.56890557142857,5.49617071428571,5.63483385714286,4.32032705933333,4.38441186166667
"CDKL2",3.25144914285714,3.32556171428571,3.334019,2.74860845133333,2.72353485283333
"CDKL3",4.12294028571429,4.10052285714286,4.20215742857143,3.21198621866667,3.21622020416667
"CDKL4",2.736854,2.726751,2.71521571428571,2.61358287083333,2.583624809
"CDKL5",7.82229514285714,7.86722457142857,7.94988414285714,5.8150815645,5.76239422283333
"CDKN1A",7.45908135714286,7.58611285714286,7.58902128571429,6.76877418333333,6.6619451075
"CDKN1B",9.86180164285714,9.88537842857143,9.84913457142857,7.96696268766667,8.093677133
"CDKN1C",7.12156721428571,7.11633585714286,7.05777485714286,5.9457052365,5.8286781185
"CDKN2A",6.02946407142857,6.08122414285714,6.01300914285714,4.79518129066667,4.7456938555
"CDKN2AIP",7.66687678571429,7.71847828571429,7.72777271428571,6.64222872416667,6.95256416
"CDKN2AIPNL",5.7396215,5.76190514285714,5.70698914285714,5.39031473083333,5.38362520683333
"CDKN2B",5.97227642857143,5.99105414285714,5.99782271428571,5.4799907095,5.31714818116667
"CDKN2C",5.256745,5.21097928571429,5.17315157142857,4.616965962,4.45303211133333
"CDKN2D",7.62866364285714,7.56627985714286,7.570467,7.1270154045,6.9245887765
"CDKN3",4.178784,4.19836614285714,4.396823,3.106504009,3.14576729666667
"CDNF",6.296252,6.35233457142857,6.06387157142857,4.19955377183333,4.245728733
"CDO1",4.71233085714286,4.82492414285714,4.66669742857143,3.51615109883333,3.48789387016667
"CDON",5.110729,5.17338757142857,5.22944385714286,3.28743497383333,3.2843048365
"CDPF1",6.94717792857143,7.08572157142857,7.01497385714286,5.66333086316667,5.65959427983333
"CDR1",3.33928892857143,3.25974657142857,3.24416257142857,3.49549732366667,3.49007656416667
"CDR2",7.80135157142857,7.93655214285714,7.89548928571429,7.66727788566667,7.88682117566667
"CDR2L",5.27701714285714,5.26088814285714,5.25150957142857,4.92806253866667,4.868083619
"CDRT1",2.11165907142857,2.01684185714286,2.094958,3.697497299,3.65497465483333
"CDRT15P1",5.61296671428571,5.68376371428571,5.75240285714286,4.66405400316667,4.56417458583333
"CDS1",3.62666414285714,3.65173671428571,3.59532057142857,3.13502767916667,3.0967733095
"CDS2",10.62903,10.5495628571429,10.6714942857143,7.854590426,7.8249586995
"CDSN",5.46608278571429,5.46757185714286,5.43121280952381,4.72819817597222,4.63851536483333
"CDT1",5.48893,5.51280914285714,5.39656514285714,5.244100466,5.224239418
"CDV3",10.0258465,10.0685225714286,10.0385288571429,9.37416319916667,9.40050471516667
"CDX1",5.52620707142857,5.57825557142857,5.33658885714286,4.54275208933333,4.5114485445
"CDX2",5.92061578571429,5.96926928571429,5.84787814285714,2.95970210433333,2.91165142666667
"CDX4",4.16798128571429,4.175964,4.13348314285714,3.29655208633333,3.27657430266667
"CDY2B",3.30692694642857,3.31993835714286,3.34127503571429,2.71142542858333,2.69021498358333
"CDYL",8.23525985714286,8.28131485714286,8.219459,5.48358279366667,5.5138146315
"CDYL2",7.29136471428571,7.22032814285714,7.27705214285714,6.55551891616667,6.43562788966667
"CEACAM1",8.94846692857143,8.82837042857143,9.133706,5.78028153533333,5.84426972816667
"CEACAM16",5.48776771428571,5.55567,5.576439,5.00164632183333,5.00308094466667
"CEACAM19",5.96684271428571,6.00187214285714,5.91183657142857,4.6249608175,4.48731961833333
"CEACAM20",4.45846978571429,4.39811328571429,4.38135671428571,4.02140649983333,4.07836821983333
"CEACAM21",7.68552871428571,7.71568485714286,7.71164128571429,5.06836096266667,5.03657945816667
"CEACAM3",9.86698257142857,10.006829,9.87756442857143,5.47881674033333,5.38919644
"CEACAM4",8.55668928571429,8.43145314285714,8.37539957142857,5.93506661066667,5.7506888615
"CEACAM5",5.20773357142857,5.10398814285714,5.21701042857143,3.62894699516667,3.63654227016667
"CEACAM6",5.94802685714286,5.75841857142857,5.89840814285714,5.519004078,5.59094172716667
"CEACAM7",4.31439035714286,4.180593,4.14476728571429,3.324640085,3.23859860383333
"CEACAM8",7.62124921428571,7.31688971428571,7.62390485714286,7.156649112,7.33162680216667
"CEBPA",7.43665835714286,7.48580014285714,7.31880357142857,7.26464450566667,7.084008249
"CEBPB",10.8081914285714,10.8473785714286,10.7234842857143,6.29033651183333,6.21720450416667
"CEBPD",10.7837778571429,10.9439785714286,10.7109342857143,6.7410237405,6.4641837275
"CEBPE",6.20323392857143,6.10195014285714,5.98975685714286,4.26563303733333,4.08143314366667
"CEBPG",6.88515664285714,6.85542628571429,6.83318185714286,6.72945456583333,6.72226411533333
"CEBPZ",6.09142242857143,6.18890642857143,6.12610985714286,6.45950728483333,6.732070584
"CECR2",5.18346014285714,5.32874357142857,5.28554728571429,3.75613494033333,3.69880469366667
"CEL",4.83281892857143,4.81357242857143,4.85340285714286,4.71646284633333,4.717928214
"CELA1",5.60043042857143,5.63394628571429,5.63967257142857,4.12472342883333,4.1164068015
"CELA2A",4.97513592857143,5.05627285714286,4.967846,4.60713445516667,4.52771081933333
"CELA2B",4.751034,4.85052085714286,4.66156128571429,3.762925564,3.67705449083333
"CELA3A",5.84256935714286,5.906903,5.72485471428571,4.57186497616667,4.52329856333333
"CELA3B",5.9805975,5.90241057142857,5.87582257142857,5.14618848583333,5.09990733233333
"CELF1",10.22949,10.2082485714286,10.19438,8.63893372883333,8.72788961566667
"CELF2",11.000375,11.0345185714286,10.99165,9.6812914485,9.6866016315
"CELF2-AS1",6.36325414285714,6.45320257142857,6.40350257142857,3.9485164335,3.81084481416667
"CELF3",5.8357695,5.875081,5.86974542857143,4.85828586766667,4.815937407
"CELF4",5.59396792857143,5.64955871428571,5.65171114285714,5.20648872433333,5.14214141133333
"CELF5",5.81172985714286,5.79871485714286,5.65240657142857,5.01549037066667,4.95510512283333
"CELF6",5.93434907142857,5.90323257142857,5.91734242857143,5.388365429,5.35927129033333
"CELP",6.61422542857143,6.56521914285714,6.45510085714286,4.21812662566667,4.200066962
"CELSR1",5.89109935714286,5.86696342857143,5.71329442857143,5.05445334416667,5.07165869633333
"CELSR2",6.22101114285714,6.17180185714286,6.20572685714286,5.480629569,5.45827999416667
"CELSR3",5.62458485714286,5.624426,5.57220142857143,5.27884565416667,5.241954848
"CEMP1",5.90342021428571,6.05679042857143,5.81578328571429,5.03237698216667,4.95095912383333
"CEND1",6.38217278571429,6.41124728571429,6.311982,5.85914075716667,5.70845330083333
"CENPA",5.29995314285714,5.28015057142857,5.24814214285714,4.07499820066667,4.07407146766667
"CENPB",6.59153571428571,6.667394,6.577295,5.04806502133333,5.06312019583333
"CENPBD1",6.22853371428571,6.14961014285714,6.04416314285714,6.40595034566667,6.35421001916667
"CENPE",4.53107007142857,4.46005628571429,4.56054357142857,3.04640068333333,3.1767666465
"CENPF",4.95196535714286,4.92330885714286,5.006267,3.60179218783333,3.6857900065
"CENPH",4.05701092857143,4.01200257142857,4.09483871428571,3.298618302,3.38084574083333
"CENPI",5.4274895,5.35547985714286,5.575803,3.26206242383333,3.260203768
"CENPJ",5.92661014285714,5.86945814285714,5.93690228571429,4.837647508,4.968296213
"CENPK",6.89769428571429,6.70387785714286,6.99887428571429,5.336808906,5.73492502166667
"CENPL",5.47004985714286,5.59656471428571,5.58262957142857,4.45174487183333,4.49667006816667
"CENPM",5.94619907142857,5.943214,5.94985742857143,5.33167999116667,5.31312833016667
"CENPN",6.12345928571429,6.09311471428571,6.26237928571429,4.61631198433333,4.6514380435
"CENPO",6.68597421428571,6.71885842857143,6.72592785714286,5.37586576566667,5.44550727066667
"CENPP",5.77223814285714,5.87734242857143,5.58178128571429,4.70483440833333,4.733847819
"CENPQ",4.97224221428571,4.95838914285714,4.92989142857143,3.77106744783333,3.971309667
"CENPT",7.28750821428571,7.20466057142857,7.21348814285714,6.11668063416667,6.18345992533333
"CENPV",6.53998364285714,6.497696,6.56409371428571,4.85669400166667,4.87386967933333
"CENPW",3.65198985714286,3.67956285714286,3.555529,3.80358212533333,3.7943972815
"CEP104",8.21088135714286,8.16156542857143,8.22513014285714,6.62343728383333,6.699739922
"CEP112",4.27505257142857,4.38781214285714,4.32968371428571,3.020031778,3.00508771183333
"CEP120",8.63294935714286,8.69070057142857,8.71463742857143,6.6455632395,6.9101472935
"CEP128",6.69265242857143,6.762968,6.74651028571429,5.35778887116667,5.46110968616667
"CEP135",7.50947792857143,7.60674171428571,7.62657314285714,6.1013720125,6.17523544633333
"CEP152",5.83278235714286,5.84505728571429,6.052998,5.58836658916667,5.69616968133333
"CEP164",6.7571915,6.60750414285714,6.81204085714286,5.777180579,5.77588389683333
"CEP170",8.96121821428572,8.96983585714286,8.95126657142857,6.56937733716667,6.61358671816667
"CEP170B",5.91337671428571,5.89605242857143,5.85651271428571,5.65028289983333,5.58084741266667
"CEP170P1",7.36895946428571,7.32463214285714,7.342746,6.17959789966667,6.256287339
"CEP19",8.05403335714286,8.01787914285714,8.24732142857143,5.85796452133333,5.8332303145
"CEP192",8.49173542857143,8.41401142857143,8.52517528571429,6.98872600766667,7.229624563
"CEP250",5.85714971428571,5.840762,5.84426814285714,5.496120309,5.5432060945
"CEP290",5.84751128571429,5.85922214285714,5.96675771428571,4.9390297115,5.29218785416667
"CEP350",9.34992942857143,9.26982714285714,9.38475357142857,8.00862978683333,8.1396669665
"CEP41",6.13110964285714,6.100175,6.130586,3.93773341583333,3.9110167335
"CEP44",6.05537535714286,6.068953,6.230027,5.355445149,5.5448174325
"CEP55",4.38104157142857,4.38558328571429,4.57874814285714,2.91175893383333,2.9043343745
"CEP57",7.84338421428571,7.93205157142857,8.00441785714286,6.975671185,7.23394637183333
"CEP57L1",4.60818742857143,4.61218771428571,4.83620357142857,4.07660543016667,4.12442874933333
"CEP63",8.32815407142857,8.34732071428571,8.36128785714286,6.667731938,6.64147861133333
"CEP68",7.76186521428571,7.82843928571429,7.693152,6.23584132533333,6.31333168866667
"CEP70",5.49148342857143,5.54086885714286,5.51145728571429,3.9224412015,4.118294695
"CEP72",6.96061785714286,6.88061014285714,6.905906,5.07085691816667,5.08206856566667
"CEP76",5.33423664285714,5.30487157142857,5.45238057142857,4.550263164,4.69775005266667
"CEP78",7.69129464285714,7.73367357142857,7.82251328571429,6.09085888933333,6.683751416
"CEP85",7.56119285714286,7.56019528571429,7.55913557142857,6.3123950975,6.36986059666667
"CEP85L",8.21750564285714,8.20790571428571,8.19941757142857,6.41266152733333,6.56675332033333
"CEP89",6.79441621428571,6.78591357142857,6.82713357142857,5.60271361766667,5.69938153166667
"CEP95",8.28607178571429,8.30142714285714,8.30577971428571,6.90357689583333,7.19383605833333
"CEP97",7.1829875,7.29125685714286,7.28669757142857,5.84109279616667,5.97437815516667
"CEPT1",9.20908271428571,9.26862085714286,9.20667585714286,7.164284789,7.07695168183333
"CER1",4.76114942857143,4.69377585714286,4.69407457142857,3.67280951283333,3.6237862775
"CERCAM",5.83112614285714,5.69493757142857,5.83076914285714,5.28563345516667,5.25331511466667
"CERK",9.58850128571429,9.57119985714286,9.52115442857143,7.93869663466667,8.0391535175
"CERKL",4.62851778571429,4.71632342857143,4.67391014285714,2.900892258,2.86782905566667
"CERS1",5.071713,5.03902371428571,4.937694,5.40281131383333,5.3748205835
"CERS2",10.5298028571429,10.5540128571429,10.53275,8.08085144633333,8.0347725535
"CERS3",5.57656878571429,5.40663371428571,5.66354757142857,3.60123013216667,3.61046877833333
"CERS4",7.1790545,7.25777342857143,7.01357371428571,5.94403034583333,5.9885918615
"CERS5",9.0636705,9.12285014285714,9.14693385714286,6.592633832,6.55651984316667
"CERS6",9.35270307142857,9.30916842857143,9.29602328571429,7.96616515383333,7.846312171
"CES1",7.37141714285714,7.30663185714286,7.46769585714286,7.73943722883333,7.327888886
"CES1P1",6.71442139285714,6.67379585714286,6.73755135714286,6.31018399166667,6.10240649383333
"CES2",7.61175171428571,7.58239814285714,7.43282828571429,7.009634922,6.91214260483333
"CES3",4.19610692857143,4.20600228571429,4.18847685714286,4.361773471,4.331234884
"CES4A",6.698339,6.69625128571429,6.64664385714286,5.65263701033333,5.56814875516667
"CES5A",4.71304728571429,4.66645242857143,4.76745714285714,3.18314864166667,3.16869710633333
"CETN1",4.02170414285714,4.04789514285714,3.99903414285714,2.48634568016667,2.42240651666667
"CETN2",7.90864935714286,7.85118171428571,7.93659728571429,4.97118283433333,5.05197699666667
"CETN3",4.42963885714286,4.49764657142857,4.49507157142857,3.216475498,3.46592716133333
"CETP",5.3941755,5.29875142857143,5.50402042857143,3.93638003266667,3.91477908233333
"CFB",5.64051597619048,5.63331247619048,5.56880633333333,3.66578600330952,3.62268698142857
"CFC1B",5.92570857142857,5.97109907142857,5.74938492857143,3.62487313791667,3.57609467033333
"CFD",10.0241411428571,10.3683127142857,9.86464028571429,7.8457669355,7.6194677885
"CFDP1",6.78532085714286,6.78328257142857,6.95529628571429,6.157456736,6.31114542016667
"CFH",5.43275507142857,5.70804757142857,5.66435528571429,3.99426281116667,4.20235071066667
"CFHR1",3.66120903571429,3.67040321428571,3.87610357142857,3.19647543766667,3.19290162666667
"CFHR2",3.07841842857143,3.18896571428571,3.20144314285714,2.41636363966667,2.37478968016667
"CFHR3",3.20659921428571,3.21552028571429,3.16050692857143,2.52933581066667,2.501121158
"CFHR4",3.94539164285714,3.90301657142857,3.89800842857143,2.58269639833333,2.5647145365
"CFHR5",3.95454957142857,4.03113742857143,3.82086328571429,2.46163323416667,2.43077659766667
"CFI",2.84380278571429,2.88826328571429,2.82455128571429,2.568348087,2.531341675
"CFL1",11.5675015,11.6179390816326,11.5821519795918,4.94768189491667,4.90069377958333
"CFL1P3",6.9010895,6.84417642857143,6.78732271428571,6.72452004566667,6.735761107
"CFL2",6.20866307142857,6.335655,6.17261214285714,6.028554089,6.246840409
"CFLAR",10.3667525357143,10.4454975714286,10.4340107142857,7.74989649283333,7.73669450033333
"CFP",10.42667,10.4039314285714,10.3920885714286,7.37489620533333,7.0859629635
"CFTR",3.41115607142857,3.418912,3.43455185714286,3.06525612908333,3.01951038991667
"CGA",4.08927042857143,4.16758242857143,4.121239,3.48782415683333,3.49074414783333
"CGGBP1",9.4761655,9.52942214285714,9.53289371428571,8.16715061166667,8.28098122433333
"CGN",5.04249885714286,5.07822914285714,4.98253914285714,4.50779625066667,4.46795386866667
"CGNL1",3.86055192857143,3.81530328571429,3.94711657142857,3.46670679375,3.37610707808333
"CGREF1",4.33338307142857,4.22013814285714,4.34124157142857,4.85560280966667,4.825807369
"CGRRF1",5.7590245,5.70398928571429,5.85477714285714,5.07370324133333,5.17248800083333
"CH25H",4.57221285714286,4.45523585714286,4.44483242857143,2.95039043533333,2.85026568733333
"CHAC1",5.42681678571429,5.49908357142857,5.33992357142857,5.3308126475,5.3015509315
"CHAC2",5.24219264285714,5.19614985714286,5.31359085714286,3.00029373066667,3.05051879233333
"CHAD",5.85533878571429,5.893616,5.67650071428571,4.95517086883333,4.92793392866667
"CHADL",6.480098,6.59973485714286,6.52665371428571,5.4247316185,5.37917846916667
"CHAF1A",7.23530864285714,7.24617928571429,7.23517314285714,6.10906886916667,6.10773534633333
"CHAF1B",6.00267107142857,6.01723571428571,6.13651114285714,4.88321274116667,4.99146585916667
"CHAMP1",7.66826278571429,7.62966228571429,7.69037771428571,6.270272662,6.34807011266667
"CHAT",5.30369321428571,5.33532585714286,5.32560042857143,5.161144446,5.1237193955
"CHCHD1",6.56318878571429,6.64433157142857,6.74975585714286,5.14936552816667,5.1191144785
"CHCHD10",8.10815307142857,8.17715485714286,8.050404,6.44908136616667,6.374152512
"CHCHD2",7.68337435714286,7.76255128571429,7.79751657142857,7.2675886395,7.29959574733333
"CHCHD2P6",5.80807685714286,5.84980642857143,5.63199414285714,6.6444190695,6.69219338516667
"CHCHD2P8",7.37698421428571,7.38796957142857,7.323422,5.74626263066667,5.73170324116667
"CHCHD3",9.45721217857143,9.50151921428571,9.44548371428571,6.711289898,6.7769530845
"CHCHD4",6.01727021428571,6.084068,6.13143985714286,5.4249537795,5.4843967385
"CHCHD5",7.15211728571429,7.15799785714286,7.08580128571429,5.12604304433333,5.04951588683333
"CHCHD6",6.44690592857143,6.43616785714286,6.55506457142857,5.32477981116667,5.246995702
"CHCHD7",6.07101,6.153853,6.17946785714286,5.12353671983333,5.21642169833333
"CHD1",9.01294507142857,9.02606542857143,9.09983242857143,7.82457164933333,8.11997017483333
"CHD1L",7.068713,7.034478,7.14851842857143,6.13182308,6.18693126966667
"CHD2",9.91190892857143,9.86679357142857,9.95033071428571,8.327138259,8.50430593666667
"CHD3",8.68604657142857,8.67099228571429,8.69149571428571,7.91908136483333,8.10271805083333
"CHD4",7.08107753571429,7.00845192857143,7.13919764285714,8.212071232,8.292078975
"CHD5",5.26361257142857,5.37424442857143,5.21520485714286,5.32323052416667,5.24641700016667
"CHD6",8.40951621428571,8.41061757142857,8.443028,7.04913640883333,7.22017487516667
"CHD7",8.2991075,8.21347471428571,8.13096814285714,6.06749153483333,6.27538685583333
"CHD8",7.37310069047619,7.24746828571429,7.32667585714286,7.87701136166667,8.01287299733333
"CHD9",8.58887057142857,8.56556728571429,8.59473857142857,7.36800367033333,7.44563029066667
"CHDH",4.99457828571429,4.98289671428571,4.860443,4.663498949,4.560935188
"CHEK1",4.90627935714286,5.000064,5.10825628571429,3.77428005383333,3.790057802
"CHEK2",5.59340871428571,5.52296585714286,5.63235814285714,4.12131555233333,4.12529977933333
"CHERP",8.53028571428571,8.46866614285714,8.50021842857143,6.50740377316667,6.49904225616667
"CHFR",8.87822178571428,8.82633014285714,8.83219171428571,7.01814880233333,6.98686571416667
"CHGA",5.31840135714286,5.31201514285714,5.216325,5.28544738233333,5.1864453835
"CHGB",3.99957228571429,4.11000214285714,4.073412,3.950186908,3.85064743916667
"CHI3L1",10.9429149285714,11.1627314285714,10.7228174285714,5.82911361283333,5.973971512
"CHI3L2",6.20640814285714,6.090644,6.26096928571429,5.06447572383333,5.19542512616667
"CHIA",4.11832571428571,4.17982128571429,4.0928,3.53689801583333,3.54097582616667
"CHIAP2",3.95044257142857,3.95662057142857,3.96236571428571,3.65081788516667,3.63419307783333
"CHIC1",7.67172971428571,7.68784857142857,7.64020114285714,5.69703103033333,6.02609643766667
"CHIC2",10.2955302857143,10.32761,10.2701642857143,7.85588503216667,7.93095064033333
"CHID1",7.6026735,7.53501571428571,7.63246714285714,6.31727040733333,6.2430401415
"CHIT1",5.65055621428571,5.713991,5.57698471428571,4.6950738425,4.619628462
"CHKA",6.63830807142857,6.518874,6.51366757142857,5.43146629683333,5.47571447633333
"CHL1",4.06470564285714,4.16912414285714,3.96648714285714,3.0121024635,3.02998257016667
"CHM",7.33344392857143,7.44088471428571,7.38180914285714,6.44768438333333,6.51565747016667
"CHML",6.89852442857143,6.89149328571429,6.80889557142857,5.69615454033333,5.69446647733333
"CHMP1A",8.46260121428571,8.41427642857143,8.48407671428571,6.78129612666667,6.70914067816667
"CHMP1B",8.83056957142857,8.86199971428571,8.89095171428571,6.74709242083333,6.80282303633333
"CHMP2A",11.8318571428571,11.9276185714286,11.8679957142857,8.59669944383333,8.5084361555
"CHMP2B",8.15083064285714,8.333636,8.31759828571429,7.33174317716667,7.43068131383333
"CHMP4A",7.48774842857143,7.51970585714286,7.54870257142857,5.6868089945,5.71310685016667
"CHMP4B",8.72000678571429,8.727358,8.75661657142857,8.36490389216667,8.330214015
"CHMP4C",4.62047385714286,4.55497371428571,4.58773942857143,3.03388004283333,2.996717747
"CHMP5",7.80624778571429,7.786575,7.97114942857143,6.31998807533333,6.348550612
"CHMP6",7.984487,8.01045642857143,7.92854728571429,6.341183364,6.30506210166667
"CHMP7",8.82407542857143,8.891541,8.78270385714286,7.42230005633333,7.63939153666667
"CHN1",5.79745528571429,5.87929942857143,5.85116485714286,3.73753363783333,3.72321455683333
"CHN2",8.10874957142857,8.15070285714286,8.08965942857143,6.37542894466667,6.2133980075
"CHODL",5.034832,5.08719071428571,5.03372271428571,3.54640290166667,3.51693414566667
"CHORDC1",8.24473635714286,8.32945485714286,8.28653928571429,7.10144997666667,7.50211479016667
"CHP1",11.5027428571429,11.44013,11.6086728571429,8.76861764816667,8.5823055995
"CHP2",4.58470278571429,4.63336342857143,4.48092642857143,5.076838751,5.02832194716667
"CHPF",6.24644764285714,6.29132242857143,6.441474,4.29282137416667,4.17266068883333
"CHPT1",10.532665,10.420007,10.5149474285714,6.2154063725,6.07456956183333
"CHRAC1",8.08339164285714,8.14054228571429,8.04758785714286,6.471813205,6.476844109
"CHRD",5.46036107142857,5.42969985714286,5.47715642857143,5.43930269566667,5.36767509783333
"CHRDL1",4.56492442857143,4.51658714285714,4.61709485714286,3.29995238833333,3.261619731
"CHRDL2",5.48871214285714,5.643525,5.46314842857143,4.50509124866667,4.43040987516667
"CHRM1",5.41769328571429,5.38244714285714,5.40112528571429,4.55619654766667,4.58349813016667
"CHRM2",3.50860707142857,3.51199542857143,3.49732342857143,3.86095696316667,3.832464947
"CHRM3",4.47907671428571,4.61090014285714,4.469493,3.25802788566667,3.2286628225
"CHRM4",5.92323892857143,5.933931,5.92006214285714,4.12014237466667,4.12360202016667
"CHRM5",4.97144042857143,5.09168528571429,5.04162428571429,2.65413014966667,2.6224589545
"CHRNA1",5.12931107142857,5.13884757142857,5.14066042857143,3.70270615,3.665675749
"CHRNA10",6.55853564285714,6.37054385714286,6.64480242857143,5.563778379,5.473239741
"CHRNA2",6.26394657142857,6.25817814285714,6.304548,4.44964827233333,4.34458190883333
"CHRNA3",5.49364264285714,5.56105842857143,5.36845942857143,3.26323047166667,3.22441068033333
"CHRNA4",5.01860821428571,5.15777914285714,5.020296,5.29204465233333,5.2270879265
"CHRNA5",4.48618771428571,4.526156,4.48339042857143,3.1306287975,3.129511586
"CHRNA6",3.65627042857143,3.57995214285714,3.59856371428571,3.10989545816667,3.04151055883333
"CHRNA7",5.89086732142857,5.92059735714286,5.86817021428571,4.6947273515,4.61326747333333
"CHRNA9",3.40581357142857,3.38368257142857,3.417217,3.00752224966667,2.934032871
"CHRNB1",5.29906878571429,5.42658228571429,5.293761,4.31907491216667,4.279054543
"CHRNB2",5.89611621428571,5.92629757142857,5.83439271428571,4.20013771683333,4.15325467333333
"CHRNB3",3.58824335714286,3.62029471428571,3.60046042857143,2.77763388966667,2.7620508405
"CHRNB4",5.04352235714286,5.089569,4.99564228571429,4.64776546966667,4.5816089725
"CHRND",5.36189478571429,5.360358,5.30002157142857,4.537499341,4.47665452383333
"CHRNE",6.27500992857143,6.40857585714286,6.10127785714286,5.11472362083333,5.30197665966667
"CHRNG",6.19549971428571,6.277269,6.14055971428571,5.08909997516667,5.0250377285
"CHST1",4.8288145,4.89236342857143,4.76875414285714,5.38786181566667,5.324180835
"CHST10",6.43562314285714,6.39884828571429,6.31916428571429,4.37296581833333,4.4286119555
"CHST11",11.4776321428571,11.4960914285714,11.38471,8.271883451,8.2033044045
"CHST12",7.60831685714286,7.69401892857143,7.64228942857143,7.26552184216667,7.38749639866667
"CHST13",6.66233828571429,6.63469985714286,6.73307,5.75025427916667,5.62776602783333
"CHST14",7.08475078571429,7.00949814285714,6.92573857142857,6.31949182433333,6.32362423833333
"CHST15",10.8306714285714,10.7652885714286,10.7553614285714,8.09937273916667,7.80675295316667
"CHST2",8.15166338095238,8.16251304761905,8.32804095238095,6.25305147883333,6.29739914533333
"CHST3",5.22283821428571,5.30080857142857,5.24595828571429,3.9545896985,3.95454492216667
"CHST4",4.27025614285714,4.31767442857143,4.30460185714286,3.7122866855,3.60795002566667
"CHST5",4.84725028571429,5.00024742857143,4.74570857142857,3.479372663,3.44838213633333
"CHST6",4.76287,4.77312257142857,4.700234,4.26223935966667,4.18651863983333
"CHST7",7.06999742857143,7.08731242857143,7.187023,5.704520129,5.67439663216667
"CHST8",9.38456328571429,9.41871628571429,9.33274671428571,5.0437581955,5.0233956825
"CHST9",3.13201007142857,3.19626785714286,3.07666185714286,3.16465520416667,3.13411230333333
"CHSY1",9.20377328571429,9.237603,9.22266214285714,7.37152618533333,7.33590933216667
"CHSY3",3.30175871428571,3.352017,3.353069,3.818469546,3.7571503065
"CHTF18",6.29161821428571,6.28846014285714,6.23805942857143,6.02047277883333,5.97851315033333
"CHTF8",9.55535032142857,9.48855742857143,9.45107614285714,7.2534733645,7.2787831765
"CHTOP",8.975877,9.03639771428571,8.93680957142857,7.29273456766667,7.3827740715
"CHUK",8.15277407142857,8.17379057142857,8.21624128571429,6.072882865,6.0993067485
"CHURC1",8.75411392857143,8.92307828571429,8.82893114285714,7.53209834483333,7.57257649166667
"CIAO1",9.31228592857143,9.35528914285714,9.26054857142857,7.49398839183333,7.50219558883333
"CIAPIN1",7.34561392857143,7.40353685714286,7.348275,6.15010383183333,6.2019956355
"CIB1",8.45604828571429,8.42637428571429,8.47824585714286,6.40147336533333,6.54810438983333
"CIB2",4.70142607142857,4.60180571428571,4.59171542857143,4.61904364083333,4.5508527075
"CIB3",4.67980714285714,4.66835357142857,4.63174342857143,3.85526495566667,3.78454524183333
"CIB4",4.12746785714286,4.14463728571429,4.05116114285714,4.00098907433333,3.94022517816667
"CIC",7.81482078571429,7.76611114285714,7.81751771428571,6.16692146283333,6.11051638533333
"CIDEA",4.56317807142857,4.56486785714286,4.55857542857143,5.100131763,5.04255603533333
"CIDEB",8.50429785714286,8.45477328571429,8.37086014285714,6.73610727116667,6.69350746866667
"CIDEC",5.02161657142857,4.83897228571429,4.89461985714286,4.6421865055,4.60379646616667
"CIITA",7.39450621428571,7.31392714285714,7.18312071428571,7.885455473,7.88325173633333
"CILP",5.06388735714286,5.06288771428571,5.04529657142857,4.339885711,4.29653628416667
"CILP2",5.60812571428571,5.56238242857143,5.47179857142857,5.564881763,5.53103518383333
"CINP",7.945828,7.97199314285714,7.93377142857143,5.64499947191667,5.63947332525
"CIR1",7.72041935714286,7.76150185714286,7.79371228571429,7.4172226365,7.58139342666667
"CIRBP",9.30738739285714,9.3662185,9.27476414285714,8.726862465,8.87083462166667
"CIRBP-AS1",5.250112,5.30412914285714,5.31380871428571,4.28680343216667,4.13575499666667
"CISD1",6.68068807142857,6.78211671428571,6.880742,3.896470097,4.020926143
"CISD2",8.89611185714286,8.58719614285714,9.16062542857143,6.19730604816667,6.32343756366667
"CISH",8.75023035714286,8.77000271428571,8.67282271428571,5.44755836716667,5.42481345683333
"CIT",5.39059221428571,5.36182785714286,5.46422671428571,4.01349219233333,4.02209696683333
"CITED1",5.30960328571429,5.43183385714286,5.20007314285714,4.05706092916667,4.03997895183333
"CITED2",9.70822478571429,9.71180714285714,9.70056414285714,8.22446992,8.10169716533333
"CITED4",6.35814657142857,6.38716742857143,6.34422985714286,5.202729344,5.04998708266667
"CIZ1",8.96529628571429,8.85859542857143,9.012416,7.5602909385,7.55958026966667
"CKAP2",7.32350921428571,7.32424671428571,7.47722428571429,5.70858578483333,5.776821928
"CKAP2L",4.98381778571429,4.83335971428571,4.983277,3.11570696483333,3.1156402795
"CKAP4",8.48788142857143,8.486405,8.46166342857143,6.85294290233333,6.6873182615
"CKAP5",7.88244328571429,7.72891371428571,7.94019314285714,7.06476943066667,7.18325931683333
"CKB",6.37923792857143,6.35902971428571,6.43018014285714,5.55719717233333,5.504725865
"CKM",4.80163957142857,4.90129171428571,4.71939285714286,4.18205906633333,4.1323517825
"CKMT1A",4.3818155,4.25345585714286,4.18479242857143,3.8125803325,3.74017806766667
"CKMT2",5.12888757142857,5.14522028571429,5.12201228571429,3.90610661833333,3.84837894966667
"CKS1B",6.61357178571429,6.57253042857143,6.59158871428571,3.89309136066667,3.893558413
