"","GSM192996","GSM1923003","GSM1923009","GSM1923016","GSM1923019","GSM1923023","GSM192997"
"PTP4A1P7",6.182714,6.091174,6.135722,6.381152,6.035387,6.34434,6.086429
"PTP4A2",11.49388,11.4355,11.51016,11.41022,11.51016,11.51924,11.69021
"PTP4A3",8.687567,8.394955,8.838758,8.765328,8.78891,8.333437,8.634665
"PTPA",8.2952,8.847031,8.455026,8.277555,8.139058,8.445766,8.28219
"PTPDC1",6.517408,6.098218,6.024215,6.301267,6.169432,6.089468,6.482063
"PTPN1",9.825622,9.532344,9.656126,9.694994,9.835157,9.735104,9.776707
"PTPN11",8.7194,8.338506,8.593971,8.257934,8.555751,8.508528,8.720271
"PTPN12",9.330862,9.154767,9.267033,9.263125,9.026039,8.993664,9.467894
"PTPN13",6.15833,5.401121,5.889761,5.92624,5.89444,6.247099,6.078417
"PTPN14",4.817812,5.105078,4.66105,5.064215,5.204204,4.841662,4.768274
"PTPN18",8.46187,8.499487,8.63341,8.755424,8.644145,8.583596,8.655557
"PTPN2",8.402769,8.129275,8.122131,8.107288,8.053746,8.159093,8.485229
"PTPN20",4.140295,3.650944,3.98268425,3.57087175,3.96504075,3.527187,4.13092
"PTPN21",4.191538,4.474056,4.492215,4.378428,4.380032,4.378428,4.221682
"PTPN22",9.036092,8.856743,9.09365566666667,9.32430566666667,8.732041,9.27937666666667,9.49406566666667
"PTPN23",7.480144,7.159415,7.433462,7.509792,7.420695,7.245941,7.464964
"PTPN3",3.822556,4.126655,4.006146,4.398127,4.138829,4.138827,4.124681
"PTPN4",8.668675,8.652781,8.54174,8.612272,8.180983,8.719959,8.892443
"PTPN5",4.702589,4.904605,4.696606,4.717306,4.902253,4.988387,4.630354
"PTPN6",10.74801,10.63278,10.77527,10.79704,10.9145,10.69359,10.72712
"PTPN7",7.127707,6.8729,6.749959,7.402485,6.682882,6.730905,7.35546
"PTPN9",8.265705,7.887115,8.300267,8.349807,8.145574,8.254845,8.417783
"PTPRA",7.823238,7.812061,7.745577,7.857757,7.732358,7.803293,8.197822
"PTPRB",4.070605,4.39638,4.448068,4.070605,3.954672,3.801745,4.225684
"PTPRC",11.90443,11.79704,11.81409,11.82105,11.79526,11.78017,11.95178
"PTPRD",4.468294,4.299599,4.196746,4.142197,4.284218,3.955706,4.262225
"PTPRE",9.942495,9.829306,9.874946,10.01639,10.03749,9.918077,10.14699
"PTPRF",5.41657,6.158087,5.58267,5.498622,5.566977,5.737148,5.359546
"PTPRG",4.165675,4.301028,4.441672,4.620184,4.604086,4.406568,4.194116
"PTPRH",4.683023,5.307157,4.847372,4.663577,4.947192,4.694031,4.129576
"PTPRJ",10.84493,10.73379,10.62258,10.79989,11.04147,10.68144,10.91185
"PTPRK",5.891551,5.461021,5.439833,5.362241,5.668034,5.330854,5.408501
"PTPRM",7.207741,6.05139,6.981363,7.709035,7.039918,7.332405,8.434157
"PTPRN",5.330521,5.469634,4.889703,5.352312,5.617286,5.306977,5.019926
"PTPRN2",5.361418,5.790425,5.525012,5.326059,5.653701,5.477102,5.440187
"PTPRO",6.274809,5.802299,5.989935,5.816985,6.058198,5.620456,5.818236
"PTPRR",4.329391,4.538456,4.431451,4.549778,4.723924,4.299026,4.559835
"PTPRS",6.699201,6.573617,6.160104,6.078132,6.711928,6.375215,6.199254
"PTPRT",4.306538,4.805384,4.710868,4.990175,4.56467,4.69751,4.78072
"PTPRU",5.245993,5.455657,5.520793,5.502261,5.609433,5.328496,5.308092
"PTPRZ1",3.201815,3.339146,3.289792,3.198604,3.119146,3.506295,3.136398
"PTRH1",6.901592,6.879121,6.846854,7.155754,7.04539,7.093079,7.109196
"PTRH2",8.070795,7.542854,7.806113,7.820714,7.963939,7.985286,7.90366
"PTRHD1",6.367778,6.289418,6.757649,6.476888,6.124349,6.465962,6.511448
"PTS",6.69794,6.19062,6.485063,6.442871,6.297699,6.432331,6.62002
"PTTG1",5.920988,6.248442,6.143775,6.721735,6.196148,6.645273,6.360333
"PTTG1IP",10.35642,10.31624,10.35721,10.26487,10.36041,10.37063,10.37532
"PTTG2",7.641549,6.927031,7.747864,8.437901,8.029251,7.537004,8.181669
"PTTG3P",3.772815,3.890417,3.739026,3.824133,3.627616,3.858729,3.952252
"PTX3",5.126211,4.811427,4.854029,4.688685,4.842947,4.593746,5.192654
"PTX4",5.045986,5.341968,5.051623,5.236592,5.343157,5.352044,5.31874
"PUDP",7.601686,7.831412,7.831412,7.691579,7.676185,7.58075,7.819402
"PUF60",7.491409,7.49632,7.65277,7.559884,7.62187,7.627792,7.682749
"PUM1",7.19667533333333,6.73142933333333,7.19124733333333,7.35095866666667,7.18823533333333,6.648662,7.32470066666667
"PUM2",10.58188,10.48105,10.51443,10.5048,10.44684,10.43904,10.50241
"PUM3",6.498797,6.260476,6.427547,6.400771,6.102657,6.046095,6.429965
"PURA",8.345228,8.0887765,8.193598,8.259972,7.990569,8.161242,8.1998355
"PURB",8.356348,8.268804,8.385868,8.310054,8.115669,8.301512,8.353762
"PURG",4.337984,4.39466,4.163218,4.295921,4.270102,4.360742,4.162083
"PUS1",6.900878,6.829015,6.93152,6.798469,6.662317,6.69247,7.070299
"PUS10",7.075334,6.513435,6.9263,7.260125,6.582932,6.968882,7.02246
"PUS3",6.543066,6.38315,6.480654,6.205072,6.361197,6.187191,6.794783
"PUS7",5.585504,5.694107,5.60962,5.498022,5.404358,5.542076,5.675844
"PUS7L",7.456784,6.982196,7.327597,7.11349,6.466618,7.172601,7.438501
"PUSL1",7.038506,6.945645,6.836758,6.904406,7.076046,6.915169,6.986812
"PVALB",6.634992,7.74158,7.326608,6.294003,6.358521,5.189787,6.695236
"PVALEF",5.980042,6.309416,6.236983,5.990031,6.192509,6.337054,6.053696
"PVR",7.604926,7.390143,7.601513,7.481541,7.38594,7.245507,7.221216
"PVRIG",8.169504,8.282133,8.248202,8.46283,8.109915,7.923903,8.176762
"PVT1",7.803467,7.671587,7.555499,7.743324,7.928915,7.504328,7.38632
"PWAR5",7.501953,7.170212,7.340356,7.612633,7.375357,6.867793,7.877717
"PWP1",7.955967,7.760181,8.039696,7.788977,7.851615,7.779948,8.251931
"PWP2",7.297143,7.129522,7.255866,7.491807,7.23666,7.158599,7.459946
"PWWP2A",8.066398,7.873234,8.154132,8.050903,7.945115,8.224869,8.056206
"PWWP2B",6.240154,6.349246,6.42494,6.218008,6.200566,6.347701,6.096282
"PWWP3A",6.726275,6.408269,6.446455,6.508854,6.478528,6.203842,6.819473
"PWWP3B",4.622649,5.110028,4.704944,4.857986,4.876365,4.982619,4.43268
"PXDC1",6.072957,5.968451,5.511166,5.712807,5.715207,5.479421,5.772729
"PXDN",4.848763,5.27027,4.666573,4.741693,5.042253,5.609675,4.521572
"PXDNL",3.869105,4.253045,4.239996,4.438197,4.27835,4.285788,4.301262
"PXK",9.934968,9.966261,9.981746,10.07129,9.909172,10.03316,10.25782
"PXMP2",7.183842,7.390265,7.190816,7.349889,7.347662,7.294642,7.414364
"PXMP4",6.917385,7.244113,7.28257,7.280808,7.245086,7.244547,7.189635
"PXN",9.220253,9.127833,9.33087,9.557865,9.5812405,9.338987,9.4753535
"PXT1",3.487875,3.719263,3.606256,3.916124,3.679413,3.513339,3.448855
"PXYLP1",6.957237,6.781227,7.07323,6.561404,7.368374,7.011817,7.401249
"PYCARD",10.42843,10.23518,10.46291,10.28349,10.49247,10.27482,10.40003
"PYCR1",6.010604,6.123916,5.962139,6.125594,5.885242,6.120953,5.400407
"PYCR2",8.058598,8.096649,8.002651,7.995957,8.013774,8.023311,8.02821
"PYCR3",6.299804,6.09344,6.294971,6.390621,6.186167,6.071137,6.237921
"PYDC1",4.846886,5.072858,4.921122,4.475545,4.957459,4.815399,4.73269
"PYDC2",3.858289,3.910882,4.228332,4.263342,4.237713,4.294342,4.273454
"PYGB",7.906994,7.937356,8.103586,7.997451,7.91917,7.71932,7.981691
"PYGL",11.20366,11.23789,11.35355,11.21798,11.41674,11.14457,11.44576
"PYGM",6.907714,6.55823,6.819249,6.652043,7.038249,6.837928,7.253439
"PYGO1",4.269278,4.699236,4.354055,4.751066,4.96488,4.581465,4.972172
"PYGO2",7.383646,7.403474,7.610405,7.757235,7.561611,7.51248,7.436913
"PYHIN1",10.29193,10.00137,10.37837,10.90902,9.663923,10.50189,11.14438
"PYM1",6.809973,6.773545,6.9358,6.803152,6.726956,6.774482,6.861272
"PYROXD1",7.761611,7.798362,8.047214,8.18568,6.912298,7.856215,8.471546
"PYROXD2",6.375721,6.316072,6.522883,7.007391,6.623447,6.746723,6.700939
"PYY",5.483685,5.94858,5.211509,6.113182,5.698514,5.988086,5.555798
"PYY2",5.799614,6.178571,6.023937,6.145586,6.12603,6.132674,5.638893
"PZP",5.276202,5.062828,5.141907,5.058667,5.110283,5.371677,5.221398
"QARS",10.45164,10.23755,10.41225,10.35136,10.29249,10.27032,10.41856
"QDPR",6.928983,6.625719,6.716392,6.893574,6.406281,6.758446,7.400181
"QKI",9.131405,8.444523,8.98138,9.113031,9.055971,9.074973,8.848099
"QPCT",9.143228,9.322742,9.71523,9.510019,9.63571,9.481249,9.663751
"QPCTL",7.105927,7.07352,7.08709,7.071368,6.932298,7.194476,7.123267
"QPRT",5.924087,6.413933,6.090103,5.736393,6.218974,6.305792,5.737845
"QRFP",5.931875,5.693444,6.041597,5.775397,6.109533,6.365412,5.568169
"QRFPR",2.812231,3.0576465,2.8871415,3.0393235,2.985947,2.876924,2.9835715
"QRICH1",10.39357,10.24443,10.29492,10.35016,10.31487,10.35016,10.42002
"QRICH2",5.7542,5.57199,5.242625,5.910351,5.674551,5.952023,5.654151
"QRSL1",8.174734,7.829925,7.984184,7.838752,7.842446,7.839768,7.897777
"QSER1",7.867379,7.648202,7.763966,7.612185,7.702267,7.702902,7.752863
"QSOX1",8.212918,8.045006,8.229387,7.859447,7.970995,8.23262,7.921886
"QSOX2",7.064692,7.572672,7.596951,7.188157,7.141375,6.954702,7.223066
"QTRT1",7.23253,7.174574,7.548259,7.545183,7.481386,7.28054,7.388133
"QTRT2",7.349993,7.259846,7.351447,7.250628,7.3461,7.396033,7.490233
"R3HCC1",7.13289,6.626793,7.048259,7.086707,6.815922,7.185535,7.312372
"R3HCC1L",8.150887,8.031726,8.19261,8.176994,8.243195,8.145306,8.319013
"R3HDM1",8.706822,8.686633,8.754232,8.720772,8.844121,8.62733,8.812763
"R3HDM2",9.385841,9.122103,8.96828,9.298897,9.310937,9.230502,9.422134
"R3HDM4",11.49063,12.10682,11.86604,11.1646,11.61346,12.11281,11.47075
"R3HDML",5.027977,5.117437,4.682339,5.093888,5.134996,5.045179,4.964496
"RAB10",10.82195,10.65407,10.63109,10.42335,10.48854,10.61557,10.51905
"RAB11A",9.8243,9.875567,9.65373,9.65373,9.65373,9.578856,9.610924
"RAB11B",10.6563,11.14432,10.69216,10.48322,10.48345,10.85621,10.61943
"RAB11FIP1",9.935503,9.773378,9.929377,9.98206,10.12814,10.01031,10.03885
"RAB11FIP2",9.12862,9.042249,9.092306,8.918489,8.957566,8.970312,9.225316
"RAB11FIP3",6.683376,6.803576,6.689891,6.822438,6.696703,6.850375,6.907652
"RAB11FIP4",8.171676,8.269283,8.424609,8.417952,8.433632,8.158254,8.423697
"RAB11FIP5",6.289088,6.426242,6.21282,6.451179,6.491633,6.790025,6.58739
"RAB12",7.746659,7.760145,7.794786,7.747001,7.709553,7.744419,7.923804
"RAB13",5.413499,5.7095855,5.415348,5.3877445,5.36112,5.780707,5.599146
"RAB14",11.16276,10.98652,11.17797,11.07601,10.898,11.05098,11.14048
"RAB15",6.141791,6.286084,6.196496,6.286084,6.700333,6.051788,6.286084
"RAB17",4.962325,5.116682,5.106493,5.130073,5.281133,5.452317,5.065472
"RAB18",9.099789,8.99588,9.231446,9.115202,8.685844,8.907246,9.231959
"RAB19",7.07629,6.810822,6.992839,6.976119,7.174973,6.744384,6.911357
"RAB1A",9.423262,9.255511,9.347973,9.219326,9.385373,9.354951,9.431184
"RAB1B",11.00782,11.27032,11.18546,11.16596,11.08054,11.11863,11.16786
"RAB1C",8.818097,8.997543,8.659324,8.472569,8.766592,8.615423,8.051813
"RAB20",6.749651,6.599328,6.439874,6.138834,6.451049,6.509506,6.199616
"RAB21",9.708602,9.548927,9.445498,9.5149,9.402905,9.568242,9.649193
"RAB22A",8.475178,8.274239,8.459778,8.495452,8.431754,8.411215,8.516943
"RAB23",4.959323,5.060315,5.02106,4.740358,4.907108,5.152634,5.38985
"RAB24",9.121656,9.458901,9.406613,9.727342,9.983583,9.402189,9.717476
"RAB25",4.437571,4.546098,4.076713,4.333024,4.35441,4.39005,4.144014
"RAB26",5.846289,6.194794,5.838711,5.885633,5.928827,6.241173,5.787479
"RAB27A",9.265609,9.420228,9.432353,9.51967,9.4834,9.437973,9.846977
"RAB27B",8.865636,9.441268,8.809715,8.993765,8.673301,8.666273,9.085153
"RAB28",7.502914,6.990654,7.103405,7.281637,7.211926,7.1736,7.618457
"RAB29",9.058494,9.142245,9.287689,9.500856,9.291855,9.251544,9.677896
"RAB2A",9.118483,8.801053,9.062409,9.065428,8.95916,9.076613,8.962359
"RAB2B",10.60274,11.69219,11.18369,10.31038,10.70529,11.69065,10.95799
"RAB30",8.098684,7.869678,7.576837,7.433227,7.619655,7.25337,7.557609
"RAB31",11.86043,11.88337,11.77553,11.70511,11.89864,11.62182,11.80064
"RAB32",7.29463,7.437279,7.393001,7.133349,7.270927,7.341616,7.105842
"RAB33A",7.14169,7.18496,7.296717,7.286044,7.156042,7.03154,7.479315
"RAB33B",8.5279,8.662394,8.635871,8.416021,8.605925,8.5279,8.657121
"RAB34",6.328987,6.007926,6.399757,6.137323,6.099129,6.460957,6.334326
"RAB35",9.255502,9.120002,9.378978,9.434587,9.416474,9.390743,9.300713
"RAB36",6.737816,6.617658,6.617471,6.552477,6.598731,6.956018,6.693666
"RAB37",8.847656,8.913309,8.909325,8.847382,8.791924,8.776134,9.005527
"RAB38",5.354356,5.681909,5.414191,5.952772,5.35493,5.729366,6.440156
"RAB39A",5.851352,5.826282,6.13925,5.667565,5.693511,5.859076,5.562054
"RAB39B",7.135576,6.733006,7.133641,6.994362,7.057205,6.92133,7.292009
"RAB3A",7.018558,6.953955,6.809452,6.785968,6.640431,6.940742,7.110616
"RAB3B",3.961663,4.537974,4.031836,3.975953,3.970296,4.487811,4.073246
"RAB3C",4.414659,4.639784,4.44248,4.074573,4.686325,4.183512,4.409783
"RAB3D",8.964643,8.977859,9.228285,9.199128,9.284731,9.05909,9.142229
"RAB3GAP1",8.956963,8.697843,8.75443,8.538993,9.013237,8.651598,8.397453
"RAB3GAP2",8.436019,8.329064,8.263883,8.234616,8.288527,8.312144,8.587525
"RAB3IL1",6.567053,7.315813,7.10869,6.721252,6.74744,7.177694,6.943763
"RAB3IP",7.369318,7.604445,7.302383,7.355567,7.559973,8.185316,7.44802
"RAB40A",5.054183,5.424107,5.410053,5.564476,5.522008,5.548256,5.190591
"RAB40AL",5.273344,5.58178,5.283242,5.298494,5.437682,5.323149,5.198629
"RAB40B",6.0738,6.104208,5.79614,5.840143,6.056826,6.09755,5.598394
"RAB40C",7.921012,7.992827,8.192501,7.778319,7.91068,7.907769,8.01005
"RAB41",4.243299,3.917189,3.800644,3.896896,3.877163,4.174269,3.839712
"RAB42",4.607159,4.178668,4.562166,4.074458,4.430567,3.856862,3.802289
"RAB42P1",6.099449,6.476943,6.174505,6.105467,5.699255,5.900048,5.761546
"RAB43",8.4536945,8.25029,8.3839545,8.147633,8.632341,7.9766625,8.296158
"RAB44",6.360967,5.9075055,6.0783275,5.7558195,6.354492,5.76155,6.149395
"RAB4A",7.732403,7.535961,7.34486,7.322787,7.175051,7.290175,7.781384
"RAB4B",8.323826,8.656984,8.847229,8.723295,8.458595,8.748928,8.688707
"RAB5A",9.934111,10.0423,9.989352,9.787458,10.07571,9.861327,10.08113
"RAB5B",10.17148,10.41277,10.13005,10.07695,10.3047,10.23425,10.30443
"RAB5C",11.7936,11.91792,11.91151,11.83697,11.84202,11.89438,11.93295
"RAB5IF",9.62942,9.547699,9.746717,9.76406,9.766035,9.594747,9.714604
"RAB6A",9.851129,10.66415,10.33832,9.940431,9.831595,10.71079,10.16594
"RAB6B",5.799606,6.374676,6.070947,5.63315,5.273067,6.155818,6.347057
"RAB6D",9.5638035,9.98587,9.581027,9.3243475,9.353924,10.2082085,9.57216
"RAB7A",12.24577,12.19983,12.22597,12.27481,12.21577,12.20778,12.32409
"RAB7B",5.269804,5.39467,5.219366,5.339826,5.362321,5.386481,5.10237
"RAB8A",9.481038,9.535602,9.610433,9.597019,9.393358,9.456708,9.751358
"RAB8B",10.44536,10.33085,10.50942,10.32413,10.31518,10.36278,10.62268
"RAB9A",7.781636,7.529623,7.805482,7.89091,7.698569,7.678418,8.301311
"RAB9B",5.3836,5.3014,5.001942,4.963811,5.230839,5.429203,5.470414
"RAB9BP1",2.900084,2.929606,2.816184,3.016453,2.798273,3.034821,2.747416
"RABAC1",8.484219,8.617464,8.587782,8.52446,8.568247,8.504108,8.595148
"RABEP1",8.7749,8.473135,8.494073,8.442695,8.318642,8.394096,8.631522
"RABEP2",5.913658,5.874812,6.034719,5.774053,5.915411,5.896458,5.599808
"RABEPK",7.100066,6.95767,7.023247,7.108322,7.196247,6.989682,7.219943
"RABGAP1",8.406002,8.183882,8.3628905,8.306371,8.440562,8.2441725,8.56591
"RABGAP1L",4.732271,4.7653265,4.765239,4.614213,4.598799,4.7276375,4.84863
"RABGEF1",8.777234,8.439837,8.823193,8.47686,8.533809,8.332756,8.794103
"RABGGTA",7.766295,7.898874,8.069832,8.027155,7.834761,7.749316,7.890944
"RABGGTB",7.750335,7.72387175,7.7513995,7.75000775,7.50841,7.4006995,7.79983875
"RABIF",8.454592,8.411964,8.493157,8.493196,8.429497,8.513744,8.642653
"RABL2A",8.8962175,8.848133,8.971322,9.0916095,9.055305,8.7407635,8.929607
"RABL3",8.349634,8.140614,8.150329,8.0316,8.11648,8.002731,8.01603
"RABL6",7.299508,6.867978,6.930717,7.184968,7.312432,7.024722,7.369822
"RAC1",10.31228725,10.11554425,10.26542975,10.390936,10.258001,10.306805,10.3036705
"RAC1P2",10.14931,10.02851,10.12067,10.05594,9.876039,10.01325,10.10584
"RAC1P4",5.310504,4.965568,5.745955,5.115793,5.175581,5.23982,5.104648
"RAC2",12.17381,12.26123,12.31707,12.36726,12.31164,12.26553,12.32029
"RAC3",6.012784,6.142477,6.335779,6.098425,6.081852,6.294068,5.580847
"RACGAP1",6.861054,6.640765,6.884701,7.087363,6.883206,6.902468,7.304031
"RACGAP1P",3.935232,3.892879,3.855896,4.003403,4.245145,3.549244,4.019032
"RACK1",9.490195,9.49799133333333,9.58694933333333,9.551304,9.52646,9.42281533333333,9.560457
"RAD1",7.157605,7.058904,7.144878,7.033387,6.952997,6.850195,7.387021
"RAD17",7.357977,6.758577,7.1229165,7.2005695,6.724445,7.134343,7.461762
"RAD18",7.664081,7.41174,7.365949,7.637337,7.328127,7.384262,7.655277
"RAD21",9.380516,9.415107,9.34487,9.562701,9.429963,9.663327,9.508256
"RAD21L1",3.123767,3.543168,3.298068,3.111829,3.275157,3.133705,3.5936
"RAD23A",10.19014,11.24187,10.52566,10.13277,10.30536,11.60297,10.24275
"RAD23B",8.656814,8.586011,8.532862,8.543459,8.491018,8.908052,8.702104
"RAD50",8.555639,8.307746,8.505156,8.463918,7.983241,8.459409,8.567935
"RAD51",4.507491,4.080575,4.281637,4.302609,4.475702,4.080927,4.33456
"RAD51AP1",4.413591,4.578794,4.825368,4.135759,4.225608,4.324668,3.873379
"RAD51B",7.383801,6.81278,7.220189,7.392669,7.301133,6.902415,7.367164
"RAD51C",7.058671,6.720336,7.100526,6.924879,6.954413,6.504733,7.022767
"RAD51D",7.320112,7.078595,7.285683,7.748394,7.464909,7.34158,7.698701
"RAD52",7.327497,7.067752,7.409149,6.965153,7.264545,7.046302,7.277184
"RAD54L",4.857382,5.521079,5.216569,5.041039,5.185563,4.997991,4.973341
"RAD54L2",8.444884,8.137693,8.227924,8.34399,8.416286,8.319427,8.624075
"RAD9A",7.744785,7.811244,7.914651,8.040354,7.917669,7.934613,7.979102
"RAD9B",4.602711,4.208066,4.531955,4.182123,4.551805,4.221577,4.739873
"RADIL",5.305175,5.740984,5.490248,5.238655,5.618669,5.43726,5.301761
"RADX",5.936205,5.441387,5.808959,6.047976,5.135448,5.559785,6.078041
"RAE1",7.766156,7.551709,7.712559,7.711518,7.576875,7.746926,7.80361
"RAET1E",2.993512,3.429093,2.9944,3.175818,3.070071,3.380765,2.897203
"RAET1G",6.183043,6.667912,6.491811,6.329792,6.683147,6.471292,6.217024
"RAET1L",5.870918,6.153873,5.792967,5.913037,6.321608,6.050034,5.95909
"RAF1",10.62649,10.45697,10.55924,10.68422,10.56064,10.51743,10.66529
"RAG1",3.66315,3.721404,3.869413,3.666357,3.76547,3.893078,3.733212
"RAG2",2.826256,3.203837,2.891487,2.6311,2.948132,2.625084,2.885629
"RAI1",6.560422,6.286059,6.361337,6.427571,6.59686,6.245504,6.377641
"RAI14",3.494002,3.395833,3.586075,3.141158,3.128927,3.472331,3.935309
"RAI2",5.321063,5.354161,5.12639,5.346245,5.435674,5.037646,5.099421
"RALA",7.203469,6.949717,7.041401,6.866507,6.92096,6.949717,7.113232
"RALB",10.01645,9.960896,9.952877,9.962214,10.15633,10.16595,10.07551
"RALBP1",9.379431,9.893027,9.597199,9.094522,9.368324,11.22492,9.45978
"RALGAPA1",9.03958133333333,8.816484,8.958605,8.99931666666667,8.80957466666667,8.99514133333333,8.983679
"RALGAPA2",9.547841,9.591995,9.600285,9.812851,10.05064,9.737737,9.720004
"RALGAPB",9.820928,9.694813,9.749167,9.920891,9.852704,9.742037,9.917391
"RALGDS",7.899105,8.447957,8.172739,8.213105,8.043367,8.736701,8.252666
"RALGPS1",6.653384,6.457034,6.725034,6.874734,6.731504,6.707147,6.751456
"RALGPS2",8.907454,8.403714,8.564012,8.360057,8.480225,7.879882,8.373859
"RALY",9.917282,9.852316,9.869116,9.92874,9.960733,9.876563,9.941305
"RALYL",3.05528,2.831949,2.844505,2.994706,2.847961,2.980849,3.142483
"RAMAC",7.8652015,7.676929,7.7882615,7.9537085,7.855997,7.6007605,7.9878745
"RAMP1",6.347199,6.714162,6.496402,6.399058,6.610877,6.694821,6.128868
"RAMP2",4.867074,5.1354,5.384264,4.936532,4.8856,5.114882,5.184087
"RAMP2-AS1",4.922894,5.037364,5.036353,5.292336,5.564504,5.247798,4.738871
"RAMP3",6.442235,6.58024,6.782117,6.684798,6.775756,6.828269,6.211129
"RAN",7.59874,7.474327,7.517216,7.513836,7.475109,7.330164,7.653674
"RANBP1",6.808886,6.542163,6.704462,6.462309,6.888179,6.858549,7.105668
"RANBP10",10.60316,11.37353,10.84378,10.32208,10.40614,11.2659,10.17257
"RANBP17",4.783929,5.267503,4.75632,4.774307,4.659275,4.764871,4.643979
"RANBP2",8.48708,8.105657,8.081699,8.098898,8.099096,8.308921,8.515791
"RANBP3",9.151482,9.124511,9.155821,9.215228,9.151218,9.141636,9.144001
"RANBP3L",2.808802,3.369802,3.193413,3.147826,3.056336,2.983079,2.966029
"RANBP6",7.858703,7.739105,7.608251,7.70167,7.46395,7.613432,7.795083
"RANBP9",9.439481,9.541674,9.264981,9.402353,9.335441,9.400379,9.364215
"RANGAP1",8.055405,7.713342,7.881337,7.870118,7.928098,7.873683,8.013329
"RANGRF",7.072301,7.161449,7.066278,7.278713,7.029007,7.206234,7.183467
"RANP1",8.929948,8.730035,8.750223,8.758472,8.836484,8.598797,8.932025
"RAP1A",9.7545,9.571716,9.475866,9.278627,9.41736,9.552706,9.737451
"RAP1B",10.285945,10.0934595,9.9790865,10.092614,9.949204,9.9680805,10.39132
"RAP1GAP",8.045155,9.580351,7.369053,6.065549,5.681644,10.61018,5.625218
"RAP1GAP2",8.644584,8.472998,8.626212,9.060867,8.775248,8.730721,8.856079
"RAP1GDS1",8.148284,7.67811,8.162762,8.223445,7.893556,8.075504,8.274723
"RAP2A",7.930973,7.876934,8.082806,8.15727,7.484151,8.939985,8.479883
"RAP2B",9.062021,8.872527,9.076035,9.146565,8.904525,9.166341,9.235324
"RAP2C",7.69979,7.770769,7.645546,7.575875,7.921544,7.529131,7.62447
"RAPGEF1",9.616616,9.299081,9.64352,9.759122,9.707655,9.472066,9.925067
"RAPGEF2",8.677389,8.660516,8.903616,8.552268,9.028489,8.784818,8.740691
"RAPGEF3",5.747576,5.717836,5.682888,5.7999405,5.890348,5.9072885,5.5423875
"RAPGEF4",4.68255,4.664208,4.477968,4.57305,4.891441,4.815435,4.607032
"RAPGEF5",4.37389,4.412883,4.273275,4.482116,4.483579,4.357304,4.231035
"RAPGEF6",9.487856,9.441527,9.325455,9.259032,9.381491,9.332995,9.386036
"RAPGEFL1",5.740973,6.089259,6.063929,6.319887,6.262814,6.063644,6.411449
"RAPH1",6.078098,5.597052,5.989935,5.839489,6.121546,5.989935,6.080506
"RAPSN",5.946826,5.662014,5.804966,5.73591,5.925349,6.015051,5.748821
"RARA",8.962349,8.988222,8.879703,9.044065,9.303541,9.046134,8.974694
"RARB",3.967079,4.225741,4.271209,4.050946,4.462348,4.115658,4.076145
"RARG",7.351403,6.665231,7.147909,7.083743,6.827596,7.11521,7.196965
"RARRES1",4.275363,4.769567,4.57027,4.48755,4.619094,4.358125,4.304666
"RARRES2",5.589601,5.753489,5.531682,5.821004,5.642792,5.74053,5.533561
"RARS",7.946126,7.71352,7.682548,7.66193,7.702852,7.543081,7.938287
"RARS2",8.283001,8.129522,8.256397,8.305794,8.078899,8.128026,8.400772
"RASA1",8.969578,8.765053,8.815947,8.811251,8.608679,8.623514,8.807964
"RASA2",9.591431,9.408399,9.372436,9.300627,9.409644,9.398473,9.531157
"RASA3",9.957765,9.634327,9.581225,9.813818,9.734643,9.551824,10.01372
"RASA4",7.84904,7.42434366666667,7.47009666666667,7.57887633333333,7.58364833333333,7.43173433333333,7.828337
"RASA4B",8.378465,7.68842633333333,8.053677,7.60175366666667,8.06033133333333,7.868351,7.964306
"RASAL1",4.997439,4.897969,5.181196,5.087551,5.203969,5.184678,4.613511
"RASAL2",4.76035,4.425878,4.659835,4.526218,4.97506,4.70776,4.436258
"RASAL3",9.003737,8.857841,8.860005,9.205895,8.953979,8.922297,9.272017
"RASD1",5.669185,6.041431,5.512241,5.750552,5.89145,5.869345,5.466304
"RASD2",5.433548,5.827484,5.374106,5.705518,5.696602,5.688081,5.219178
"RASEF",3.743277,4.381116,4.047724,3.952965,3.985129,4.168834,3.922986
"RASGEF1A",6.752523,6.637969,7.209251,7.453187,6.786086,6.802079,7.77689
"RASGEF1B",7.153621,6.724363,6.887653,6.858519,7.070739,6.86765,6.980221
"RASGEF1C",5.339313,5.706512,5.554599,5.372553,5.418472,5.508245,5.113544
"RASGRF1",4.430556,4.774781,4.904697,4.553536,4.403201,4.765561,4.384614
"RASGRF2",8.682247,8.534118,8.135608,8.50799,8.577279,8.369041,8.189462
"RASGRP1",10.5343,10.35199,10.29491,10.72538,10.4012,10.50821,10.7408
"RASGRP2",8.84496,8.667274,8.724757,8.772224,8.926335,8.703587,8.700292
"RASGRP3",7.635746,7.501556,7.45405,7.011796,7.265033,7.015828,6.981104
"RASGRP4",9.988275,10.17662,10.22751,10.22808,10.35034,10.01722,10.14583
"RASIP1",5.14694,5.711826,5.472779,5.578905,5.630145,5.740974,5.647235
"RASL10A",5.249459,5.493362,5.104754,5.182016,4.99556,5.363637,4.832757
"RASL10B",6.109689,6.303175,6.033221,5.954247,6.29318,6.339657,5.783979
"RASL11A",5.780481,5.642759,5.584157,5.505537,5.705337,6.250337,5.941318
