"","GSM1923000","GSM1923004","GSM1923010","GSM1923012","GSM1923007","GSM1923020","GSM192998","GSM1922995","GSM1923002","GSM1923008","GSM1923015","GSM1923018","GSM1923022","GSM1923017"
"TECTB",3.328759,3.686313,3.483288,3.392924,3.150599,3.240404,3.078683,3.120969,3.385149,3.508568,3.219327,3.372553,3.327134,3.421688
"TEDC1",6.501599,6.480457,6.276252,6.666286,6.373328,6.45432,6.266039,6.214694,6.146606,6.346019,6.552108,6.039949,6.579624,6.486616
"TEDDM1",4.912606,5.014839,5.037241,4.880035,4.912999,5.044357,4.725564,4.603542,4.615605,5.025316,4.452796,4.75055,4.7166,4.896492
"TEF",6.171425,6.252648,6.129382,6.289825,6.086089,6.146113,6.154104,6.131467,6.000827,6.216763,5.649874,5.992844,6.294194,6.437534
"TEFM",7.263194,7.332816,7.859353,7.567695,7.555003,7.434222,7.375245,7.61292,7.643454,7.450838,7.786554,7.400731,7.641784,7.450014
"TEK",5.330615,5.482471,4.869683,5.621609,5.19998,5.539537,5.379653,5.563244,5.518569,5.798645,4.829453,5.39034,5.39034,5.551041
"TEKT1",4.516123,4.807817,4.452253,4.932552,4.846488,4.604197,4.349864,4.727841,4.514322,4.701538,4.507849,4.221189,4.788365,4.632626
"TEKT3",3.961945,3.956596,3.944919,4.46587,3.986632,3.754372,3.83304,3.696265,4.255244,4.099484,3.752287,3.875388,4.049796,3.97369
"TEKT4",6.053579,6.352821,5.99682,6.151199,5.979897,6.035155,6.099557,5.878304,6.084252,6.246505,5.745447,5.866839,5.937281,6.215746
"TEKT4P2",6.982523,7.528347,7.361609,7.440518,6.806661,7.125984,7.616613,8.001338,5.796934,7.520783,5.875012,8.414573,6.606356,6.326867
"TEKT5",4.801074,4.887358,4.788141,4.593585,4.423668,4.65483,4.515377,4.623675,4.300351,5.107548,4.466135,4.615844,4.556371,4.660428
"TELO2",6.297419,6.374688,6.145043,6.168811,6.612442,6.099821,6.174929,6.12891,5.78688,6.180539,5.944417,6.206951,6.056015,6.296521
"TEN1-CDK3",6.745382,6.582508,6.677669,6.592398,6.625035,6.71025,6.603705,6.702155,6.471759,6.540461,6.663733,6.659375,6.624098,6.689283
"TENM1",6.691284,6.49047,6.511329,6.252611,7.19797,6.278975,6.350459,6.193045,7.010102,7.052611,6.650543,6.614891,6.361573,6.540454
"TENM2",4.593502,5.317521,4.568015,4.724088,4.307726,4.819496,4.427833,4.656573,4.874405,4.549771,4.439301,4.581055,4.621959,4.820722
"TENM3",4.490044,4.634762,4.521601,4.395705,4.297767,4.238663,4.283527,4.095024,4.415151,4.337933,4.287046,4.292885,4.29556,4.466174
"TENM3-AS1",5.202235,5.508294,5.170115,5.62351,5.266454,5.254711,4.984055,4.942559,5.202235,5.31765,5.061749,4.936052,5.551637,5.228404
"TENM4",5.671443,5.825838,5.22511,5.685436,5.248973,5.400514,5.258417,5.406113,5.316757,5.447311,5.29177,5.283,5.379101,5.627333
"TENT2",9.513737,9.5775,9.721171,9.526194,9.683184,9.684761,9.920544,9.752883,9.82279,9.716314,9.735872,9.693849,9.706528,9.603271
"TENT4A",9.081939,9.003133,8.775968,8.747475,8.945956,8.658103,8.898155,8.766113,8.663014,8.632389,8.779147,9.303005,8.706306,8.524174
"TENT4B",8.484614,8.350948,8.589716,8.410622,8.682943,8.348597,8.842495,8.319372,8.546539,8.390217,8.403869,8.299627,8.415287,8.262771
"TENT5A",8.309284,8.336021,8.952578,8.263407,8.014647,8.123551,8.334772,8.382966,8.201029,8.155321,8.175624,8.308098,8.52165,8.555627
"TENT5B",5.762386,5.974185,5.889563,6.156162,5.673384,5.894114,6.018588,6.168633,5.74251,5.952468,5.904604,5.424067,6.204804,6.090562
"TENT5C",12.02384,12.09791,11.52173,10.63407,11.90457,12.138,12.15381,11.80825,12.47916,12.11588,11.6852,12.05009,12.36958,11.95947
"TENT5D",3.174068,3.482415,3.249606,3.262894,3.117361,3.159089,2.777988,3.166612,3.216405,3.286753,3.071672,3.159089,3.146954,3.055853
"TEP1",8.374702,8.197136,8.305458,8.168368,8.135484,7.932658,7.700765,8.07559,7.72602,7.933766,8.313869,8.472781,7.995708,8.216606
"TEPP",6.068562,6.14614,5.982159,5.977912,5.724478,5.6566,5.758488,5.549726,6.169419,5.993368,5.629122,5.613956,5.770288,5.860904
"TEPSIN",7.841588,7.785827,7.378003,7.777658,7.582933,7.493112,7.181207,7.476505,7.448282,7.416732,7.790028,7.730893,7.473517,7.769461
"TERB1",2.885824,2.95444,3.028031,2.974285,2.92387,2.968805,2.826592,3.00361,2.956312,3.134427,2.839496,2.899274,2.912855,3.113313
"TERB2",3.542732,3.69252,3.598318,3.571309,3.339128,3.291608,3.379685,3.387516,3.510698,3.288962,3.186531,3.48777,3.419389,3.449619
"TERC",6.421691,6.257529,6.512198,6.854629,7.138495,7.201317,7.09442,6.388349,7.090942,7.041196,6.797832,7.090782,6.722402,6.683983
"TERF1",8.452863,8.259011,8.810445,8.668028,8.857141,8.694538,9.113194,9.0443,8.875252,8.652243,9.055893,8.58695,8.894267,8.437888
"TERF1P2",3.709145,3.889604,3.709145,3.58194,3.452374,4.199962,3.490163,4.500907,3.94248,3.804862,3.433363,4.091928,3.358083,3.589809
"TERF1P3",7.911798,7.701951,8.175225,8.381953,7.869182,7.786765,8.64461,8.334553,8.109306,7.987211,8.235976,7.772584,8.064205,7.766098
"TERF1P5",4.925129,5.031621,5.498346,5.843464,5.119976,5.417135,6.437892,6.229962,5.530183,5.108684,5.840896,5.274287,5.349807,5.556762
"TERF2",8.191326,8.013425,8.236289,7.871269,7.976785,8.055518,7.978063,8.199415,7.917708,8.069464,8.220976,8.233786,8.030743,8.014426
"TERF2IP",8.571589,8.621174,8.665379,8.332531,8.409225,8.591204,8.919355,8.67281,9.540089,8.735886,8.736752,8.642698,9.679245,8.552644
"TERT",5.985528,6.262404,5.676716,6.105738,6.054579,5.77683,5.769417,5.724225,5.952197,6.207168,5.819834,5.835952,5.964548,6.226649
"TES",10.55414,10.51574,10.50424,10.86283,10.53681,10.64856,11.01341,10.73629,10.60126,10.5919,10.51091,10.40671,10.66162,10.43734
"TESC",9.67626,9.458556,9.486689,9.598348,10.16577,10.27003,10.56617,9.781315,10.63638,10.37182,9.518293,10.26037,9.794492,10.06121
"TESK1",8.715054,8.731982,8.527531,8.961754,8.512604,8.335789,8.553177,8.48793,8.370571,8.537478,8.766405,8.747824,8.552876,8.430968
"TESK2",8.81175,8.758741,8.916621,8.930521,8.642952,8.991723,8.784633,8.791797,8.855967,8.793423,8.750885,8.685143,8.932394,9.093914
"TESMIN",5.718592,5.825097,5.775729,5.588008,5.857777,5.820193,5.498786,5.933028,5.840134,5.73912,5.806735,5.901078,5.870375,6.158699
"TESPA1",9.928599,9.941264,9.577406,9.993036,10.01139,9.759789,9.482673,9.886624,10.24756,9.859506,9.823918,10.39324,9.598515,8.984221
"TET1",6.251821,6.097508,5.665798,6.056195,5.795058,5.638241,6.126756,6.034591,5.87335,5.715796,6.07991,5.88273,6.233005,5.796381
"TET2",10.70417,10.55494,10.80032,10.50709,10.66364,10.79334,10.48324,10.84577,10.59722,10.71969,10.69673,10.59887,10.58002,10.91729
"TET3",8.988741,8.93462,8.903473,8.205901,9.021849,8.735853,8.546434,8.713665,8.644131,8.718542,8.680202,9.097503,8.29846,8.923689
"TEX10",7.686049,7.509609,7.662869,7.806142,7.754816,7.893559,8.241893,7.927768,7.823641,7.707602,7.663159,7.752112,7.586322,7.390429
"TEX101",3.612382,4.148898,3.591409,3.76437,3.981535,4.014481,3.704692,3.999574,3.586461,3.772079,3.465111,4.117114,3.695168,3.5573
"TEX11",2.82782,3.15732,2.927299,3.044495,3.081173,2.924829,2.766487,2.857774,2.851338,2.927299,2.909033,2.897573,3.130878,2.927299
"TEX12",3.273141,3.376327,3.066081,3.227746,2.925717,3.056286,2.879784,3.125271,2.938625,3.073449,2.92475,2.932806,2.9621,3.006095
"TEX13A",3.988539,4.278304,3.833845,3.867501,3.754969,3.829637,3.835424,3.872772,3.881302,4.078249,3.66296,3.963302,3.81001,3.978953
"TEX13B",5.030257,4.897557,4.661062,4.467999,4.607024,4.830075,4.313987,4.443687,4.329131,4.642021,4.255969,4.389647,4.87579,4.829284
"TEX14",3.677188,4.149359,3.8895,3.966934,3.497169,3.87428,3.708598,3.658235,3.505962,3.89487,3.592122,3.61274,3.947773,3.948031
"TEX15",4.007407,4.032057,3.745867,3.876703,3.639707,3.552547,3.825816,3.566257,3.870482,4.333003,4.210971,3.750978,3.421464,3.867126
"TEX19",5.564222,5.840388,5.560001,5.516203,5.596227,5.33736,5.188319,5.560001,5.409961,5.628376,5.403211,5.51242,5.706682,5.585462
"TEX2",7.271275,7.430246,7.367901,6.962299,7.407681,7.332812,7.5133,7.634222,7.535031,7.310081,7.573668,7.529705,7.570799,7.329963
"TEX26",2.968498,3.021092,2.876742,2.924824,2.83771,2.818681,2.872032,2.794165,2.889272,2.903661,2.740187,2.942661,2.888194,3.030284
"TEX261",9.782267,9.720863,9.54476,9.819884,9.794143,9.620046,9.808261,9.693819,9.628791,9.58474,9.717972,9.739036,9.562044,9.567324
"TEX264",8.063112,8.041907,7.866398,8.236384,8.206947,7.926671,8.001955,7.905932,7.933048,8.001955,7.884528,7.925457,8.12323,7.996934
"TEX28P2",5.213344,5.25065,4.860503,5.22769,5.062926,4.998409,4.982502,4.912666,4.783486,5.077831,4.926351,4.962617,4.939514,5.119538
"TEX29",5.753417,6.062399,5.69822,6.020893,5.670486,6.053017,5.61406,5.360416,5.57815,5.735079,5.532683,5.70107,5.803132,5.916372
"TEX30",4.811618,4.488734,5.233521,4.561553,4.982094,4.799472,5.137133,5.06408,5.118886,5.038348,4.890525,4.828753,4.308335,4.745565
"TEX33",3.930204,3.917322,3.803092,3.908773,3.861744,3.999967,3.904272,3.861744,3.889335,4.058627,3.913755,3.864007,3.619179,3.786551
"TEX35",3.645142,3.640142,3.729532,3.87907,3.726696,3.856538,3.529855,3.5351,3.750945,3.941997,3.712056,3.604433,3.740645,3.681465
"TEX36",3.332062,3.284475,3.459642,3.76578,3.235378,3.388509,3.257023,3.247736,3.530046,3.608226,3.183411,3.293175,3.600751,3.51555
"TEX37",5.44838,5.877344,4.8932,5.111615,5.111615,5.067622,4.99501,5.168548,5.109794,5.085561,5.063501,5.111615,4.808137,5.375219
"TEX38",4.584137,5.06601,4.613423,4.619144,4.46707,4.464687,4.617973,4.349801,4.991889,4.777317,4.270441,4.753026,4.703575,4.6589
"TEX43",3.299073,3.234883,3.425992,3.557387,3.433507,2.948577,3.245077,3.252304,3.227176,3.546138,3.107432,3.013062,3.048141,3.330499
"TEX44",5.122428,5.012908,5.070158,5.319717,4.997955,5.00004,5.279393,5.132914,4.914551,5.325485,4.809598,4.707268,5.185354,4.754998
"TEX45",5.291809,5.081887,4.899364,5.453229,5.247179,5.042769,5.22079,5.161255,5.259024,5.231317,5.066761,5.045721,5.131422,5.565361
"TEX47",3.614741,3.809752,3.415534,3.608956,3.354007,3.654482,3.597347,3.889647,3.68422,3.657392,3.486652,3.60525,3.62208,4.016613
"TEX49",3.453408,3.750799,3.442683,3.509721,3.10609,3.640585,3.352831,3.203042,3.298703,3.303438,3.115003,3.078627,3.601813,3.018187
"TEX52",5.674777,6.84769,6.160115,6.285051,6.763811,6.10843,5.939074,6.50194,5.651601,6.121877,5.70388,6.025908,6.254779,6.303148
"TEX55",2.671277,2.824524,2.876243,2.679289,2.666035,2.597655,2.837852,2.640387,2.866861,2.570237,2.59644,2.794827,2.564995,2.567015
"TEX9",4.651907,4.016019,4.813718,4.701162,4.430288,4.812636,4.638128,4.969299,4.849432,4.736391,5.202748,4.392023,4.913551,4.427931
"TF",4.597717,4.890359,4.388694,5.051779,4.500396,4.640904,4.416066,4.130522,4.557892,5.056763,4.436812,4.441431,4.882275,4.725996
"TFAM",7.493082,6.870882,7.743851,7.541622,7.545362,7.757305,7.947572,7.695641,7.600787,7.431913,7.623248,7.507272,7.730058,7.059388
"TFAP2A",5.168719,5.462266,5.091053,5.172234,4.677599,4.673285,5.001517,5.068862,5.014823,5.457761,4.889178,4.919208,4.75917,5.152561
"TFAP2A-AS1",4.211994,4.688249,4.304461,4.161049,4.469248,4.151022,4.467875,4.259308,4.492193,4.192392,4.065634,4.1237,4.32793,5.068937
"TFAP2B",4.582571,4.966995,4.466892,4.610752,4.504828,4.269914,4.301681,4.28293,4.301681,4.854752,4.45206,4.603034,4.748917,4.750514
"TFAP2C",4.836317,4.644427,4.364952,4.339118,4.282363,4.308562,4.316518,4.517127,4.396775,4.417558,4.170476,4.631971,4.516793,4.295524
"TFAP2D",4.173837,4.124245,3.864431,3.892721,3.939086,3.757091,3.46357,3.690259,3.859687,4.222012,4.021638,3.91255,3.744518,3.788114
"TFAP2E",6.434906,6.853231,6.639857,6.851819,6.538853,6.62955,6.529275,6.412124,6.372993,6.783624,6.450308,6.635677,6.60817,6.85914
"TFAP4",7.235552,6.968309,6.868903,7.103889,6.827604,6.771304,6.712068,6.887159,6.753717,6.748779,6.92218,6.953709,6.953067,6.752816
"TFB1M",7.625521,7.345729,7.850914,7.917432,7.55898,7.783994,7.835555,7.930089,7.996402,7.9371,8.016629,7.699368,8.192287,7.741623
"TFB2M",7.883945,7.369638,7.834834,8.025342,7.696266,7.872873,7.930634,7.982589,7.984715,7.759726,7.712406,7.572503,7.818669,7.468353
"TFCP2",8.409384,8.233987,8.310709,7.716889,8.080324,7.908993,8.205636,8.368502,8.097267,7.987766,8.305944,8.403977,8.188311,8.164227
"TFCP2L1",5.759526,5.529926,5.01483,5.322911,5.659502,5.045835,5.53752,5.001587,5.141926,5.429622,5.403863,4.939744,5.73499,5.328474
"TFDP1",10.44288,11.04365,10.19741,10.09224,10.51824,10.34473,10.70183,10.56926,11.18597,10.74798,10.29532,10.54201,12.11801,10.5705
"TFDP2",8.410548,8.392618,8.394089,8.066906,8.362228,8.445283,8.953381,8.600691,9.011434,8.404417,8.705571,8.305235,9.098704,8.193517
"TFDP3",3.882271,4.305171,4.256976,3.935858,4.14569,4.086141,4.148024,4.05517,4.059502,4.359511,3.795061,3.936088,4.167627,3.966176
"TFE3",9.302855,9.353446,9.223556,9.288686,9.454038,9.620903,9.590636,9.351286,9.333559,9.504375,9.194942,9.463906,9.432854,9.511123
"TFEB",8.540849,8.578812,8.658607,8.76344,8.666278,8.716968,8.481915,8.705845,8.570667,8.596274,8.563638,8.749309,8.363719,8.751985
"TFEC",6.754079,6.577085,8.058837,7.569248,7.418305,6.967728,7.842467,7.363818,7.138244,7.424517,7.640012,6.74462,7.591819,8.257156
"TFF1",5.734763,5.865336,5.394953,5.853513,5.677249,4.721557,5.498001,5.525683,5.491605,5.933706,5.450461,5.822042,5.62701,5.894299
"TFF2",5.32773,5.430665,5.350943,5.70708,5.027918,5.269986,5.151427,5.052004,5.337854,5.661509,5.336868,5.200407,5.286048,5.332874
"TFF3",5.981373,5.982435,6.096683,6.140797,6.039178,5.959254,6.141919,5.734803,6.046209,5.992972,5.774605,5.834064,5.883504,6.175046
"TFG",8.42837,8.347268,8.696785,8.477732,8.685809,8.439571,8.832592,8.755093,8.675381,8.601936,8.635591,8.598309,8.535587,8.416465
"TFIP11",8.479759,8.174226,7.892989,8.495126,8.626507,8.478161,8.345147,8.699196,8.44304,8.414364,8.650603,8.550432,8.624629,8.019368
"TFPI",4.777871,4.872331,5.377121,4.724988,5.334593,5.163859,5.50284,5.675418,5.371281,4.724988,5.096849,5.145989,4.87688,5.739222
"TFPI2",3.514672,3.751895,3.296643,3.757448,3.580677,3.437079,3.093208,3.306968,3.306012,3.618528,3.176302,3.450978,3.336789,3.680967
"TFPT",6.723245,6.871376,6.891508,6.982627,7.245443,6.662139,6.962929,6.962037,7.030922,6.829813,6.927827,7.042299,6.894871,6.767876
"TFR2",6.171973,6.617274,5.905902,6.214849,6.35506,6.245875,6.609781,6.341015,7.415399,6.741839,6.30435,6.432942,7.054504,6.76034
"TFRC",8.028367,7.95151,7.832634,7.570051,8.048172,8.329061,8.761301,8.196261,9.225389,8.095047,7.962715,8.330593,8.599346,8.06701
"TG",6.014259,6.178216,6.117207,6.170848,6.602067,5.899801,5.423976,6.067196,6.129805,6.046507,6.162616,6.742928,5.985699,6.275848
"TGDS",6.220163,6.079572,6.259058,6.039107,6.190531,6.187132,6.416681,6.309412,6.445805,6.074916,6.419766,6.281778,6.404059,5.951455
"TGFA",7.694931,7.511021,7.703749,7.766654,8.071037,7.871888,7.744114,7.915426,7.546772,7.686385,7.483613,7.715053,7.684648,8.347295
"TGFB1",10.099,10.01987,10.06365,9.825733,10.43201,9.942191,10.02717,10.009,9.855402,9.923314,10.30014,10.18576,9.776523,10.07017
"TGFB1I1",6.294705,6.509213,6.380721,6.312996,6.632887,6.421302,6.45244,6.356422,6.594524,6.320127,6.263084,6.708094,5.881371,6.827807
"TGFB2",5.203507,5.429924,5.562339,5.479632,5.049034,4.972788,5.507382,5.162798,5.194602,5.05403,5.484073,5.137535,5.185383,5.547423
"TGFB3",5.156005,5.278455,5.263827,5.48284,5.406082,5.503604,5.225413,5.080469,5.297286,5.242001,5.641937,5.602234,5.31331,4.617415
"TGFBI",9.148454,9.29409,9.924657,9.196325,9.374524,8.895363,9.064907,9.530657,8.622916,9.200669,9.562001,9.223784,9.425471,9.380116
"TGFBR1",9.476052,9.459671,9.579401,9.712752,9.617673,9.836828,10.01489,9.646371,9.508113,9.796885,9.602428,9.524711,9.725142,9.694627
"TGFBR2",11.10548,11.0737,11.02503,11.16594,11.06906,11.18098,11.05252,11.13171,11.06463,11.07406,11.06216,11.08584,11.10766,11.16326
"TGFBR3",8.573765,8.80257,8.288877,8.870414,8.628112,8.736917,9.250104,8.259387,8.411798,8.478858,9.845351,8.261213,9.257756,7.273288
"TGFBRAP1",8.541368,8.627386,8.413522,8.131089,8.140029,8.05524,8.239239,8.294388,8.125208,8.250635,8.436196,8.557463,8.481602,8.163204
"TGIF1",5.983381,6.317292,6.008879,6.246309,5.964609,5.977406,6.054564,6.103282,6.048721,6.244585,5.890972,5.931905,5.83179,6.37814
"TGIF1P1",8.762556,8.808823,8.604427,8.863453,8.765858,8.652691,8.840339,8.701697,8.820993,8.745399,9.015904,8.905037,8.469792,8.915046
"TGIF2",8.043875,7.979506,7.877802,7.815186,7.774179,7.768599,7.928875,7.893993,7.973976,7.880335,7.767007,8.100619,7.887686,7.902898
"TGIF2LY",4.049541,4.207137,3.776652,4.068473,3.788042,3.756953,3.726278,3.932886,3.813198,3.957209,3.620043,3.705914,3.827294,4.092022
"TGM1",5.644575,5.566154,5.535244,5.483925,5.45307,5.281111,5.362027,5.496454,5.250218,5.460661,5.471038,5.633638,5.385272,5.612568
"TGM2",8.135777,8.58432,8.426824,8.017808,8.506833,8.607849,9.578014,8.620391,10.00707,9.04285,8.143128,8.879605,9.071446,8.890652
"TGM3",6.267862,6.286463,6.372799,6.100598,6.221714,6.219671,6.009466,6.549046,6.376612,6.493442,6.153607,6.281434,5.983199,6.730611
"TGM4",4.439874,4.667397,4.349787,4.767035,4.398658,4.287547,4.245862,4.166304,4.310208,4.398658,4.40321,4.312666,4.373261,4.44404
"TGM5",5.735474,5.809651,5.58436,5.84076,5.451549,5.410084,5.288934,5.284866,5.407844,5.442686,4.918875,5.355661,5.285767,5.635343
"TGM6",5.840614,6.171189,5.537259,6.170295,5.694911,5.56094,5.437319,5.662467,5.776335,5.786038,5.41447,5.547691,5.628764,5.887919
"TGM7",4.759933,4.495721,4.091983,4.4877,4.585594,4.287684,4.154431,3.988039,4.319422,4.336992,4.339294,4.284104,4.617227,4.762155
"TGOLN2",10.52474,10.49194,10.4805,10.40796,10.41284,10.39245,10.46396,10.5394,10.35162,10.42146,10.48037,10.40747,10.54121,10.44462
"TGS1",7.562393,7.69838,7.734799,7.693353,7.624454,7.705825,7.78297,7.768545,7.772176,7.658937,7.802889,7.633885,7.841177,7.503923
"TH",5.65224,5.923615,5.269915,5.553835,5.365975,5.70304,5.245629,5.637322,5.416022,5.859304,5.118173,5.375739,5.56075,5.666092
"THADA",8.512447,8.464509,8.555222,8.507496,8.53583,8.535113,8.480052,8.672749,8.586836,8.563135,8.785505,8.536065,8.502542,8.188295
"THAP1",7.566158,7.511104,7.428839,7.509452,7.701647,7.61282,7.853396,7.491803,7.462524,7.513312,7.69898,7.89907,7.641235,7.267618
"THAP10",4.939568,5.108027,4.403035,4.839479,4.710913,4.824117,4.719301,4.779988,4.864941,4.688548,4.215577,4.793638,4.57779,4.865846
"THAP11",7.704424,7.906714,7.476883,7.961054,7.619529,7.610832,7.816616,7.502733,7.777869,7.519657,7.818135,7.850293,7.912425,7.582951
"THAP12P1",3.747296,3.716597,4.121101,4.09257,4.102259,3.929,4.078638,4.083651,4.485355,3.661264,3.963016,3.956892,4.624872,3.414172
"THAP12P7",7.552157,7.303928,7.895064,8.220651,7.911988,8.048813,8.358826,8.064579,8.041618,7.823328,8.093187,7.550232,8.182221,7.793964
"THAP2",4.702039,4.684371,4.822018,5.227036,4.992623,5.004378,5.267367,5.11287,4.983328,4.976779,5.132806,4.807804,5.08194,4.401783
"THAP3",6.066009,6.132054,5.708048,6.143318,5.893661,6.128544,5.980689,5.842157,5.753488,6.073976,5.441425,6.045796,5.672898,6.067738
"THAP4",7.416739,7.429813,6.990333,7.395772,7.187555,7.159442,7.232156,7.242136,7.23457,7.047095,7.418798,7.45717,7.258363,7.238716
"THAP5",7.953972,7.858802,8.189893,8.422673,8.059462,8.266259,8.443831,8.45279,8.46188,8.264285,7.997093,7.703628,8.373434,8.013959
"THAP5P1",3.122645,3.191168,3.467525,3.277235,3.89206,3.77407,3.15857,4.192992,4.533541,3.467525,3.210348,3.239057,3.423179,3.152766
"THAP6",7.610931,7.533148,8.05811,8.165934,7.902719,8.131741,8.232731,8.224366,8.116087,8.029749,8.091973,7.385218,8.344951,7.888084
"THAP7",7.470036,7.179901,7.151402,7.578165,7.62908,7.450692,7.691861,7.372022,7.34229,7.117518,7.529796,7.688316,7.457911,6.847887
"THAP8",6.837787,7.225132,6.774748,7.068879,7.025719,6.829206,6.73938,6.7156,6.849565,6.951327,6.876484,6.875379,6.902081,7.024452
"THAP9",5.440806,5.520588,5.315089,5.543866,5.142106,5.286276,5.413795,5.629086,5.834794,5.47469,5.136848,5.247732,5.352079,5.362334
"THBD",8.628189,7.965607,7.982381,8.667297,8.722921,8.342378,6.615779,8.644226,8.3782,8.340904,8.257384,8.260839,7.956815,8.097462
"THBS1",8.355393,8.867498,8.870001,6.762824,8.714695,8.463046,7.698174,8.293915,9.152899,7.882473,8.376241,8.830145,6.881065,10.07995
"THBS2",4.666995,5.458845,4.723454,4.825238,4.515819,4.982485,4.569119,4.56601,4.92786,4.808537,4.546265,4.74088,4.75844,5.005381
"THBS3",6.388333,6.478099,6.145716,6.025765,6.411273,6.834419,6.099312,6.432038,5.914908,6.127265,6.330574,6.316523,6.524649,6.250433
"THBS4",4.524739,4.766745,4.05942,4.145134,4.848467,4.575717,4.648415,4.337106,4.400494,4.243928,4.28317,4.842199,4.274916,4.708338
"THEG",4.950123,5.306646,4.970921,5.158361,4.872648,4.608613,4.656251,4.788385,4.831071,4.824376,4.227986,4.712808,4.708692,4.988117
"THEGL",6.247701,5.988737,5.676468,6.109631,5.976472,5.496737,6.948267,6.287426,6.70146,6.27494,5.183797,6.070099,5.453799,6.149897
"THEM4",8.774984,9.091533,8.837859,8.740599,8.912039,8.956958,8.863535,9.137418,8.949198,8.711697,8.626482,9.20971,8.914811,8.643081
"THEM5",5.477004,6.938669,5.390713,5.443557,5.520848,5.783353,6.321905,5.624364,8.13558,5.858242,6.588402,5.764682,7.800581,6.122985
"THEM6",7.196729,7.138694,7.016222,7.223327,7.318944,6.809567,7.057876,6.806313,7.057876,6.842646,7.111511,6.991866,6.910876,6.916388
"THEMIS",8.904805,9.451971,9.065148,9.436032,9.089663,9.414596,9.388652,9.422603,9.417754,9.265136,9.891186,8.698628,9.720645,8.403773
