,Posttreatment_Placebo1,Posttreatment_Placebo2,Posttreatment_Placebo3,Posttreatment_Placebo4,Posttreatment_Placebo5,Posttreatment_Placebo6,Posttreatment_Placebo7
ID_REF,GSM1923001,GSM1923005,GSM1923011,GSM1923013,GSM1923021,GSM1923006,GSM1923014
7896604,5.708687,6.361099,5.230832,5.572607,4.513559,5.466342,6.929152
7896605,11.29365,11.76827,11.15792,11.59144,11.69266,11.26292,11.47835
7896606,10.65098,10.51793,10.50322,10.03827,10.29597,10.70826,10.55641
7896607,5.6905,5.749722,5.602216,5.116668,5.468863,4.975762,5.430984
7896608,6.905127,7.204622,7.112012,6.879138,7.418488,7.369279,7.328923
7896609,10.40531,9.993467,10.08126,9.880523,10.04329,10.12866,9.96291
7896610,4.654292,4.80372,3.935798,4.65178,4.99131,5.049479,4.079016
7896611,7.553404,8.190896,8.308951,8.146072,8.092297,7.867964,8.069813
7896612,10.07003,9.88425,10.09731,9.459508,10.08627,9.857256,9.995219
7896613,8.070872,7.76341,8.336621,7.886261,7.966536,8.123308,8.344236
7896614,4.312124,5.634934,5.682795,5.084192,5.019172,5.572752,5.908264
7896615,6.001653,5.4378,5.616621,5.508051,6.319521,5.840803,5.965495
7896616,11.26376,11.22186,11.13076,11.11669,11.21885,10.97149,11.26994
7896617,3.268989,4.282025,3.063972,3.289764,3.307935,3.777955,3.644543
7896618,4.537963,4.859256,4.212963,4.829435,4.472518,4.715621,4.64265
7896619,6.0695,6.108794,5.876398,5.981517,5.692509,5.85886,5.832609
7896620,11.08808,10.98955,11.12704,10.6821,11.14449,11.09931,11.10871
7896621,8.586143,9.081255,8.793454,9.342028,9.587311,9.432236,8.869027
7896622,10.90584,11.39346,11.08832,11.45986,10.89258,11.36541,11.05481
7896623,7.107746,7.069122,7.31425,6.968715,7.016723,7.047514,7.161187
7896624,7.927377,7.565966,7.830147,7.534144,7.605035,7.631516,7.674818
7896625,5.865064,7.011295,5.665956,6.078949,6.613358,6.033155,6.072122
7896626,4.576423,5.103566,5.62157,5.611986,4.047739,5.285969,4.416998
7896627,8.208209,8.581967,8.705523,8.352243,8.485789,8.357687,8.246055
7896628,6.763425,7.574666,7.008079,6.731919,6.628158,7.13334,6.994368
7896629,5.943756,5.44727,5.558402,3.934239,5.050625,5.390241,5.937244
7896630,6.049724,4.824899,3.750945,5.637322,3.249303,5.906167,2.992524
7896631,13.36244,13.26907,13.38093,13.04527,13.37156,13.28382,13.35211
7896632,5.572523,5.809098,4.247596,5.028857,5.39402,3.726196,4.883054
7896633,7.664665,8.080293,8.146434,6.885986,7.955967,7.580601,8.203625
7896634,5.801304,4.29975,5.343088,5.604072,6.023968,5.042068,2.554939
7896635,3.564143,3.654375,3.741854,3.376015,4.239682,3.501636,3.563641
7896636,3.865898,4.663279,4.654802,3.959981,3.309571,3.92533,3.807294
7896637,7.156929,6.848371,6.994761,6.903188,6.939301,7.084265,6.963611
7896638,5.375981,5.755181,5.649008,5.60154,4.718452,5.803545,5.726454
7896639,12.58488,12.51752,12.5371,12.31533,12.54649,12.58252,12.54708
7896640,7.415983,7.841682,7.328697,7.656531,7.847205,6.732248,7.70704
7896641,2.999428,3.412761,2.892032,3.924478,2.75976,4.264448,4.028615
7896642,10.57333,10.4301,10.74348,10.19171,10.32034,10.40822,10.53177
7896643,4.158982,3.560122,3.808086,4.059953,3.326879,3.483299,3.903242
7896644,7.209858,6.172151,6.557517,6.855276,6.78262,7.040992,6.79066
7896645,4.77509,4.739089,5.132369,5.229037,4.187195,5.242499,4.840343
7896646,7.232905,6.891599,7.041089,6.198493,6.596951,7.497732,7.47619
7896647,11.95084,11.71031,11.93049,11.57887,11.58807,11.53021,11.76962
7896648,7.743475,8.144965,7.551968,7.950867,7.475904,7.449854,8.151195
7896649,4.327753,5.404398,4.434154,4.7388,3.892424,5.102077,5.123446
7896650,10.0693,10.37379,10.21399,10.26026,9.990008,10.25236,10.2943
7896651,10.04825,10.21244,10.54781,10.35938,10.11117,10.11799,10.36331
7896652,8.73819,8.889338,8.619164,9.101993,9.084733,8.95099,8.775436
7896653,12.54835,12.67129,12.83851,12.75564,12.69874,12.82779,12.70858
7896654,9.497046,9.227393,8.901691,7.314341,8.560625,8.529342,9.650636
7896655,8.553734,8.460533,8.267725,8.198719,8.46332,8.231229,7.991829
7896656,6.884809,7.17354,6.735855,7.165171,7.187771,6.799542,7.099676
7896657,11.66362,11.91458,11.76201,11.84345,11.80013,11.78389,11.86721
7896658,2.238866,2.252717,2.238866,2.288345,2.238866,2.238866,2.19464
7896659,5.591341,5.866294,4.266237,3.526772,4.145998,5.86162,4.752425
7896660,7.759654,7.317358,7.486504,7.460563,8.099894,7.234293,7.925739
7896661,8.24949,7.848104,7.749899,7.891527,7.785511,7.745958,7.885167
7896662,7.593868,7.723054,7.713356,7.656166,7.887604,7.819343,7.960274
7896663,9.292178,9.353546,9.32167,8.954381,8.884072,9.05273,9.304488
7896664,10.04695,10.62314,10.39141,10.84233,10.08529,10.26648,10.27565
7896665,2.031657,2.394456,1.825608,2.290358,3.67656,2.325824,4.814702
7896666,2.371106,2.353066,2.233239,2.642704,2.582558,2.803582,2.628373
7896667,5.877325,5.698265,5.843327,5.71589,5.673704,5.777524,5.668344
7896668,7.486837,7.374784,7.447795,7.347193,7.322825,6.766614,7.275779
7896669,10.46632,10.18659,10.37801,9.926557,10.16209,10.00891,9.897971
7896670,8.184156,8.051765,7.778096,7.917451,8.086046,7.880203,7.482604
7896671,6.71498,7.923393,6.862387,7.432301,6.83812,7.205544,7.378241
7896672,3.198452,4.444727,2.780704,3.850216,4.368017,3.266226,3.079056
7896673,10.78797,10.57912,10.72583,10.23589,10.28898,10.58464,10.73297
7896674,5.01854,5.214039,5.627022,4.920701,5.102834,5.452818,5.410477
7896675,9.481138,9.001843,9.075271,8.955286,9.24748,8.995249,9.328508
7896676,8.889509,8.551913,8.549593,8.527059,9.119544,8.868698,8.479795
7896677,8.554549,8.525151,8.417512,8.633503,8.568769,8.551186,8.464252
7896678,2.509646,2.690948,2.283659,2.377405,2.536404,2.98635,3.195095
7896679,11.05985,11.09954,11.29322,10.89053,11.05121,11.09256,11.13158
7896680,5.809512,6.714837,5.873125,6.414414,6.281692,6.658532,6.248122
7896681,6.787982,6.927856,6.976624,6.050169,6.566685,6.88719,6.444981
7896682,6.493286,6.466153,6.231364,6.646833,5.741106,6.352085,6.410626
7896683,10.9499,11.16646,10.76874,10.98824,11.193,11.18173,11.09749
7896684,10.26797,10.58148,10.914,10.68313,10.3957,10.68599,10.69588
7896685,10.28727,10.18162,10.33817,9.457513,9.915379,10.11678,10.26209
7896686,5.870324,5.538179,6.190278,4.927211,5.687087,5.791786,5.257627
7896687,12.68715,12.60881,12.60777,12.70526,12.7835,12.70386,12.58999
7896688,10.52957,10.36154,10.43048,10.16618,10.26762,10.37444,10.43437
7896689,10.28854,9.807683,10.30703,10.1146,10.1138,10.13788,9.916058
7896690,8.352442,7.969641,7.994617,8.242032,7.580381,7.843403,7.772184
7896691,10.41,10.2778,10.51971,9.997649,10.01195,10.34449,10.39333
7896692,7.977634,8.022633,8.063824,7.783051,7.824821,8.00098,7.957579
7896693,6.73538,7.073162,6.371026,7.485471,7.197015,7.254908,7.208328
7896694,10.87719,11.17836,11.19561,11.0972,10.86422,11.12488,11.36715
7896695,6.13239,6.258583,6.376087,5.883202,5.666183,6.424127,6.052162
7896696,7.194808,7.387463,7.369953,7.70225,7.355404,7.48361,7.687693
7896697,12.00475,11.7216,12.312,12.03821,11.30585,11.55912,11.75416
7896698,9.436329,9.615877,9.662324,9.509759,9.431648,9.581063,9.565456
7896699,9.906603,10.08349,9.808067,9.98935,9.602856,9.630362,10.16072
7896700,8.410075,8.489589,8.919412,8.518079,8.638329,8.929601,8.627837
7896701,8.888954,9.206614,9.242933,8.968349,9.262936,9.208057,9.115373
7896702,9.19821,9.600665,9.114844,9.35717,9.21655,9.203485,9.508048
7896703,12.20174,12.17069,11.979,12.24116,12.16341,12.18936,11.96235
7896704,9.89108,9.236515,9.995819,9.511211,10.06547,10.10907,9.861304
7896705,10.28523,9.606807,10.44994,10.09019,10.10234,9.796741,9.747644
7896706,10.78891,10.21708,10.87489,10.91755,11.10876,10.87899,10.64128
7896707,7.886869,7.593471,7.575821,7.823723,7.195094,7.449824,7.092
7896708,10.69016,10.57807,10.69199,10.12421,10.40613,10.72735,11.07101
7896709,9.030413,9.085867,9.232964,9.24641,9.151621,9.225097,9.107198
7896710,5.321643,5.251445,5.69022,5.364473,5.69022,5.754711,6.643824
7896711,7.558636,8.027639,8.47307,8.229887,8.291247,8.240003,8.1702
7896712,5.699817,5.435684,5.343088,5.818152,4.996737,4.695583,5.978151
7896713,7.244966,7.498556,7.427297,7.722204,7.262181,7.5468,7.761019
7896714,8.816036,8.600456,10.01948,8.72821,8.237256,8.864645,8.169234
7896715,12.06334,11.65251,11.74942,11.99663,11.27242,11.53674,11.76274
7896716,9.537971,9.772546,9.873334,9.606619,9.584662,9.839943,9.594793
7896717,10.26244,10.49742,10.2553,10.41364,10.00032,10.04626,10.54399
7896718,8.398458,8.471286,8.890147,8.473516,8.58009,8.885888,8.590661
7896719,8.844625,9.126794,9.190261,8.928072,9.419262,9.311806,9.076609
7896720,9.267498,9.769532,9.163233,9.502473,9.340809,9.297876,9.569017
7896721,8.991053,8.364548,8.760314,8.965519,8.568293,8.791283,8.884231
7896722,9.020397,9.669494,9.944935,9.669494,9.166918,9.619144,9.441392
7896723,7.181605,6.725411,7.295022,6.533459,6.952742,6.701097,6.719389
7896724,6.969018,7.164164,6.575931,6.94296,6.96386,6.772533,6.963862
7896725,4.259035,4.143636,4.484048,3.902788,4.493859,4.118926,4.289948
7896726,9.537445,9.063444,9.58666,8.869931,9.106615,9.150007,9.156738
7896727,9.030432,8.975164,9.316404,9.358639,8.786074,9.051586,9.04468
7896728,9.960736,9.962242,9.968257,10.09272,10.1346,10.00108,9.871209
7896729,8.879334,8.290783,9.040571,8.412783,7.635281,7.696179,7.92337
7896730,4.774592,4.800711,6.357102,4.627147,4.720098,5.002909,4.500813
8180192,13.2212,13.21481,13.19426,13.27561,13.19761,13.19644,13.22406
8180193,13.22689,13.1855,13.17502,13.17246,13.11735,13.1228,13.15976
8180194,7.857203,7.793243,7.990319,8.002375,7.944523,7.81917,7.869778
8180195,4.128635,4.009499,4.211989,4.311058,4.115829,4.421696,4.09606
8180196,9.575024,9.143699,9.41982,9.497972,9.544464,9.565459,9.323851
8180197,5.388902,4.942256,5.235037,4.843204,5.024214,5.147981,4.777322
8180198,3.404168,3.484941,3.332831,3.397822,3.507032,3.422322,3.349813
8180199,7.849456,7.723041,7.992602,7.988486,7.983152,7.792006,7.856409
8180200,9.489161,9.724443,9.245862,9.627223,9.44152,9.38676,9.630548
8180201,4.274448,4.311731,4.161405,4.663745,4.110409,4.333435,4.300342
8180202,6.004291,6.231019,6.156278,6.349726,6.51189,6.548892,6.522928
8180203,5.71476,5.607481,5.577652,5.508383,5.40347,5.575598,5.642799
8180204,6.604745,6.422409,6.472546,6.2809,6.294891,6.409068,6.267094
8180205,3.302174,3.136213,3.44248,3.438004,3.417296,3.284644,3.178814
8180206,7.346646,7.305753,7.216446,7.648385,7.350578,7.195672,7.45573
8180207,8.214924,8.266405,8.141223,8.575873,8.247775,8.123454,8.433353
8180208,4.8853,4.555914,4.828265,4.446835,4.715322,4.757772,4.566999
8180209,6.503376,5.938313,6.172825,6.191962,6.135787,6.56991,6.298863
8180210,4.317147,4.081883,4.179209,4.071817,3.843623,4.03668,4.167228
8180211,4.502234,4.29566,4.649708,4.355113,4.579978,4.389018,4.483356
8180212,6.197109,6.587717,6.277276,6.625278,6.372006,6.505633,6.375322
8180213,4.95001,4.551257,4.638192,4.760622,5.10244,5.009634,4.816256
8180214,5.092013,4.606142,5.032409,5.091572,5.420483,5.121068,4.935372
8180215,5.728445,4.938366,5.433358,5.126693,5.014193,5.291209,4.889477
8180216,7.82658,7.644963,7.609742,7.628402,8.001823,7.903533,7.692356
8180217,10.48968,10.42163,10.40129,10.69392,10.38083,10.34278,10.54082
8180218,8.001573,8.119095,7.911351,8.151867,8.216515,7.957552,7.957089
8180219,5.629386,5.7569,5.664648,5.550763,5.391072,5.651078,5.371458
8180220,5.040595,5.155561,5.429669,4.667486,5.719169,4.628668,4.857878
8180221,2.819521,2.751385,2.882425,2.964562,2.914275,3.014914,2.751385
8180222,3.02095,2.946437,3.046236,2.936543,3.010866,2.901252,3.062836
8180223,7.081998,6.70272,6.97735,6.811387,6.81727,6.752176,6.65331
8180224,7.11864,7.256471,6.905661,7.245984,7.266192,7.175601,7.040998
8180225,5.302847,5.313027,5.386579,5.166224,5.18413,4.935493,5.086898
8180226,4.430939,4.62437,4.368923,4.703962,4.592418,4.479595,4.496531
8180227,8.233021,8.301312,8.079161,8.399196,7.734484,8.115296,8.298635
8180228,5.120845,5.055655,5.284393,5.27973,5.212831,5.311125,5.106692
8180229,6.039385,5.473343,5.751381,5.707479,5.954628,5.70546,5.62444
8180230,7.417072,7.833398,7.617187,7.527444,7.436803,7.59433,7.642861
8180231,5.164217,5.067399,5.136288,4.992935,5.054976,4.933208,5.093854
8180232,7.06869,7.529486,7.079466,7.092256,7.132376,7.43792,7.372424
8180233,5.098411,4.957304,5.309072,4.876734,4.731603,4.775868,5.03994
8180234,7.251106,7.174435,7.662303,7.264776,7.187603,7.332086,7.274114
8180235,5.446445,5.224278,5.656295,5.354345,5.440448,5.389266,5.314576
8180236,7.340878,7.671434,7.252552,7.978959,7.698734,7.504995,7.722337
8180237,7.983911,8.184734,8.056364,8.035615,7.997739,8.033281,8.141888
8180238,3.927823,4.040807,4.200043,3.481527,4.123757,4.121452,4.020481
8180239,7.316548,7.338354,7.222011,7.210496,6.765473,7.194262,7.379323
8180240,7.07839,7.01351,7.388008,7.039134,7.41225,7.159635,7.165314
8180241,5.213439,4.901987,5.53196,4.967203,5.008419,5.262935,4.814702
8180242,5.105078,4.920464,5.111998,4.802026,4.828093,5.280719,4.993065
8180243,5.064533,4.673176,4.799411,4.658036,4.56217,4.730565,4.686427
8180244,6.708424,6.806761,6.954585,6.81049,6.733048,6.613585,6.438989
8180245,6.047967,6.756293,5.75558,4.630363,5.976175,5.921238,6.576331
8180246,8.697548,8.700746,8.894922,8.756644,8.730289,8.808441,8.263694
8180247,5.102689,4.897704,4.984718,4.969636,5.032973,5.049042,5.012484
8180248,3.762939,3.718798,3.710916,3.770941,4.016203,3.47962,3.537129
8180249,5.081052,4.730002,4.855753,4.965795,4.506277,4.638689,4.840176
8180250,5.285564,5.194636,5.294564,5.137848,5.099315,5.486042,5.157525
8180251,5.964046,6.232807,5.728347,5.550819,5.953951,5.981457,5.985011
8180252,5.544702,5.200232,5.453752,5.059644,5.055273,5.357018,5.366586
8180253,3.710968,3.873161,3.868124,3.781879,3.81688,3.798692,3.774394
8180254,7.444544,7.277328,7.645726,7.277847,7.462324,7.48762,7.395334
8180255,9.506134,9.954148,10.07223,8.780293,9.53238,9.245158,9.777771
8180256,8.591339,8.991017,8.788013,9.172029,8.908595,8.72496,9.000851
8180257,9.322525,9.267677,9.456569,9.147141,9.394314,9.183812,9.352156
8180258,6.004291,6.231019,6.156278,6.349726,6.51189,6.548892,6.522928
8180259,9.715401,9.959175,9.608625,9.674162,9.644592,9.665415,9.647306
8180260,9.761312,10.21642,9.600342,9.982424,9.506488,9.78012,9.891942
8180261,9.110175,8.540153,8.882378,9.01664,9.089838,9.088339,8.834668
8180262,8.099016,8.205161,7.854587,8.215867,8.235293,8.113544,8.016032
8180263,9.751105,9.726339,9.717078,9.915632,9.86856,9.541585,9.702833
8180264,3.136325,4.157583,3.610227,4.002007,3.992303,3.906676,4.325162
8180265,7.340878,7.671434,7.252552,7.978959,7.698734,7.504995,7.722337
8180266,5.403183,4.934963,5.277442,5.127158,5.105057,5.345599,5.02907
8180267,7.258338,6.859753,7.423855,7.320635,7.59516,7.38963,7.613056
8180268,6.670355,6.550087,6.710994,6.999529,6.716837,6.777165,6.591136
8180269,6.76029,7.083988,6.771747,6.616795,6.781264,6.714904,6.78693
8180270,5.184679,5.073584,4.583623,4.713692,4.933124,5.177303,5.219808
8180271,4.770672,4.782491,4.875755,4.719293,4.753406,4.780178,4.690971
8180272,4.856424,5.337387,5.101225,5.169529,5.107515,5.037006,4.969289
8180273,5.751437,5.704906,5.393538,5.431728,5.694319,5.583071,5.477965
8180274,6.358578,5.981024,6.273665,6.087078,6.391172,6.238699,6.254275
8180275,4.890844,4.944003,4.842284,4.781736,4.802055,4.733424,4.590181
8180276,3.628284,3.736018,3.419407,3.6514,3.620601,3.659178,3.474406
8180277,5.087472,4.688153,4.768366,4.906802,5.037509,4.958958,4.728466
8180278,4.657534,4.759456,4.722764,4.600415,4.600415,4.359752,4.64643
8180279,4.970393,4.973209,5.370877,5.340313,5.343197,5.339726,5.359149
8180280,4.850233,5.334271,4.950553,4.884187,5.021984,4.922677,5.032124
8180281,5.985504,6.079458,5.483821,5.928385,5.928385,5.748461,5.78219
8180282,6.739153,7.1721,7.484527,7.844027,6.945793,6.970403,7.3248
8180283,9.055272,9.462873,9.358704,9.634897,9.366124,9.185131,9.057403
8180284,9.447536,9.92916,9.762358,10.06266,9.814871,9.608536,9.46038
8180285,10.75261,10.71138,10.46571,10.76585,10.65028,10.68845,10.72427
8180286,8.225401,8.374497,8.112882,8.70437,8.603988,8.360618,8.434208
8180287,9.335841,9.832484,9.166654,9.765275,10.69466,10.50949,9.384102
8180288,7.857203,7.793243,7.990319,8.002375,7.944523,7.81917,7.869778
8180289,7.762212,7.580504,7.89767,7.92345,7.926846,7.701336,7.767858
8180290,7.760763,7.706576,7.91247,7.929605,7.867377,7.716136,7.768667
8180291,7.760763,7.706576,7.91247,7.929605,7.867377,7.716136,7.768667
8180292,7.760763,7.7335,7.91247,7.927281,7.844381,7.754034,7.768667
8180293,7.857203,7.793243,7.990319,8.002375,7.944523,7.81917,7.869778
8180294,7.812766,7.888337,7.634265,7.917529,8.078749,7.850471,7.628393
8180295,7.852079,7.777525,7.993988,7.971923,7.953199,7.800646,7.865619
8180296,7.767691,7.705559,7.911852,7.90273,7.859873,7.748165,7.76075
8180297,11.19962,11.47495,11.39424,11.49568,11.56242,11.43773,11.26249
8180298,8.484866,8.609589,8.55684,8.71812,8.947846,8.760316,8.68528
8180299,9.661434,9.53831,9.383101,9.737094,9.474903,9.511543,9.664618
8180300,5.796614,5.549014,5.794259,5.910906,5.772133,5.796917,5.809896
8180301,7.285682,7.520003,7.393291,7.168236,7.750677,7.530464,7.370362
8180302,7.242948,7.471229,7.381306,7.194452,7.774008,7.529568,7.348029
8180303,4.255103,3.901342,4.33762,4.051133,4.12034,4.172155,4.314782
8180304,6.147847,5.983902,6.035486,6.202034,5.84485,6.006658,5.97315
8180305,7.393527,7.567946,7.699893,7.596353,7.701497,7.598857,7.482103
8180306,10.34245,10.34273,10.45381,10.344,10.3942,10.19281,10.43842
8180307,8.440874,8.790022,8.427984,8.575849,8.218968,8.533136,8.846374
8180308,8.574998,8.840559,8.4313,8.585537,8.133463,8.556199,8.865477
8180309,7.279898,6.993225,7.174242,7.222633,7.049508,7.146107,7.120102
8180310,9.793165,9.697835,9.873672,9.921235,9.813969,9.80114,9.793728
8180311,8.671365,8.967778,8.894032,8.895617,8.882207,9.017102,8.912042
8180312,9.993208,10.39072,9.825529,10.15246,10.05675,10.05766,10.2389
8180313,5.924167,6.354527,5.632727,5.761646,5.867198,5.664415,5.551993
8180314,5.87387,5.913266,5.44224,5.904541,5.796544,5.714231,5.605501
8180315,6.177702,6.200141,5.747061,6.019958,6.110441,5.96388,5.753484
8180316,8.605726,9.242291,8.616358,9.031551,8.781558,8.673045,8.965577
8180317,8.505724,8.979747,8.500392,8.80905,8.631923,8.582021,8.784816
8180318,8.624457,9.131213,8.666607,9.044785,8.801925,8.794981,8.985943
8180319,8.485518,8.971831,8.520148,8.912906,8.690498,8.602284,8.884926
8180320,5.634705,6.280012,5.320265,6.329742,6.17377,4.945662,5.97486
8180321,9.506134,9.954148,10.07223,8.780293,9.53238,9.245158,9.777771
8180322,4.594936,3.980952,4.843346,3.983433,3.895285,4.204478,3.899029
8180323,9.287424,10.08193,9.072849,9.80676,10.13646,9.69396,9.50873
8180324,8.440394,8.779596,8.198229,9.185317,9.108847,8.744072,8.658396
8180325,8.356026,7.983597,8.280699,7.858751,8.287382,8.061092,8.02157
8180326,8.606705,8.215506,8.595319,8.091889,8.553106,8.29265,8.225904
8180327,8.478766,8.070436,8.401295,7.968135,8.43882,8.156574,8.171177
8180328,8.611391,8.234386,8.534122,8.06559,8.543453,8.219302,8.210807
8180329,12.63414,12.58255,12.60242,12.63329,12.71011,12.59276,12.62794
8180330,12.67542,12.62175,12.65918,12.6863,12.77535,12.64325,12.68032
8180331,12.65626,12.60328,12.63498,12.65567,12.73291,12.61801,12.64697
8180332,12.62613,12.58735,12.61289,12.65225,12.74721,12.60587,12.64356
8180333,12.61734,12.58052,12.60972,12.63436,12.71383,12.58571,12.63766
8180334,12.66559,12.62136,12.65273,12.67542,12.76875,12.64063,12.67664
8180335,12.58017,12.55248,12.57927,12.60487,12.68071,12.56054,12.59287
8180336,9.787409,9.720455,9.755255,9.70504,9.696789,9.785624,9.776692
8180337,7.858181,8.254314,8.137362,8.175427,8.297186,8.151382,8.208992
8180338,7.184551,7.373698,7.04346,7.571571,7.279636,7.095542,7.10623
8180339,8.813229,9.018459,8.795207,8.700985,8.860819,8.989854,8.781021
8180340,5.412621,5.294874,5.448761,5.259241,5.336408,5.372509,5.336795
8180341,10.88579,10.76221,10.8896,11.09927,10.96262,10.87537,10.86153
8180342,10.90014,10.76894,10.90368,11.11035,10.96857,10.88883,10.86278
